"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","runNum"
"1",1,18841349.6633035,0,1,0,0,0,0,0,0,0,"Malawi","All","All",1,18841350.6633035,829
"2",2,18841348.9147304,0.616819495166207,0.811986044534672,0.00804230452333184,0.000113087869702938,0.311610541204758,1.62254423792716e-06,0.74857309584291,0.00868218511044525,0.000115867658897719,"Malawi","All","All",1,18841350.6633035,829
"3",3,18841348.2256325,0.991280191933777,0.832261680622918,0.0143486013357892,0.000401042312422753,0.599367750742561,1.17527253137769e-05,1.43767101967278,0.0166745588617922,0.000421177417569842,"Malawi","All","All",1,18841350.6633035,829
"4",4,18841347.4720196,1.30152142265825,0.9537129205353,0.0204839345024048,0.000829929113646155,0.914698937816445,3.6778094295344e-05,2.19128392272035,0.0254151979020545,0.000892938396682681,"Malawi","All","All",1,18841350.6633035,829
"5",5,18841346.586616,1.62310799857126,1.13931250716476,0.0271925964180887,0.00139649935631044,1.28559547837142,8.23991542083627e-05,3.07668747903605,0.0356843867601975,0.00153766794399722,"Malawi","All","All",1,18841350.6633035,829
"6",6,18841345.5199075,1.99328291174408,1.38018076359381,0.0349271864285403,0.00211266133724577,1.73273798023723,0.000154526291492637,4.1433960296324,0.0480564085936398,0.00237740019943518,"Malawi","All","All",1,18841350.6633035,829
"7",7,18841344.2241196,2.4361813353778,1.67954910919618,0.0440599627713022,0.00300001158986241,2.27613373890201,0.000259773493267805,5.43918393133042,0.0630853658542169,0.00344506296830674,"Malawi","All","All",1,18841350.6633035,829
"8",8,18841342.6458794,2.97298585712945,2.04680857538593,0.054972396457298,0.00408840897170664,2.93816305874075,0.00040582148401849,7.01742411816915,0.0813902953051683,0.00478367394502151,"Malawi","All","All",1,18841350.6633035,829
"9",9,18841340.7219916,3.62633225299374,2.49552357082286,0.0680991605274822,0.00541628913441828,3.74533890397461,0.000601762667983742,8.94131194012109,0.103704157554523,0.00644724614821338,"Malawi","All","All",1,18841350.6633035,829
"10",10,18841338.3761257,4.42258413654476,3.04305478149588,0.0839563768851362,0.00703186027797468,4.72969212587031,0.000858478489019873,11.2871777595631,0.130912257779854,0.00850263017869437,"Malawi","All","All",1,18841350.6633035,829
"11",11,18841335.5154814,5.39341237620914,3.71089019514974,0.10316624404134,0.00899489383448285,5.93016927145767,0.00118907965533312,14.1478220603477,0.164090927657084,0.0110320591088496,"Malawi","All","All",1,18841350.6633035,829
"12",12,18841332.0270012,6.57725194605249,4.52535748222118,0.126483156057698,0.0113790486871384,7.39422127590713,0.00160943117398495,17.6363023400996,0.204551447354057,0.0141363722057271,"Malawi","All","All",1,18841350.6633035,829
"13",13,18841327.7728568,8.02090154540221,5.51860986655857,0.154824047903988,0.0142747712115598,9.1796976693428,0.00213878541581331,21.8904466858349,0.253892396036285,0.0179389995573018,"Malawi","All","All",1,18841350.6633035,829
"14",14,18841322.5849911,9.78140125901794,6.72987530578809,0.189304738860867,0.0177928658563384,11.3571376960777,0.00280054839222511,27.0783124139932,0.314062963839872,0.0225908454603425,"Malawi","All","All",1,18841350.6633035,829
"15",15,18841316.2584709,11.928298751788,8.20699755342682,0.23128403145688,0.022068873907692,14.0125601334206,0.00362321077814633,33.4048325547781,0.387440041302655,0.0282762622402113,"Malawi","All","All",1,18841350.6633035,829
"16",16,18841308.5433889,14.5463730979574,10.0083336434945,0.282417627501746,0.0272684577334804,17.2508802372706,0.0046414857836021,41.1199145497414,0.476922635726276,0.0352203839290152,"Malawi","All","All",1,18841350.6633035,829
