"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","runNum"
"1",1,18841349.6633035,0,1,0,0,0,0,0,0,0,"Malawi","All","All",1,18841350.6633035,113
"2",2,18841348.9274242,0.611478364521421,0.845578168676204,0.00806006851933487,6.20836822232704e-05,0.270699936423878,6.8307811179933e-07,0.735879304901173,0.00855000258862601,6.32445949502605e-05,"Malawi","All","All",1,18841350.6633035,113
"3",3,18841348.2291133,1.00581870121598,0.884960540410944,0.0148424304966953,0.00022648557003922,0.528337020432864,5.05644548672425e-06,1.43419023457201,0.0166635076754356,0.000235079158118638,"Malawi","All","All",1,18841350.6633035,113
"4",4,18841347.4527648,1.34510572553025,1.02786553335422,0.0217475063573585,0.000480688987013887,0.815323118302315,1.61384875041103e-05,2.21053871101866,0.0256837124175432,0.000508116853921437,"Malawi","All","All",1,18841350.6633035,113
"5",5,18841346.5290479,1.70368840273141,1.24300578862963,0.0295198122804751,0.000827653837679903,1.15717717530762,3.682261958833e-05,3.13425565540641,0.0364161561471601,0.00089023503737404,"Malawi","All","All",1,18841350.6633035,113
"6",6,18841345.4024058,2.1218644265213,1.5245899598191,0.0386734469426172,0.00127901045025165,1.57442059775459,7.02461199402917e-05,4.2608976876078,0.0495063380967408,0.00139839593962935,"Malawi","All","All",1,18841350.6633035,113
"7",7,18841344.0165302,2.62830437630476,1.87892081547642,0.0496755298201877,0.00185277027375187,2.08789981348506,0.000120023510305681,5.64677332887048,0.0656084938788761,0.00205675400305753,"Malawi","All","All",1,18841350.6633035,113
"8",8,18841342.3069085,3.24977780646073,2.31929759194543,0.0630326579027535,0.00257300946861739,2.72152347671196,0.000190442314381555,7.35639498480387,0.0854721783784819,0.00289667216941836,"Malawi","All","All",1,18841350.6633035,113
"9",9,18841340.1959109,4.01581520425143,2.86440590721335,0.079340356754883,0.00347051073862885,3.50407394585631,0.000286665668985812,9.46739259048358,0.109999356379922,0.00395770805584362,"Malawi","All","All",1,18841350.6633035,113
"10",10,18841337.5884796,4.96144824017001,3.53825463978065,0.0993206177344233,0.00458398624194469,4.47080146073393,0.000414965499365953,12.0748239101603,0.140294483167826,0.0052892331546393,"Malawi","All","All",1,18841350.6633035,113
