OBJECTID,REG_NAME,REG_CODE,DIST_NAME,TA_CODE,TA_NAME,_Popcount,_Popsum,_Popmean,DIST_CODE,Squarekm,PopDensity
"197",Northern,"1",Karonga,"10204",TA Wasambo,434.000000000000000,76492.682764053344727,176.250421115330283,MW102,364.3418263000,209.9475745000
"198",Northern,"1",Likoma,"10620",Likoma Boma,1.117921388647984,1237.003156750305834,1106.520699318884908,MW106,1.3269667000,932.2036163000
"199",Northern,"1",Likoma,"10601",TA Mkumpha,6.000000000000000,4190.633598327636719,698.438933054606082,MW106,19.1274583300,219.0899347000
"200",Northern,"1",Mzimba,"10520",Mzimba Boma,13.000000000000000,28367.499649047851562,2182.115357619065435,MW105,10.5520782300,2688.3329540000
"201",Northern,"1",Mzimba,"10511",STA Levi Jere,214.000000000000000,19793.396345019340515,92.492506285137111,MW105,179.1630076000,110.4770265000
"202",Northern,"1",Mzimba,"10505",TA Chindi,2084.000000000000000,194956.780238389968872,93.549318732432809,MW105,1754.5218140000,111.1167605000
"203",Northern,"1",Mzimba,"10504",TA Jaravikuba Munthali,197.000000000000000,23435.560460567474365,118.962235840444038,MW105,163.0302637000,143.7497549000
"204",Northern,"1",Mzimba,"10503",TA Kampingo Sibande,1144.000000000000000,94892.431055426597595,82.947929244254013,MW105,960.5195394000,98.7928169600
"205",Northern,"1",Mzimba,"10508",TA Khosolo Gwaza Jere,1164.000000000000000,58848.283827096223831,50.556944868639370,MW105,970.3672543000,60.6453727300
"206",Northern,"1",Mzimba,"10501",TA M'Mbelwa,1332.000000000000000,171928.278453826904297,129.075284124494686,MW105,1144.6594060000,150.2003805000
"207",Northern,"1",Mzimba,"10507",TA Mabulabo,652.000000000000000,76767.538769245147705,117.741623879210351,MW105,544.5903723000,140.9638191000
"208",Northern,"1",Mzimba,"10509",TA Mpherembe,824.000000000000000,52491.320445716381073,63.703058793345122,MW105,694.0827788000,75.6268878000
"209",Northern,"1",Mzimba,"10502",TA Mtwalo,2353.000000000000000,219388.446228221058846,93.237758703026373,MW105,1968.8742690000,111.4283677000
"210",Northern,"1",Mzimba,"10506",TA Mzikubola,1720.000000000000000,97305.027075737714767,56.572690160312625,MW105,1442.7658940000,67.4433928700
"211",Northern,"1",Mzimba,"10510",TA Mzukuzuku,324.000000000000000,47199.303287506103516,145.676861998475630,MW105,273.7115502000,172.4417666000
"212",Northern,"1",Mzimba,"10512",Vwaza Marsh Reserve,425.000000000000000,804.454418727284065,1.892833926417139,MW105,365.6792470000,2.1998908200
"213",Northern,"1",Mzuzu City,"10703",Chibanja Ward,3.000000000000000,15252.772705078125000,5084.257568359375000,MW107,2.1430221450,7117.4125470000
"214",Northern,"1",Mzuzu City,"10701",Chibavi East Ward,2.000000000000000,16903.106933593750000,8451.553466796875000,MW107,0.8413695930,20089.9902400000
"215",Northern,"1",Mzuzu City,"10702",Chibavi West Ward,1.898375775121458,16326.409980079955858,8600.199283008336351,MW107,1.5904853420,10265.0490000000
"216",Northern,"1",Mzuzu City,"10704",Chiputula Ward,1.283531412422421,11900.463575967578436,9271.657445070022732,MW107,1.0753947240,11066.1353500000
"217",Northern,"1",Mzuzu City,"10705",Jombo - Kaning'ina Ward,6.000000000000000,4537.051818847656250,756.175303141276004,MW107,5.4326929630,835.1386410000
"218",Northern,"1",Mzuzu City,"10706",Katawa Ward,5.000000000000000,6035.104858398437500,1207.020971679687591,MW107,4.5736260040,1319.5448970000
"219",Northern,"1",Mzuzu City,"10707",Luwinga Ward,17.000000000000000,23959.169692993164062,1409.362923117244918,MW107,12.9917028400,1844.1900930000
"220",Northern,"1",Mzuzu City,"10708",Masasa Ward,23.000000000000000,33232.848884582519531,1444.906473242718221,MW107,18.9599409400,1752.7928470000
"221",Northern,"1",Mzuzu City,"10709",Mchengautuwa East Ward,5.000000000000000,37458.371276855468750,7491.674255371093750,MW107,4.3823756760,8547.5034640000
"222",Northern,"1",Mzuzu City,"10710",Mchengautuwa West Ward,27.000000000000000,16534.727333068847656,612.397308632179488,MW107,22.7129291700,727.9874474000
"223",Northern,"1",Mzuzu City,"10711",Msongwe Ward,19.000000000000000,12973.638893127441406,682.823099638286408,MW107,17.5364319300,739.8106379000
"224",Northern,"1",Mzuzu City,"10712",Mzilawaingwe Ward,1.379442403564777,9874.050867713975094,7158.001553524302835,MW107,1.1557167570,8543.6598580000
"225",Northern,"1",Mzuzu City,"10713",Nkhorongo - Lupaso Ward,36.000000000000000,8151.041713714599609,226.417825380961091,MW107,32.5817015700,250.1723765000
"226",Northern,"1",Mzuzu City,"10714",Zolozolo East Ward,21.000000000000000,10315.788420677185059,491.228020032246889,MW107,17.9825970200,573.6539836000
"227",Northern,"1",Mzuzu City,"10715",Zolozolo West Ward,2.000000000000000,8051.110107421875000,4025.555053710937500,MW107,1.9870603690,4051.7692530000
"228",Northern,"1",Nkhatabay,"10320",Nkhatabay Boma,17.000000000000000,13499.002273559570312,794.058957268210065,MW103,12.3778576100,1090.5766320000
"229",Northern,"1",Nkhatabay,"10311",STA Kondowe,104.000000000000000,1579.672801077365875,15.189161548820826,MW103,85.3619116800,18.5055930600
"230",Northern,"1",Nkhatabay,"10310",STA Nyaluwanga,245.000000000000000,11276.233048215508461,46.025441013124521,MW103,208.4470112000,54.0964007100
"231",Northern,"1",Nkhatabay,"10314",TA Boghoyo,24.000000000000000,798.518721818923950,33.271613409121834,MW103,22.2633687300,35.8669315100
"232",Northern,"1",Nkhatabay,"10307",TA Fukamalaza,91.000000000000000,13109.903114318847656,144.064869388119206,MW103,75.6488914200,173.2993421000
"233",Northern,"1",Nkhatabay,"10302",TA Fukamapiri,260.000000000000000,27612.214183926582336,106.200823784333011,MW103,215.1877836000,128.3168296000
"234",Northern,"1",Nkhatabay,"10301",TA Kabunduli,2046.000000000000000,52946.621594835072756,25.878114171473644,MW103,1708.1377720000,30.9966926700
"235",Northern,"1",Nkhatabay,"10309",TA M'bwana,627.000000000000000,16553.731734037399292,26.401486019198405,MW103,519.0518314000,31.8922518500
"236",Northern,"1",Nkhatabay,"10304",TA Malanda,203.000000000000000,26880.273607254028320,132.415140922433636,MW103,170.6000581000,157.5630975000
"237",Northern,"1",Nkhatabay,"10303",TA Malenga Mzoma,47.000000000000000,7655.465737342834473,162.882249730698618,MW103,41.5026650700,184.4572083000
"238",Northern,"1",Nkhatabay,"10306",TA Mankhambira,113.000000000000000,22266.430118560791016,197.048054146555671,MW103,97.2611265000,228.9345283000
"239",Northern,"1",Nkhatabay,"10308",TA Mkumbira,60.000000000000000,12974.268777847290039,216.237812964121503,MW103,53.6208391100,241.9631805000
"240",Northern,"1",Nkhatabay,"10312",TA Timbiri,584.000000000000000,52660.275841593742371,90.171705208208465,MW103,492.2905302000,106.9699143000
"241",Northern,"1",Nkhatabay,"10305",TA Zilakoma,576.000000000000000,16873.835474744555540,29.294853254764853,MW103,480.1874476000,35.1401011300
"242",Northern,"1",Rumphi,"10412",Nyika National Park,2117.000000000000000,3245.227685437421314,1.532937026659150,MW104,1778.2762360000,1.8249288940
"243",Northern,"1",Rumphi,"10420",Rumphi Boma,12.000000000000000,14617.082992553710938,1218.090249379475836,MW104,11.2570280500,1298.4850810000
"244",Northern,"1",Rumphi,"10406",STA Chapinduka,125.000000000000000,2273.694736778736115,18.189557894229889,MW104,106.6234126000,21.3245353900
"245",Northern,"1",Rumphi,"10410",STA Chisovya,101.000000000000000,10502.970842361450195,103.989810320410399,MW104,84.9030292100,123.7054901000
"246",Northern,"1",Rumphi,"10405",STA Kachulu,158.000000000000000,12291.387937545776367,77.793594541428959,MW104,131.6261029000,93.3810822100
"247",Northern,"1",Rumphi,"10411",STA Njikula,51.000000000000000,3128.930677413940430,61.351581910077265,MW104,42.8236268700,73.0655226000
"248",Northern,"1",Rumphi,"10409",STA Zolokere,84.000000000000000,7923.746451377868652,94.330314897355578,MW104,71.1641947700,111.3445669000
"249",Northern,"1",Rumphi,"10401",TA Chikulamayembe,812.000000000000000,77376.127831935882568,95.290797822581141,MW104,680.8972524000,113.6384785000
"250",Northern,"1",Rumphi,"10408",TA Katumbi,132.000000000000000,19495.406839370727539,147.692476055838853,MW104,110.1993455000,176.9103685000
"251",Northern,"1",Rumphi,"10403",TA Mwahenga,160.000000000000000,17192.093475818634033,107.450584223866457,MW104,137.4423884000,125.0858172000
"252",Northern,"1",Rumphi,"10404",TA Mwalweni,309.000000000000000,23622.950846195220947,76.449679113900388,MW104,259.0572376000,91.1881523000
"253",Northern,"1",Rumphi,"10402",TA Mwamlowe,142.000000000000000,4916.879778683185577,34.625913934388628,MW104,118.0193199000,41.6616514900
"254",Northern,"1",Rumphi,"10407",TA Mwankhunikira,502.000000000000000,28710.030080735683441,57.191294981545184,MW104,421.5934838000,68.0988468200
"255",Northern,"1",Rumphi,"10413",Vwaza Marsh Reserve,710.000000000000000,1146.931644823554961,1.615396682850077,MW104,606.5413332000,1.8909373220
"256",Southern,"3",Balaka,"31220",Balaka Town,13.000000000000000,37476.578552246093750,2882.813734788161128,MW312,12.2429066900,3061.0850400000
"257",Southern,"3",Balaka,"31221",Liwonde Town,8.000000000000000,7789.642204284667969,973.705275535583496,MW312,6.3732942240,1222.2316950000
"258",Southern,"3",Balaka,"31203",STA Kachenga,263.000000000000000,47914.931316375732422,182.186050632607333,MW312,219.7510978000,218.0418290000
"259",Southern,"3",Balaka,"31209",STA Matola,86.000000000000000,18915.397453308105469,219.946482015210535,MW312,72.3805927500,261.3324474000
"260",Southern,"3",Balaka,"31206",STA Phalula,267.000000000000000,17029.294306397438049,63.780128488379916,MW312,226.1831695000,75.2898385000
"261",Southern,"3",Balaka,"31210",STA Toleza,42.000000000000000,4935.732345581054688,117.517436799548918,MW312,35.9642364100,137.2400150000
"262",Southern,"3",Balaka,"31204",TA Amidu,250.000000000000000,51342.870929718017578,205.371483718872071,MW312,207.8194507000,247.0551757000
"263",Southern,"3",Balaka,"31207",TA Chanthunya,283.000000000000000,30532.070871353149414,107.887176223862724,MW312,230.4226810000,132.5046246000
"264",Southern,"3",Balaka,"31202",TA Kalembo,379.000000000000000,78359.623132705688477,206.753623041439823,MW312,311.8360941000,251.2846479000
"265",Southern,"3",Balaka,"31201",TA Msamala,472.000000000000000,81387.189319729804993,172.430485846885176,MW312,385.3363735000,211.2107626000
"266",Southern,"3",Balaka,"31205",TA Nkaya,407.000000000000000,51927.443721771240234,127.585856810248742,MW312,336.9609930000,154.1052074000
"267",Southern,"3",Balaka,"31208",TA Sawali,119.000000000000000,17199.025760650634766,144.529628240761639,MW312,96.9873558700,177.3326595000
"268",Southern,"3",Blantyre,"30503",TA Chigaru,310.000000000000000,54203.617010116577148,174.850377451988948,MW305,255.2989253000,212.3143171000
"269",Southern,"3",Blantyre,"30501",TA Kapeni,262.000000000000000,107841.240974426269531,411.607789978726203,MW305,213.6764158000,504.6941682000
"270",Southern,"3",Blantyre,"30506",TA Kuntaja,415.000000000000000,90086.275339066982269,217.075362262812007,MW305,341.8512226000,263.5248007000
"271",Southern,"3",Blantyre,"30504",TA Kunthembwe,550.000000000000000,46539.191159725189209,84.616711199500344,MW305,459.7370679000,101.2300169000
"272",Southern,"3",Blantyre,"30502",TA Lundu,158.000000000000000,35289.661916255950928,223.352290609214890,MW305,131.6423036000,268.0723515000
"273",Southern,"3",Blantyre,"30507",TA Machinjiri,83.000000000000000,26397.589889526367188,318.043251681040545,MW305,67.1323843300,393.2169272000
"274",Southern,"3",Blantyre,"30505",TA Makata,75.000000000000000,20521.736450195312500,273.623152669270837,MW305,61.0352275000,336.2277374000
"275",Southern,"3",Blantyre,"30508",TA Somba,312.000000000000000,83478.317481040954590,267.558709875131285,MW305,254.7746023000,327.6555696000
"276",Southern,"3",Blantyre City,"31546",Bangwe Mthandizi Ward,5.000000000000000,12340.450622558593750,2468.090124511718841,MW315,3.9215085660,3146.8631040000
"277",Southern,"3",Blantyre City,"31545",Bangwe Ward,2.000000000000000,25586.600585937500000,12793.300292968750000,MW315,1.3216641570,19359.3814500000
"278",Southern,"3",Blantyre City,"31541",Blantyre City Centre Ward,14.000000000000000,43402.523651123046875,3100.180260794503283,MW315,10.8893289700,3985.7849600000
"279",Southern,"3",Blantyre City,"31548",Blantyre South Ward,6.000000000000000,22248.349914550781250,3708.058319091796875,MW315,6.2957868340,3533.8473960000
"280",Southern,"3",Blantyre City,"31552",Chigumula Ward,26.000000000000000,38085.490600585937500,1464.826561560997561,MW315,20.8604058500,1825.7310450000
"281",Southern,"3",Blantyre City,"31540",Chilomoni Ward,12.000000000000000,58000.052024841308594,4833.337668736775413,MW315,9.9641951780,5820.8466390000
"282",Southern,"3",Blantyre City,"31549",Green Corner Ward,9.000000000000000,30574.944396972656250,3397.216044108072765,MW315,6.7776914130,4511.1148510000
"283",Southern,"3",Blantyre City,"31543",Limbe Central Ward,7.000000000000000,8630.735809326171875,1232.962258475167346,MW315,5.7329102770,1505.4719840000
"284",Southern,"3",Blantyre City,"31533",Mapanga Ward,39.000000000000000,47185.495609283447266,1209.884502802139650,MW315,32.9847069700,1430.5264450000
"285",Southern,"3",Blantyre City,"31539",Mbayani Ward,5.000000000000000,38995.509765625000000,7799.101953125000364,MW315,4.7858531200,8148.0790960000
"286",Southern,"3",Blantyre City,"31531",Michiru Ward,21.000000000000000,78048.569915771484375,3716.598567417689537,MW315,16.6662319800,4683.0363320000
"287",Southern,"3",Blantyre City,"31553",Misesa Ward,20.000000000000000,69891.849945068359375,3494.592497253418060,MW315,17.0819308800,4091.5661350000
"288",Southern,"3",Blantyre City,"31544",Mzedi Ward,21.000000000000000,37524.437988281250000,1786.877999441964221,MW315,17.4427462000,2151.2918630000
"289",Southern,"3",Blantyre City,"31542",Namalimwe Ward,7.000000000000000,17547.128921508789062,2506.732703072684217,MW315,4.9033964300,3578.5662380000
"290",Southern,"3",Blantyre City,"31551",Namiyango Ward,11.000000000000000,39191.553649902343750,3562.868513627485754,MW315,9.1990461540,4260.3931960000
"291",Southern,"3",Blantyre City,"31537",Ndirande Gamulani Ward,5.000000000000000,30045.854778289794922,6009.170955657958984,MW315,4.2818413710,7017.0406070000
"292",Southern,"3",Blantyre City,"31536",Ndirande Makata Ward,4.000000000000000,55752.885423660278320,13938.221355915069580,MW315,3.0158756480,18486.4669200000
"293",Southern,"3",Blantyre City,"31535",Ndirande Matope Ward,7.000000000000000,19919.422953128814697,2845.631850446973658,MW315,6.0957081430,3267.7783260000
"294",Southern,"3",Blantyre City,"31534",Nkolokoti Ward,18.000000000000000,64643.389223098754883,3591.299401283264160,MW315,15.6903741900,4119.9392950000
"295",Southern,"3",Blantyre City,"31538",Nyambadwe Ward,7.000000000000000,18768.544250488281250,2681.220607212611412,MW315,6.5530494650,2864.0931750000
"296",Southern,"3",Blantyre City,"31547",Soche East Ward,6.000000000000000,22313.193054199218750,3718.865509033203125,MW315,4.3913347670,5081.1869810000
"297",Southern,"3",Blantyre City,"31550",Soche West Ward,10.000000000000000,42781.243225097656250,4278.124322509765989,MW315,9.1424386830,4679.4126490000
"298",Southern,"3",Blantyre City,"31532",South Lunzu Ward,27.000000000000000,58894.128952026367188,2181.264035260235687,MW315,22.5007085800,2617.4344120000
"299",Southern,"3",Chikwawa,"31020",Chikwawa Boma,8.000000000000000,4636.902770996093750,579.612846374511719,MW310,8.0376414650,576.8984335000
"300",Southern,"3",Chikwawa,"31012",Lengwe National Park,1089.000000000000000,2009.071846189744974,1.844877728365239,MW310,918.5361232000,2.1872540390
"301",Southern,"3",Chikwawa,"31013",Majete Game Reserve - Chikwawa,790.000000000000000,1145.850032399408519,1.450443078986593,MW310,646.2182910000,1.7731624870
"302",Southern,"3",Chikwawa,"31021",Ngabu Urban,10.000000000000000,9320.268768310546875,932.026876831054665,MW310,7.5702184600,1231.1756670000
"303",Southern,"3",Chikwawa,"31010",STA Masache,173.000000000000000,19704.693096876144409,113.899960097549965,MW310,150.3096904000,131.0939636000
"304",Southern,"3",Chikwawa,"31008",STA Ndakwela,159.000000000000000,27687.556109428405762,174.135573015272996,MW310,131.4265150000,210.6694840000
"305",Southern,"3",Chikwawa,"31003",TA Chapananga,843.000000000000000,105580.792127609252930,125.244118775337199,MW310,704.5455974000,149.8565777000
"306",Southern,"3",Chikwawa,"31006",TA Kasisi,407.000000000000000,27606.542224526405334,67.829342075003453,MW310,337.2582771000,81.8557885600
"307",Southern,"3",Chikwawa,"31005",TA Katunga,185.000000000000000,37606.757807731628418,203.279771933684486,MW310,151.0781875000,248.9224845000
"308",Southern,"3",Chikwawa,"31002",TA Lundu,241.000000000000000,50535.897110462188721,209.692519130548504,MW310,199.8267194000,252.8985975000
"309",Southern,"3",Chikwawa,"31007",TA Makhwira,570.000000000000000,73056.712754487991333,128.169671499101753,MW310,469.0953946000,155.7395650000
"310",Southern,"3",Chikwawa,"31004",TA Maseya,170.000000000000000,38493.211206436157227,226.430654155506801,MW310,140.3685405000,274.2296177000
"311",Southern,"3",Chikwawa,"31009",TA Mlilima,91.000000000000000,14807.504175186157227,162.719826100946790,MW310,76.1570312100,194.4338420000
"312",Southern,"3",Chikwawa,"31001",TA Ngabu,1038.000000000000000,165088.576234340667725,159.044871131349396,MW310,870.9500030000,189.5500036000
"313",Southern,"3",Chikwawa,"31011",TA Ngowe,82.000000000000000,12856.013804435729980,156.780656151655251,MW310,66.8997337900,192.1683850000
"314",Southern,"3",Chiradzulu,"30420",Chiradzulu Boma,5.000000000000000,2417.929473876953125,483.585894775390614,MW304,3.6841989690,656.2972015000
"315",Southern,"3",Chiradzulu,"30407",STA Mpunga,112.000000000000000,46369.659393310546875,414.014816011701328,MW304,91.2272014900,508.2876448000
"316",Southern,"3",Chiradzulu,"30409",STA Onga,39.000000000000000,18217.693267822265625,467.120340200570922,MW304,31.9996180000,569.3097106000
"317",Southern,"3",Chiradzulu,"30408",STA Sandareki,60.000000000000000,23379.042804718017578,389.650713411966933,MW304,50.2870804300,464.9115161000
"318",Southern,"3",Chiradzulu,"30405",TA Chitera,76.000000000000000,24538.342193603515625,322.872923600046249,MW304,61.3974772100,399.6636882000
"319",Southern,"3",Chiradzulu,"30403",TA Kadewere,145.000000000000000,60184.690319061279297,415.066829786629512,MW304,118.1924631000,509.2092060000
"320",Southern,"3",Chiradzulu,"30402",TA Likoswe,139.000000000000000,75695.680034637451172,544.573237659262190,MW304,111.8088494000,677.0097392000
"321",Southern,"3",Chiradzulu,"30401",TA Mpama,139.000000000000000,52132.134604752063751,375.051328091741482,MW304,116.3652372000,448.0043684000
"322",Southern,"3",Chiradzulu,"30406",TA Nchema,54.000000000000000,22220.840606689453125,411.497048272026916,MW304,44.9802734900,494.0130167000
"323",Southern,"3",Chiradzulu,"30404",TA Nkalo,158.000000000000000,55787.650009155273438,353.086392463008053,MW304,130.9100338000,426.1525902000
"326",Southern,"3",Machinga,"30217",Liwonde National Park,514.000000000000000,13092.981293395161629,25.472726251741559,MW302,424.3258800000,30.8559574300
"327",Southern,"3",Machinga,"30221",Liwonde Town,38.000000000000000,26115.621116638183594,687.253187279952158,MW302,30.6896637000,850.9582043000
"328",Southern,"3",Machinga,"30220",Machinga Boma,3.000000000000000,988.572662353515625,329.524220784505189,MW302,2.4008532120,411.7588934000
"329",Southern,"3",Machinga,"30216",STA Chesale,132.000000000000000,13917.474203109741211,105.435410629619255,MW302,109.8132134000,126.7377009000
"330",Southern,"3",Machinga,"30205",STA Nchinguza,467.000000000000000,28989.441717512614559,62.075892328720805,MW302,425.2314890000,68.1733184400
"331",Southern,"3",Machinga,"30202",STA Nsanama,180.000000000000000,32313.806361768394709,179.521146454268859,MW302,150.9459671000,214.0753209000
"332",Southern,"3",Machinga,"30208",TA Chamba,136.000000000000000,31423.454961366951466,231.054815892404065,MW302,112.6898416000,278.8490470000
"333",Southern,"3",Machinga,"30211",TA Chikweo,393.000000000000000,86085.563024898990989,219.047234160048333,MW302,332.3230446000,259.0418100000
"334",Southern,"3",Machinga,"30213",TA Chiwalo,49.000000000000000,17691.941062927246094,361.060021692392752,MW302,40.1007288300,441.1875189000
"335",Southern,"3",Machinga,"30214",TA Kapoloma,35.000000000000000,15867.544769287109375,453.358421979631714,MW302,29.8527874600,531.5264039000
"336",Southern,"3",Machinga,"30206",TA Kawinga,322.000000000000000,88720.830671429634094,275.530530035495758,MW302,267.7174242000,331.3972966000
"337",Southern,"3",Machinga,"30201",TA Liwonde,359.000000000000000,78902.412594318389893,219.783879092808888,MW302,300.4591615000,262.6061131000
"338",Southern,"3",Machinga,"30210",TA Mlomba,343.000000000000000,68227.387250036001205,198.913665452000004,MW302,291.7304520000,233.8713245000
"339",Southern,"3",Machinga,"30209",TA Mposa,220.000000000000000,29834.406366571784019,135.610938029871733,MW302,181.1990401000,164.6499139000
"340",Southern,"3",Machinga,"30212",TA Ngokwe,185.000000000000000,35360.335067629814148,191.136946311512503,MW302,155.7510201000,227.0311618000
"341",Southern,"3",Machinga,"30207",TA Nkoola,196.000000000000000,56207.958496093750000,286.775298449457921,MW302,159.6561910000,352.0562411000
"342",Southern,"3",Machinga,"30204",TA Nkula,141.000000000000000,26841.244829579722136,190.363438507657605,MW302,117.5898064000,228.2616634000
"343",Southern,"3",Machinga,"30215",TA Nyambi,290.000000000000000,53808.534392833709717,185.546670320116249,MW302,240.2112384000,224.0050662000
"344",Southern,"3",Machinga,"30203",TA Sitola,255.000000000000000,23045.474625383503735,90.374410295621587,MW302,209.5008164000,110.0018368000
"345",Southern,"3",Mangochi,"30112",Lake Malawi National Park,67.000000000000000,5421.703806892037392,80.920952341672205,MW301,54.0860943300,100.2421023000
"346",Southern,"3",Mangochi,"30199",Lake Malombe,53.000000000000000,10390.199279785156250,196.041495845002942,MW301,322.7889142000,32.1888355500
"347",Southern,"3",Mangochi,"30120",Mangochi Town,14.000000000000000,56010.785888671875000,4000.770420619419838,MW301,11.2558100300,4976.1665930000
"348",Southern,"3",Mangochi,"30121",Monkey Bay Urban,10.000000000000000,8136.712867736816406,813.671286773681686,MW301,10.6586541300,763.3902707000
"349",Southern,"3",Mangochi,"30114",STA Chiunda,218.000000000000000,42632.827426433563232,195.563428561621862,MW301,178.1601122000,239.2950188000
"350",Southern,"3",Mangochi,"30110",STA Lulanga,357.000000000000000,37344.353280425071716,104.606031597829329,MW301,296.5510703000,125.9289107000
"351",Southern,"3",Mangochi,"30113",STA Ntonda,283.000000000000000,23406.555679799988866,82.708677313780882,MW301,238.6714753000,98.0701847400
"352",Southern,"3",Mangochi,"30103",TA Chilipa,231.000000000000000,40597.398472994565964,175.746313735907222,MW301,189.3858364000,214.3634351000
"353",Southern,"3",Mangochi,"30102",TA Chimwala,553.000000000000000,86535.200107812881470,156.483182835104657,MW301,458.6075495000,188.6911809000
"354",Southern,"3",Mangochi,"30107",TA Chowe,550.000000000000000,112956.572051793336868,205.375585548715151,MW301,452.1490272000,249.8215527000
"355",Southern,"3",Mangochi,"30105",TA Jalasi,669.000000000000000,104068.063471793080680,155.557643455595041,MW301,559.2259921000,186.0930374000
"356",Southern,"3",Mangochi,"30108",TA Katuli,529.000000000000000,59803.589131385553628,113.050263008290273,MW301,438.7169604000,136.3147416000
"357",Southern,"3",Mangochi,"30109",TA Makanjila,511.000000000000000,56700.231146696598444,110.959356451461048,MW301,424.8297167000,133.4657838000
"358",Southern,"3",Mangochi,"30106",TA Mbwana Nyambi,952.000000000000000,122456.325941843912005,128.630594476726799,MW301,785.0301811000,155.9893222000
"359",Southern,"3",Mangochi,"30101",TA Mponda,876.000000000000000,142762.637719932943583,162.971047625494236,MW301,729.6247660000,195.6658331000
"360",Southern,"3",Mangochi,"30111",TA Namabvi,454.000000000000000,41651.124083309667185,91.742564060153455,MW301,380.8017122000,109.3774600000
"361",Southern,"3",Mangochi,"30104",TA Nankumba,1443.000000000000000,139249.644917092286050,96.500100427645378,MW301,1198.1292430000,116.2225575000
"362",Southern,"3",Mulanje,"30820",Mulanje Boma,17.000000000000000,13935.869892120361328,819.757052477668367,MW308,13.6567841100,1020.4356880000
"363",Southern,"3",Mulanje,"30809",Mulanje Mountain Reserve,573.000000000000000,5320.394818379296339,9.285156751098249,MW308,468.7566240000,11.3500152200
"364",Southern,"3",Mulanje,"30807",STA Sunganinzeru,154.000000000000000,61599.652114868164062,399.997741005637408,MW308,136.3874775000,451.6518175000
"365",Southern,"3",Mulanje,"30808",STA Tombondiya,81.000000000000000,20527.441833496093750,253.425207820939420,MW308,76.6009405900,267.9789787000
"366",Southern,"3",Mulanje,"30803",TA Chikumbu,180.000000000000000,89969.425872802734375,499.830143737792980,MW308,147.4529384000,610.1568866000
"367",Southern,"3",Mulanje,"30806",TA Juma,406.000000000000000,109846.947313308715820,270.558983530317050,MW308,335.6306448000,327.2852136000
"368",Southern,"3",Mulanje,"30802",TA Laston Njema,152.000000000000000,86311.029074192047119,567.835717593368713,MW308,140.9725591000,612.2541124000
"369",Southern,"3",Mulanje,"30801",TA Mabuka,240.000000000000000,101768.474106907844543,424.035308778782678,MW308,209.0544150000,486.8037544000
"370",Southern,"3",Mulanje,"30805",TA Nkanda,443.000000000000000,126466.359709262847900,285.477109953189256,MW308,366.9257520000,344.6647148000
"371",Southern,"3",Mulanje,"30804",TA Nthiramanja,134.000000000000000,56429.362548828125000,421.114645886777055,MW308,109.8320125000,513.7788268000
"372",Southern,"3",Mwanza,"30604",Majete Game Reserve - Mwanza,73.000000000000000,156.242967073107138,2.140314617439824,MW306,59.2890234400,2.6352764470
"373",Southern,"3",Mwanza,"30620",Mwanza Boma,14.000000000000000,21505.363830566406250,1536.097416469028985,MW306,12.4377871300,1729.0345610000
"374",Southern,"3",Mwanza,"30603",STA Govati,109.000000000000000,19902.845199577510357,182.594910087867078,MW306,88.2447535500,225.5413993000
"375",Southern,"3",Mwanza,"30601",TA Kanduku,476.000000000000000,61597.025056838989258,129.405514825291988,MW306,392.3539459000,156.9935148000
"376",Southern,"3",Mwanza,"30602",TA Nthache,243.000000000000000,46660.723188325762749,192.019436988994897,MW306,203.3415291000,229.4697171000
"377",Southern,"3",Neno,"31320",Neno Boma,4.000000000000000,3527.268829345703125,881.817207336425781,MW313,2.4533582050,1437.7308700000
"378",Southern,"3",Neno,"31304",TA Chekucheku,363.000000000000000,25873.361406803131104,71.276477704691828,MW313,303.6303161000,85.2133664900
"379",Southern,"3",Neno,"31301",TA Dambe,337.000000000000000,34404.648968935012817,102.090946495356121,MW313,278.4436200000,123.5605576000
"380",Southern,"3",Neno,"31302",TA Mlauli,688.000000000000000,41649.144376039505005,60.536547058196952,MW313,562.9399619000,73.9850555800
"381",Southern,"3",Neno,"31303",TA Symon Likongwe,508.000000000000000,67305.295678973197937,132.490739525537805,MW313,413.9919646000,162.5763334000
"382",Southern,"3",Nsanje,"31110",Mwabvi Game Reserve,402.000000000000000,9163.345683962106705,22.794392248661957,MW311,349.4894636000,26.2192330100
"383",Southern,"3",Nsanje,"31120",Nsanje Boma,17.000000000000000,21864.640640258789062,1286.155331779928702,MW311,15.4187174800,1418.0583210000
"384",Southern,"3",Nsanje,"31102",TA Chimombo,36.000000000000000,11372.035758972167969,315.889882193671326,MW311,32.2804598700,352.2885300000
"385",Southern,"3",Nsanje,"31109",TA Makoko,81.000000000000000,12083.157730102539062,149.174786791389380,MW311,65.9561785600,183.1997849000
"386",Southern,"3",Nsanje,"31106",TA Malemia,166.000000000000000,20715.104438245296478,124.789785772562027,MW311,141.4261123000,146.4729821000
"387",Southern,"3",Nsanje,"31107",TA Mbenje,381.000000000000000,61734.767724037170410,162.033511086711741,MW311,311.6602187000,198.0835666000
"388",Southern,"3",Nsanje,"31104",TA Mlolo,407.000000000000000,72866.473038673400879,179.033103289123829,MW311,344.8895612000,211.2747998000
