OBJECTID,REG_NAME,REG_CODE,DIST_CODE,DIST_NAME,TA_CODE,TA_NAME,_Popsum,<1,1-4,5-9,10-14,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75-79,80+,Pop>60
189,Northern,1,MW101,Chitipa,10105,TA Mwenewenya,29245.91227,990.0671041,3636.487959,4368.943026,4234.024641,3723.843772,2621.328906,1950.172522,1733.792745,1456.741663,1245.140375,910.6844624,640.3693265,424.259489,383.9843992,335.3802837,331.9503417,167.4890431,91.25221211,0.044794509
190,Northern,1,MW101,Chitipa,10106,TA Nthalire,25713.78294,870.4691335,3197.207827,3841.272039,3722.976417,3274.422963,2304.622493,1714.381086,1524.242975,1280.819035,1094.772937,800.6943231,563.0082664,373.0177225,337.5858876,294.8866297,291.8828857,147.2790208,80.24129949,0.044796043
191,Northern,1,MW102,Karonga,10220,Karonga Town,56299.23933,1966.8668,7224.835584,8457.585678,7369.878142,6359.694322,5347.639976,4416.119965,3725.241925,2771.30104,2365.538715,1762.294787,1286.856552,822.9936592,798.2044411,616.9164232,580.1650306,276.4954195,150.6108701,0.043027086
192,Northern,1,MW102,Karonga,10206,Nyika National Park-Karonga,173.3967376,6.057777874,22.25186217,26.04862489,22.69858074,19.5873028,16.47026381,13.60126353,11.47341964,8.535365043,7.285652578,5.427713984,3.963405713,2.534748548,2.45839994,1.900048684,1.786857606,0.851581734,0.463868322,0.043027086
193,Northern,1,MW102,Karonga,10201,TA Kilupula,79601.08205,2780.903354,10215.01244,11958.09114,10420.66765,8992.392351,7560.814844,6243.537324,5266.868395,3918.341279,3344.635989,2491.690375,1819.445792,1163.621078,1128.541322,872.2701903,820.3250773,390.9613707,212.9620753,0.043027808
194,Northern,1,MW102,Karonga,10203,TA Kyungu,100353.0557,3505.798943,12877.7498,15075.49542,13138.41965,11337.83259,9531.496543,7870.303059,6639.399077,4939.897379,4216.625131,3141.26035,2293.699255,1466.967926,1422.669416,1099.7107,1034.265516,492.9488401,268.5161131,0.043029189
195,Northern,1,MW102,Karonga,10202,TA Mwakaboko,25547.3187,892.4824848,3278.330035,3837.831927,3344.758679,2886.377244,2426.454359,2003.532364,1690.194511,1257.573655,1073.446949,799.6838317,583.9134047,373.4520462,362.1711717,279.960155,263.3015468,125.4952946,68.35904154,0.043029455
196,Northern,1,MW102,Karonga,10205,TA Mwirang'ombe,38563.9291,1347.267082,4948.877651,5793.288475,5048.229097,4356.272017,3663.033664,3024.959826,2551.721253,1898.289535,1620.349909,1207.139067,881.4727413,563.7353099,546.7551575,422.5762461,397.4022275,189.3942064,103.1656375,0.043027086
197,Northern,1,MW102,Karonga,10204,TA Wasambo,76492.68276,2671.361449,9812.627632,11487.35808,10014.11555,8644.332914,7266.298715,6000.215791,5062.869541,3766.110415,3215.078541,2394.473582,1748.895222,1118.550674,1083.925912,838.0792617,788.0239953,375.7093197,204.6561608,0.043015809
198,Northern,1,MW106,Likoma,10620,Likoma Boma,1237.003157,36.05886391,132.4501698,169.5569228,174.7231605,174.698725,109.0036775,92.52857053,78.47220093,64.00676692,52.26286203,37.26999718,29.9673586,17.42220136,14.39615045,16.50182868,20.59891868,11.0604354,6.024346811,0.055441799
199,Northern,1,MW106,Likoma,10601,TA Mkumpha,4190.633598,122.1577205,448.7055081,574.4131971,591.9150204,591.8322386,369.2751048,313.4618816,265.8426855,216.8376909,177.0525043,126.2607142,101.5213412,59.02172639,48.7702813,55.90375172,69.78358985,37.46977679,20.40886473,0.055441799
200,Northern,1,MW105,Mzimba,10520,Mzimba Boma,28367.49965,964.6075551,3543.045437,4139.081385,3818.91062,3301.679838,2640.837399,2022.991518,1773.545944,1356.49833,1284.060487,956.9711467,728.3381012,475.6149672,412.2396763,357.1101811,311.0973984,181.8967128,98.97295461,0.047988612
201,Northern,1,MW105,Mzimba,10511,STA Levi Jere,19793.39635,673.3678814,2473.310419,2888.594838,2664.086839,2301.861746,1843.774669,1414.664548,1239.457297,948.1103206,895.4126025,667.0415369,507.288249,331.2950434,286.5405952,248.1235403,215.7582405,126.0334988,68.67448643,0.047749782
202,Northern,1,MW105,Mzimba,10505,TA Chindi,194956.7802,6629.304149,24349.72201,28446.00298,26245.61657,22690.92722,18149.26105,13903.09042,12188.7657,9322.589233,8824.757243,6576.822625,5005.532842,3268.682958,2833.133725,2454.254057,2138.029359,1250.092461,680.1956041,0.047988612
203,Northern,1,MW105,Mzimba,10504,TA Jaravikuba Munthali,23435.56046,796.8330653,2926.801957,3419.252746,3154.832334,2727.892318,2181.897788,1671.745198,1465.614485,1120.850868,1060.745495,790.4482204,601.5913213,392.835746,340.4721219,294.9067028,256.9399971,150.1827534,81.71734346,0.047970644
204,Northern,1,MW105,Mzimba,10503,TA Kampingo Sibande,94892.43106,3225.365177,11846.90425,13844.32191,12776.04867,11046.09095,8836.412176,6770.966851,5933.564372,4538.670754,4294.791448,3200.279991,2435.650253,1590.397816,1378.666535,1194.370498,1040.817904,608.1857513,330.9257585,0.047980291
205,Northern,1,MW105,Mzimba,10508,TA Khosolo Gwaza Jere,58848.28383,2002.183752,7354.108035,8588.908456,7920.114577,6843.249026,5479.59518,4204.287326,3683.61966,2818.514376,2661.797609,1983.426867,1508.18425,985.6066651,852.5298584,738.5691468,643.0018152,375.8123799,204.7748511,0.047829569
206,Northern,1,MW105,Mzimba,10501,TA M'Mbelwa,171928.2785,5846.24371,21473.50702,25085.93093,23145.45649,20010.65082,16005.45108,12260.84263,10749.01576,8221.395104,7782.367556,5799.961359,4414.273993,2882.582659,2498.480964,2164.354964,1885.483063,1102.430214,599.8501778,0.047988612
207,Northern,1,MW105,Mzimba,10507,TA Mabulabo,76767.53877,2611.48566,9592.103206,11203.01276,10332.74049,8928.432602,7150.494275,5485.374031,4806.332439,3676.508795,3473.033575,2587.37071,1967.87179,1285.147159,1111.795473,962.7770485,837.3594236,489.1871415,266.5121992,0.047775809
208,Northern,1,MW105,Mzimba,10509,TA Mpherembe,52491.32045,1784.889749,6555.977382,7658.895826,7066.479188,6109.522824,4886.682105,3743.514166,3281.922023,2510.136293,2376.005833,1770.732238,1347.67784,880.0483094,762.7758598,660.7566365,575.6304648,336.5507977,183.1229142,0.047985775
209,Northern,1,MW105,Mzimba,10502,TA Mtwalo,219388.4462,7455.096703,27382.88342,31993.73727,29526.05252,25541.73553,20447.03974,15678.14317,13736.12708,10499.49659,9928.962684,7396.382981,5626.800172,3672.611615,3182.191085,2755.061748,2400.232943,1402.675269,763.2156676,0.047875706
210,Northern,1,MW105,Mzimba,10506,TA Mzikubola,97305.02708,3308.746856,12153.17084,14197.74347,13099.4908,11325.2283,9058.512747,6939.315933,6083.580908,4653.077008,4404.488987,3282.522722,2498.268298,1631.419588,1414.017426,1224.926656,1067.106625,623.9204986,339.4894216,0.047987866
211,Northern,1,MW105,Mzimba,10510,TA Mzukuzuku,47199.30329,1604.963607,5895.101023,6886.816249,6354.099689,5493.504532,4393.960937,3365.957218,2950.916856,2257.011612,2136.485806,1592.257758,1211.846351,791.3526174,685.9055522,594.1782658,517.6198338,302.6490957,164.6762867,0.047988612
212,Northern,1,MW105,Mzimba,10512,Vwaza Marsh Reserve,804.4544187,27.3545039,100.474279,117.3769198,108.2975865,93.63055925,74.89009088,57.36959367,50.29563509,38.46839978,36.41364566,27.13778858,20.65419425,13.48745296,11.69022123,10.12679708,8.822047767,5.158097723,2.806605472,0.047987516
213,Northern,1,MW107,Mzuzu City,10703,Chibanja Ward,15252.77271,435.8344814,1600.641591,1919.07738,1888.961887,1879.78952,1847.445979,1660.357173,1293.4181,871.1744765,668.4985511,445.6054692,290.6671229,156.6346562,116.0393711,72.86428878,60.60594155,29.33464529,15.82207745,0.019318869
214,Northern,1,MW107,Mzuzu City,10701,Chibavi East Ward,16903.10693,482.9913208,1773.829353,2126.719564,2093.34561,2083.1808,2047.337722,1840.006099,1433.364598,965.4346537,740.8294045,493.8195204,322.1170055,173.5823639,128.5947109,80.74812944,67.16344178,32.50862353,17.53400988,0.019318869
215,Northern,1,MW107,Mzuzu City,10702,Chibavi West Ward,16326.40998,466.5127166,1713.310187,2054.160559,2021.925244,2012.107239,1977.487046,1777.229122,1384.461339,932.4961422,715.5539275,476.9714801,311.1270798,167.6601146,124.2073415,77.99318038,64.87197247,31.39950054,16.93578792,0.019318869
216,Northern,1,MW107,Mzuzu City,10704,Chiputula Ward,11900.46358,340.0452142,1248.846839,1497.295666,1473.799065,1466.642631,1441.40767,1295.437914,1009.146028,679.7046231,521.5735406,347.6686995,226.7832596,122.2089293,90.5358216,56.84991385,47.28575029,22.88737166,12.34464449,0.019318869
217,Northern,1,MW107,Mzuzu City,10705,Jombo - Kaning'ina Ward,4537.051819,129.6422403,476.1228646,570.8439829,561.8859035,559.1575124,549.5366838,493.8857137,384.7369292,259.1373926,198.8499158,132.5486941,86.46111932,46.59215511,34.51678265,21.67403007,18.0276926,8.725810598,4.706395786,0.019318869
218,Northern,1,MW107,Mzuzu City,10706,Katawa Ward,6035.104858,172.4477801,633.3300842,759.326416,747.4105384,743.7812831,730.983829,656.9579067,511.7701546,344.6999067,264.5065873,176.3138926,115.0090284,61.97604807,45.91360449,28.83040556,23.98011296,11.60691657,6.260363172,0.019318869
219,Northern,1,MW107,Mzuzu City,10707,Luwinga Ward,23959.16969,684.6120696,2514.299806,3014.501132,2967.195492,2952.787463,2901.98199,2608.101488,2031.710845,1368.4474,1050.082535,699.9604107,456.582096,246.0428918,182.275514,114.4557712,95.20026734,46.07908068,24.85343786,0.019318869
220,Northern,1,MW107,Mzuzu City,10708,Masasa Ward,33232.84888,951.3271117,3493.838819,4191.774503,4123.659631,4093.403475,4011.301997,3599.462789,2805.753797,1893.722999,1456.791048,972.5878221,636.4550208,344.5018317,256.6058672,163.1969392,136.4098057,66.28493124,35.77049113,0.019807752
221,Northern,1,MW107,Mzuzu City,10709,Mchengautuwa East Ward,37458.37128,1070.339808,3930.91985,4712.947241,4638.988397,4616.462532,4537.031971,4077.57177,3176.428068,2139.465242,1641.725566,1094.335792,713.8319846,384.6696738,284.9741445,178.9430448,148.8385035,72.04119906,38.85649272,0.019318869
222,Northern,1,MW107,Mzuzu City,10710,Mchengautuwa West Ward,16534.72733,484.1239473,1778.030682,2123.528815,2070.869723,2023.060854,1942.523021,1719.2777,1354.291665,924.4310158,727.7686854,492.7603589,329.3052892,183.7488449,140.6609828,95.77222511,80.71950735,41.43712782,22.41688496,0.023042819
223,Northern,1,MW107,Mzuzu City,10711,Msongwe Ward,12973.63889,371.6867391,1365.056813,1638.424345,1611.412477,1597.599902,1563.299335,1401.734886,1092.937599,738.4508597,568.7477283,379.9926887,249.0582699,135.1029471,100.9049378,64.57435645,54.109251,26.33188018,14.2138755,0.02005099
224,Northern,1,MW107,Mzuzu City,10712,Mzilawaingwe Ward,9874.050868,282.1422645,1036.193012,1242.335937,1222.840338,1216.902505,1195.964562,1074.850551,837.3084907,563.9644196,432.7599197,288.4676211,188.1665728,101.3991746,75.11936865,47.16950233,39.2339257,18.99010663,10.24259659,0.019318869
225,Northern,1,MW107,Mzuzu City,10713,Nkhorongo - Lupaso Ward,8151.041714,233.3699345,857.0738897,1027.256987,1010.37175,1003.972359,984.8893399,884.1014072,689.307249,464.7637389,357.3658754,238.5141704,155.8937286,84.25689303,62.59924295,39.60236844,32.98173036,16.05752783,8.663522244,0.019617663
226,Northern,1,MW107,Mzuzu City,10714,Zolozolo East Ward,10315.78842,294.9805498,1083.343141,1298.713344,1277.975602,1271.070851,1248.354015,1121.443299,873.8809754,588.8247702,452.1776088,301.5527547,196.8480007,106.1939827,78.75545033,49.59019534,41.26724708,20.01830152,10.79833172,0.019429395
227,Northern,1,MW107,Mzuzu City,10715,Zolozolo West Ward,8051.110107,230.0533461,844.8917387,1012.976696,997.0803621,992.2387667,975.1663704,876.4123535,682.7251498,459.8456801,352.8640695,235.2109197,153.4273838,82.67892602,61.25088016,38.46109972,31.99058417,15.48416567,8.351615172,0.019318869
228,Northern,1,MW103,Nkhatabay,10320,Nkhatabay Boma,13499.00227,428.8614605,1575.157402,1967.923332,1879.692452,1606.099777,1277.59253,1004.636967,826.082528,658.4130708,597.7850015,437.2960911,337.8283617,221.3797846,200.0796468,179.1601055,166.6650634,86.95535413,47.39334051,0.050392873
229,Northern,1,MW103,Nkhatabay,10311,STA Kondowe,1579.672801,50.18598936,184.3272013,230.2892388,219.9643338,187.9481224,149.5057288,117.5640735,96.66937401,77.04845142,69.95366688,51.17302213,39.53316428,25.90618312,23.4136101,20.9655751,19.50338715,10.17564152,5.546037366,0.050392873
230,Northern,1,MW103,Nkhatabay,10310,STA Nyaluwanga,11276.23305,358.2702374,1315.883981,1641.850423,1567.864225,1341.664273,1069.696376,842.2561093,692.6922865,550.7028224,499.4614835,365.1759957,281.6907785,184.3554622,166.3473075,148.6779517,138.1429586,72.16845445,39.33192428,0.050075996
231,Northern,1,MW103,Nkhatabay,10314,TA Boghoyo,798.5187218,25.3688309,93.17671411,116.4103532,111.1911522,95.00707633,75.57458939,59.4282015,48.86600901,38.94770532,35.36131829,25.86777226,19.98386743,13.09547916,11.83549277,10.59802015,9.85888962,5.143748911,2.803501253,0.050392873
232,Northern,1,MW103,Nkhatabay,10307,TA Fukamalaza,13109.90311,416.4998338,1529.754608,1911.199339,1825.51165,1559.805091,1240.766832,975.6790204,802.2712855,639.4347807,580.5542731,424.6913419,328.0906989,214.9986695,194.3124931,173.9959424,161.8610612,84.4489278,46.02726111,0.050392873
233,Northern,1,MW103,Nkhatabay,10302,TA Fukamapiri,27612.21418,877.2362778,3221.985055,4025.387908,3844.91161,3285.277695,2613.315997,2054.985294,1689.75212,1346.784182,1222.769443,894.4893181,691.0280398,452.8324324,409.2629922,366.4720623,340.9134495,177.8672093,96.94309569,0.050392873
234,Northern,1,MW103,Nkhatabay,10301,TA Kabunduli,52946.62159,1682.543332,6179.783321,7718.344154,7371.307243,6299.049029,5011.229535,3940.434953,3240.875313,2582.419615,2344.879795,1715.426569,1325.078264,868.2701192,784.5572425,702.3922798,653.229935,340.9656298,185.8352617,0.050371115
235,Northern,1,MW103,Nkhatabay,10309,TA M'bwana,16553.73173,525.9934931,1931.911985,2413.255288,2304.880454,1969.451878,1566.644702,1231.862795,1013.06883,807.3714982,733.0963261,536.3033432,414.3008633,271.4902055,245.3454131,219.6771986,204.3285215,106.631636,58.11729951,0.050387434
236,Northern,1,MW103,Nkhatabay,10304,TA Malanda,26880.27361,853.982626,3136.577142,3918.683508,3742.991251,3198.19203,2544.042597,2000.512041,1644.960415,1311.083822,1190.356448,870.7783247,672.7103692,440.8288159,398.4143083,356.7576739,331.876565,173.1523311,94.37334219,0.050392873
237,Northern,1,MW103,Nkhatabay,10303,TA Malenga Mzoma,7655.465737,243.2131023,893.2929471,1116.035789,1065.998869,910.8407847,724.5399069,569.7431359,468.4825118,373.3949071,339.0119139,247.9964946,191.5870075,125.5474532,113.4678587,101.6041053,94.51799901,49.31355079,26.8774008,0.050392873
238,Northern,1,MW103,Nkhatabay,10306,TA Mankhambira,22266.43012,707.401448,2598.201817,3246.064149,3100.528452,2649.240866,2107.3724,1657.13572,1362.612474,1086.043867,986.038649,721.3142621,557.2435249,365.1630995,330.028797,295.5222827,274.9118722,143.431735,78.17470383,0.050392873
239,Northern,1,MW103,Nkhatabay,10308,TA Mkumbira,12974.26878,412.1907493,1513.927853,1891.426175,1806.625008,1543.667435,1227.929928,965.5846992,793.9710308,632.8192243,574.5478908,420.2975088,324.6962909,212.7743052,192.3021467,172.19579,160.1864558,83.57522388,45.55106563,0.050392873
240,Northern,1,MW103,Nkhatabay,10312,TA Timbiri,52660.27584,1673.014547,6144.784493,7676.966566,7332.763401,6265.469182,4983.948376,3919.131892,3222.591646,2568.499929,2331.990966,1705.91655,1317.886541,863.6142769,780.5199852,698.9109778,650.1657153,339.2170766,184.8837198,0.050392776
241,Northern,1,MW103,Nkhatabay,10305,TA Zilakoma,16873.83547,543.8095646,1997.33957,2467.340391,2333.642692,1985.83088,1594.260166,1267.184806,1045.117723,832.3006961,743.6271481,544.9461053,416.3786029,275.4809184,243.2850687,217.7032321,201.1350429,105.9570099,58.49585363,0.048985674
242,Northern,1,MW104,Rumphi,10412,Nyika National Park,3245.227685,106.9247039,392.7133091,462.5725229,430.104706,389.8304189,311.9548792,255.3394103,224.2911566,164.9814225,143.3623908,102.0943216,77.25230216,49.83730453,42.20871226,34.81807041,31.89933952,16.20292361,8.839790729,0.041281799
243,Northern,1,MW104,Rumphi,10420,Rumphi Boma,14617.08299,482.6191863,1772.573102,2086.737891,1939.268631,1752.287506,1402.193983,1143.03538,1003.930788,740.2131521,646.772708,462.0301285,349.7495786,225.8259273,191.5771808,158.6088438,144.769686,74.34041348,40.5489041,0.041721391
244,Northern,1,MW104,Rumphi,10406,STA Chapinduka,2273.694737,74.89983147,275.0923026,324.1308659,301.4257684,273.111673,218.5457787,178.8452472,157.046915,115.5650457,100.4449082,71.54157336,54.14010837,34.93021638,29.5949419,24.42584165,22.3805657,11.37005745,6.203096084,0.041331187
245,Northern,1,MW104,Rumphi,10410,STA Chisovya,10502.97084,346.2820113,1271.827097,1497.810995,1392.455406,1260.857826,1008.969472,824.8048869,724.4855269,533.3022678,464.2173937,330.9111153,250.424438,161.5983462,136.9339668,113.0863677,103.4847152,52.74504918,28.77395849,0.041419144
246,Northern,1,MW104,Rumphi,10405,STA Kachulu,12291.38794,404.9802181,1487.412318,1752.005986,1629.033247,1476.493292,1181.537572,967.1049472,849.5088434,624.8716157,542.9889462,386.6850143,292.5951912,188.7601436,159.8666433,131.8743867,120.8196143,61.36901299,33.48094732,0.041281799
247,Northern,1,MW104,Rumphi,10411,STA Njikula,3128.930677,103.0929163,378.6399106,445.9956273,414.6913374,375.8603325,300.7755653,246.1889862,216.2533876,159.0690959,138.2248107,98.4356372,74.48386417,48.05131909,40.69610746,33.57031898,30.75618467,15.62227051,8.523005183,0.041281799
248,Northern,1,MW104,Rumphi,10409,STA Zolokere,7923.746451,261.0738984,958.8728408,1129.445371,1050.169963,951.8337999,761.6881178,623.4523252,547.6430095,402.8287343,350.0423838,249.2797416,188.623947,121.6858117,103.0593741,85.01393078,77.8873789,39.56204956,21.58377384,0.041281799
249,Northern,1,MW104,Rumphi,10401,TA Chikulamayembe,77376.12783,2551.31101,9370.476158,11035.20532,10258.76644,9288.02488,7432.496407,6074.810293,5335.918632,3928.22632,3420.156253,2438.334194,1845.29628,1190.809302,1009.130318,833.516219,762.6239912,388.8814128,212.1444041,0.041437798
250,Northern,1,MW104,Rumphi,10408,TA Katumbi,19495.40684,642.3403243,2359.189086,2778.861887,2583.814462,2341.870387,1874.040245,1533.928023,1347.408494,991.1107215,861.2363766,613.3222471,464.0861,299.3930232,253.5649567,209.1663556,191.6323483,97.33757339,53.10422977,0.041281799
251,Northern,1,MW104,Rumphi,10403,TA Mwahenga,17192.09348,566.450087,2080.45924,2450.549184,2278.545923,2065.186685,1652.629019,1352.699853,1188.216947,874.0144954,759.4843452,540.8603931,409.2559688,264.0207964,223.607154,184.4540905,168.9916641,85.83748336,46.83015285,0.041281799
252,Northern,1,MW104,Rumphi,10404,TA Mwalweni,23622.95085,778.3358426,2858.673752,3367.199171,3130.856541,2837.688359,2270.809784,1858.689413,1632.680195,1200.947488,1043.576303,743.1740932,562.3418492,362.7801529,307.2494234,253.4508039,232.2045178,117.945767,64.34739322,0.041281799
253,Northern,1,MW104,Rumphi,10402,TA Mwamlowe,4916.879779,162.0027826,595.0042083,700.8486629,651.65632,590.6363101,472.646232,386.8675191,339.8259717,249.9651483,217.2099183,154.6842177,117.0458037,75.50904246,63.95087922,52.75323737,48.33103645,24.54922591,13.39326313,0.041281799
254,Northern,1,MW104,Rumphi,10407,TA Mwankhunikira,28710.03008,945.9667641,3474.351359,4093.428934,3806.474067,3447.896601,2759.024145,2256.924311,1981.837748,1458.687631,1268.525531,903.7806782,683.9744217,441.3246224,373.9740167,308.7618844,282.8012441,143.8296786,78.46644195,0.041373459
255,Northern,1,MW104,Rumphi,10413,Vwaza Marsh Reserve,1146.931645,37.88097897,139.1299453,163.7748508,152.1890918,137.4505471,109.9884773,89.60366648,78.69740472,58.04609608,50.76171675,36.27960071,27.46479402,17.73573994,15.04972682,12.46651564,11.3724549,5.84955134,3.190486227,0.041788659
256,Southern,3,MW312,Balaka,31220,Balaka Town,37476.57855,1321.486167,4853.759604,5509.350039,5198.696366,4202.249583,3256.199863,2814.136469,2331.211271,1841.086373,1484.731163,1147.613972,891.9095481,760.9991424,551.6619378,444.5846593,420.2144595,250.5840462,196.103887,0.049715024
257,Southern,3,MW312,Balaka,31221,Liwonde Town,7789.642204,292.9971588,1076.230451,1205.892219,1030.141444,813.1888214,670.1096649,600.8945729,494.3453049,409.0076684,304.054282,228.5832531,170.8587934,134.843802,104.4150846,81.54300003,76.90295993,53.59259857,42.04112483,0.046021981
258,Southern,3,MW312,Balaka,31203,STA Kachenga,47914.93132,1689.459001,6205.307657,7043.573407,6646.61586,5372.831621,4163.283152,3597.980501,2980.63,2353.840564,1898.367283,1467.366356,1140.405187,973.0324362,705.345091,568.4846745,537.3207736,320.4037878,250.6839672,0.049718078
259,Southern,3,MW312,Balaka,31209,STA Matola,18915.39745,666.9882111,2449.817875,2780.711303,2623.916371,2120.983936,1643.488199,1420.367383,1176.622558,929.2438596,749.3821782,579.2304218,450.1697927,384.0959286,278.4380328,224.393364,212.0930946,126.4762423,98.97869837,0.049715024
260,Southern,3,MW312,Balaka,31206,STA Phalula,17029.29431,600.4557376,2205.447021,2503.030253,2362.451226,1909.319152,1480.210323,1279.082344,1059.505226,836.8060901,674.8349336,521.6318328,405.2180519,345.5414399,250.457101,201.9376761,190.7536854,113.6918788,88.92033865,0.049665046
261,Southern,3,MW312,Balaka,31210,STA Toleza,4935.732346,174.0420891,639.2488108,725.5912419,684.6775988,553.4437776,428.847339,370.6268005,307.0246891,242.4743645,195.5417466,151.1428103,117.4660808,100.2249466,72.65486273,58.55259387,55.34299506,33.00236654,25.82723224,0.049715024
262,Southern,3,MW312,Balaka,31204,TA Amidu,51342.87093,1812.433045,6656.992163,7554.429456,7116.708143,5750.504398,4460.259102,3857.105277,3194.825235,2525.158263,2033.583494,1571.144307,1220.330479,1040.023048,754.6582824,607.8955595,574.5546028,343.4643289,268.8017477,0.049653914
263,Southern,3,MW312,Balaka,31207,TA Chanthunya,30532.07087,1076.611337,3954.345298,4488.453113,4235.364381,3423.561785,2652.817542,2292.669648,1899.231747,1499.92827,1209.606609,934.9581121,726.6363842,619.984018,449.4375429,362.2019633,342.3476252,204.1501693,159.7653256,0.049715024
264,Southern,3,MW312,Balaka,31202,TA Kalembo,78359.62313,2763.131591,10148.8589,11519.61518,10869.8182,8786.329382,6808.359607,5884.102584,4874.34227,3849.579722,3104.407908,2399.518693,1864.856972,1591.116943,1153.444378,929.5555554,878.6009643,523.9485732,410.035715,0.04971419
265,Southern,3,MW312,Balaka,31201,TA Msamala,81387.18932,2872.199233,10549.46475,11972.47199,11282.25091,9117.528722,7070.898697,6113.831875,5064.450635,4001.97759,3224.012676,2491.152781,1935.051052,1649.461525,1196.624638,964.1383351,911.2549017,544.4939854,425.9250235,0.049669204
266,Southern,3,MW312,Balaka,31205,TA Nkaya,51927.44372,1831.846567,6728.323184,7626.973282,7187.865693,5800.860519,4526.27843,3913.357175,3238.134318,2557.426497,2057.230259,1590.109238,1236.48922,1055.694765,763.7132289,616.1787086,579.4921218,346.3916482,271.0788671,0.049624137
267,Southern,3,MW312,Balaka,31208,TA Sawali,17199.02576,606.4661053,2227.522887,2528.391247,2385.823791,1928.527141,1494.359077,1291.484109,1069.856541,844.9248354,681.3836938,526.6714048,409.3216587,349.243297,253.1727347,204.0320462,192.8478959,114.9998648,89.99743132,0.049715024
268,Southern,3,MW305,Blantyre,30503,TA Chigaru,54203.61701,1657.065253,6085.690593,7585.610464,7416.277818,6368.532289,5175.244117,4425.941449,3703.403471,2817.557563,2304.152353,1698.01554,1282.838856,1116.500224,782.615478,629.8554926,564.5440538,331.3377233,258.4342707,0.047354534
269,Southern,3,MW305,Blantyre,30501,TA Kapeni,107841.241,3290.317842,12083.99563,15006.53935,14655.70401,12683.97532,10438.58499,8953.703004,7452.10603,5628.095628,4572.683335,3360.315818,2531.946254,2186.723844,1531.190674,1226.466253,1096.520569,641.7909642,500.5814937,0.04633246
270,Southern,3,MW305,Blantyre,30506,TA Kuntaja,90086.27534,2748.660801,10094.67475,12566.20463,12280.76411,10595.23758,8666.438584,7423.518037,6194.126223,4692.589552,3825.507602,2814.25662,2123.429839,1841.499259,1289.912927,1035.617258,927.1221893,543.1082283,423.6071478,0.046836965
271,Southern,3,MW305,Blantyre,30504,TA Kunthembwe,46539.19116,1421.807168,5221.682634,6514.288718,6364.600359,5468.970936,4443.976231,3801.500532,3181.453469,2420.327122,1978.689557,1457.388383,1101.113255,958.3298533,671.9953001,540.7565668,484.7998141,285.1252386,222.3860229,0.047380775
272,Southern,3,MW305,Blantyre,30502,TA Lundu,35289.66192,1077.471222,3957.088311,4937.040784,4826.658647,4147.752688,3370.668883,2882.764023,2412.653767,1834.576819,1500.600759,1105.497439,835.5798223,727.9935946,510.1651384,410.4489653,367.9954657,216.1313152,168.5742749,0.047416582
273,Southern,3,MW305,Blantyre,30507,TA Machinjiri,26397.58989,807.4768867,2965.554751,3669.938694,3578.409503,3099.90012,2562.719555,2200.360186,1828.133001,1378.943356,1117.09061,821.3396936,618.4930879,532.61872,373.2385906,298.2464954,266.2156067,156.6931806,122.2178504,0.046087985
274,Southern,3,MW305,Blantyre,30505,TA Makata,20521.73645,627.3035176,2303.822633,2871.114735,2805.21398,2410.74401,1958.818934,1675.680724,1401.582126,1065.971564,872.2234939,643.1961767,486.3213061,423.9252727,297.3601017,239.237256,214.2749923,126.3783356,98.5672901,0.047550458
275,Southern,3,MW305,Blantyre,30508,TA Somba,83478.31748,2553.726234,9378.76183,11688.56315,11412.43784,9799.031791,7971.285436,6818.527995,5708.213054,4343.605403,3546.794404,2613.454242,1974.532078,1717.415296,1204.56168,967.8405224,867.8321951,512.2248383,399.509486,0.04734126
276,Southern,3,MW315,Blantyre City,31546,Bangwe Mthandizi Ward,12340.45062,368.3341734,1352.957662,1469.535087,1392.94569,1482.183255,1612.555095,1462.686969,1089.716968,706.7965936,484.8490615,330.5174424,226.0157729,138.3402976,92.40800535,59.20012086,42.80389725,16.04695362,12.55757559,0.018071994
277,Southern,3,MW315,Blantyre City,31545,Bangwe Ward,25586.60059,763.7013975,2805.212579,3046.923368,2888.123472,3073.14798,3343.460004,3032.724522,2259.411238,1465.466919,1005.28252,685.2924635,468.61946,286.8337673,191.5980865,122.7451001,88.74928916,33.27163707,26.03678595,0.018071994
278,Southern,3,MW315,Blantyre City,31541,Blantyre City Centre Ward,43402.52365,1295.685072,4759.278113,5175.290226,4906.932403,5212.1493,5660.022796,5132.371387,3826.124585,2484.142224,1706.31888,1163.946326,796.6709512,489.6336158,327.2846304,210.4446042,152.8192677,58.01498916,45.39427965,0.018292894
279,Southern,3,MW315,Blantyre City,31548,Blantyre South Ward,22248.34991,664.0622636,2439.220121,2649.395219,2511.313737,2672.198341,2907.243104,2637.048879,1964.628775,1274.269347,874.1246089,595.8832408,407.4792849,249.4109368,166.6005319,106.7307058,77.17028427,28.93072959,22.63980014,0.018071994
280,Southern,3,MW315,Blantyre City,31552,Chigumula Ward,38085.4906,1138.61155,4182.288272,4579.131076,4348.282603,4567.995266,4902.934235,4437.047558,3321.173449,2170.2119,1502.85707,1029.566458,708.7892922,446.6350021,299.8391239,196.9825474,146.5946512,59.79423985,46.75630594,0.019691669
