time,Adult_Susceptible,Adult_Exposed,Adult_Infected,Adult_Hospitalizations,Adult_Critical,Adult_Recovered,Adult_Dead,Adult_New_Incidence,Adult_New_Hospitalization,Adult_New_Critical,Elderly_Susceptible,Elderly_Exposed,Elderly_Infected,Elderly_Hospitalizations,Elderly_Critical,Elderly_Recovered,Elderly_Dead,Elderly_New_Incidence,Elderly_New_Hospitalization,Elderly_New_Critical,Pediatric_Susceptible,Pediatric_Exposed,Pediatric_Infected,Pediatric_Hospitalizations,Pediatric_Critical,Pediatric_Recovered,Pediatric_Dead,Pediatric_New_Incidence,Pediatric_New_Hospitalization,Pediatric_New_Critical,Population
2,14738.62045,1,0,0,0,0,0,0,0,0,1639.224887,0,0,0,0,0,0,0,0,0,16854.00354,0,0,0,0,0,0,0,0,0,33232.848877
3,14738.459948054006,0.8918959010504689,0.2330055887895553,7.572704554453648e-4,9.021144355494288e-6,0.03483410374968505,6.080362109721426e-8,0.16050194599313092,8.23961165517693e-4,9.31453808716896e-6,1639.2071995490414,0.015468343482916166,0.0020216253669530777,1.9229426525929727e-5,2.995236264835836e-7,1.7794857890822573e-4,4.580129131029167e-9,0.017687450959059013,2.0465821407350793e-5,3.0721519639290985e-7,16853.855121809545,0.1300448629076053,0.01675038138325296,2.974701423636884e-7,9.278485809049566e-10,0.001622647737027992,2.3748853131527077e-11,0.14841819044962598,3.16502091044418e-7,9.51597434036484e-10,33232.848877
4,14738.275851374246,0.8310772223863155,0.38777668202027565,0.002454509554718614,5.9633257588856105e-5,0.12322974356718368,8.349642318569794e-7,0.344598625750314,0.0029103213371896386,6.366218329062843e-5,1639.1871437093437,0.029142835906873776,0.0071506470398792635,1.3261786604040375e-4,4.162414087829739e-6,0.001312897300925737,1.3012925640083877e-7,0.03774329065706342,1.5024908228876297e-4,4.380944667257046e-6,16853.67552800438,0.25479434897356373,0.0610299419652538,2.100250644423919e-6,1.3142392811586536e-8,0.01218559060894943,6.855552197353261e-10,0.3280119956263594,2.3768096050503555e-6,1.3827948031321864e-8,33232.848877
5,16755.751958469962,1.8159749593241385,0.4951414913140841,0.004524514180030653,1.6735567747915077e-4,0.2480095618197016,3.647721556827983e-6,0.5638215300369908,0.005848778197059085,1.8495690945112168e-4,1859.867376831324,0.04264106908979585,0.014373051045327323,3.852712403142403e-4,1.8212668488652987e-5,0.004077688233437129,8.763991225547773e-7,0.06149616867648577,4.6449172212586104e-4,1.968443597091338e-5,19151.10574684124,0.3857362426000236,0.12608589401252945,6.237774941358409e-6,5.854944017654659e-8,0.038464721139402025,4.6869790942970024e-9,0.5502931587633157,7.502503326775282e-6,6.3236419270843585e-008,37769.900692999996
6,16755.34719853948,1.718251147000935,0.8085887703416148,0.007432312114674173,3.4126210793957953e-4,0.4339579068648298,1.0062089776897038e-5,0.9685814605197709,0.010223375150720864,3.898142576533761e-4,1859.8235572636459,0.07031803473600744,0.025005847766720612,8.110388951626441e-4,5.0239622406759146e-5,0.00912729009607989,3.285238405191312e-6,0.10531573635478256,0.0010354398555224382,5.575663746961838e-5,19150.701668032827,0.6431571579911743,0.22383953164081677,1.3397251299356867e-5,1.6430795106552144e-7,0.08736169815872645,1.7823577339309493e-8,0.9543719671735456,1.703988186745349e-5,1.82131528404831e-7,37769.900692999996
7,33420.42506671876,2.710847103962124,1.0320263996281134,0.011230724282991426,6.072912211141479e-4,0.6943896287194466,2.2133423885955507e-5,1.4491232812376764,0.01634384327644441,7.140892081338512e-4,3681.9267819828315,0.09808883145053535,0.03987256684986904,0.0014812777813451754,1.1032169972548516e-4,0.01757196980257242,9.049585236283242e-6,0.15713401716928377,0.001986532602322735,1.255189858588008e-4,38119.8645940084,0.9157605356123625,0.36318485589366795,2.4892311417406858e-5,3.6656391534356094e-7,0.17030529144212248,4.977079506997528e-8,1.4492759915942808,3.3219005625677585e-5,4.163347104135363e-7,75228.271976
8,44078.99874959003,3.658075267058857,1.439576813323601,0.016088100868510546,9.81830367277658e-4,1.0453459466391308,4.2451711339727116e-5,2.1601104099687176,0.02458549133705797,0.001186663680439844,4847.33916053288,0.14067465568179846,0.059871439033283236,0.002456243846372098,2.1113143916477216e-4,0.03058028055054452,2.0716568839636157e-5,0.23381446712000273,0.003446424900128697,2.4592151563997356e-4,50252.530639007644,1.3260434960375187,0.5533753843907073,4.192031445787956e-5,7.118824894463815e-7,0.29972936431616626,1.1540834115484157e-7,2.179190992349681,5.846613106990403e-5,8.272908306012233e-7,99187.44166499999
9,135811.86503890686,6.608973302255843,1.9808207366260842,0.022679124045135734,0.0014995391154515464,1.5308341552611866,7.423581226810504e-5,3.1448810931159703,0.03598261597096441,0.0018577246161811537,26186.184626168873,0.1983783300513011,0.08744193381365041,0.0038372226758492775,3.683934958599361e-4,0.04986107459073031,4.187649907519178e-5,0.3399288311264662,0.005604262595122587,4.3871824482281274e-4,188143.34104417314,1.8841384308506588,0.8172767614448484,6.636809846521955e-5,1.2589901792755108e-6,0.4935127713563085,2.3612118615936836e-7,3.1949958268616467,9.627032577391713e-5,1.4951113654348798e-6,350155.07051499997
10,151398.71201628694,9.364796083701332,3.0919726862806707,0.032870861850904216,0.0022254507586584645,2.2537467225224277,1.2190793120532927e-4,4.745733713045197,0.053016769381728585,0.0028136470773126383,28017.923649713444,0.31838412640599156,0.13063870634152233,0.0058211894707108245,6.040688203459615e-4,0.07823870652307355,7.748899789014377e-5,0.5337642865595345,0.008778942782957709,7.34199040579921e-4,206261.75172607144,2.8841429879281533,1.2113091938365799,1.0137380824369958e-4,2.0879396898286958e-6,0.7791578431752848,4.4183668174986913e-7,4.874713928524635,1.519693356752709e-4,2.5297763715785636e-6,385698.54160399997
11,199241.6950908297,12.949520717054092,4.587230423524054,0.0486336623087608,0.00329352378723569,3.3468283818762625,1.9246172258763976e-4,6.935699170272982,0.07884329043942483,0.004222238799831601,38159.36422856541,0.4683323985336027,0.19685782477214586,0.008823410649128697,9.570769849083892e-4,0.12104302822494628,1.346954150110663e-4,0.7961484345797425,0.013585888747775124,0.0011832760917447063,275251.3103370125,4.176243346658771,1.7940162635903192,1.5264845821364427e-4,3.322199642056099e-6,1.2036166315907133,7.749114446905681e-7,7.174032987409108,2.3459067994857752e-4,4.097111086746669e-6,512681.275537
12,213957.55344280964,15.437745235414626,6.5858081433124385,0.07137977744270135,0.004870631804426829,4.935566590583731,2.968117564100632e-4,10.035667190314323,0.11643256150897315,0.0063032738491702505,39772.927610357416,0.6876797868164666,0.2929463305303498,0.01331037309914552,0.0014892898307111364,0.1850694699339329,2.2439237848696019e-4,1.180719642589092,0.02080252317582561,0.0018661195958764028,292017.366428281,6.0181851965549304,2.6241681788423787,2.270320070753033e-4,5.144829671029239e-6,1.827834869951662,1.2968036110829413e-6,10.47042171898933,3.5586467271754704e-4,6.4416332821121875e-6,545786.53429
13,232787.80509659543,16.105219132140547,8.727996637968495,0.10132956659978035,0.007139381109241255,7.107658215884693,4.504708437605002e-4,14.049793404546504,0.16783118025893823,0.009314583586099774,44632.76529327054,0.945405456668706,0.42461649826113484,0.019858389103637897,0.0022879939520253135,0.2792373936192228,3.6299785894507684e-4,1.6717687294636712,0.03144792407545119,0.002897585586464191,321264.09012428066,8.281280254626791,3.7600800905455727,3.331283348480221e-4,7.808843069023026e-6,2.7321023408910188,2.0960712457525535e-6,14.773805719312545,5.312266211435338e-4,9.904914314775587e-6,598733.155882
