time,S_e,E_e,I_e,H_e,C_e,R_e,D_e,inci_e,hosp_e,crits_e,S_a,E_a,I_a,H_a,C_a,R_a,D_a,inci_a,hosp_a,crits_a,S_p,E_p,I_p,H_p,C_p,R_p,D_p,inci_p,hosp_p,crits_p,S_all,E_all,I_all,H_all,C_all,R_all,D_all,inci_all,hosp_all,crits_all,UID,Lvl1,Lvl2,Lvl3,Lvl4,TA_Code,TA_Code2,Adults_Crit_of_Hosp,Adults_Critical_Care,Adults_FR_of_Crit,Adults_FR_of_Hosp,Adults_Hospitalization,Adults_IFR,Adults_Population,Elderly_Crit_of_Hosp,Elderly_Critical_Care,Elderly_FR_of_Crit,Elderly_FR_of_Hosp,Elderly_Hospitalization,Elderly_IFR,Elderly_Population,Pediatrics_Crit_of_Hosp,Pediatrics_Critical_Care,Pediatrics_FR_of_Crit,Pediatrics_FR_of_Hosp,Pediatrics_Hospitalization,Pediatrics_IFR,Pediatrics_Population,start_day,start_date
25,400.05501,0,0,0,0,0,0,0,0,0,3617.94178,1,0,0,0,0,0,0,0,0,4132.04492,0,0,0,0,0,0,0,0,0,8150.04171,1,0,0,0,0,0,0,0,0,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
26,400.04145790350117,0.011807709055659787,0.0015870315795520735,1.5295746618369982e-5,2.3962115092251424e-7,1.418168122377133e-4,3.6837498839494347e-9,0.013552096498968748,1.6287543538989013e-5,2.4580744470468127e-7,3617.8788773697947,0.806349132610172,0.22201615940059216,7.340335529496466e-4,8.817063592056348e-6,0.03379442787108143,5.970594437919419e-8,0.06290263020433154,7.992389043388036e-4,9.105125295673713e-6,4132.006372566211,0.03367213444249469,0.004439688837152295,7.980064883896339e-8,2.506598045003437e-10,4.355304505215434e-4,6.444867657027949e-12,0.038547433787922046,8.494274228211082e-8,2.571046721573716e-10,8149.926707839507,0.8518289761083265,0.22804287981729654,7.494091002168556e-4,9.056935402783362e-6,0.03437177513384069,6.339613913080065e-8,0.11500216049122233,8.156113906200747e-4,9.351189845050552e-6,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
27,400.02722380278027,0.02126357332776623,0.005404634600632363,1.0198466520553022e-4,3.2329636321071594e-6,0.001012669639307448,1.0202334137142029e-7,0.02778619721988505,1.1572050018639275e-4,3.4042962095744555e-6,3617.809703319676,0.666227484659461,0.3480671647149325,0.0022913508566451903,5.676313094098405e-5,0.11543311307055959,8.038914182942146e-7,0.13207668032395745,0.0027256293128131463,6.06416447788442e-5,4131.96170178677,0.06427122113228455,0.015757020254974614,5.490521419154928e-7,3.4669695305003134e-9,0.003189419141336299,1.8217034347501247e-10,0.08321821322987727,6.220349393949991e-7,3.649139873975325e-9,8149.798628909227,0.7517622791195118,0.3692288195705395,0.002393884573992636,5.999956154262171e-5,0.11963520185120334,9.060969300091099e-7,0.24308109077371975,0.002841971847938934,6.404959012829262e-5,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
28,400.0127077098546,0.02860860178783675,0.01034240095807603,2.86651362812598e-4,1.3798174849024623e-5,0.0030501650261078287,6.728357792203003e-7,0.04230229014546144,3.4688405076626396e-4,1.4928099498780546e-5,3617.7363346537063,0.5645433437107791,0.4132303817000151,0.004042436947245845,1.546390917345173e-4,0.2234711079465962,3.4368976148920393e-6,0.2054453462939853,0.005268617280344196,1.712210014990879e-4,4131.91225198143,0.09139805548243682,0.031418448057323314,1.5930333190667183e-6,1.5172993323279717e-8,0.0098499055966959,1.2261345302725036e-9,0.132668018568903,1.9210158761377626e-6,1.639912785355222e-8,8149.661294344991,0.6845500009810527,0.4549912307154144,0.00433068134337751,1.684524395768652e-4,0.23637117856939993,4.110959528642612e-6,0.38041565500834973,0.005617422346986598,1.86165500125722e-4,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
29,399.9981368479854,0.0341724453808546,0.015639448645061196,5.659046914794325e-4,3.675246758160997e-5,0.0064561363553728175,2.4644743686230275e-6,0.05687315201471828,7.308945735275708e-4,4.0891174861751596e-5,3617.660200326883,0.4905108999818334,0.4407166725695372,0.005663480375587746,2.9689374489187876e-4,0.34438252417989096,9.202264875806087e-6,0.2815796731166167,0.008107603064810535,3.4129167084088525e-4,4131.8590955341015,0.1149875760992304,0.04946771603092319,3.246376897019578e-6,4.144401807649457e-8,0.021365881362954982,4.583375927110013e-9,0.18582446589739965,4.1669247770916696e-6,4.602739400360458e-8,8149.51743270897,0.6396709214619184,0.5058238372455216,0.0062326314439641985,3.336876564915652e-4,0.3722045418982188,1.1671322620356224e-5,0.5242772910287347,0.008842664563115197,3.822288730966405e-4,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
30,399.9836320646612,0.03829435773040622,0.020808312237441527,9.210594586678807e-4,7.564197265995903e-5,0.011272023012967992,6.540926733723376e-6,0.07137793533887732,0.001270584485444916,8.6626457398933745e-005,3617.582289291856,0.4364057646488703,0.44570136906448277,0.007012316493402542,4.7128668082333403e-4,0.46988087237836706,1.9098877988434345e-5,0.35949070814393425,0.011047276510970414,5.63432536445137e-4,4131.803092717452,0.13517453671086208,0.0684467286638307,5.452676421691106e-6,8.745709079143013e-8,0.038200464626729616,1.241202465103951e-8,0.24182728254695962,7.450058730540499e-6,9.986911544246963e-8,8149.369014073969,0.6098746590901386,0.534956409965755,0.007938828628492114,5.470161105740845e-4,0.5193533600180646,2.565221674680876e-5,0.6726959260297711,0.01232531105514587,6.501588629595132e-4,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
31,399.96925083068555,0.041283690534402874,0.02556360394754289,0.0013277134587574482,1.3230073868274807e-4,0.017437693230877658,1.4167404374404113e-5,0.08575916931463802,0.0019575246666198596,1.5609272466222398e-4,3617.503289375226,0.39668245084159903,0.4379692218549158,0.00804946120738218,6.642445574056953e-4,0.5950914634860487,3.37828270100948e-5,0.43849062477436146,0.01397361834171908,8.272356766773948e-4,4131.744933831967,0.15220728752423707,0.08730942858713309,8.107077662633486e-6,1.5679223368292054e-7,0.06046116062944711,2.7421969000413153e-8,0.29998616803268274,1.1791361716300163e-5,1.8421420268333385e-7,8149.217474037878,0.5901734289002389,0.5508422543895918,0.009385281743802262,7.967020883221263e-4,0.6729903173463735,4.7977653353499325e-5,0.8242359621216823,0.01594293437005524,9.835126155423022e-4,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
32,399.95388311385585,0.04439106083396127,0.029893186691064604,0.001762708623887237,2.0692457478464304e-4,0.024846322554431224,2.6682866144999083e-5,0.10112688614427401,0.002778419785409547,2.5173436212726994e-4,3617.417319240975,0.3729064613617292,0.424444345986317,0.008791286535707921,8.635199786822095e-4,0.7174015733407806,5.357182224043259e-5,0.5244607590254575,0.01682626952475249,0.0011219865441293069,4131.68036409733,0.17059153016382883,0.10589306917004056,1.1095104997509833e-5,2.512673199396578e-7,0.08805990430327391,5.2659427005779454e-8,0.3645559026688878,1.717363993641858e-5,3.039267469454374e-7,8149.051566452161,0.5878890523595193,0.5602306018474221,0.010565090264592668,0.0010706958207867922,0.8303078001984857,8.030734781243745e-5,0.9901435478386194,0.019621862950098455,0.0013740248330035222,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
33,399.93850559742236,0.04673514044652177,0.033814713305598314,0.002209431393348921,2.98537878013769e-4,0.033401185734760926,4.539381947224862e-5,0.11650440257771601,0.0037215726534751297,3.747698459803094e-4,3617.3300546039504,0.3561605233576076,0.4093334394020042,0.009283874027865973,0.0010594053713831317,0.8358096560867468,7.849780376782863e-5,0.6117253960493757,0.019582895467188423,0.0014381316660376754,4131.613727420763,0.18619739526703352,0.12405636652681212,1.433023509526466e-5,3.713178327275235e-7,0.12092402458265816,9.130574173957426e-8,0.4311925792351736,2.3582706584606613e-5,4.62623574467098e-7,8148.882287622136,0.5890930590711629,0.5672045192344146,0.011507635656310158,0.0013583145672296283,0.9901348664041659,1.239829289818168e-4,1.1594223778622654,0.02332805082724816,0.0018133641355924518,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
34,399.92309606843537,0.048524972367484175,0.03726834101006768,0.0026536275049900498,4.0539428776143144e-4,0.042990092394805196,7.150399957767234e-5,0.13191393156468625,0.004773839111128446,5.254743045711433e-4,3617.2416759837083,0.3445423168304206,0.3945167359883446,0.009579332524705492,0.0012449963519287268,0.9501122570363837,1.0837755990969324e-4,0.700104016291693,0.022239829813216073,0.0017678827222238527,4131.545342026932,0.19944004579356825,0.14126843126041014,1.7722336946926937e-5,5.163077821445902e-7,0.15885111083873657,1.4652912620743142e-7,0.49957797306657026,3.097907511396737e-5,6.628369083520219e-7,8148.710114079076,0.592507334991473,0.5730535082588224,0.012250682366642469,0.0016509069474723028,1.1519534602699255,1.8002808861357301e-4,1.3315959209229495,0.027044647999458486,0.002294019863703348,224,Sub-Saharan Africa,Malawi,Mzuzu City,Nkhorongo - Lupaso Ward,10713,MW10713,0.1396377,0.003231398,0.2072679,0.02894241,0.02314130,0.000669765, 3618.94178,0.2478405,0.02565339,0.5954696,0.1475815,0.1035077,0.01527581,  400.05501,0.05,9.75e-06,1,0.2170524,0.000194997,4.23e-05,  4132.04492,25,2020-03-28
