"","Day","State","People"
"1",1,"Dead",0
"2",2,"Dead",0
"3",3,"Dead",0
"4",4,"Dead",0
"5",5,"Dead",0
"6",6,"Dead",0
"7",7,"Dead",0
"8",8,"Dead",0
"9",9,"Dead",0
"10",10,"Dead",0
"11",11,"Dead",0
"12",12,"Dead",0
"13",13,"Dead",0
"14",14,"Dead",0
"15",15,"Dead",0
"16",16,"Dead",0
"17",17,"Dead",0
"18",18,"Dead",0
"19",19,"Dead",0
"20",20,"Dead",0
"21",21,"Dead",0
"22",22,"Dead",0
"23",23,"Dead",0
"24",24,"Dead",0
"25",25,"Dead",0
"26",26,"Dead",0
"27",27,"Dead",0
"28",28,"Dead",0
"29",29,"Dead",0
"30",30,"Dead",0
"31",31,"Dead",0
"32",32,"Dead",0
"33",33,"Dead",0
"34",34,"Dead",0
"35",35,"Dead",0
"36",36,"Dead",0
"37",37,"Dead",0
"38",38,"Dead",0
"39",39,"Dead",0
"40",40,"Dead",0
"41",41,"Dead",0
"42",42,"Dead",0
"43",43,"Dead",0
"44",44,"Dead",0
"45",45,"Dead",0
"46",46,"Dead",0
"47",47,"Dead",0
"48",48,"Dead",0
"49",49,"Dead",0
"50",50,"Dead",0
"51",51,"Dead",0
"52",52,"Dead",0
"53",53,"Dead",0
"54",54,"Dead",0
"55",55,"Dead",0
"56",56,"Dead",0
"57",57,"Dead",0
"58",58,"Dead",0
"59",59,"Dead",0
"60",60,"Dead",0
"61",61,"Dead",0
"62",62,"Dead",0
"63",63,"Dead",0
"64",64,"Dead",0
"65",65,"Dead",0
"66",66,"Dead",0
"67",67,"Dead",0
"68",68,"Dead",0
"69",69,"Dead",0
"70",70,"Dead",0
"71",71,"Dead",0
"72",72,"Dead",0
"73",73,"Dead",0
"74",74,"Dead",0
"75",75,"Dead",0
"76",76,"Dead",0
"77",77,"Dead",0
"78",78,"Dead",0
"79",79,"Dead",0
"80",80,"Dead",0
"81",81,"Dead",0
"82",82,"Dead",0
"83",83,"Dead",0
"84",84,"Dead",0
"85",85,"Dead",0
"86",86,"Dead",0
"87",87,"Dead",0
"88",88,"Dead",0
"89",89,"Dead",0
"90",90,"Dead",0
"91",91,"Dead",0
"92",92,"Dead",0
"93",93,"Dead",0
"94",94,"Dead",0
"95",95,"Dead",0
"96",96,"Dead",0
"97",97,"Dead",0
"98",98,"Dead",0
"99",99,"Dead",0
"100",100,"Dead",0
"101",101,"Dead",0
"102",102,"Dead",0
"103",103,"Dead",0
"104",104,"Dead",0
"105",105,"Dead",0
"106",106,"Dead",0
"107",107,"Dead",0
"108",108,"Dead",0
"109",109,"Dead",0
"110",110,"Dead",0
"111",111,"Dead",0
"112",112,"Dead",0
"113",113,"Dead",0
"114",114,"Dead",0
"115",115,"Dead",0
"116",116,"Dead",0
"117",117,"Dead",0
"118",118,"Dead",0
"119",119,"Dead",0
"120",120,"Dead",0
"121",121,"Dead",0
"122",122,"Dead",0
"123",123,"Dead",0
"124",124,"Dead",0.000110389758385035
"125",125,"Dead",0.000497799625736422
"126",126,"Dead",0.00135585461350622
"127",127,"Dead",0.00288799834923955
"128",128,"Dead",0.00529721399192334
"129",129,"Dead",0.00878044223242804
"130",130,"Dead",0.0135265217037005
"131",131,"Dead",0.0197167928782953
"132",132,"Dead",0.027527624160885
"133",133,"Dead",0.0371342173513682
"134",134,"Dead",0.0487151695573488
"135",135,"Dead",0.0624574024338869
"136",136,"Dead",0.0785612000013122
"137",137,"Dead",0.0972452098357504
"138",138,"Dead",0.118751352568393
"139",139,"Dead",0.143349650487272
"140",140,"Dead",0.171343030291986
"141",141,"Dead",0.203072182048489
"142",142,"Dead",0.238920570795551
"143",143,"Dead",0.279319703289192
"144",144,"Dead",0.324754753464571
"145",145,"Dead",0.375770648906833
"146",146,"Dead",0.432978718723299
"147",147,"Dead",0.497064001825246
"148",148,"Dead",0.568793314398972
"149",149,"Dead",0.649024176573789
"150",150,"Dead",0.738714701057796
"151",151,"Dead",0.838934550755622
"152",152,"Dead",0.950877077978708
"153",153,"Dead",1.07587276464779
"154",154,"Dead",1.21530852335648
"155",155,"Dead",1.3706075477081
"156",156,"Dead",1.54323735997998
"157",157,"Dead",1.73472967756242
"158",158,"Dead",1.94670415993125
"159",159,"Dead",2.18089247815033
"160",160,"Dead",2.43916136011546
"161",161,"Dead",2.72353433187694
"162",162,"Dead",3.03621235031741
"163",163,"Dead",3.37959369964124
"164",164,"Dead",3.75629355850047
"165",165,"Dead",4.16916361602931
"166",166,"Dead",4.62131206346912
"167",167,"Dead",5.11612423228654
"168",168,"Dead",5.65728409773806
"169",169,"Dead",6.24879682132482
"170",170,"Dead",6.89501246656572
"171",171,"Dead",7.60065098894627
"172",172,"Dead",8.37082857135617
"173",173,"Dead",9.21108534935289
"174",174,"Dead",10.1274145448448
"175",175,"Dead",11.1262930011041
"176",176,"Dead",12.2147130854126
"177",177,"Dead",13.4002158973029
"178",178,"Dead",14.6909256896639
"179",179,"Dead",16.0955853764532
"180",180,"Dead",17.6235929641142
"181",181,"Dead",19.2850387038473
"182",182,"Dead",21.0907427186091
"183",183,"Dead",23.0522928121463
"184",184,"Dead",25.1802672908556
"185",185,"Dead",27.4837104994736
"186",186,"Dead",29.9701791267617
"187",187,"Dead",32.6460117610283
"188",188,"Dead",35.5166525129359
"189",189,"Dead",38.5869527900904
"190",190,"Dead",41.861422646258
"191",191,"Dead",45.3444260064384
"192",192,"Dead",49.0403241823421
"193",193,"Dead",52.953575750019
"194",194,"Dead",57.0888014182251
"195",195,"Dead",61.4508217204747
"196",196,"Dead",66.0446740967747
"197",197,"Dead",70.8756146135159
"198",198,"Dead",75.9491083833209
"199",199,"Dead",81.2708117519856
"200",200,"Dead",86.8465485210982
"201",201,"Dead",92.6822818522785
"202",202,"Dead",98.7840830241617
"203",203,"Dead",105.158097858012
"204",204,"Dead",111.81051136703
"205",205,"Dead",118.747510996961
"206",206,"Dead",125.975248694525
"207",207,"Dead",133.499801952029
"208",208,"Dead",141.327133920879
"209",209,"Dead",149.463052655511
"210",210,"Dead",157.913169536381
"211",211,"Dead",166.682856921278
"212",212,"Dead",175.77076544672
"213",213,"Dead",185.1674205844
"214",214,"Dead",194.856073707674
"215",215,"Dead",204.814363545233
"216",216,"Dead",215.016089556722
"217",217,"Dead",225.432792451107
"218",218,"Dead",236.035037767083
"219",219,"Dead",246.793394962445
"220",220,"Dead",257.67914604715
"221",221,"Dead",268.664771432348
"222",222,"Dead",279.724260917903
"223",223,"Dead",290.833292278407
"224",224,"Dead",301.969312630802
"225",225,"Dead",313.11155053696
"226",226,"Dead",324.240980400465
"227",227,"Dead",335.340255402533
"228",228,"Dead",346.393620972476
"229",229,"Dead",357.38681747892
"230",230,"Dead",368.306978301704
"231",231,"Dead",379.142527546476
"232",232,"Dead",389.883080258236
"233",233,"Dead",400.519346962815
"234",234,"Dead",411.043043625261
"235",235,"Dead",421.446807589344
"236",236,"Dead",431.724119697635
"237",237,"Dead",441.86923254427
"238",238,"Dead",451.877104650752
"239",239,"Dead",461.743340254928
"240",240,"Dead",471.464134346743
"241",241,"Dead",481.036222558435
"242",242,"Dead",490.456835511795
"243",243,"Dead",499.723657233951
"244",244,"Dead",508.834787270861
"245",245,"Dead",517.788706150609
"246",246,"Dead",526.584243874314
"247",247,"Dead",535.220551139063
"248",248,"Dead",543.697073023759
"249",249,"Dead",552.013524894233
"250",250,"Dead",560.169870308053
"251",251,"Dead",568.166300721794
"252",252,"Dead",576.003216824129
"253",253,"Dead",583.68121133678
"254",254,"Dead",591.201053142357
"255",255,"Dead",598.56367261335
"256",256,"Dead",605.770148030174
"257",257,"Dead",612.821692988432
"258",258,"Dead",619.71964470637
"259",259,"Dead",626.465453153204
"260",260,"Dead",633.060670927538
"261",261,"Dead",639.50694382271
"262",262,"Dead",645.806002022617
"263",263,"Dead",651.959651877511
"264",264,"Dead",657.969768214545
"265",265,"Dead",663.838287142461
"266",266,"Dead",669.567199313971
"267",267,"Dead",675.158543612964
"268",268,"Dead",680.614401236941
"269",269,"Dead",685.93689014789
"270",270,"Dead",691.128159867342
"271",271,"Dead",696.190386593583
"272",272,"Dead",701.125768620976
"273",273,"Dead",705.936522043082
"274",274,"Dead",710.624876722856
"275",275,"Dead",715.193072514548
"276",276,"Dead",719.643355723186
"277",277,"Dead",723.977975788609
"278",278,"Dead",728.199182181993
"279",279,"Dead",732.309221503681
"280",280,"Dead",736.31033477192
"281",281,"Dead",740.204754892785
"282",282,"Dead",743.994704302218
"283",283,"Dead",747.682392771655
"284",284,"Dead",751.270015369227
"285",285,"Dead",754.759750568979
"286",286,"Dead",758.153758500962
"287",287,"Dead",761.454179335428
"288",288,"Dead",764.663131794703
"289",289,"Dead",767.782711786617
"290",290,"Dead",770.814991153667
"291",291,"Dead",773.762016532337
"292",292,"Dead",776.625808317254
"293",293,"Dead",779.40835972508
"294",294,"Dead",782.111635953236
"295",295,"Dead",784.737573428777
"296",296,"Dead",787.288079142892
"297",297,"Dead",789.765030066678
