"","Day","State","People"
"1",1,"Critical",0
"2",2,"Critical",0
"3",3,"Critical",0
"4",4,"Critical",0
"5",5,"Critical",0
"6",6,"Critical",0
"7",7,"Critical",0
"8",8,"Critical",0
"9",9,"Critical",0
"10",10,"Critical",0
"11",11,"Critical",0
"12",12,"Critical",0
"13",13,"Critical",0
"14",14,"Critical",0
"15",15,"Critical",0
"16",16,"Critical",0
"17",17,"Critical",0
"18",18,"Critical",0
"19",19,"Critical",0
"20",20,"Critical",0
"21",21,"Critical",0
"22",22,"Critical",0
"23",23,"Critical",0
"24",24,"Critical",0
"25",25,"Critical",0
"26",26,"Critical",0
"27",27,"Critical",0
"28",28,"Critical",0
"29",29,"Critical",0
"30",30,"Critical",0
"31",31,"Critical",0
"32",32,"Critical",0
"33",33,"Critical",0
"34",34,"Critical",0
"35",35,"Critical",0
"36",36,"Critical",0
"37",37,"Critical",0
"38",38,"Critical",0
"39",39,"Critical",0
"40",40,"Critical",0
"41",41,"Critical",0
"42",42,"Critical",0
"43",43,"Critical",0
"44",44,"Critical",0
"45",45,"Critical",0
"46",46,"Critical",0
"47",47,"Critical",0
"48",48,"Critical",0
"49",49,"Critical",0
"50",50,"Critical",0
"51",51,"Critical",0
"52",52,"Critical",0
"53",53,"Critical",0
"54",54,"Critical",0
"55",55,"Critical",0
"56",56,"Critical",0
"57",57,"Critical",0
"58",58,"Critical",0
"59",59,"Critical",0
"60",60,"Critical",0
"61",61,"Critical",0
"62",62,"Critical",0
"63",63,"Critical",0
"64",64,"Critical",0
"65",65,"Critical",0
"66",66,"Critical",0
"67",67,"Critical",0
"68",68,"Critical",0
"69",69,"Critical",0
"70",70,"Critical",0
"71",71,"Critical",0
"72",72,"Critical",0
"73",73,"Critical",0
"74",74,"Critical",0
"75",75,"Critical",0
"76",76,"Critical",0
"77",77,"Critical",0
"78",78,"Critical",0
"79",79,"Critical",0
"80",80,"Critical",0
"81",81,"Critical",0
"82",82,"Critical",0
"83",83,"Critical",0
"84",84,"Critical",0
"85",85,"Critical",0
"86",86,"Critical",0
"87",87,"Critical",0
"88",88,"Critical",0
"89",89,"Critical",0
"90",90,"Critical",0
"91",91,"Critical",0
"92",92,"Critical",0
"93",93,"Critical",0
"94",94,"Critical",0
"95",95,"Critical",0
"96",96,"Critical",0
"97",97,"Critical",0
"98",98,"Critical",0
"99",99,"Critical",0
"100",100,"Critical",0
"101",101,"Critical",0
"102",102,"Critical",0
"103",103,"Critical",0
"104",104,"Critical",0
"105",105,"Critical",0
"106",106,"Critical",0
"107",107,"Critical",0
"108",108,"Critical",0
"109",109,"Critical",0
"110",110,"Critical",0
"111",111,"Critical",0
"112",112,"Critical",0
"113",113,"Critical",0
"114",114,"Critical",0
"115",115,"Critical",0
"116",116,"Critical",0
"117",117,"Critical",0
"118",118,"Critical",0
"119",119,"Critical",0
"120",120,"Critical",0
"121",121,"Critical",0
"122",122,"Critical",0
"123",123,"Critical",0.00424294457860151
"124",124,"Critical",0.0139959128473377
"125",125,"Critical",0.0291988639595351
"126",126,"Critical",0.0492896848956683
"127",127,"Critical",0.0736040643056292
"128",128,"Critical",0.101558286918001
"129",129,"Critical",0.132722880525997
"130",130,"Critical",0.166842798721741
"131",131,"Critical",0.203832757187248
"132",132,"Critical",0.243762380770113
"133",133,"Critical",0.286838616607342
"134",134,"Critical",0.333389131659024
"135",135,"Critical",0.38384845260694
"136",136,"Critical",0.438747565166505
"137",137,"Critical",0.498707135478415
"138",138,"Critical",0.56443422823137
"139",139,"Critical",0.636722259859492
"140",140,"Critical",0.716453878044538
"141",141,"Critical",0.804606464531082
"142",142,"Critical",0.902259994449611
"143",143,"Critical",1.01060703736556
"144",144,"Critical",1.13096474355262
"145",145,"Critical",1.26478871736221
"146",146,"Critical",1.41368873429619
"147",147,"Critical",1.57944630748676
"148",148,"Critical",1.7640341519409
"149",149,"Critical",1.96963763108142
"150",150,"Critical",2.19867830022417
"151",151,"Critical",2.45383968628438
"152",152,"Critical",2.73809546284796
"153",153,"Critical",3.05265465678136
"154",154,"Critical",3.398283586104
"155",155,"Critical",3.77592119082705
"156",156,"Critical",4.18693658077429
"157",157,"Critical",4.63321311530303
"158",158,"Critical",5.11715466506487
"159",159,"Critical",5.64166233757043
"160",160,"Critical",6.21010496195831
"161",161,"Critical",6.82629369405071
"162",162,"Critical",7.49446459799417
"163",163,"Critical",8.2192699397121
"164",164,"Critical",9.00577755102934
"165",165,"Critical",9.85947711803872
"166",166,"Critical",10.7862921537743
"167",167,"Critical",11.7925964969752
"168",168,"Critical",12.8852343176338
"169",169,"Critical",14.0715427502372
"170",170,"Critical",15.3593763931603
"171",171,"Critical",16.7571329994045
"172",172,"Critical",18.2737797391916
"173",173,"Critical",19.9188794414528
"174",174,"Critical",21.7026162229384
"175",175,"Critical",23.6358198947851
"176",176,"Critical",25.7299885012448
"177",177,"Critical",27.9973082980923
"178",178,"Critical",30.4506704230639
"179",179,"Critical",33.1036834513299
"180",180,"Critical",35.9706809688944
"181",181,"Critical",39.0667232387713
"182",182,"Critical",42.4075919808234
"183",183,"Critical",45.9709330421444
"184",184,"Critical",49.7231549714806
"185",185,"Critical",53.6316813443669
"186",186,"Critical",57.6697396034787
"187",187,"Critical",61.8175167288312
"188",188,"Critical",66.0616849712721
"189",189,"Critical",70.3943144665157
"190",190,"Critical",74.811664195228
"191",191,"Critical",79.3130685583156
"192",192,"Critical",83.8999981334471
"193",193,"Critical",88.5753065530879
"194",194,"Critical",93.3426463679578
"195",195,"Critical",98.2060266196877
"196",196,"Critical",103.169483752865
"197",197,"Critical",108.236840307389
"198",198,"Critical",113.411529962154
"199",199,"Critical",118.696471722765
"200",200,"Critical",124.093979835546
"201",201,"Critical",129.605699196839
"202",202,"Critical",135.232558605984
"203",203,"Critical",140.974736248271
"204",204,"Critical",146.83163337802
"205",205,"Critical",152.801853388667
"206",206,"Critical",158.883184383169
"207",207,"Critical",165.072584058122
