"","Day","State","People"
"1",1,"Infected",0
"2",2,"Infected",0
"3",3,"Infected",0
"4",4,"Infected",0
"5",5,"Infected",0
"6",6,"Infected",0
"7",7,"Infected",0
"8",8,"Infected",0
"9",9,"Infected",0
"10",10,"Infected",0
"11",11,"Infected",0
"12",12,"Infected",0
"13",13,"Infected",0
"14",14,"Infected",0
"15",15,"Infected",0
"16",16,"Infected",0
"17",17,"Infected",0
"18",18,"Infected",0
"19",19,"Infected",0
"20",20,"Infected",0
"21",21,"Infected",0
"22",22,"Infected",0
"23",23,"Infected",0
"24",24,"Infected",0
"25",25,"Infected",0
"26",26,"Infected",0
"27",27,"Infected",0
"28",28,"Infected",0
"29",29,"Infected",0
"30",30,"Infected",0
"31",31,"Infected",0
"32",32,"Infected",0
"33",33,"Infected",0
"34",34,"Infected",0
"35",35,"Infected",0
"36",36,"Infected",0
"37",37,"Infected",0
"38",38,"Infected",0
"39",39,"Infected",0
"40",40,"Infected",0
"41",41,"Infected",0
"42",42,"Infected",0
"43",43,"Infected",0
"44",44,"Infected",0
"45",45,"Infected",0
"46",46,"Infected",0
"47",47,"Infected",0
"48",48,"Infected",0
"49",49,"Infected",0
"50",50,"Infected",0
"51",51,"Infected",0
"52",52,"Infected",0
"53",53,"Infected",0
"54",54,"Infected",0
"55",55,"Infected",0
"56",56,"Infected",0
"57",57,"Infected",0
"58",58,"Infected",0
"59",59,"Infected",0
"60",60,"Infected",0
"61",61,"Infected",0
"62",62,"Infected",0
"63",63,"Infected",0
"64",64,"Infected",0
"65",65,"Infected",0
"66",66,"Infected",0
"67",67,"Infected",0
"68",68,"Infected",0
"69",69,"Infected",0
"70",70,"Infected",0
"71",71,"Infected",0
"72",72,"Infected",0
"73",73,"Infected",0
"74",74,"Infected",0
"75",75,"Infected",0
"76",76,"Infected",0
"77",77,"Infected",0
"78",78,"Infected",0
"79",79,"Infected",0
"80",80,"Infected",0
"81",81,"Infected",0
"82",82,"Infected",0
"83",83,"Infected",0
"84",84,"Infected",0
"85",85,"Infected",0
"86",86,"Infected",0
"87",87,"Infected",0
"88",88,"Infected",0
"89",89,"Infected",0
"90",90,"Infected",0
"91",91,"Infected",0
"92",92,"Infected",0
"93",93,"Infected",0
"94",94,"Infected",0
"95",95,"Infected",0
"96",96,"Infected",0
"97",97,"Infected",0
"98",98,"Infected",0
"99",99,"Infected",0
"100",100,"Infected",0
"101",101,"Infected",0
"102",102,"Infected",0
"103",103,"Infected",0
"104",104,"Infected",0
"105",105,"Infected",0
"106",106,"Infected",0
"107",107,"Infected",0
"108",108,"Infected",0
"109",109,"Infected",0
"110",110,"Infected",0
"111",111,"Infected",0
"112",112,"Infected",0
"113",113,"Infected",0
"114",114,"Infected",0
"115",115,"Infected",0
"116",116,"Infected",0
"117",117,"Infected",0
"118",118,"Infected",0
"119",119,"Infected",0
"120",120,"Infected",0
"121",121,"Infected",37.14285718
"122",122,"Infected",59.9129038292807
"123",123,"Infected",75.4760300105277
"124",124,"Infected",87.9542414755771
"125",125,"Infected",99.6809198185484
"126",126,"Infected",111.952973680173
"127",127,"Infected",125.483473398895
"128",128,"Infected",140.673103270479
"129",129,"Infected",157.770990129401
"130",130,"Infected",176.967941824648
"131",131,"Infected",198.448776256861
"132",132,"Infected",222.420416317747
"133",133,"Infected",249.126157583496
"134",134,"Infected",278.852529713286
"135",135,"Infected",311.932626869367
"136",136,"Infected",348.748166982487
"137",137,"Infected",389.731531935997
"138",138,"Infected",435.368430027942
"139",139,"Infected",486.201467860362
"140",140,"Infected",542.834726758726
"141",141,"Infected",605.939345979428
"142",142,"Infected",676.260079979137
"143",143,"Infected",754.62279344384
"144",144,"Infected",841.942869275435
"145",145,"Infected",939.234521703777
"146",146,"Infected",1047.62102385608
"147",147,"Infected",1168.34587386727
"148",148,"Infected",1302.78493489537
"149",149,"Infected",1452.45959196878
"150",150,"Infected",1619.05097253822
"151",151,"Infected",1804.41527810448
"152",152,"Infected",2010.6002714246
"153",153,"Infected",2239.86295748029
"154",154,"Infected",2494.68848635328
"155",155,"Infected",2777.81029195382
"156",156,"Infected",3092.23146161296
"157",157,"Infected",3441.24730722044
"158",158,"Infected",3828.46907816709
"159",159,"Infected",4257.84871912727
"160",160,"Infected",4733.70453095957
"161",161,"Infected",5260.74753990458
"162",162,"Infected",5844.1083178299
"163",163,"Infected",6489.36392324734
"164",164,"Infected",7202.56454760742
"165",165,"Infected",7990.25935211726
"166",166,"Infected",8859.52086525269
"167",167,"Infected",9817.96717910529
"168",168,"Infected",10873.7810340379
"169",169,"Infected",12020.148236617
"170",170,"Infected",13253.1268134803
"171",171,"Infected",14569.8890309813
"172",172,"Infected",15967.7233339031
"173",173,"Infected",17443.4562759311
"174",174,"Infected",18993.1110927256
"175",175,"Infected",20611.7046098719
"176",176,"Infected",22321.6494127111
"177",177,"Infected",24137.9074335598
"178",178,"Infected",26071.2950780033
"179",179,"Infected",28130.283360434
"180",180,"Infected",30321.9645821765
"181",181,"Infected",32398.1082634007
"182",182,"Infected",34435.9920954203
"183",183,"Infected",36477.3364015012
"184",184,"Infected",38543.8869158657
"185",185,"Infected",40646.0726816425
"186",186,"Infected",42526.6737221276
"187",187,"Infected",44280.3582134265
"188",188,"Infected",45958.3732908772
"189",189,"Infected",47587.5926051171
"190",190,"Infected",49181.1917589804
"191",191,"Infected",50756.8885274188
"192",192,"Infected",52323.6764317704
"193",193,"Infected",53885.5915928586
"194",194,"Infected",55443.8287398586
"195",195,"Infected",56730.3297120108
"196",196,"Infected",57850.2221616314
"197",197,"Infected",58862.4970870884
"198",198,"Infected",59800.0465955861
"199",199,"Infected",60680.9921564085
"200",200,"Infected",61515.0930758979
"201",201,"Infected",62307.3746689936
"202",202,"Infected",63060.184486641
"203",203,"Infected",63774.359388137
"204",204,"Infected",64449.8894540585
"205",205,"Infected",65086.2970520578
"206",206,"Infected",65682.8545805208
"207",207,"Infected",66238.7108054461
"208",208,"Infected",66752.9653689934
"209",209,"Infected",67224.7138719106
"210",210,"Infected",67274.7157975562
"211",211,"Infected",67067.3271263457
"212",212,"Infected",66697.3465475264
"213",213,"Infected",66219.8026383518
"214",214,"Infected",65666.9700382349
"215",215,"Infected",65058.0949996103
"216",216,"Infected",64404.9567029359
"217",217,"Infected",63715.0487385999
"218",218,"Infected",62648.2873776251
"219",219,"Infected",61368.9493606096
"220",220,"Infected",59972.7579536781
"221",221,"Infected",58515.8202866093
"222",222,"Infected",57031.3066295558
"223",223,"Infected",55539.0708055494
"224",224,"Infected",53758.3360121357
"225",225,"Infected",51840.2985664102
"226",226,"Infected",49872.6038153887
"227",227,"Infected",47905.8666025975
"228",228,"Infected",45969.0913760009
"229",229,"Infected",43841.1222505243
"230",230,"Infected",41652.9244126191
"231",231,"Infected",39479.0391547735
"232",232,"Infected",37360.9736451525
"233",233,"Infected",35320.9107068627
"234",234,"Infected",33190.3838229852
"235",235,"Infected",31069.8958029554
"236",236,"Infected",29014.7217599944
"237",237,"Infected",27053.6423045552
"238",238,"Infected",25200.0012272952
"239",239,"Infected",23458.2310071196
"240",240,"Infected",21827.701219877
"241",241,"Infected",20304.9850519349
"242",242,"Infected",18885.1907637748
"243",243,"Infected",17562.7403016396
"244",244,"Infected",16331.820987576
"245",245,"Infected",15186.6439101324
"246",246,"Infected",14121.5880885195
"247",247,"Infected",13131.2772323454
"248",248,"Infected",12210.6168419364
"249",249,"Infected",11354.8081028253
"250",250,"Infected",10559.3483398903
"251",251,"Infected",9820.02383156711
"252",252,"Infected",9132.89843119179
"253",253,"Infected",8494.30004371886
"254",254,"Infected",7900.80617309901
"255",255,"Infected",7349.22925842764
"256",256,"Infected",6836.60221936588
"257",257,"Infected",6360.16445255351
"258",258,"Infected",5917.34841289109
"259",259,"Infected",5505.766848224
"260",260,"Infected",5123.20071619454
"261",261,"Infected",4767.58778774934
"262",262,"Infected",4437.01192696386
"263",263,"Infected",4129.69302784761
"264",264,"Infected",3843.9775834322
"265",265,"Infected",3578.32985938467
"266",266,"Infected",3331.32364280949
"267",267,"Infected",3101.63453629095
"268",268,"Infected",2888.03276725819
"269",269,"Infected",2689.37648321652
"270",270,"Infected",2504.60550414123
"271",271,"Infected",2332.73550427791
"272",272,"Infected",2172.85259666985
"273",273,"Infected",2024.10829489122
"274",274,"Infected",1885.71482766816
"275",275,"Infected",1756.94078329436
"276",276,"Infected",1637.10706197214
"277",277,"Infected",1525.58311542094
"278",278,"Infected",1421.78345428085
"279",279,"Infected",1325.1644049911
"280",280,"Infected",1235.22109893675
"281",281,"Infected",1151.48467772638
"282",282,"Infected",1073.51969948705
"283",283,"Infected",1000.92173203803
"284",284,"Infected",933.315119731654
"285",285,"Infected",870.35091162695
"286",286,"Infected",811.704939491566
"287",287,"Infected",757.076034909016
"288",288,"Infected",706.184375504318
"289",289,"Infected",658.769950992111
"290",290,"Infected",614.591140399561
