"","Day","State","People"
"291",291,"Infected",573.423392423457
"292",292,"Infected",535.058001448764
"293",293,"Infected",499.300972286492
"294",294,"Infected",465.971967184039
"295",295,"Infected",434.903329123053
"296",296,"Infected",405.939175850277
"297",297,"Infected",378.934559487651
"298",298,"Infected",353.754686940872
"299",299,"Infected",330.274196672514
"300",300,"Infected",308.376487728196
"301",301,"Infected",371.667383001841
"302",302,"Infected",419.499567731959
"303",303,"Infected",461.141743737547
"304",304,"Infected",501.928726002491
"305",305,"Infected",544.843650344075
"306",306,"Infected",591.501875864242
"307",307,"Infected",642.76455593666
"308",308,"Infected",699.116989559698
"309",309,"Infected",760.895990286905
"310",310,"Infected",828.420873497583
"311",311,"Infected",902.064219536361
"312",312,"Infected",982.286440652713
"313",313,"Infected",1069.64992399201
"314",314,"Infected",1164.82283700803
"315",315,"Infected",1268.57879300344
"316",316,"Infected",1381.79597195847
"317",317,"Infected",1505.45760844139
"318",318,"Infected",1640.65472025528
"319",319,"Infected",1788.5913530985
"320",320,"Infected",1950.59230637878
"321",321,"Infected",2128.11317484864
"322",322,"Infected",2322.75251490023
"323",323,"Infected",2536.26597349178
"324",324,"Infected",2770.58227051542
"325",325,"Infected",3027.82098351617
"326",326,"Infected",3310.3121371166
"327",327,"Infected",3620.61764373704
"328",328,"Infected",3961.55467584649
"329",329,"Infected",4336.22107336892
"330",330,"Infected",4748.02290414436
"331",331,"Infected",5200.70430191924
"332",332,"Infected",5698.37970660512
"333",333,"Infected",6245.56862670383
"334",334,"Infected",6847.2330347647
"335",335,"Infected",7508.81749406647
"336",336,"Infected",8236.29209850406
"337",337,"Infected",9036.19828748561
"338",338,"Infected",9915.69757249168
"339",339,"Infected",10882.6231801593
"340",340,"Infected",11945.5345760269
"341",341,"Infected",13113.7747804973
"342",342,"Infected",14397.5303206836
"343",343,"Infected",15807.8935747261
"344",344,"Infected",17356.9271547156
"345",345,"Infected",19057.7298362627
"346",346,"Infected",20924.5033727841
"347",347,"Infected",22972.6193268364
"348",348,"Infected",25218.6848059525
"349",349,"Infected",27680.6057038848
"350",350,"Infected",30377.6457184967
"351",351,"Infected",33330.4790446848
"352",352,"Infected",36561.234226254
"353",353,"Infected",40093.5261980612
"354",354,"Infected",43952.4730646891
"355",355,"Infected",48164.6936525905
"356",356,"Infected",52758.2813501917
"357",357,"Infected",57762.7492294152
"358",358,"Infected",63208.9409410742
"359",359,"Infected",69128.9014188868
"360",360,"Infected",75555.7010411005
"361",361,"Infected",82523.2066194653
"362",362,"Infected",90065.7924533677
"363",363,"Infected",98217.9847494948
"364",364,"Infected",107014.033017461
"365",365,"Infected",116487.40266734
"366",366,"Infected",126670.184017065
"367",367,"Infected",137592.414327642
"368",368,"Infected",149281.311380055
"369",369,"Infected",161760.419538745
"370",370,"Infected",175048.672246202
"371",371,"Infected",189159.378471437
"372",372,"Infected",204099.144768976
"373",373,"Infected",219866.74923031
"374",374,"Infected",236451.988613109
"375",375,"Infected",253834.52514878
"376",376,"Infected",271982.764737646
"377",377,"Infected",290852.803179237
"378",378,"Infected",310387.481456045
"379",379,"Infected",330515.594579699
"380",380,"Infected",351151.300808493
"381",381,"Infected",372193.778862772
"382",382,"Infected",393527.179838195
"383",383,"Infected",415020.917619702
"384",384,"Infected",436530.336540066
"385",385,"Infected",457897.787651411
"386",386,"Infected",478954.135175202
"387",387,"Infected",499520.702419793
"388",388,"Infected",519411.651760292
"389",389,"Infected",538436.776371861
"390",390,"Infected",556404.662712876
"391",391,"Infected",573126.162944158
"392",392,"Infected",588418.096501219
"393",393,"Infected",602107.081128505
"394",394,"Infected",614033.377258681
"395",395,"Infected",624054.617184581
"396",396,"Infected",632049.28347334
"397",397,"Infected",637919.800726097
"398",398,"Infected",641595.111909283
"399",399,"Infected",643032.625354146
"400",400,"Infected",642219.440793846
"401",401,"Infected",639172.79148614
"402",402,"Infected",633939.672957294
"403",403,"Infected",626595.665118737
"404",404,"Infected",617242.991063486
"405",405,"Infected",606007.890262393
"406",406,"Infected",593037.413805124
"407",407,"Infected",578495.772776246
"408",408,"Infected",562560.386369927
"409",409,"Infected",545417.783138285
"410",410,"Infected",527259.506768289
"411",411,"Infected",508278.167617807
"412",412,"Infected",488663.764143583
"413",413,"Infected",468600.376004078
"414",414,"Infected",448263.304960401
"415",415,"Infected",427816.712730233
"416",416,"Infected",407411.778545681
"417",417,"Infected",387185.374918497
"418",418,"Infected",367259.239234005
"419",419,"Infected",347739.602055537
"420",420,"Infected",328717.220774176
"421",421,"Infected",310267.759452026
"422",422,"Infected",292452.452042481
"423",423,"Infected",275318.986071346
"424",424,"Infected",258902.546644478
"425",425,"Infected",243226.965581043
"426",426,"Infected",228305.926847853
"427",427,"Infected",214144.186649362
"428",428,"Infected",200738.77396863
"429",429,"Infected",188080.144628433
"430",430,"Infected",176153.268733811
"431",431,"Infected",164938.637457855
"432",432,"Infected",154413.180423002
"433",433,"Infected",144551.089365726
"434",434,"Infected",135324.547365325
"435",435,"Infected",126704.365719647
"436",436,"Infected",118660.532639961
"437",437,"Infected",111162.679405817
"438",438,"Infected",104180.470565511
"439",439,"Infected",97683.9252837432
"440",440,"Infected",91643.6771140072
"441",441,"Infected",86031.1793887375
"442",442,"Infected",80818.8631444247
"443",443,"Infected",75980.2540900452
"444",444,"Infected",71490.0546330309
"445",445,"Infected",67324.1964357475
"446",446,"Infected",63459.8684165815
"447",447,"Infected",59875.524555399
"448",448,"Infected",56550.8753292564
"449",449,"Infected",53466.8661016696
"450",450,"Infected",50605.645324289
"451",451,"Infected",47950.5249871363
"452",452,"Infected",45485.9353739064
"453",453,"Infected",43197.3758417415
"454",454,"Infected",41071.3630486452
"455",455,"Infected",39095.3777938072
"456",456,"Infected",37257.8114135315
"457",457,"Infected",35547.9124849643
"458",458,"Infected",33955.7344280632
"459",459,"Infected",32472.0844599888
"460",460,"Infected",31088.4742422123
"461",461,"Infected",29797.0724662358
"462",462,"Infected",28590.6595462369
"463",463,"Infected",27462.5845237822
"464",464,"Infected",26406.7242388595
"465",465,"Infected",25417.4447809437
"466",466,"Infected",24489.5652019865
"467",467,"Infected",23618.3234486484
"468",468,"Infected",22799.3444525315
"469",469,"Infected",22028.6103035446
"470",470,"Infected",21302.4324219448
"471",471,"Infected",20617.4256382587
"472",472,"Infected",19970.4840865654
"473",473,"Infected",19358.7588149695
"474",474,"Infected",18779.6370170531
"475",475,"Infected",18230.722789313
"476",476,"Infected",17709.819321741
"477",477,"Infected",17214.9124315583
"478",478,"Infected",16744.1553534576
"479",479,"Infected",16295.8547033839
"480",480,"Infected",15868.4575367672
"481",481,"Infected",15460.5394261065
"482",482,"Infected",15070.7934868173
"483",483,"Infected",14698.0202842343
"484",484,"Infected",14341.1185585637
"485",485,"Infected",13999.0767083704
"486",486,"Infected",13670.9649768465
"487",487,"Infected",13355.9282886139
"488",488,"Infected",13053.1796881731
"489",489,"Infected",12761.9943342942
"490",490,"Infected",12481.7040076795
"491",491,"Infected",12211.6920920892
"492",492,"Infected",11951.3889918283
"493",493,"Infected",11700.2679510488
"494",494,"Infected",11457.8412427213
"495",495,"Infected",11223.6566973952
"496",496,"Infected",10997.2945439925
"497",497,"Infected",10778.3645368745
"498",498,"Infected",10566.5033452982
"499",499,"Infected",10361.3721831317
"500",500,"Infected",10162.654658349
"501",501,"Infected",9970.05482336177
"502",502,"Infected",9783.29540869239
"503",503,"Infected",9602.11622383843
"504",504,"Infected",9426.27271044071
"505",505,"Infected",9255.53463404292
"506",506,"Infected",9089.68490182803
"507",507,"Infected",8928.51849473893
"508",508,"Infected",8771.84150334228
"509",509,"Infected",8619.47025767914
"510",510,"Infected",8471.2305421675
"511",511,"Infected",8326.95688738399
"512",512,"Infected",8186.49193125792
"513",513,"Infected",8049.6858428645
"514",514,"Infected",7916.39580260735
"515",515,"Infected",7786.48553313807
"516",516,"Infected",7659.82487587396
"517",517,"Infected",7536.28940844767
