"","Day","State","People"
"157",157,"New Infections",1397.9004075882
"158",158,"New Infections",1523.88755038702
"159",159,"New Infections",1660.65520465703
"160",160,"New Infections",1809.05652745543
"161",161,"New Infections",1969.99631148753
"162",162,"New Infections",2144.43438143937
"163",163,"New Infections",2333.38809853017
"164",164,"New Infections",2537.93421245345
"165",165,"New Infections",2759.21015502807
"166",166,"New Infections",2998.41478489822
"167",167,"New Infections",3256.80854068295
"168",168,"New Infections",3535.71292676446
"169",169,"New Infections",3836.50923407504
"170",170,"New Infections",4160.63638428694
"171",171,"New Infections",4509.58777823571
"172",172,"New Infections",4884.90702762206
"173",173,"New Infections",5288.18245264227
"174",174,"New Infections",5721.04023654077
"175",175,"New Infections",6185.13614000671
"176",176,"New Infections",6682.14569212343
"177",177,"New Infections",7213.75278802092
"178",178,"New Infections",7781.63663404358
"179",179,"New Infections",8387.45698683554
"180",180,"New Infections",7915.37318228558
"181",181,"New Infections",8320.98276969571
"182",182,"New Infections",8716.46455018672
"183",183,"New Infections",9110.78232527388
"184",184,"New Infections",9508.87538598023
"185",185,"New Infections",9913.42093069979
"186",186,"New Infections",10325.8170671416
"187",187,"New Infections",10746.730563443
"188",188,"New Infections",11176.4015496415
"189",189,"New Infections",11614.8124777345
"190",190,"New Infections",12061.7812546591
"191",191,"New Infections",12517.0120128144
"192",192,"New Infections",12980.1222245729
"193",193,"New Infections",13450.6566335682
"194",194,"New Infections",13928.0938821775
"195",195,"New Infections",14411.8491518899
"196",196,"New Infections",14901.2747029029
"197",197,"New Infections",15395.6594001316
"198",198,"New Infections",15894.2278652189
"199",199,"New Infections",16396.1396421641
"200",200,"New Infections",16900.4886209212
"201",201,"New Infections",17406.3028803382
"202",202,"New Infections",17912.5450621991
"203",203,"New Infections",18418.1133569045
"204",204,"New Infections",18921.8431601942
"205",205,"New Infections",19422.5094446476
"206",206,"New Infections",19918.829876931
"207",207,"New Infections",20409.4687004582
"208",208,"New Infections",17206.0340879308
"209",209,"New Infections",17119.1599174079
"210",210,"New Infections",16955.5571471702
"211",211,"New Infections",16746.4401356543
"212",212,"New Infections",16509.878218302
"213",213,"New Infections",16256.4293811693
"214",214,"New Infections",15992.3532534441
"215",215,"New Infections",15721.443762981
"216",216,"New Infections",15446.0748471476
"217",217,"New Infections",15167.7974863418
"218",218,"New Infections",14887.6808663838
"219",219,"New Infections",14606.5075780429
"220",220,"New Infections",14324.8855215663
"221",221,"New Infections",14043.3122593682
"222",222,"New Infections",13762.2122100495
"223",223,"New Infections",13481.9583228686
"224",224,"New Infections",13202.8848775836
"225",225,"New Infections",12925.2952043862
"226",226,"New Infections",12649.4664914629
"227",227,"New Infections",12375.6529184693
"228",228,"New Infections",12104.087823377
"229",229,"New Infections",11834.985306847
"230",230,"New Infections",11568.5415049616
"231",231,"New Infections",11304.9356620856
"232",232,"New Infections",11044.331079025
"233",233,"New Infections",10786.8759793177
"234",234,"New Infections",10532.7043180365
"235",235,"New Infections",10281.9365469709
"236",236,"New Infections",10034.6803440796
"237",237,"New Infections",9791.03131173111
"238",238,"New Infections",9551.07364635615
"239",239,"New Infections",9314.88078109469
"240",240,"New Infections",9082.51600245693
"241",241,"New Infections",8854.03304173199
"242",242,"New Infections",8629.47664174327
"243",243,"New Infections",8408.88309949982
"244",244,"New Infections",8192.28078528861
"245",245,"New Infections",7979.69063876981
"246",246,"New Infections",7771.12664266423
"247",247,"New Infections",7566.59627465032
"248",248,"New Infections",7366.10093811528
"249",249,"New Infections",7169.63637242687
"250",250,"New Infections",6977.19304341015
"251",251,"New Infections",6788.75651472515
"252",252,"New Infections",6604.30780084809
"253",253,"New Infections",6423.82370236025
"254",254,"New Infections",6247.27712424553
"255",255,"New Infections",6074.63737789044
"256",256,"New Infections",5905.87046746953
"257",257,"New Infections",5740.93936138535
"258",258,"New Infections",5579.80424941573
"259",259,"New Infections",5422.42278620253
"260",260,"New Infections",5268.75032169607
"261",261,"New Infections",5118.74011914823
"262",262,"New Infections",4972.34356122483
"263",263,"New Infections",4829.5103447859
"264",264,"New Infections",4690.18866485895
"265",265,"New Infections",4554.32538830835
"266",266,"New Infections",4421.86621768102
"267",267,"New Infections",4292.75584568692
"268",268,"New Infections",4166.93810075125
"269",269,"New Infections",4044.35608405476
"270",270,"New Infections",3924.95229845867
"271",271,"New Infections",3808.66876969147
"272",272,"New Infections",3695.44716015705
"273",273,"New Infections",3585.22887570623
"274",274,"New Infections",3477.95516569742
"275",275,"New Infections",3373.56721665694
"276",276,"New Infections",3272.0062398349
"277",277,"New Infections",3173.21355293912
"278",278,"New Infections",3077.13065631647
"279",279,"New Infections",2983.69930383946
"280",280,"New Infections",2892.86156874428
"281",281,"New Infections",2804.55990465618
"282",282,"New Infections",2718.73720202808
"283",283,"New Infections",2635.33684020906
"284",284,"New Infections",2554.30273535068
"285",285,"New Infections",2475.57938435061
"286",286,"New Infections",2399.11190502574
"287",287,"New Infections",2324.84607269907
"288",288,"New Infections",2252.72835337803
"289",289,"New Infections",2182.70593369527
"290",290,"New Infections",2114.72674777642
"291",291,"New Infections",2048.73950119343
"292",292,"New Infections",1984.69369215634
"293",293,"New Infections",1922.53963009066
"294",294,"New Infections",1862.2284517422
"295",295,"New Infections",1803.71213494608
"296",296,"New Infections",1746.94351019151
"297",297,"New Infections",1691.87627010913
"298",298,"New Infections",1638.46497700299
"299",299,"New Infections",1715.31358761576
"300",300,"New Infections",1677.59823628254
"301",301,"New Infections",1643.1346699309
"302",302,"New Infections",1610.73899646614
"303",303,"New Infections",1579.72782823873
"304",304,"New Infections",1549.70580740908
"305",305,"New Infections",1520.44334922018
"306",306,"New Infections",1491.80628870891
"307",307,"New Infections",1463.71539170615
"308",308,"New Infections",1436.12305096225
"309",309,"New Infections",1408.99987218889
"310",310,"New Infections",1382.32695215317
"311",311,"New Infections",1356.09143304356
"312",312,"New Infections",1330.28394276782
"313",313,"New Infections",1304.89712094908
"314",314,"New Infections",1773.61003842951
"315",315,"New Infections",1827.37318058658
"316",316,"New Infections",1956.61699792138
"317",317,"New Infections",2052.42226631212
"318",318,"New Infections",2154.2156400745
"319",319,"New Infections",2261.4352143914
"320",320,"New Infections",2373.89841195985
"321",321,"New Infections",2491.66595342352
"322",322,"New Infections",2614.9478213938
"323",323,"New Infections",2744.04211586194
"324",324,"New Infections",2879.2978586943
"325",325,"New Infections",3021.09428532022
"326",326,"New Infections",3169.83094276269
"327",327,"New Infections",3325.92454381871
"328",328,"New Infections",3489.80984780448
"329",329,"New Infections",3661.94282969816
"330",330,"New Infections",3842.80510280259
"331",331,"New Infections",4032.90903525667
"332",332,"New Infections",4232.80330714304
"333",333,"New Infections",4443.07884293686
"334",334,"New Infections",4664.37516281864
"335",335,"New Infections",4897.38725458658
"336",336,"New Infections",5142.8730953935
"337",337,"New Infections",5401.6619623414
"338",338,"New Infections",5674.66367118338
"339",339,"New Infections",5962.87887768597
"340",340,"New Infections",6267.41056905341
"341",341,"New Infections",6589.47686433083
"342",342,"New Infections",6930.42523327585
"343",343,"New Infections",7291.74823286999
"344",344,"New Infections",7675.10084934977
"345",345,"New Infections",8082.31952121467
"346",346,"New Infections",8515.44290483291
"347",347,"New Infections",8976.73442849049
"348",348,"New Infections",9468.70666210809
"349",349,"New Infections",9994.14750699059
"350",350,"New Infections",10556.1481809506
"351",351,"New Infections",11158.132936544
"352",352,"New Infections",10130.658514413
"353",353,"New Infections",10456.7320979158
"354",354,"New Infections",10766.9456276642
"355",355,"New Infections",11076.1598407165
"356",356,"New Infections",11393.4064351515
"357",357,"New Infections",11724.4607546006
"358",358,"New Infections",12073.2921936858
"359",359,"New Infections",12442.881750353
"360",360,"New Infections",12835.6825764099
"361",361,"New Infections",13253.8789789248
"362",362,"New Infections",13699.5314691821
"363",363,"New Infections",14174.657212254
"364",364,"New Infections",14681.2736726079
"365",365,"New Infections",15221.4210961045
"366",366,"New Infections",15797.1726129411
"367",367,"New Infections",16410.6368777346
"368",368,"New Infections",17063.9559793494
"369",369,"New Infections",17759.3001201075
"370",370,"New Infections",18498.8598678909
"371",371,"New Infections",19284.8363921518
"372",372,"New Infections",20119.4298745817
"373",373,"New Infections",21004.8261632064
"374",374,"New Infections",21350.1227092414
"375",375,"New Infections",22214.6420569699
"376",376,"New Infections",23112.2743743048
"377",377,"New Infections",24049.2326563111
"378",378,"New Infections",25029.4204967536
"379",379,"New Infections",26055.3872887614
"380",380,"New Infections",27128.8562385285
"381",381,"New Infections",28251.0126606681
"382",382,"New Infections",29422.6576238747
"383",383,"New Infections",30644.2858743617
"384",384,"New Infections",31916.1211275242
"385",385,"New Infections",33238.1273526711
"386",386,"New Infections",34610.0065799497
"387",387,"New Infections",36031.1892318044
"388",388,"New Infections",37500.8204544655
"389",389,"New Infections",39017.7445187384
"390",390,"New Infections",40580.4885807018
"391",391,"New Infections",42187.2466650765
"392",392,"New Infections",43835.8645014805
"393",393,"New Infections",45523.8257189387
"394",394,"New Infections",47248.2398374325
"395",395,"New Infections",49005.8324589123
"396",396,"New Infections",50792.9380381282
"397",397,"New Infections",52605.4955967651
"398",398,"New Infections",54439.0477275489
"399",399,"New Infections",56288.743215311
"400",400,"New Infections",58149.3435778985
"401",401,"New Infections",60015.2338004869
"402",402,"New Infections",61880.437501932
"403",403,"New Infections",63738.6367311383
"404",404,"New Infections",65583.1965449785
"405",405,"New Infections",67407.1944670044
"406",406,"New Infections",69203.454867977
"407",407,"New Infections",70964.588244967
"408",408,"New Infections",72683.0353053357
"409",409,"New Infections",74351.1156852394
"410",410,"New Infections",75961.0810495542
"411",411,"New Infections",77505.1722316943
"412",412,"New Infections",78975.6799785416
"413",413,"New Infections",80365.0087689153
"414",414,"New Infections",81665.74307561
"415",415,"New Infections",82870.7153434871
"416",416,"New Infections",83973.0748624841
"417",417,"New Infections",84966.3566282334
"418",418,"New Infections",85844.5492081296
"419",419,"New Infections",86602.1605711513
"420",420,"New Infections",87234.2807994897
"421",421,"New Infections",87736.640582652
"422",422,"New Infections",88105.6644032795
"423",423,"New Infections",88338.5173607032
"424",424,"New Infections",88433.1446445764
"425",425,"New Infections",88388.3027669465
"426",426,"New Infections",88203.581785865
"427",427,"New Infections",87879.4179048388
"428",428,"New Infections",87417.0960067037
"429",429,"New Infections",86818.7418733629
"430",430,"New Infections",86087.3040488948
"431",431,"New Infections",85226.5255167104
"432",432,"New Infections",84240.9055751853
"433",433,"New Infections",83135.652503789
"434",434,"New Infections",81916.6278065597
"435",435,"New Infections",80590.2829955875
