"","Day","State","People"
"1003",126,"Exposed",159.309722648343
"1004",126,"Hospitalized",0.80130448145755
"1005",126,"Infected",111.952973680173
"1006",126,"New Infections",57.4289310524647
"1007",126,"Recovered",102.052893600205
"1008",126,"Susceptible",18811122.0453353
"1009",127,"Critical",0.0736040643056292
"1010",127,"Dead",0.00288799834923955
"1011",127,"Exposed",178.647177896276
"1012",127,"Hospitalized",0.956503772536686
"1013",127,"Infected",125.483473398895
"1014",127,"New Infections",64.8545189072624
"1015",127,"Recovered",133.858411726588
"1016",127,"Susceptible",18811057.1908164
"1017",128,"Critical",0.101558286918001
"1018",128,"Dead",0.00529721399192334
"1019",128,"Exposed",200.515707216863
"1020",128,"Hospitalized",1.1079877323212
"1021",128,"Infected",140.673103270479
"1022",128,"New Infections",72.910580199136
"1023",128,"Recovered",169.528985335513
"1024",128,"Susceptible",18810984.2802362
"1025",129,"Critical",0.132722880525997
"1026",129,"Dead",0.00878044223242804
"1027",129,"Exposed",224.960320995574
"1028",129,"Hospitalized",1.26024486017095
"1029",129,"Infected",157.770990129401
"1030",129,"New Infections",81.7348158979627
"1031",129,"Recovered",209.534395646144
"1032",129,"Susceptible",18810902.5454203
"1033",130,"Critical",0.166842798721741
"1034",130,"Dead",0.0135265217037005
"1035",130,"Exposed",252.150862262212
"1036",130,"Hospitalized",1.41781723715586
"1037",130,"Infected",176.967941824648
"1038",130,"New Infections",91.4649187582187
"1039",130,"Recovered",254.415383067827
"1040",130,"Susceptible",18810811.0805015
"1041",131,"Critical",0.203832757187248
"1042",131,"Dead",0.0197167928782953
"1043",131,"Exposed",282.349516386062
"1044",131,"Hospitalized",1.58502515534379
"1045",131,"Infected",198.448776256861
"1046",131,"New Infections",102.241757699383
"1047",131,"Recovered",304.767264063318
"1048",131,"Susceptible",18810708.8387438
"1049",132,"Critical",0.243762380770113
"1050",132,"Dead",0.027527624160885
"1051",132,"Exposed",315.890510654396
"1052",132,"Hospitalized",1.76590430750783
"1053",132,"Infected",222.420416317747
"1054",132,"New Infections",114.212284745023
"1055",132,"Recovered",361.238294872091
"1056",132,"Susceptible",18810594.6264591
"1057",133,"Critical",0.286838616607342
"1058",133,"Dead",0.0371342173513682
"1059",133,"Exposed",353.16845993372
"1060",133,"Hospitalized",1.96424571260773
"1061",133,"Infected",249.126157583496
"1062",133,"New Infections",127.53238098512
"1063",133,"Recovered",424.535961078012
"1064",133,"Susceptible",18810467.0940781
"1065",134,"Critical",0.333389131659024
"1066",134,"Dead",0.0487151695573488
"1067",134,"Exposed",394.63286964379
"1068",134,"Hospitalized",2.18368044004364
"1069",134,"Infected",278.852529713286
"1070",134,"New Infections",142.369684077752
"1071",134,"Recovered",495.43729712121
"1072",134,"Susceptible",18810324.724394
"1073",135,"Critical",0.38384845260694
"1074",135,"Dead",0.0624574024338869
"1075",135,"Exposed",440.787017136432
"1076",135,"Hospitalized",2.42777956755265
"1077",135,"Infected",311.932626869367
"1078",135,"New Infections",158.906396075049
"1079",135,"Recovered",574.801147866202
"1080",135,"Susceptible",18810165.817998
"1081",136,"Critical",0.438747565166505
"1082",136,"Dead",0.0785612000013122
"1083",136,"Exposed",492.18994417633
"1084",136,"Hospitalized",2.70015518438148
"1085",136,"Infected",348.748166982487
"1086",136,"New Infections",177.342074919104
"1087",136,"Recovered",663.581377105332
"1088",136,"Susceptible",18809988.475923
"1089",137,"Critical",0.498707135478415
"1090",137,"Dead",0.0972452098357504
"1091",137,"Exposed",549.460675098076
"1092",137,"Hospitalized",3.00455646702878
"1093",137,"Infected",389.731531935997
"1094",137,"New Infections",197.896429398465
"1095",137,"Recovered",762.840665765748
"1096",137,"Susceptible",18809790.5794936
"1097",138,"Critical",0.56443422823137
"1098",138,"Dead",0.118751352568393
"1099",138,"Exposed",613.284062263498
"1100",138,"Hospitalized",3.34495913977885
"1101",138,"Infected",435.368430027942
"1102",138,"New Infections",220.812151636147
"1103",138,"Recovered",873.764896236292
"1104",138,"Susceptible",18809569.767342
"1105",139,"Critical",0.636722259859492
"1106",139,"Dead",0.143349650487272
"1107",139,"Exposed",684.41787380642
"1108",139,"Hospitalized",3.72564877286743
"1109",139,"Infected",486.201467860362
"1110",139,"New Infections",246.357829507717
"1111",139,"Recovered",997.678300406031
"1112",139,"Susceptible",18809323.4095125
"1113",140,"Critical",0.716453878044538
"1114",140,"Dead",0.171343030291986
"1115",140,"Exposed",763.700893810315
"1116",140,"Hospitalized",4.1512993542516
