"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Boucle du Mouhoun",249,313839,295159.332295754,293228.844396724,1930.48789903041,3586.02349635674,885.602984145218,10457.7888272082,2144.9865667287
"2","Boucle du Mouhoun",257,436187,410225.128400105,407630.495047691,2594.63335241362,4954.6980990502,1190.46561952949,14438.4641188501,2882.92596484118
"3","Boucle du Mouhoun",285,399032,375281.599548541,372888.986736643,2392.61281189848,4533.8779820365,1097.9330320225,13229.1143382773,2658.45869590302
"4","Boucle du Mouhoun",300,393167,369765.722804666,367404.869645376,2360.85315929047,4470.13497096321,1083.44483686122,13038.5605930623,2623.17019274054
"5","Boucle du Mouhoun",305,233189,219309.620719382,217816.627752828,1492.99296655375,2685.96490424797,684.991820457503,7835.5599222652,1658.88108281762
"6","Boucle du Mouhoun",306,310919,292413.094615774,290498.145057028,1914.9495587463,3553.26705244945,878.544234908165,10364.2748129235,2127.72174406753
"7","Cascades",242,437097,411080.971374129,408705.235814218,2375.73555991057,4843.3387089334,1090.04750056732,14113.6265475062,2639.70619390601
"8","Cascades",280,256489,241222.795871792,239952.909231877,1269.88663991546,2579.61006579289,582.763247493849,7515.19778672501,1410.98516316602
"9","Cascades",299,187100,175963.834896857,174876.607020461,1087.22787639584,2042.51593913212,498.834655096124,5952.18963183446,1208.03097992301
"10","Centre",244,349273,328484.300928147,326555.272118395,1929.02880975164,3991.47961531833,885.350224730976,11627.5026765212,2143.36535670375
"11","Centre",248,929403,874084.77988382,870359.028527951,3725.75135586948,9311.73065248787,1709.67977638274,27170.6902548182,4139.72375883783
"12","Centre",250,1031732,970323.188395352,966112.372776499,4210.8156188527,10363.1096973857,1932.2082599898,30194.2976845291,4678.68405575714
"13","Centre",284,394045,370591.4364712,368876.346744618,1715.08972658186,4023.75791436608,787.081814820369,11737.1514743737,1905.65526320479
"14","Centre",298,375922,353547.099070786,351933.412337434,1613.68673335197,3770.00358806045,740.663116681891,10987.6067475787,1792.98526993805
"15","Centre-Est",246,143098,134580.855493534,133666.375424367,914.480069166902,1588.75862363117,419.614960238811,4629.22317490786,1016.08897061413
"16","Centre-Est",265,237955,223791.945610628,222029.661886626,1762.28372400197,2954.71242376774,808.406106416192,8615.91538369614,1958.0930371849
"17","Centre-Est",276,265681,249867.678432461,247960.350109822,1907.32832263876,3289.4603916536,875.41196235773,9582.48093895684,2119.25370348517
"18","Centre-Est",288,397627,373960.199079511,371397.947368401,2562.25171110993,4702.30340823099,1175.80141285441,13719.3581569951,2846.94636281669
"19","Centre-Est",291,229212,215569.316776631,214112.929472924,1456.38730370728,2634.55092838636,668.278466218108,7688.76880992575,1618.20812384872
"20","Centre-Est",302,261732,246153.748888162,244425.471271489,1728.27761667301,3116.46269864155,793.194069404966,9078.56650537329,1920.30847350395
"21","Centre-Est",309,169505,159416.067193909,158137.280551109,1278.78664280012,2125.1691197331,586.853517644354,6199.16876582627,1420.87405463237
"22","Centre-Nord",243,215836,202989.471868205,201742.9937987,1246.47806950459,2293.51524369422,572.109973824554,6685.18929516879,1384.97564006095
"23","Centre-Nord",251,235664,221637.306388129,220034.093127684,1603.21326044454,2800.61509895874,735.498749691408,8168.14438183455,1781.3480767065
"24","Centre-Nord",253,239894,225615.536208868,223937.150173425,1678.38603544331,2923.52083935568,769.861186758161,8523.69156038444,1864.87338274856
"25","Centre-Nord",272,431146,405484.181063788,402820.583216661,2663.59784712667,4986.80624126939,1221.99999741899,14534.1165969786,2959.55318161425
"26","Centre-Nord",274,410123,385712.458728592,383215.842385754,2496.61634283843,4683.95300210537,1145.44398278453,13663.6952947115,2774.01817552325
"27","Centre-Nord",307,254419,239276.016777895,237709.709153753,1566.30762414234,2870.9362131502,718.762402348746,8364.3389380222,1740.34181408906
"28","Centre-Ouest",275,415873,391120.205470231,388368.082917117,2752.12255311402,5012.52503734826,1262.52421144064,14617.8607141698,3057.91396649809
"29","Centre-Ouest",278,316900,298038.106520904,295834.319338931,2203.78718197313,3876.21249093323,1010.88812273055,11301.9680102179,2448.65243843025
"30","Centre-Ouest",283,185160,174139.30454931,172667.576836687,1471.72771262322,2384.95775619795,675.194330973048,6951.02615205564,1635.25302233184
"31","Centre-Ouest",292,220400,207281.815118264,205601.789650064,1680.02546820048,2780.77890063742,771.05151866199,8108.37811739198,1866.69497452352
"32","Centre-Ouest",293,118556,111499.585137688,110542.509227504,957.075910184013,1472.67716838636,439.297464108801,4290.77353078375,1063.41768287411
"33","Centre-Ouest",295,279317,262692.054279067,260722.666560432,1969.38771863478,3428.64098822213,903.942755814183,9990.84212213311,2188.20858843888
"34","Centre-Ouest",301,200911,188952.799461801,187549.925979471,1402.87348233011,2432.09651514363,643.884970800078,7084.91937261015,1558.74832176247
"35","Centre-Sud",273,209756,197271.344746739,195702.914842845,1568.42990389352,2659.69547908006,719.906640189353,7749.79550697993,1742.69990231522
"36","Centre-Sud",279,357923,336619.448660276,334013.172342482,2606.27631779396,4582.28313205708,1196.25253893993,13349.189224186,2895.86259235732
"37","Centre-Sud",290,234668,220700.575929029,218914.750681181,1785.82524784828,3029.17766067529,819.30361435918,8835.55157563257,1984.25028601041
"38","Centre-Sud",294,117334,110350.32695283,109292.717631304,1057.60932152646,1618.81110028319,485.439551691829,4716.19188930794,1175.1214737562
"39","Est",247,412750,388183.086591458,386118.320754891,2064.76583656746,4191.36352720469,947.263143684357,12225.0328664076,2294.18427677808
"40","Est",258,539953,507814.949187593,505171.788105581,2643.16108201196,5494.47562122379,1212.73806349869,16030.505792166,2936.8456656034
"41","Est",263,470818,442794.927751537,440459.900093348,2335.02765818852,4809.94839591013,1071.73707053336,14012.0692568293,2594.47519198072
"42","Est",266,130641,122865.299627412,122049.312246436,815.987380975818,1396.35231081009,374.422873984021,4075.06258073734,906.652649790029
"43","Est",281,201650,189647.81388674,188504.66501333,1143.14887341039,2141.15522281016,524.682421148206,6237.42348187448,1270.16542147466
"44","Est",289,135991,127896.857739826,127056.847299798,840.01044002841,1451.26414752089,385.322885841859,4231.57689028195,933.344937791024
"45","Hauts-Bassins",254,382270,359517.264515201,357640.367269194,1876.89724600697,4078.31533460524,861.440499724496,11889.186684064,2085.4413968954
"46","Hauts-Bassins",255,305148,286985.601014337,285281.717462548,1703.88355178879,3295.68402149527,781.82040506382,9617.13429796738,1893.20395717735
"47","Hauts-Bassins",261,601962,566133.140514881,563255.787453607,2877.35306127427,6395.82521204228,1320.49679543397,18632.3191614071,3197.05897807465
"48","Hauts-Bassins",269,356704,335472.980730315,333648.807486468,1824.17324384712,3813.12149261171,837.270784554887,11108.3047923935,2026.85917173946
"49","Hauts-Bassins",271,117856,110841.259489255,110116.589092279,724.670396975766,1250.14507614314,332.622665776001,3642.24090506571,805.189333671781
"50","Hauts-Bassins",277,84608,79572.1882563359,78917.1877897631,655.000466572841,993.42009677224,300.610752454876,2893.92948379327,727.778299297688
"51","Hauts-Bassins",282,248328,233547.545849444,232305.767260953,1241.77858849141,2554.44963087753,569.750681642261,7443.91604631859,1379.75399469272
"52","Hauts-Bassins",286,200620,188679.119908671,187465.008696663,1214.11121200758,2303.51295862646,557.245523213679,6710.33025831882,1349.01246476123
"53","Nord",268,248495,233704.605705966,231889.904695607,1814.70101035868,3060.99198694507,832.621955934791,8919.96400775642,2016.33446688775
"54","Nord",287,372016,349873.63265733,347220.924390061,2652.70826726943,4619.99439493321,1217.57911013379,13463.136335706,2947.4536477833
"55","Nord",297,237368,223239.8914569,221488.177794854,1751.71366204555,2904.37921086096,803.575245903032,8469.54802487546,1946.34852383091
"56","Nord",303,195655,184009.646857222,182588.328047357,1421.31880986524,2369.68370739172,652.290694784067,6903.28530271986,1579.24313019578
"57","Nord",304,211262,198687.725241579,197110.618532954,1577.1067086248,2615.18713111214,723.886357667937,7620.67564950133,1752.3407965266
"58","Nord",308,459269,431933.271344777,428775.202747329,3158.06859744788,5585.81772054005,1449.39183582308,16272.0865051463,3508.96513008829
"59","Plateau Central",252,194897,183296.762048853,181851.501427404,1445.26062144888,2432.48022638648,663.2668036483,7086.32613983245,1605.84514319346
"60","Plateau Central",310,342574,322183.989121628,319815.772520661,2368.21660096731,4211.48247121059,1086.83791474696,12268.9077451064,2631.35179417759
"61","Plateau Central",311,464635,436979.89103171,433848.841974194,3131.04905751588,5682.01993167783,1437.0480485543,16552.1965517925,3478.94341892037
"62","Sahel",260,532121,500449.10487845,497447.754152477,3001.35072597295,5977.10240863133,1377.22034326624,17443.0234345176,3334.83416138744
"63","Sahel",262,397198,373556.707854165,371257.659487381,2299.04836678434,4485.87559598775,1055.02527343535,13087.5678520136,2554.49820068936
"64","Sahel",267,306614,288364.356638848,286538.546502568,1825.8101362798,3481.35954526495,837.737907078138,10157.7636502412,2028.67794072654
"65","Sahel",296,213958,201223.245555837,199880.904880234,1342.34067560254,2459.98561496433,616.119838118858,7169.52588469196,1491.48964738104
"66","Sud-Ouest",245,106803,100446.141537197,99579.3377051107,866.80383208641,1389.18375963515,397.709219601393,4048.15568665575,963.115373313673
"67","Sud-Ouest",256,273366,257095.263808553,255221.23907555,1874.02473300338,3428.45893035434,860.170060962902,9988.47699620488,2082.24971487057
"68","Sud-Ouest",259,152643,143557.742341518,142413.116555475,1144.62578604325,1951.2368288066,525.364534529681,5684.20957865626,1271.80643512499
"69","Sud-Ouest",264,220659,207525.397513042,205796.485339803,1728.91217323908,2993.2395250892,793.484661662208,8728.08200143968,1921.01353596631
"70","Sud-Ouest",270,163523,153790.148883867,152751.031927055,1039.11695681183,1873.85745538288,476.930976696024,5462.29097982313,1154.57440216167
