"","TA","ID","Population","Incidents","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34766,3868.52214849996,3861.3149092396,7.20723926036174,28.4976110829879,4.55408683144317,97.5163716815034,12.3724664999916
"2","Balaka",138,189063,4505.25182213871,4488.72654385059,16.5252782881179,39.7812779943923,10.0489283796651,140.889825343309,27.9539813830168
"3","Balaka",220,260230,4552.70348503518,4535.84139709762,16.8620879375628,40.8465107311329,10.2391032215333,145.029410729628,28.5370419441238
"4","Blantyre",114,59692,4166.36498188786,4151.79809585161,14.5668860362457,37.6083216902541,8.98020919771349,130.732058751301,24.6695221391065
"5","Blantyre",149,106665,4377.27653691482,4365.17120243818,12.1053344766399,36.3532079731334,7.4438035089578,127.89854444067,20.6051191749389
"6","Blantyre",163,108459,4381.96788040271,4367.94271703347,14.0251633692425,38.4271673205033,8.5971955656584,135.227379808388,23.8020185887687
"7","Blantyre",164,51202,4092.87619283015,4079.64106180242,13.2351310277279,35.2491514421578,8.18440215018067,122.036167998661,22.418742230271
"8","Blantyre",169,40760,3967.73350459022,3954.42581958813,13.3076850020856,35.6959659524614,8.27285771877542,122.76457901812,22.5549492883115
"9","Blantyre",173,34131,3856.36928239026,3843.99326727121,12.3760151190476,34.9406248316987,7.73704182391597,119.491927610239,21.0110401783831
"10","Blantyre",176,24477,3613.35232101503,3599.69641728992,13.6559037251119,34.9930240707899,8.57341902957531,118.330112400698,23.1012689443353
"11","Blantyre",230,90288,4326.46659355194,4312.51175270415,13.9548408477876,37.8018147321139,8.56789523956745,132.615265045783,23.6720076871226
"12","Blantyre City",3,979024,4648.77752059973,4640.81626403154,7.96125656818608,33.0980068288983,4.90294172930155,118.135998824082,13.7187745281397
"13","Chikwawa",6,10806,2838.73017537606,2831.8402324873,6.88994288876003,24.3433257012042,4.45764821296397,80.0456703843176,11.7582916213308
"14","Chikwawa",7,69743,4232.75659774103,4223.98683452303,8.76976321799702,31.5529142239147,5.4439262721604,110.094223446436,14.9902910760278
"15","Chikwawa",16,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"16","Chikwawa",22,47558,4054.51306365381,4041.54825670294,12.9648069508694,35.6650959913111,8.03688420355519,123.220710577077,21.982388457236
"17","Chikwawa",113,129546,4428.09564011047,4414.36164309977,13.7339970107014,36.7663553060692,8.39286033066371,129.688205313092,23.2770579617093
"18","Chikwawa",157,37372,3914.84997790782,3903.24197255623,11.6080053515943,33.1056757086307,7.24423539079468,113.548187891413,19.7130224380304
"19","Chikwawa",177,95673,4344.93561846316,4329.45306915245,15.4825493107135,38.5598659043738,9.47824610575673,135.421706366416,26.2050238933605
"20","Chikwawa",185,40611,3965.56121330032,3953.72079136252,11.840421937798,33.9753831761328,7.375027069832,116.834014822682,20.1055299367942
"21","Chikwawa",214,228307,4534.93670728909,4519.59527119048,15.3414360986062,38.7493812064367,9.32735965737768,137.452289957643,25.9774121861074
"22","Chiradzulu",8,3806,1697.590958362,1693.51249934997,4.07845901203179,14.725572593035,2.67972189105783,48.1539822595942,6.95464664063304
"23","Chiradzulu",125,27860,3713.35585202996,3699.0802480635,14.2756039664622,36.2684261295742,8.93810717681193,123.190907172005,24.1580989545064
"24","Chiradzulu",137,117760,4404.20951947964,4386.20587134088,18.0036481387605,42.4214059319826,10.9887536606498,149.452326928956,30.4488261540045
"25","Chiradzulu",168,86460,4312.07836422436,4297.41412708611,14.6642371382539,38.6844557955766,9.00747319606852,135.5973445868,24.8733958563808
"26","Chiradzulu",194,88254,4318.95891232084,4303.61143656682,15.3474757540193,39.6218891935425,9.41508493252188,138.939219503219,26.0055258963483
"27","Chiradzulu",210,50615,4087.01559147387,4071.02156420553,15.9940272683359,39.6220076688917,9.88548840727588,137.131809889332,27.0722547330976
"28","Chiradzulu",218,63598,4194.3522268642,4177.09943278226,17.2527940819446,41.3134801625369,10.6142430471921,143.837348747642,29.188119774543
"29","Chitipa",9,21215,3494.99612046043,3487.99669096939,6.99942949103848,26.9103292400507,4.45834714612804,90.5510226779955,11.9723833882533
"30","Chitipa",144,28948,3741.63946822218,3729.55560227468,12.0838659475032,32.9999776360739,7.56141489838511,112.235792723321,20.4556537094366
"31","Chitipa",200,107405,4379.22566627349,4365.12011488612,14.1055513873651,37.5497075020634,8.62759507385393,132.121181427485,23.883717592061
"32","Chitipa",205,42023,3985.62739956523,3971.06262954405,14.5647700211836,37.4660695315745,9.02843141065638,128.972124673569,24.6310389775628
"33","Chitipa",206,29517,3755.77576642964,3742.99414203075,12.7816243988924,33.4607225544553,7.98408269323454,113.878062015192,21.6089819917963
"34","Chitipa",222,36875,3906.43197199751,3893.91496674319,12.5170052543249,33.8301092721044,7.78840670598112,115.983500480966,21.1875010997539
"35","Dedza",10,30623,3782.06249186495,3775.02494268402,7.03754918092716,28.3625380930841,4.46388775512565,96.647286330932,12.0919738129383
"36","Dedza",45,31902,3810.66796586459,3795.11989473081,15.5480711337829,37.6973973909864,9.68807067926789,128.632519173936,26.2684756013284
"37","Dedza",47,92925,4335.75168634462,4320.03866423255,15.7130221120647,39.078240481679,9.6210144103271,137.168025574909,26.5907258411712
"38","Dedza",63,46478,4042.1623110195,4028.97845789416,13.183853125341,35.8689714397288,8.17362346237363,123.843263619897,22.3459579812079
"39","Dedza",136,142408,4449.90816995663,4436.13824967425,13.7699202823838,36.8265841489972,8.41054560293285,130.047391496971,23.3457268127263
"40","Dedza",150,202156,4516.39717639286,4500.57500868095,15.8221677119082,40.3094037840976,9.62635767583388,142.844587320244,26.7903047978471
"41","Dedza",154,109044,4383.47396857768,4370.21572264687,13.2582459308124,35.7538764594875,8.11955970003866,125.82949201674,22.480916616174
"42","Dedza",227,202433,4516.60744067324,4502.0172508972,14.5901897760367,34.9443778656597,8.85729118927645,123.833980628491,24.6501978883914
"43","Dedza",232,96260,4346.82783105149,4329.74317353671,17.0846575147757,40.1587470400696,10.4442827134172,141.052759191737,28.8779091158007
"44","Dowa",11,7260,2401.91408457784,2397.07746609346,4.83661848438176,20.2875359313295,3.17249942766824,66.1299069032168,8.29474141085588
"45","Dowa",41,184981,4501.48162951078,4487.26423326932,14.2173962414648,38.7875719366303,8.66615589496873,137.343031453135,24.1038024177808
"46","Dowa",65,130321,4429.52687710941,4415.40644092106,14.1204361883476,37.7675922242702,8.62598364301077,133.229741363208,23.9249221232064
"47","Dowa",81,113569,4394.61000737774,4381.69686390704,12.9131434707038,36.5351501684964,7.91485784061701,128.651790483354,21.9233621121806
