"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34847.12886,19465.3810302492,19430.2043495456,35.1766807036049,78.741301002216,15.9558606928131,486.882690009858,60.439787425893
"2","Balaka",138,179251.2618,96690.2728743169,96332.6825304209,357.590343896033,428.625378374457,144.561720348432,3023.50928874872,604.835011199967
"3","Balaka",220,217589.8511,117170.805896125,116729.686867305,441.119028819981,526.725704312212,177.412330756791,3740.25664451451,746.412981224175
"4","Blantyre",114,54548.75617,30030.2338747515,29923.2321883877,107.001686363823,144.481984435444,46.0298176894206,942.330391214276,181.17847374788
"5","Blantyre",149,105171.5563,57106.9861096699,56944.1549050876,162.831204582278,244.045029868055,67.6018200836694,1677.49162114436,277.017530434741
"6","Blantyre",163,85350.42568,46510.5421033487,46359.1157247764,151.426378572259,212.109611003715,63.3781806099284,1437.87289911679,256.918524029174
"7","Blantyre",164,47367.23431,26182.8399604386,26096.1864126102,86.6535478283965,121.999828738706,37.6968167007944,783.683741333728,146.74013093108
"8","Blantyre",169,35948.44414,20057.0040356153,19987.7038760989,69.3001595164261,100.624142719991,30.8992784947097,624.623844465843,117.412704603686
"9","Blantyre",173,26232.61879,14829.5725614487,14780.9129696644,48.6595917842754,77.7506827879957,22.4322539904408,460.892408393235,82.587042877731
"10","Blantyre",176,19610.98127,11250.2133482334,11206.6163139605,43.5970342729195,65.6192308597665,20.6824337816439,370.465183066504,73.7377834704263
"11","Blantyre",230,82992.84979,45249.8674972081,45100.308537166,149.558960042129,205.840642833635,62.6668204592408,1392.84142194821,253.616775290559
"12","Blantyre City",3,884444.9143,473336.579756434,472499.677479278,836.902277155817,1660.02522179182,335.512150918886,12080.961076066,1440.87569619515
"13","Chikwawa",6,4472.555945,2856.14742009475,2849.06572154654,7.08169854820721,18.5257537256483,3.95790276842586,80.8526865840131,12.0801414460249
"14","Chikwawa",16,2116.493098,1433.63810913998,1428.38017478081,5.2579343591688,11.0710189094012,3.04344152872546,45.30774113273,8.89662795820736
"15","Chikwawa",22,38585.86983,21473.1455536202,21403.4364563508,69.709097269378,104.295419840602,30.8981029068385,653.482296862886,118.173998977036
"16","Chikwawa",113,133729.5536,72368.93245233,72138.1750924162,230.75735991376,305.844207598595,94.4098474062309,2130.0911680055,390.988593858038
"17","Chikwawa",157,40760.76933,22640.2954108668,22573.1733934942,67.1220173725891,103.631237016006,29.6606898496391,653.973196939653,113.987080235
"18","Chikwawa",177,73293.12488,40062.1048142377,39917.3560342797,144.748779958052,186.71127074687,60.9829643127482,1251.05259988885,244.97787971378
"19","Chikwawa",185,41452.35073,23011.3199472323,22942.0137254679,69.3062217643659,107.186551265308,30.5704775909888,677.695453699102,117.669588531928
"20","Chiradzulu",8,1934.802158,1319.06244535291,1315.86040477121,3.20204058170307,9.18248070415773,1.87274827316855,37.4380722108471,5.45895387947303
"21","Chiradzulu",125,23022.41322,13096.7210174045,13045.2467353802,51.4742820242617,75.1170340647762,23.9923844542275,435.916186841364,87.0855733955196
"22","Chiradzulu",137,104595.7659,56799.2254714052,56565.2365205346,233.988950870612,280.829099318356,96.5998932674857,1929.7802140008,395.731843752091
"23","Chiradzulu",168,74443.66329,40677.5493675839,40539.136370563,138.412997020913,190.451178928926,58.3833417801355,1277.60132604973,234.785609351851
"24","Chiradzulu",194,71774.06211,39249.4863765091,39109.6940596465,139.792316862639,188.355159197251,59.0426040724865,1260.03737002083,236.869426464256
"25","Chiradzulu",210,45771.22505,25327.3553906499,25226.8483922925,100.506998357413,132.69559983793,43.8193766920016,848.949246861474,170.103014823757
"26","Chiradzulu",218,55927.28261,30768.4448837164,30641.7903958934,126.654487823036,160.976267162317,54.3284782544567,1052.34007597221,214.275536200389
