"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34847.12886,26393.5942536124,26345.9023947048,47.6918589075811,148.342952123111,26.9290241049199,660.176567615833,81.9518364130218
"2","Balaka",138,179251.2618,135764.624822888,135262.806015674,501.818807214469,954.229494366611,279.076483214579,4245.38105671235,849.262756955898
"3","Balaka",220,217589.8511,164802.031696277,164181.970436847,620.061259429532,1182.10089022417,344.964336179447,5260.73285182906,1049.84160008867
"4","Blantyre",114,54548.75617,41310.3819867006,41163.187826688,147.194160012556,291.074774747405,81.8376960394887,1296.29455681343,249.233890369461
"5","Blantyre",149,105171.5563,79652.0160324568,79424.9017305415,227.114301915283,525.613724074058,126.929932320712,2339.74159075273,386.380134502764
"6","Blantyre",163,85350.42568,64639.5231514072,64429.0737749044,210.449376502778,448.931322527489,117.284980752671,1998.33016561362,357.060792692239
"7","Blantyre",164,47367.23431,35871.1151805473,35752.3978932055,118.717287341833,241.065559510444,66.0077554471605,1073.66542282495,201.037480366129
"8","Blantyre",169,35948.44414,27222.544408312,27128.4862593772,94.0581489348384,190.327326675291,52.3180671746502,847.776189315946,159.359422762999
"9","Blantyre",173,26232.61879,19863.7902650255,19798.6121880583,65.1780769672429,138.487782306643,36.3059031390367,617.35226319308,110.622993359605
"10","Blantyre",176,19610.98127,14848.5682977615,14791.0268998047,57.5413979567699,109.652844345527,31.9318952165996,488.957625297622,97.3226450120317
"11","Blantyre",230,82992.84979,62853.8978166103,62646.1546672895,207.743149320775,434.477887656746,115.687278403411,1934.71313762042,352.283971294651
"12","Blantyre City",3,884444.9143,668800.563625183,667618.061620058,1182.50200512492,3804.41667166199,664.576722827058,17069.7847704069,2035.88426214042
"13","Chikwawa",6,4472.555945,2962.34426810531,2954.99925987377,7.34500823154176,9.46855602980502,2.47777760182984,83.8589391832644,12.5293034696427
"14","Chikwawa",16,2116.493098,1598.29018106257,1592.4283794915,5.8618015710747,11.1794411518573,3.22060053459472,50.5112953291661,9.91839784980882
"15","Chikwawa",22,38585.86983,29220.1189675364,29125.2606761431,94.8582913933022,199.678454041458,52.8066094749031,889.242357380034,160.808220744852
"16","Chikwawa",113,133729.5536,101281.82295959,100958.873797259,322.949162331268,669.889508115312,179.778383110982,2981.10682648208,547.196658098547
"17","Chikwawa",157,40760.76933,30867.3750815365,30775.8622216474,91.5128598890506,200.140633413131,51.0169480799695,891.615401231057,155.407953677418
"18","Chikwawa",177,73293.12488,55507.3352538153,55306.7814393084,200.553814506928,389.341176856259,111.477910240284,1733.3736455996,339.424737841397
"19","Chikwawa",185,41452.35073,31391.1777441059,31296.6329072355,94.5448368703759,207.575002330799,52.7044709374241,924.486670670811,160.52043077284
