"","TA","ID","Population","Incidents","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34766,19421.7877374628,19385.6040330327,36.1837044300758,79.2056149931043,16.401925317528,489.577724883685,62.1155596249423
"2","Balaka",138,189063,101931.910469409,101558.024053209,373.886416200487,451.042920799534,150.911490674399,3187.65069521969,632.462476769081
"3","Balaka",220,260230,194815.242562226,194093.69515548,721.547406746007,1312.97826362888,384.323093114714,6205.96969301023,1221.13174522611
"4","Blantyre",114,59692,32784.0575292082,32669.4344532202,114.623075987983,156.35415019456,48.9876131237606,1028.69704332165,194.118142983933
"5","Blantyre",149,106665,57905.2333727882,57745.0968031699,160.136569618271,245.948196286764,66.4665201787395,1691.91848175956,272.57684639518
"6","Blantyre",163,108459,58864.1128474207,58675.7092307612,188.403616659487,263.787436978421,77.9083719726763,1816.54452367358,319.738698766763
"7","Blantyre",164,51202,28237.6316140925,28146.3196130331,91.3120010593898,129.963381743264,39.4863261462495,841.953725252909,154.671716097657
"8","Blantyre",169,40760,22639.8823349255,22563.9487072186,75.9336277068837,111.003377755515,33.4888125392707,700.494532185723,128.698512012102
"9","Blantyre",173,34131,19080.5733892099,19019.3392509543,61.2341382555681,95.9151183634241,27.4979308427947,591.223072280221,103.958585096012
"10","Blantyre",176,24477,13882.3797590195,13829.91423205,52.4655269694517,77.5548565658701,24.2855070507194,454.620366842569,88.7543090136061
"11","Blantyre",230,90288,66324.9000036332,66110.9717696672,213.928233965976,390.715355876658,107.233763675928,2032.99713666642,362.892792397963
"12","Blantyre City",3,979024,739128.429011175,737862.636038084,1265.79297309131,4151.653928599,707.821209092711,18782.9326922414,2181.20489221723
"13","Chikwawa",6,10806,6437.79814703139,6422.17282930515,15.6253177262351,35.9261904881418,8.00836617064389,181.53112013909,26.6659750451433
"14","Chikwawa",7,69743,38162.8984850885,38083.8295555951,79.0689294933814,148.77145273738,33.7446651751319,992.619012804355,135.15375697654
"15","Chikwawa",16,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"16","Chikwawa",22,47558,26285.0804463721,26201.030658952,84.0497874200955,124.307457710892,36.5974578383926,798.829906585193,142.510047466673
"17","Chikwawa",113,129546,70133.4284317539,69915.9055754776,217.522856276343,295.373393283171,89.1453789673627,2054.03839926621,368.668613060616
"18","Chikwawa",157,37372,20821.4811211126,20759.7429067518,61.7382143608275,96.7655126914981,27.4975602756911,603.916232988887,104.845479888673
"19","Chikwawa",177,95673,52029.5353700301,51844.1356897525,185.399680277603,237.288403226677,76.9407368021138,1621.64162817076,313.798715905994
"20","Chikwawa",185,40611,22559.9431065043,22492.5833534021,67.3597531021923,105.367575344285,29.7728325408211,664.664743929003,114.379677228101
"21","Chikwawa",214,228307,170654.98244042,170077.66628225,577.316158169754,1085.50627376046,305.973827489685,5172.49074400171,977.56046208584
"22","Chiradzulu",8,3806,2462.82464561752,2456.90771416733,5.91693145018738,16.3209214754119,3.34519116087165,69.860653834965,10.0896361776801
"23","Chiradzulu",125,27860,15706.6945779035,15646.311854184,60.3827237195083,87.0616532749606,27.5842605785208,521.070975001869,102.183549619761
"24","Chiradzulu",137,117760,63835.0609785272,63574.1143399704,260.946638556758,313.050176328044,107.143078473048,2166.17723995112,441.328385073625
"25","Chiradzulu",168,86460,47103.8426030283,46943.6549331058,160.187669922472,218.307660339172,66.970748284323,1481.22446870548,271.70946923184
"26","Chiradzulu",194,88254,48063.0887592756,47892.2959918965,170.792767379083,227.519731123589,71.2601568880898,1546.17077466992,289.399812555033
"27","Chiradzulu",210,50615,27923.1549793173,27813.881196,109.273783317312,144.777124122606,47.2637220421467,936.906820415339,184.962045758632
"28","Chiradzulu",218,63598,46232.9099860193,46042.7383498007,190.171636218568,289.240856159618,92.07738610243,1585.46989868961,321.730661089055
"29","Chitipa",9,21215,12119.1902299145,12094.9191258365,24.271104077951,54.8623960731052,11.5416623876274,313.993215343921,41.5152368703346
"30","Chitipa",144,28948,16292.6868967208,16240.0686164285,52.6182802922772,81.2040424598736,23.947737890759,488.722295532488,89.072601478441
"31","Chitipa",200,107405,58300.7623292956,58112.9747471984,187.787582097225,255.582322145255,77.5040178722298,1758.93324404749,317.964646930673
"32","Chitipa",205,42023,23317.437014275,23232.2275740348,85.2094402402488,119.145457125888,37.3888379843629,754.536009951932,144.100951384719
"33","Chitipa",206,29517,16599.0266229339,16542.5369585538,56.4896643800679,83.3701654280871,25.6284915831561,503.295484419509,95.503057096197
"34","Chitipa",222,36875,26244.4338368,26160.3413192213,84.0925175787094,128.400391910561,38.4086187592718,779.207554927319,142.343185526261
"35","Dedza",10,30623,17194.2613535099,17162.2667861321,31.9945673777804,72.3926199034096,14.695680269478,439.38425241601,54.9733269844468
"36","Dedza",45,31902,17882.2770686822,17809.3148210475,72.962247634748,98.8572610669162,32.8227618689544,603.632321012254,123.269768773467
"37","Dedza",47,92925,50560.4281164426,50377.1941543309,183.233962111676,234.569869336592,76.1308437143664,1599.55518851965,310.081983471417
"38","Dedza",63,46478,25706.2174661077,25622.3744786417,83.8429874659595,122.868357884819,36.5645324387199,787.583877894186,142.109596625049
"39","Dedza",136,142408,77006.1047447873,76767.8149785101,238.289766277237,322.167726131715,97.3122363451659,2250.48308564635,404.000130967044
"40","Dedza",150,202156,108926.251894334,108544.653783785,381.598110549169,486.332333598709,153.883056221198,3445.11896029202,646.127294004794
"41","Dedza",154,109044,59176.7844319573,58997.7985013033,178.985930654049,246.584072366548,73.9340175561427,1698.69486789789,303.491788880338
"42","Dedza",227,202433,109074.21891444,108721.871973176,352.346941264114,422.142688441226,141.768973337355,2990.53989636568,595.292177399551
"43","Dedza",232,96260,70828.6750256332,70550.291888875,278.383136758162,445.543159477914,139.808463176752,2298.36111193055,470.546366380488
"44","Dowa",11,7260,4457.22662705904,4448.25132496733,8.97530209170886,26.1026279057826,4.8267692985845,122.717121230661,15.392533196555
"45","Dowa",41,184981,99751.2420060331,99436.1896635847,315.05234244837,430.939742449093,127.54944650921,3043.47304472317,534.131742374632
"46","Dowa",65,130321,70547.5519617215,70322.6606952512,224.891266470355,305.055422194473,92.113215156792,2121.90429769906,381.044010572095
"47","Dowa",81,113569,61595.2345396105,61414.2428487919,180.991690818624,261.160409772102,74.7170810385948,1803.19464207295,307.279742371896
"48","Dowa",86,51609,28455.6616792885,28375.6935991002,79.9680801882677,126.525357502979,34.677216798431,820.31819337002,135.9250421253
"49","Dowa",128,125025,67717.5120640761,67483.2768655437,234.235198532395,307.167556783233,96.0692334911262,2132.0671133709,396.759459901703
"50","Dowa",131,114142,61901.4745500203,61695.8987395197,205.575810500589,279.044966712671,84.6928608867723,1927.19693299436,348.398389265352
"51","Dowa",198,100996,74401.7251442633,74157.5198870799,244.205257183427,450.737287008329,123.461227125089,2312.04015727997,413.952573596533
"52","Karonga",12,61246,33615.9011715717,33544.5943980436,71.3067735280975,134.240177397826,30.7089457088007,885.3731515484,121.910688426025
"53","Karonga",91,29428,16551.1123247987,16502.5526118776,48.5597129211401,78.8436605267194,22.1058959014531,475.739297161199,82.3518015487084
"54","Karonga",96,34753,19414.8057137117,19360.9299186856,53.8757950261283,88.3410642210314,24.1494904517944,546.013220587706,91.4529866578907
"55","Karonga",161,92690,50434.8001919218,50277.0482105713,157.751981350526,215.248683522341,65.5925504013506,1467.54682465847,267.116102939381
"56","Karonga",167,98820,53711.8586397645,53529.7417644719,182.116875292551,241.20209152319,75.4612839336904,1651.44908574204,308.29857576704
"57","Karonga",236,78123,57158.4278145608,56979.5714704603,178.856344100456,319.719364187378,88.4339346182091,1697.29316460255,303.074236290259
"58","Kasungu",13,59620,32745.5121503539,32694.8068095571,50.7053407967988,121.144133033579,22.0896007195482,796.954610034468,87.5238592306125
"59","Kasungu",14,68484,37489.2979690253,37391.3825733908,97.9153956345432,155.174632924242,41.6001901564409,1033.80390680253,166.394206077649
"60","Kasungu",49,58040,31899.6631293742,31811.8538088959,87.8093204783067,140.276262918497,37.7253655234292,920.627915043873,149.175998072185
"61","Kasungu",50,9582,5758.7671177469,5736.05804497451,22.7090727723903,39.1928647472026,11.6895186628863,193.629019356622,38.3971797977142
"62","Kasungu",69,41315,22937.6402570626,22877.2923671954,60.3478898671875,102.065216443999,26.6713053601122,645.067183157572,102.628412951792
"63","Kasungu",70,47032,26003.1618445342,25919.0915965343,84.0702479999145,123.673380243485,36.6000565222344,793.88058805713,142.385420789976
"64","Kasungu",100,56660,31160.7926135824,31076.387372595,84.4052409873962,135.608869119467,36.3334793524291,887.670737816134,143.439488515417
"65","Kasungu",103,45259,25052.748300656,24973.4364135553,79.3118871007316,118.297337196664,34.6479246385408,755.818768948019,134.388554962126
"66","Kasungu",129,90463,49244.1577185389,49091.8358531757,152.321865363249,214.924637878489,63.5062255456872,1463.1079941216,258.244489206565
"67","Kasungu",140,69822,38205.1571518298,38078.2529021818,126.904249648019,178.18087568724,53.6561350695527,1188.95809268608,214.921623077824
"68","Kasungu",147,65114,35686.0462509105,35580.9590315104,105.087219400139,160.342209212557,44.7754729253684,1063.43272385588,178.524818028483
"69","Kasungu",148,56701,31182.7410331944,31099.7318840995,83.0091490949243,132.381398931398,35.7266046470431,866.609535034632,141.050177279228
"70","Kasungu",204,32061,17967.7804687746,17918.3581611719,49.4223076027201,84.7571864175711,22.3581583487781,517.939509470292,84.0092212849818
"71","Kasungu",229,126014,68246.0140040913,68070.6435003275,175.37050376375,272.75126425121,72.1958331208802,1894.09516623755,298.244845588714
"72","Kasungu",237,127310,94271.1774434937,94024.3916267744,246.785816719276,525.079156852399,127.20845709648,2623.38492593542,419.469007962284
"73","Likoma",17,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"74","Likoma",189,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"75","Lilongwe",51,57954,31853.6121877339,31731.4437960797,122.168391654225,156.835508517566,52.2160938929767,1029.13300157429,206.454594681009
"76","Lilongwe",89,66477,36415.4110472335,36300.2731720568,115.137875176695,164.380801097365,48.8973113757791,1092.38706166196,195.196645961675
"77","Lilongwe",99,45555,25211.4350099951,25147.2063637374,64.2286462576955,109.72205138189,28.1713166560055,701.570628181872,109.319935644992
"78","Lilongwe",106,35055,19577.0635073668,19537.280770524,39.7827368428186,81.5957952345661,17.9620138571098,504.910283112335,68.0783419953035
"79","Lilongwe",110,172340,92998.0332152239,92684.3810035548,313.652211669058,404.191623140504,127.120603436906,2846.88063007188,531.169827701871
"80","Lilongwe",121,137796,74541.7998325699,74297.3491639021,244.450668667823,333.487911203971,100.018245323519,2326.41856772373,414.639876619471
"81","Lilongwe",124,349655,187711.934883657,187107.818840563,604.116043093848,783.426421838654,240.970758303401,5632.31821831114,1023.95751151676
"82","Lilongwe",126,44053,24406.1328696476,24327.1429785804,78.9898910672056,117.3019952749,34.6001079294917,747.212917012115,133.872208430543
"83","Lilongwe",134,175098,94471.4708362475,94173.1825637986,298.288272448893,402.686453767538,120.903576727578,2837.77278075633,505.492319174863
"84","Lilongwe",139,216131,116391.526957813,116002.653073063,388.873884750173,501.21761044348,156.584452131825,3558.42664144701,658.634820936658
"85","Lilongwe",141,32511,18209.7608824511,18166.2758447128,43.4850377383481,79.428173387832,19.6975361156741,486.368200124415,74.1149073799251
"86","Lilongwe",142,88406,48144.3515976092,47959.7795037974,184.572093811831,230.247718123485,76.8443258949758,1564.93051389976,312.104550505537
"87","Lilongwe",160,152146,82209.1257246773,81963.0340154071,246.091709270218,340.232405532269,100.255812477895,2383.79262050511,417.205731437277
"88","Lilongwe",182,129131,69911.6644988546,69699.0057965062,212.658702348409,298.104673606694,87.2366141639463,2072.76347406354,360.724639309196
"89","Lilongwe",186,145652,108132.82551007,107730.661139163,402.164370907464,711.883887848258,208.122343739458,3510.91745954071,680.51552775845
"90","Lilongwe City",1,1055723,797217.356604593,796006.543132674,1210.81347191931,4308.19827863068,679.999267278457,19475.5871435711,2094.30159608774
"91","Machinga",18,118229,64085.7049101674,63871.5489567803,214.155953387103,275.806836750458,87.9965889623948,1908.98863383464,362.519966709254
"92","Machinga",19,34828,19455.1037420135,19418.2010816277,36.9026603858009,78.9489580387526,16.6989344869683,488.125226180632,63.251157949475
"93","Machinga",21,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"94","Machinga",42,33978,18998.3466992627,18935.0831654926,63.2635337701118,92.0776180406447,28.3512617717459,567.198585677098,107.141497518618
"95","Machinga",46,83265,45395.3965884344,45257.8412796705,137.555308763856,184.648179629865,57.5464282476297,1249.80390718157,232.93628860188
"96","Machinga",52,29726,16711.529023867,16658.1316841228,53.3973397441549,80.0852059012539,24.2589477889704,484.019391006159,90.4634356892935
"97","Machinga",83,57149,31422.6106526301,31325.9472140542,96.6634385758608,136.473145463777,41.465623854302,894.138148108824,163.792096628019
"98","Machinga",87,33914,18963.9540202378,18904.5302336914,59.4237865464023,89.2555224983977,26.6702348169378,549.664973432026,100.771856086052
"99","Machinga",98,39617,22026.562147976,21963.4491064188,63.1130415571914,94.7296370396779,27.9143546948275,595.564584139851,107.009093391354
"100","Machinga",104,60159,33034.0484460402,32919.6095217506,114.438924289623,150.61673294207,48.8463968443758,991.656963202161,193.679642786515
"101","Machinga",158,177282,95638.2324322922,95311.0859338665,327.146498425664,400.378190627191,132.312531405594,2822.87806388708,553.450911144834
"102","Machinga",225,74401,54356.4370784392,54171.7565036694,184.680574769809,298.151931785069,90.7936838784061,1594.48041980549,312.479644418325
"103","Mangochi",15,3883,2508.54948657453,2499.50415796577,9.04532860875941,18.3899217762703,5.06819554609755,78.9210765419787,15.3071629711282
"104","Mangochi",23,58764,32287.2660739987,32231.2766513471,55.9894226515882,117.075757541117,24.3027600305301,769.228681208515,96.1861457902596
"105","Mangochi",25,19823,11365.1620527754,11344.8487343223,20.3133184530957,50.6357368229005,9.78624617048543,286.451124437824,34.9322325273798
"106","Mangochi",53,167100,90198.5854568942,89887.1663283729,311.419128521277,379.761976051239,126.16360041525,2671.52245606269,526.674715086352
"107","Mangochi",78,123245,66766.2967138147,66535.8921721797,230.40454163504,284.752453865794,94.3982588002146,1974.88209662183,389.643682028039
"108","Mangochi",97,50224,27713.6728149243,27623.1449306635,90.5278842608296,124.565389907229,39.1832790409918,805.435351103367,153.246152199154
"109","Mangochi",122,170805,92177.9733440145,91878.3508291392,299.622514875277,384.183058756077,121.488714015912,2705.27723738689,507.483888795109
"110","Mangochi",133,113488,61551.9456393504,61316.0988416154,235.846797735017,277.493987673601,96.8731016493667,1915.8992245112,398.383307391466
"111","Mangochi",155,75930,41472.5742124235,41328.0370539132,144.537158510263,186.05417885396,60.7036350192189,1250.1419377231,244.408164257407
"112","Mangochi",175,106239,57677.5423817786,57481.0977554283,196.444626350322,247.32131552189,81.0717749155692,1700.96505958569,332.397144992349
"113","Mangochi",197,165365,123037.503033264,122669.42699738,368.076035884407,708.98996734452,192.319079422262,3459.08891185015,624.164641245809
"114","Mchinji",24,26808,15139.7810413159,15115.1044875575,24.6765537583793,63.0090114612575,11.5292298804283,374.76335733169,42.5410129130252
"115","Mchinji",54,81940,44686.8414034305,44568.3892466439,118.452156786592,182.494595784053,49.7404088217417,1233.49562114181,201.167195170082
"116","Mchinji",74,137172,74208.3814563539,73977.5965210316,230.784935322268,318.398203959633,94.423849383829,2220.81946828613,391.379973160156
"117","Mchinji",79,121121,65631.2190004914,65447.4682249727,183.750775518719,269.045797099269,75.6524078620429,1864.33918006403,311.996012810896
"118","Mchinji",187,130951,70884.2030630446,70694.1691661377,190.033896906917,283.909910910372,78.0191090029765,1975.24524123804,322.813041282384
"119","Mchinji",192,55619,30603.3645666439,30517.7567319345,85.6078347093569,134.478392192972,36.8736017914453,878.646896304601,145.364846712602
"120","Mchinji",239,142016,105384.420204254,105099.070470862,285.349733391649,606.111077647812,148.150583818519,2997.36739224256,485.134061520406
"121","Mulanje",26,22847,13001.9161930043,12974.1533384385,27.7628545657948,60.8369062498151,13.1008700519214,352.582634889137,47.5148707920109
"122","Mulanje",27,138470,74901.9420339819,74623.9345562784,278.007477703512,343.367983599487,113.501906553832,2395.75075512596,470.628601139378
"123","Mulanje",58,119514,64772.4337846848,64540.9431212884,231.490663396383,296.347770333948,95.1441913038005,2052.34345656274,392.143322082031
"124","Mulanje",68,100417,54565.5415074581,54405.0555727106,160.485934747516,227.190814770582,66.6253749709866,1557.12278196402,272.434561284681
"125","Mulanje",118,108315,58787.1453022751,58553.2127601694,233.932542105746,284.345971697994,96.4693406862229,1957.94726387419,395.893627255957
"126","Mulanje",171,234365,126131.619694688,125694.146701945,437.47299274289,553.322222529556,175.863821985257,3938.04700924265,741.302974861562
"127","Mulanje",223,63829,46406.4495954869,46209.7097861142,196.739809372676,288.236769767639,95.1877021078038,1579.08056794322,332.477906948592
"128","Mwanza",29,21691,12376.7866257425,12357.5959595173,19.1906662252457,52.1402672135913,9.19369123191806,299.629342790462,33.1504053094656
"129","Mwanza",145,46568,25754.458828334,25675.4352876919,79.0235406421066,117.195193222676,34.4725240014232,751.405678315566,133.999698431466
"130","Mwanza",221,65092,47355.4014387959,47213.6264349144,141.775003881493,251.518565055199,68.9853058552841,1373.85814322874,240.495013769834
"131","Mzimba",30,31467,17648.3093808841,17611.0626739654,37.2467069187287,77.0354438144025,16.9918401342188,469.401314779384,63.7324396570519
"132","Mzimba",57,22405,12762.9725691297,12715.8798298132,47.0927393164591,71.4273698166749,22.0131946877632,412.616526976112,79.6776583793699
"133","Mzimba",64,86851,47312.9105118228,47136.1698291598,176.740682663041,224.460035773856,73.6164864006625,1523.47392256984,298.747035388066
"134","Mzimba",66,55693,30642.9909290458,30558.6777960304,84.3131330154426,132.291769015877,36.2893938904384,864.469999824436,143.077546127791
"135","Mzimba",123,200635,108113.727441612,107696.857522781,416.869918831374,492.147682599641,167.748952891868,3485.51609357334,704.161581406059
"136","Mzimba",170,178416,96244.0665215029,95865.4125514107,378.653970092162,452.059335759658,152.898115975463,3188.13244974331,639.644907360275
"137","Mzimba",172,100057,54373.1017091039,54172.1204429083,200.981266195564,256.287216140529,83.1371455556501,1756.12156236017,339.904765144244
"138","Mzimba",196,64069,35126.8109825499,35029.9785633213,96.8324192286392,152.26071843374,41.3062720680703,1008.39628801158,164.489820227815
"139","Mzimba",199,210743,113513.346175006,113128.648547775,384.697627231419,500.389805809793,155.02017618359,3550.54718708567,651.574141081539
"140","Mzimba",207,103567,56249.3267493555,56069.8135241705,179.513225184996,247.350907503967,74.2949113983205,1698.90685549851,304.207083412083
"141","Mzimba",208,49601,35737.0329523402,35609.6250519141,127.407900426063,198.942029308498,60.1339216091421,1139.65684026151,215.650718833378
"142","Mzuzu City",5,203815,152122.306987014,151853.118316406,269.188670608224,807.013352433023,144.226914444531,3872.67249455873,463.075316984248
"143","Neno",31,1,0.999999999999999,0.999999999999999,0,0,0,0,0
