"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Boucle du Mouhoun",249,313839,282136.359349119,280291.048134261,1845.31121485829,3073.98665194609,804.103969958372,9996.37193803922,2050.3458118538
"2","Boucle du Mouhoun",257,436187,392124.137460863,389643.991093307,2480.14636755576,4246.57635336011,1080.82203222198,13801.373677602,2755.71821200075
"3","Boucle du Mouhoun",285,399032,358722.685582405,356435.644353062,2287.04122934339,3889.17829716283,996.630441452251,12645.3932969733,2541.15694473845
"4","Boucle du Mouhoun",300,393167,353450.22666029,351193.543495177,2256.68316511302,3832.2339026314,983.326565492224,12463.2487892282,2507.42576185968
"5","Boucle du Mouhoun",305,233189,209634.03302596,208206.90851114,1427.12451482029,2302.99407185735,621.697370924247,7489.86762260903,1585.69391788435
"6","Boucle du Mouhoun",306,310919,279511.305245328,277680.846695464,1830.45854986388,3045.98441640012,797.588146691809,9906.98444865491,2033.8428505637
"7","Cascades",242,437097,392942.169274493,390671.262211056,2270.90706343722,4150.98987376972,989.629857140506,13490.8677808268,2523.23009414669
"8","Cascades",280,256489,230580.130234585,229366.270553597,1213.85968098817,2209.94139882441,529.014499103667,7183.62988110607,1348.73298981182
"9","Cascades",299,187100,168201.169234767,167161.904548845,1039.26468592189,1749.17385434827,452.7016960224,5689.60807307137,1154.73854850488
"10","Centre",244,349273,313990.625055811,312146.710572761,1843.91448304956,3419.74512813824,803.544325881982,11114.463683634,2048.79388812753
"11","Centre",248,929403,835512.95430313,831951.613823551,3561.34047957865,7984.23320765504,1551.24419968042,25971.6954329446,3957.04502288069
"12","Centre",250,1031732,927504.147890052,923479.149846039,4024.99804401273,8879.51198448855,1754.1064087217,28861.8644597541,4472.22010189243
"13","Centre",284,394045,354239.485082865,352600.071864035,1639.4132188304,3449.86322759061,714.366437447343,11219.2621995767,1821.57025974983
"14","Centre",298,375922,337947.371326506,336404.886069361,1542.48525714534,3228.00703163866,671.887343837307,10502.7953201441,1713.87252336295
"15","Centre-Est",246,143098,128644.456512445,127770.314415409,874.142097035835,1361.33332515027,380.910947117599,4425.02685271588,971.269003423127
"16","Centre-Est",265,237955,213918.519877665,212233.985951067,1684.53392659759,2531.25741058495,733.794512219922,8235.79178099558,1871.7043777598
"17","Centre-Est",276,265681,238843.512090586,237020.335131747,1823.17695883896,2818.55671820796,794.599115102449,9159.70171256974,2025.75219307413
"18","Centre-Est",288,397627,357459.619677392,355010.424491406,2449.19518598619,4033.08889269077,1067.27526498446,13114.0066809386,2721.32800930019
"19","Centre-Est",291,229212,206058.795783883,204666.661607611,1392.13417627181,2260.51435422583,606.545295066302,7349.55449947377,1546.81576358026
"20","Centre-Est",302,261732,235293.457117753,233641.431032244,1652.02608550869,2670.14207804621,720.0017450356,8678.02058029082,1835.58455442398
"21","Centre-Est",309,169505,152383.705386304,151161.330188991,1222.37519731294,1823.55622137683,532.767971978594,5925.70324622088,1358.1946735215
"22","Centre-Nord",243,215836,194034.098587295,192842.611926419,1191.48666087585,1966.44744925683,519.282857735957,6390.25594212923,1323.87407788134
"23","Centre-Nord",251,235664,211858.969342373,210326.487678232,1532.48166414116,2400.22999467059,667.523196082655,7807.77694157873,1702.75741809437
"24","Centre-Nord",253,239894,215661.655693006,214057.317993347,1604.33769965919,2503.66329285376,698.912976477238,8147.63675169278,1782.59745826027
"25","Centre-Nord",272,431146,387592.376581082,385046.308781785,2546.06779929677,4274.89026083658,1109.59008610462,13892.8053338174,2828.96424787141
"26","Centre-Nord",274,410123,368693.202410435,366306.747291039,2386.45511939635,4018.2298861336,1040.04458392421,13060.795577326,2651.61682376794
"27","Centre-Nord",307,254419,228719.25475128,227222.051996109,1497.20275517053,2459.40632728854,652.481448956138,7995.30765427312,1663.55863031634
"28","Centre-Ouest",275,415873,373862.355476528,371231.668023823,2630.68745270494,4299.26227675365,1146.50580026373,13972.8599093784,2922.98608560356
"29","Centre-Ouest",278,316900,284888.115270354,282781.563251645,2106.55201870857,3322.64176777373,917.985414182058,10803.3043255388,2340.6133742299
"30","Centre-Ouest",283,185160,166457.152836343,165050.350363695,1406.80247264798,2043.12855659795,612.863782411592,6644.38178148321,1563.11387009871
"31","Centre-Ouest",292,220400,198137.01491095,196531.108332852,1605.90657809844,2384.87950204504,699.850724132299,7750.65499628551,1784.34065621564
"32","Centre-Ouest",293,118556,106581.823765632,105666.960309732,914.863455900359,1260.97986984103,398.524568411835,4101.52618702657,1016.51495767911
