"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34847.12886,24512.388290624,24468.090960271,44.2973303530343,92.8020042367467,18.807959656009,613.122215935639,76.1106877725601
"2","Balaka",138,179251.2618,133578.502970065,133084.488495111,494.01447495353,862.498912872093,257.618467124575,4177.00593713545,835.585142768376
"3","Balaka",220,217589.8511,162601.05262143,161988.899786082,612.152835347959,1087.58448431511,322.812390203531,5190.45389785166,1035.81720504923
"4","Blantyre",114,54548.75617,39307.7893923496,39167.730552313,140.058840036601,213.064880205952,64.299096166813,1233.45441502696,237.15184240799
"5","Blantyre",149,105171.5563,77528.8593099632,77307.7984621391,221.060847824152,444.19510556447,111.239381929521,2277.37481320074,376.081012588234
"6","Blantyre",163,85350.42568,62547.7865365179,62344.1469979282,203.639538589683,365.560006416682,99.9201498618875,1933.66413426503,345.506293437732
"7","Blantyre",164,47367.23431,33903.9033845265,33791.6965554206,112.206829105858,169.024100751835,50.2144707997335,1014.78441198404,190.012360427778
"8","Blantyre",169,35948.44414,25336.344736391,25248.8036137384,87.5411226526446,120.73716032445,36.922525833563,789.035342972014,148.317702691012
"9","Blantyre",173,26232.61879,18091.4735597426,18032.1108469682,59.3627127744021,76.1376500912799,23.0692919331207,562.269936577533,100.752823254447
"10","Blantyre",176,19610.98127,13203.7850642705,13152.6175176119,51.1675466585652,51.2418355888638,18.1066674145883,434.795545880741,86.5421671961296
"11","Blantyre",230,82992.84979,60766.8383004436,60565.9929475316,200.845352912024,351.931091622081,98.1589494085639,1870.47110015463,340.586402472673
"12","Blantyre City",3,884444.9143,667621.20463817,666440.787707555,1180.41693061537,3762.87252151436,658.722642268286,17039.6840058839,2032.29419503727
"13","Chikwawa",6,4472.555945,2702.43616635325,2695.73559039516,6.70057595808947,17.2517568449601,3.50712987683833,76.50138197194,11.4300159260805
"14","Chikwawa",16,2116.493098,1344.60568635819,1339.67428258737,4.93140377081688,10.8903559737018,2.89801794981536,42.494019919117,8.34412566507665
"15","Chikwawa",22,38585.86983,27311.5518183751,27222.8892821766,88.6625361985341,130.210781401224,38.0482681395084,831.159811800322,150.304727818027
"16","Chikwawa",113,133729.5536,99128.9587349045,98812.8736478311,316.085087073399,585.898101997714,161.800372889966,2917.73986645029,535.565344373523
"17","Chikwawa",157,40760.76933,28942.2565793798,28856.4510479661,85.805531413692,133.219657885308,37.3375747587669,836.007645737014,145.715559986313
"18","Chikwawa",177,73293.12488,53442.3360874533,53249.2430578779,193.093029575403,307.158755639024,92.7159478324678,1668.88818753445,326.797362462414
"19","Chikwawa",185,41452.35073,29461.1110440589,29372.3791403808,88.7319036781484,138.983077568106,38.7410328630472,867.645187877785,150.650932820098
"20","Chiradzulu",8,1934.802158,1240.24250236219,1237.23179819385,3.0107041683435,9.07059705679855,1.79478644353648,35.2009781849857,5.13275671164884
"21","Chiradzulu",125,23022.41322,15714.5298761751,15652.766777064,61.7630991110733,66.75586320001,23.001473775299,523.048321498338,104.4924789803
"22","Chiradzulu",137,104595.7659,77093.5080019763,76775.9151014083,317.592900567985,510.498372254217,158.786952656735,2619.28793977198,537.126269408717
"23","Chiradzulu",168,74443.66329,54310.8745704211,54126.0716191406,184.802951280486,314.843134043674,89.1198693754593,1705.7970903847,313.475417892579
"24","Chiradzulu",194,71774.06211,52295.7346627493,52109.4763752555,186.258287493785,307.786095552981,89.2859694257723,1678.86477094691,315.603128233585
"25","Chiradzulu",210,45771.22505,32704.2737412036,32574.4927888152,129.780952388437,180.864138475136,57.653433317891,1096.21664552336,219.647708077763
"26","Chiradzulu",218,55927.28261,40346.0157468857,40179.936377,166.079369885721,239.819515320249,76.5141256375304,1379.91144620783,280.975011700644
"27","Chitipa",9,20844.85995,14109.7126343915,14081.4174863958,28.295147995686,44.451256366363,10.3268990875474,365.482348571755,48.4060384652166
"28","Chitipa",144,27441.10852,18989.0118649665,18926.0196624764,62.9922024901327,79.1395735845415,24.733531409705,573.358136380864,106.608827217036
"29","Chitipa",200,113635.5806,83929.2435168254,83656.7698009617,272.473715863708,497.953977923611,137.449306134822,2528.10433775047,461.352074350357
"30","Chitipa",205,34627.53652,24348.1719597169,24257.4067676568,90.7651920600938,119.145219682022,37.8653674242298,788.942324278718,153.463694469755
"31","Chitipa",206,29903.8643,20821.7910106917,20750.7190957332,71.0719149585146,90.2151898898277,28.5454993117931,630.934228408039,120.162021293753
"32","Chitipa",222,47631.87715,34102.8735431763,33990.8382602498,112.035282926541,169.631969393479,50.1579270847593,1016.90130985865,189.593567550341
"33","Dedza",10,25081.89177,17238.1356447034,17206.0546165786,32.0810281248113,58.4559249883513,12.4564803260112,440.217251577712,55.1212304322425
"34","Dedza",45,28367.41561,19677.8188365236,19597.3681008978,80.4507356257604,92.6753901092175,31.8314055684102,662.109665671398,135.923906634657
"35","Dedza",47,87244.82939,63979.0438772175,63741.8530732836,237.190803933851,385.226238945932,116.356052113082,2030.38673140347,401.292945017041
"36","Dedza",63,44044.33732,31406.936608588,31302.7324354146,104.204173173405,157.044573256234,45.9894259907731,962.461050443082,176.603355427188
