Code,UID,District,TA,Less Than 1 Year,4-Jan,9-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total Pop,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+,Pediatrics,Adults,Elderly,0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80+
MW20706,54,Mchinji,TA Dambe,2613.027182,10834.26548,13994.96953,13584.82041,10383.95339,8273.571861,5908.824858,5358.713873,4360.724916,3516.085482,2746.90375,1992.326734,1400.835718,1086.834315,982.1671804,576.8862992,1077.097837,88692.0088,27442.26219,23968.7738,14182.39672,9719.438789,6262.989232,3393.162452,2069.001495,1546.274353,107.7097837,51411.03599,30164.82474,7116.148084,0.309410764,0.270247276,0.159906139,0.109586409,0.070615034,0.038257815,0.023327936,0.017434201,0.001214425
MW10307,55,Nkhata Bay,TA Fukamalaza,354.2665006,1372.572816,1766.295538,1988.761469,1646.247885,1082.107865,669.0767795,599.3987711,518.8073397,414.7100741,379.4513229,290.4649507,229.1818831,223.3054245,188.0466733,139.3560168,285.4279862,12147.4793,3493.134855,3635.009354,1751.184645,1118.206111,794.161397,519.6468338,411.3520978,396.2412044,28.54279862,7128.144209,3663.552152,1355.782935,0.28756047,0.299239806,0.144160332,0.092052522,0.065376641,0.042778162,0.033863165,0.032619212,0.002349689
MW20908,56,Ntcheu,TA Goodson Ganya,4567.559739,18900.28565,24514.94954,23838.06752,18621.50393,14271.39393,10204.52617,9398.289425,8373.487813,6285.970276,4695.799332,3657.616198,3142.427575,2504.574994,2814.580269,1502.07592,2767.74494,160060.8532,47982.79493,42459.57145,24475.9201,17771.77724,10981.76961,6800.043773,5319.155263,3993.046366,276.774494,90442.36638,53229.46695,16389.0199,0.299778453,0.26527143,0.152916342,0.111031379,0.068609965,0.042484115,0.033232081,0.024947052,0.001729183
MW10504,57,Mzimba,TA Jaravikuba Munthali,610.0304169,2555.496986,3357.819599,3514.305663,2808.792224,2156.324908,1426.940714,1357.980754,1303.608478,1107.337822,751.9287965,600.7473453,442.9351288,404.4766895,328.8859639,262.5783099,481.3935681,23471.58337,6523.347002,6323.097887,3583.265622,2661.589232,1859.266619,1043.682474,733.3626534,695.8325212,48.13935681,12846.44489,8104.121473,2521.017006,0.277925306,0.269393751,0.152663992,0.113396237,0.079213515,0.044465789,0.031244703,0.029645743,0.002050963
MW30806,58,Mulanje,TA Juma,3291.509817,11899.73676,16707.96027,17053.16606,13296.45034,9427.953706,6917.266511,6649.869009,6397.813987,4722.196038,3318.359156,2454.248788,2031.234708,1641.645316,1974.248355,1137.535272,2042.741568,110963.9357,31899.20685,30349.6164,16345.22022,13047.683,8040.555194,4485.483496,3615.893671,2976.002683,204.2741568,62248.82325,37433.45841,11281.65401,0.287473643,0.273508832,0.147302095,0.117584897,0.072460977,0.040422895,0.032586206,0.026819549,0.001840906
MW10405,59,Rumphi,STA Kachulu,476.7686958,1668.20094,2010.847846,1905.116801,1399.957361,1120.94488,863.4702046,712.7055657,566.8358826,452.2939167,405.3023409,318.1721276,237.8948523,201.6721793,172.3024445,118.4579306,214.3990644,12845.34303,4155.817482,3305.074162,1984.415085,1279.541448,857.5962576,556.0669799,373.9746238,311.4170886,21.43990644,7460.891644,4121.552791,1262.898599,0.32352717,0.257297462,0.154485176,0.09961131,0.066763204,0.043289383,0.029113635,0.024243579,0.00166908
MW20202,60,Nkhotakota,TA Kafuzila,860.0970177,3672.633947,4632.452358,4291.300223,3404.304672,2639.992677,1822.539676,1619.81658,1304.250855,1078.565597,816.796939,645.5648096,511.7282027,404.7901296,341.808197,226.9973822,415.9431802,28689.58244,9165.183323,7695.604895,4462.532353,2924.067435,1895.362536,1157.293012,746.5983266,601.3462444,41.59431802,16860.78822,9281.962324,2546.831901,0.319460325,0.268236908,0.155545392,0.101920878,0.066064487,0.04033844,0.026023325,0.020960439,0.001449806
MW20506,61,Salima,TA Kambalame,824.1386179,3426.312467,4271.492922,4243.437139,3097.82601,1993.129565,1531.378141,1276.538115,1198.215721,970.2624863,842.842473,541.2428086,471.1033518,326.1484743,416.1607773,202.2354339,499.1591345,26131.62364,8521.944007,7341.263149,3524.507706,2474.753836,1813.104959,1012.34616,742.3092516,651.478655,49.91591345,15863.20716,7812.366501,2456.04998,0.326116131,0.280934061,0.13487519,0.094703409,0.069383556,0.03874027,0.028406549,0.024930661,0.001910173
MW20504,62,Salima,TA Kambwiri,1645.124137,6413.663947,7600.274641,6661.150721,5038.123617,3871.400253,2967.631587,2566.57043,2153.355906,1807.537333,1291.571603,897.1395564,797.702906,593.305347,622.0314904,408.7951181,738.0409158,46073.41951,15659.06273,11699.27434,6839.03184,4719.926336,3099.108936,1694.842462,1215.336837,1073.031942,73.80409158,27358.33706,14658.06711,4057.015334,0.339871946,0.253926764,0.148437687,0.102443586,0.067264574,0.036785689,0.026378264,0.023289609,0.00160188
MW20808,63,Dedza,TA Kamenya Gwaza,1139.3972,4554.002032,6163.266074,6138.158685,5137.449916,4476.288687,3455.254889,2851.481976,2344.551847,1994.243998,1389.275495,1073.639754,814.1967403,615.7288124,676.7038987,497.3654096,723.3319058,44044.33732,11856.66531,11275.6086,7931.543576,5196.033823,3383.519493,1887.836494,1292.432711,1148.364125,72.33319058,23132.27391,16511.09689,4400.966521,0.269198404,0.256005863,0.180080893,0.117972801,0.076820761,0.042862184,0.029343902,0.026072912,0.001642281
MW10503,64,Mzimba,TA Kampingo Sibande,2613.479209,10887.61312,15182.19517,15083.30677,11483.76891,8775.639377,5679.019687,5180.3396,4346.851636,3841.108092,3066.953169,2771.700653,2032.863017,1802.594309,1440.945294,1049.629758,1840.736978,97078.74475,28683.2875,26567.07568,14454.65906,9527.191236,6908.061261,4804.56367,3243.539603,2706.293038,184.0736978,55250.36318,30889.91156,10938.47001,0.295464137,0.273665216,0.14889623,0.098138797,0.071159359,0.049491407,0.033411429,0.027877297,0.001896128
MW20403,65,Dowa,TA Kayembe,3526.282081,14710.31,19717.4277,20164.8339,15069.81272,11647.21167,8524.38404,7625.063777,6529.651127,5531.157703,4181.050342,2940.258852,2465.805431,1888.797944,1803.148395,1140.49136,2150.254462,129615.9415,37954.01978,35234.64662,20171.59571,14154.7149,9712.208045,5406.064283,3691.946339,3075.720376,215.0254462,73188.6664,44038.51866,12388.75644,0.292819073,0.271838836,0.155625886,0.109205046,0.07493066,0.041708329,0.028483737,0.023729491,0.001658943
MW10508,66,Mzimba,TA Khosolo Gwaza Jere,1931.061453,7299.03894,9569.228801,8711.555427,6780.493974,5474.79775,3923.311212,3409.951696,2806.365355,2353.157055,1661.418071,1487.186962,1087.907338,791.299618,681.3680852,425.206872,692.7760744,59086.12468,18799.32919,15492.0494,9398.108962,6216.317051,4014.575126,2575.0943,1472.667703,1048.705339,69.27760744,34291.3786,19629.00114,5165.74495,0.318168255,0.262194373,0.159057799,0.10520773,0.067944465,0.043582048,0.024924087,0.017748758,0.001172485
MW30706,67,Thyolo,TA Kwethemule,1730.330958,6930.734196,10197.30732,10042.03629,7961.169219,5749.733325,4227.606704,4260.542984,3944.119443,3092.481365,2362.001742,1853.842005,1453.901471,1133.949044,1316.274875,738.7136924,1509.187368,68503.93201,18858.37247,18003.20551,9977.340029,8204.662427,5454.483107,3307.743476,2450.223919,2096.982324,150.9187368,36861.57798,23636.48556,8005.868455,0.275288906,0.262805433,0.145646239,0.119769219,0.07962292,0.048285454,0.035767639,0.030611124,0.002203067
MW30802,68,Mulanje,TA Laston Njema,2947.976883,10927.66625,14762.73695,14161.29981,11206.05166,8720.319216,6713.451232,6325.996906,5283.090356,3793.520641,2646.738935,1848.977749,1429.322125,1078.224103,1209.106798,784.2574161,1458.407169,95297.1442,28638.38008,25367.35147,15433.77045,11609.08726,6440.259576,3278.299874,2287.330901,2096.823868,145.8407169,54005.73155,33483.11729,7808.29536,0.300516666,0.266192148,0.161954176,0.121819886,0.067580824,0.03440082,0.024002093,0.022003008,0.001530379
MW20106,69,Kasungu,TA Lukwa,1104.794632,4607.14706,6218.305898,5704.269507,4379.538906,3667.304404,2721.068261,2412.902165,2218.540147,1669.978923,1214.762616,886.1373612,690.4966451,516.5937863,450.1015168,287.7069355,420.6914745,39170.34024,11930.24759,10083.80841,6388.372665,4631.442312,2884.741539,1576.634006,966.6953031,666.3292626,42.06914745,22014.056,13904.55652,3251.727719,0.304573499,0.257434793,0.16309209,0.118238501,0.073646068,0.04025071,0.024679267,0.017011066,0.001074005
MW20103,70,Kasungu,STA M'nyanja,1500.355128,6339.073819,9163.617132,8764.305396,6760.406423,5042.778733,3499.849927,3279.641249,2704.162569,2278.425791,1739.648558,1512.099591,1259.59364,946.8973166,698.7955391,490.3313236,872.026366,56852.0085,17003.04608,15524.71182,8542.62866,5983.803818,4018.074349,2771.693231,1645.692856,1275.155053,87.2026366,32527.7579,18544.50683,5779.743776,0.299075556,0.273072354,0.150260807,0.105252285,0.070676032,0.048752776,0.028946961,0.022429376,0.001533853
MW31109,71,Nsanje,TA Makoko,399.2131322,1731.080712,2065.494032,1670.909458,1363.110347,929.1830294,734.7835911,623.6981978,541.5412923,398.0559927,351.7704121,273.0849252,200.1851358,159.6852529,140.0138811,108.7711143,268.4563671,11959.03687,4195.787876,3034.019805,1663.966621,1165.23949,749.8264048,473.270061,299.699134,350.3818447,26.84563671,7229.807681,3579.032515,1150.196676,0.350846638,0.253701016,0.139138849,0.097435897,0.062699565,0.039574262,0.025060474,0.0292985,0.002244799
MW20904,72,Ntcheu,TA Makwangwala,3359.581528,13230.51694,17957.15681,17081.09856,13506.57716,10915.07461,7538.175654,7023.746099,6369.758427,4966.02788,3499.139645,2755.508803,2457.037794,1982.336462,2336.834453,1272.32181,2501.859379,118752.752,34547.25528,30587.67572,18453.25026,13393.50453,8465.167525,5212.546597,4319.170915,3523.995251,250.1859379,65134.931,40311.92232,13305.8987,0.290917513,0.257574458,0.155392191,0.112784793,0.071283969,0.043894112,0.036371123,0.029675062,0.00210678
MW10304,73,Nkhata Bay,TA Malanda,612.5378371,2575.955862,3191.964168,3595.406228,3187.626082,2333.890626,1519.19795,1323.98405,1152.195818,963.0552397,709.7109784,661.9920251,509.2913745,428.6029625,318.4155612,241.1976186,397.3687385,23722.39312,6380.457867,6783.03231,3853.088576,2476.179868,1672.766218,1171.2834,747.0185237,598.8294833,39.73687385,13163.49018,8002.034662,2556.86828,0.268963499,0.285933728,0.162424109,0.104381538,0.070514227,0.049374589,0.031490015,0.025243216,0.001675079
MW20702,74,Mchinji,TA Mavwere,3665.538391,15279.57581,20602.40549,19292.17049,15239.28088,11855.80697,9136.549414,8565.921275,7082.808047,5424.216917,4489.634611,3035.117781,2573.675891,1840.568213,1683.28802,1136.056934,2187.624508,133090.2397,39547.51969,34531.45137,20992.35638,15648.72932,9913.851528,5608.793672,3523.856233,3104.918991,218.7624508,74078.97106,46554.93723,12456.33135,0.297148159,0.259458931,0.157730247,0.117579842,0.074489696,0.042142787,0.026477195,0.023329427,0.001643715
MW30703,75,Thyolo,STA Mbawela,1557.13929,6274.759367,9209.223947,10303.09245,7979.24624,5095.978702,3395.237954,3249.139079,3123.019538,2415.001914,1803.134831,1454.745207,1186.272915,962.7541238,1022.692124,755.4685407,1427.273623,61214.17984,17041.1226,18282.33869,8491.216656,6372.158617,4218.136745,2641.018122,1985.446248,2040.014801,142.7273623,35323.46129,19081.51202,6809.206534,0.278385215,0.298661825,0.138713231,0.10409612,0.068907837,0.043143895,0.032434417,0.033325854,0.002331606
MW31106,76,Nsanje,TA Mbenje,2138.620442,8036.476816,10427.93301,9523.891034,7826.808146,5797.95542,4442.50913,3723.468924,3454.599687,2541.924297,2047.352903,1277.745547,1021.209761,917.6087709,984.2094075,590.7723135,1303.645794,66056.7314,20603.03027,17350.69918,10240.46455,7178.068611,4589.2772,2298.955308,1901.818178,1764.053528,130.3645794,37953.72945,22007.81036,6095.191594,0.311899027,0.262663605,0.155025299,0.10866521,0.069474785,0.034802741,0.028790679,0.026705129,0.001973525
MW30305,77,Zomba,TA Mbiza,5456.718143,21074.45005,30889.04055,29399.64114,21376.74297,15368.39542,11370.18544,10875.92549,9962.427179,7643.377131,5564.837507,4172.524872,3592.21073,2864.059907,3552.493413,1815.964024,3261.233083,188240.227,57420.20874,50776.38411,26738.58086,20838.35267,13208.21464,7764.735602,6416.55332,4751.073799,326.1233083,108196.5929,60785.14817,19258.48603,0.305036865,0.269742472,0.142044988,0.110700848,0.070166801,0.041249077,0.034087046,0.025239418,0.001732485
MW30105,78,Mangochi,TA Mbwana Nyambi,4494.962021,17266.84731,19889.07285,16851.66981,13014.48306,8862.708135,6777.945145,6025.497575,5504.799912,3744.486791,3310.572072,2212.965067,2028.551311,1452.628139,1597.595102,1018.71342,2226.771444,116280.2692,41650.88218,29866.15287,15640.65328,11530.29749,7055.058863,4241.516378,3050.223241,3022.80772,222.6771444,71517.03505,34226.00963,10537.22448,0.358193892,0.256846265,0.134508231,0.099159536,0.06067288,0.036476665,0.026231649,0.025995878,0.001915004
MW20704,79,Mchinji,TA Mduwa,3360.084761,14048.32358,18492.86303,17960.33757,13457.58683,10592.298,7698.981509,7223.589343,5809.270702,4545.870208,3447.401689,2567.764485,2119.321989,1573.860684,1415.396629,888.2610982,1512.415438,116713.6275,35901.27137,31417.9244,18291.27951,13032.86005,7993.271897,4687.086474,2989.257313,2249.434992,151.2415438,67319.19577,39317.41145,10077.02032,0.307601367,0.269188141,0.156719313,0.111665281,0.068486192,0.040158862,0.025611896,0.019273114,0.001295834
MW10311,80,Nkhata Bay,STA Kondowe,58.58990523,238.1958974,307.4998134,326.1956751,267.4163733,201.4995737,130.5891358,114.6657049,98.74006517,81.35432263,62.38107724,53.03478664,39.79610596,35.0786849,28.39224068,21.08359249,37.84977961,2102.362734,604.285616,593.6120484,332.0887095,213.4057701,143.7353999,92.8308926,63.47092558,55.14839414,3.784977961,1197.897664,689.2298794,215.2351903,0.287431663,0.282354723,0.157959758,0.101507588,0.068368506,0.044155507,0.030190283,0.026231627,0.001800345
MW20405,81,Dowa,TA Mkukula,3491.759802,13096.5147,17296.48145,16672.33181,13536.12474,11660.77727,8923.600867,7962.255819,6341.012613,5000.926601,3789.341988,2685.969079,2230.900217,1528.490317,1532.355021,971.9729831,1736.218142,118457.0334,33884.75595,30208.45655,20584.37814,14303.26843,8790.268589,4916.869296,3060.845338,2534.569311,173.6218142,64093.2125,43677.91516,10685.90576,0.286051026,0.25501615,0.173770839,0.120746468,0.074206388,0.041507618,0.025839287,0.021396529,0.001465694
MW10308,82,Nkhata Bay,TA Mkumbira,461.6346598,1876.764975,2422.816204,2570.122428,2106.995498,1587.631637,1028.922491,903.4604759,777.9810569,640.9973681,491.5056144,417.8654257,313.5567768,276.3878301,223.7047887,166.1193513,298.2215121,16564.68809,4761.215839,4677.117926,2616.554128,1681.441533,1132.502983,731.4222025,500.0926188,434.5187122,29.82215121,9438.333765,5430.498643,1695.855685,0.287431663,0.282354724,0.157959758,0.101507588,0.068368506,0.044155507,0.030190283,0.026231627,0.001800345
MW30206,83,Machinga,TA Mlomba,2395.711322,9091.163488,12365.74228,10543.10974,7545.720693,5307.303548,4176.545404,3769.560469,3294.378058,2423.210304,1910.629277,1242.953992,1074.660221,819.4696671,975.6638855,486.1820038,1064.760588,68486.76494,23852.61709,18088.83043,9483.848952,7063.938527,4333.839581,2317.614213,1795.133553,1444.466533,106.4760588,41941.44752,20881.62706,5663.690357,0.34828068,0.264121549,0.138477105,0.103143119,0.063279958,0.033840323,0.026211394,0.021091178,0.001554695
MW20204,84,Nkhotakota,TA Mphonde,1157.270735,4644.15761,5793.311215,5679.671404,4507.326,3184.233907,2170.752321,1904.04664,1698.799226,1281.346856,1040.152154,753.7334448,614.582655,474.2722752,481.2298147,327.004356,531.0921811,36242.98279,11594.73956,10186.9974,5354.986228,3602.845866,2321.49901,1368.3161,955.5020899,804.987319,53.10921811,21781.73696,11279.3311,3181.914727,0.319916813,0.281075028,0.14775236,0.099408095,0.064053751,0.037753959,0.026363782,0.022210846,0.001465366
MW30705,85,Thyolo,TA Mphuka,2344.173436,8672.4079,12529.8267,12497.52001,9556.318943,7334.910929,5338.357478,4932.58545,4367.864507,3461.984915,2884.341295,2063.751366,1608.873169,1138.48776,1368.511394,770.1914929,1539.090718,82409.19747,23546.40804,22053.83895,12673.26841,9300.449957,6346.32621,3672.624535,2506.999154,2155.373139,153.9090718,45600.24699,28320.04457,8488.9059,0.285725486,0.267613806,0.153784636,0.112856941,0.077009926,0.044565712,0.030421351,0.026154522,0.00186762
MW20407,86,Dowa,TA Mponela,2087.129436,8139.28171,10808.08732,11316.53088,9156.168834,8095.342143,6189.201876,5608.571883,4442.080995,3480.64142,2448.061594,1763.859764,1339.110616,1014.794763,966.6704756,603.6459572,1102.673897,78561.85357,21034.49847,20472.69971,14284.54402,10050.65288,5928.703014,3102.97038,1981.465239,1596.052465,110.2673897,41507.19818,30263.89991,6790.755473,0.267744427,0.26059339,0.181825445,0.127932991,0.075465417,0.039497164,0.025221722,0.020315871,0.001403574
MW30205,87,Machinga,TA Mposa,989.0198724,3582.059284,5064.752358,4589.48731,3520.14095,2510.202722,1983.896884,1731.203144,1619.91749,1115.366743,847.6117857,548.0609276,415.8569176,386.5712191,498.6936074,220.8978395,498.6936074,30122.43266,9635.831514,8109.62826,4494.099606,3351.120634,1962.978529,963.9178452,885.2648265,669.7220862,49.86936074,17745.45977,9808.198769,2568.774119,0.319888889,0.269222222,0.149194444,0.11125,0.065166667,0.032,0.029388889,0.022233333,0.001655556
MW20510,88,Salima,TA Msosa,242.3521602,959.3004843,1165.672507,1077.271226,841.2991286,655.4937953,495.9834771,445.0572394,378.3460597,284.3021385,221.7646298,145.4993847,119.1645947,88.9272683,97.65551451,58.04690587,117.009728,7393.146243,2367.325152,1918.570355,1151.477272,823.4032991,506.0667683,264.6639794,186.5827828,163.3556611,11.7009728,4285.895506,2480.94734,626.3033961,0.320205373,0.259506615,0.155749289,0.111373869,0.068450799,0.035798559,0.025237264,0.022095554,0.001582678
MW20609,89,Lilongwe,TA Mtema,2369.719132,8792.344512,11693.53412,11795.33024,8966.344868,7096.136961,4986.826525,4804.540438,4078.947117,3342.700714,2457.311148,1716.330041,1381.349764,1009.675534,1141.063558,679.4299609,1281.920989,77593.50562,22855.59776,20761.67511,12082.96349,8883.487555,5800.011862,3097.679805,2150.739092,1833.158851,128.1920989,43617.27287,26766.4629,7209.769847,0.294555551,0.267569753,0.155721325,0.114487514,0.074748677,0.039921895,0.02771803,0.023625158,0.001652098
MW10403,90,Rumphi,TA Mwahenga,446.5529494,1928.076994,2403.647825,2411.708347,1914.374106,1474.269575,1070.437395,926.9600934,930.9903547,644.0357519,481.2131963,382.0687689,310.3301182,261.9669829,199.094907,149.9257195,239.3975198,16175.0506,4778.277768,4326.082453,2544.70697,1857.950448,1125.248948,692.3988871,461.0618899,365.3834873,23.93975198,9104.360221,5527.906366,1542.784016,0.295410375,0.267454029,0.157322968,0.114865202,0.069566951,0.042806598,0.02850451,0.022589326,0.001480042
MW10202,91,Karonga,TA Mwakaboko,739.7970745,2830.314074,3654.715601,3812.119234,3007.393161,2307.930767,1607.484601,1496.318285,1232.6672,960.1621606,686.6733485,495.8214436,472.2108986,314.8072658,303.0019933,239.0567674,324.6449928,24485.11887,7224.82675,6819.512395,3915.415368,2728.985485,1646.835509,968.0323422,617.8092591,531.2372609,32.46449928,14044.33914,8291.236362,2149.543362,0.295070111,0.278516614,0.15991,0.11145486,0.067258628,0.039535538,0.02523203,0.021696332,0.001325887
MW10404,92,Rumphi,TA Mwalweni,654.9680701,2375.968858,3054.491464,3262.683171,2599.357039,2049.244646,1407.19358,1219.517114,1073.630955,900.3911405,655.7278939,537.1953893,399.6672911,303.1696752,246.1828941,193.7550556,323.6849163,21256.82915,6085.428392,5862.04021,3456.438226,2293.148069,1556.119034,936.8626804,549.3525693,485.0714803,32.36849163,11947.4686,7305.705329,2003.655222,0.286281098,0.27577209,0.16260366,0.107878181,0.073205605,0.044073492,0.02584358,0.02281956,0.001522734
MW10407,93,Rumphi,TA Mwankhunikira,864.0489985,3453.802507,4550.019796,4469.837963,3550.738752,2899.710143,2137.384365,1905.216074,1590.472464,1221.875384,992.1005814,737.1941594,578.0272386,459.5496059,393.7286988,281.2347848,391.3352112,30476.27673,8867.871302,8020.576715,5037.094508,3495.688538,2213.975965,1315.221398,853.2783047,633.4364749,39.13352112,16888.44802,10746.75901,2841.069699,0.290976204,0.263174429,0.165279196,0.114701956,0.072645881,0.04315558,0.027998115,0.020784576,0.001284065
MW20206,94,Nkhotakota,TA Mwansambo,1287.631747,4675.300471,5510.917278,5083.335578,3965.514849,3336.35892,2373.689264,2183.109992,1781.183195,1356.044819,1010.314473,700.0123255,601.0577036,469.1182076,548.5262376,278.5389358,559.5211956,35720.17519,11473.8495,9048.850427,5710.048184,3964.293187,2366.359292,1301.070029,1017.644445,782.1080118,55.95211956,20522.69992,12040.70066,3156.774606,0.321214816,0.253326037,0.159854988,0.110981908,0.066247136,0.036423954,0.028489346,0.021895414,0.001566401
MW20508,95,Salima,TA Mwanza,1222.465328,4976.958078,6008.12158,5613.075532,4283.294546,3952.015774,3034.389128,2588.018201,2034.331614,1578.62889,1242.68422,734.1013165,735.6566159,507.0276042,622.1197597,356.1635624,679.6658375,40168.71759,12207.54499,9896.370078,6986.404902,4622.349815,2821.31311,1469.757932,1129.147364,967.8628162,67.96658375,22103.91506,14430.06783,3634.734696,0.303906764,0.246370078,0.173926511,0.115073373,0.070236574,0.036589616,0.028110117,0.024094939,0.001692028
MW10205,96,Karonga,TA Mwirang'ombe,1164.498401,4941.52365,6481.811874,6854.226338,5078.788196,3855.783595,2678.908882,2516.891713,2130.975818,1759.686473,1162.248163,938.3494363,666.0705831,561.4344949,473.6751951,318.4087416,546.8079449,42130.0895,12587.83393,11933.01453,6534.692477,4647.867531,2921.934636,1604.420019,1035.10969,810.535892,54.68079449,24520.84846,14104.49464,3504.746396,0.298784884,0.283242088,0.155107491,0.110321805,0.069355054,0.038082521,0.024569368,0.019238884,0.001297904
MW30109,97,Mangochi,TA Namabvi,1431.746669,5445.869059,6581.849303,5670.484127,4179.793442,2930.808102,2281.377579,1948.291569,1784.713205,1287.002487,1069.014261,712.2111323,588.3938198,463.1813828,615.2499693,314.6006079,667.9159247,37972.50264,13459.46503,9850.277569,5212.185681,3733.004774,2356.016748,1300.604952,1078.431352,915.7249401,66.79159247,23309.7426,11301.2072,3361.552837,0.354452936,0.25940554,0.137262106,0.098308105,0.062045338,0.034251231,0.028400323,0.024115475,0.001758946
MW30208,98,Machinga,TA Ngokwe,1333.716902,5345.302094,6162.037693,5063.570998,3801.946902,3052.56116,2433.132186,1981.603562,1702.718236,1160.125015,945.7437777,621.3261529,484.7292582,365.2069753,457.2201613,230.5072598,527.4157878,35668.86412,12841.05669,8865.5179,5485.693346,3684.321798,2105.868793,1106.055411,822.4271366,705.1814688,52.74157878,21706.57459,11275.88394,2686.405595,0.360007446,0.248550609,0.153795011,0.103292378,0.059039413,0.031008989,0.023057284,0.019770225,0.001478645
MW20613,99,Lilongwe,TA Njewa,1550.37626,5569.56924,6989.900834,6961.453563,5858.105844,5428.34886,3872.892729,3426.880162,2924.989026,2218.887125,1700.740406,1109.443563,809.7312448,638.0316459,542.5300938,326.1276406,635.9996979,50564.00793,14109.84633,12819.55941,9301.241589,6351.869188,3919.627531,1919.174808,1180.56174,898.5273687,63.59996979,26929.40574,19572.73831,4061.863886,0.279049207,0.253531315,0.183949848,0.125620366,0.077518134,0.037955354,0.023347867,0.017770098,0.001257811
MW20108,100,Kasungu,TA Njombwa,1922.411662,7761.348139,10603.70345,9989.50578,7743.084552,6194.738213,4587.542538,4262.180114,3647.98244,2897.146076,2000.201015,1559.169205,1245.982506,890.8571988,811.0385584,477.5589843,771.8056673,67366.2561,20287.46325,17732.59033,10782.28075,7910.162554,4897.347091,2805.151711,1701.895757,1172.184085,77.18056673,38020.05358,23589.7904,5756.41212,0.30115171,0.263226597,0.160054623,0.117420249,0.072697332,0.041640309,0.025263327,0.017400167,0.001145686
MW20303,101,Ntchisi,TA Nthondo,895.9807125,3583.92285,4487.959333,4221.223816,3268.852709,2582.322034,1990.670434,1793.751596,1460.779743,1123.332462,836.0099755,627.4550245,468.1297829,404.5787034,383.0966483,215.7156361,494.9823517,28838.76381,8967.862896,7490.076525,4572.992468,3254.531339,1959.342438,1095.584807,787.6753517,661.1997526,49.49823517,16457.93942,9786.866245,2593.958147,0.310965579,0.259722524,0.15857103,0.112852665,0.067941277,0.037990006,0.027313076,0.022927465,0.001716379
MW10310,102,Nkhata Bay,STA Nyaluwanga,320.3142486,1321.717742,1615.058159,1641.189058,1271.141808,1057.03702,772.9688579,676.8745833,576.5656475,436.6388968,333.8011644,267.2095179,216.6335839,131.4974284,118.0105127,85.13615556,165.2147177,11007.0091,3257.09015,2912.330866,1830.005878,1253.440231,770.4400612,483.8431018,249.5079411,233.8294015,16.52147177,6169.421016,3853.88617,983.7019162,0.295910553,0.264588758,0.166258232,0.113876551,0.069995405,0.043957727,0.022668096,0.021243682,0.001500996
MW20102,103,Kasungu,TA Simlemba,1096.027504,4533.256104,6423.094039,6168.956954,4576.429972,3395.035957,2466.797802,2372.600273,1975.204445,1572.902497,1194.14993,1094.065055,768.2985995,570.091298,516.1239634,338.5223714,585.7908862,39647.34765,12052.37765,10745.38693,5861.833759,4347.804718,2767.052427,1862.363655,1086.215261,865.734169,58.57908862,22797.76457,12976.6909,3872.892174,0.303989507,0.271024105,0.147849329,0.109661931,0.069791615,0.046973222,0.027396921,0.021835866,0.001477503
MW30202,104,Machinga,TA Sitola,1620.49978,6584.131458,8878.085692,8039.362544,5985.574053,4363.217321,3086.872575,2815.138655,2668.439477,1845.80991,1502.27386,992.8501325,826.9624545,687.691083,818.2966802,490.2352275,976.7565518,52182.19745,17082.71693,14024.9366,7450.089896,5483.578132,3348.08377,1819.812587,1505.987763,1369.316124,97.67565518,31107.65353,16281.7518,4792.79213,0.32736676,0.268768608,0.14277072,0.105085228,0.064161418,0.034874204,0.028860183,0.026241059,0.00187182
MW30702,105,Thyolo,STA Thukuta,670.8488139,2651.864274,3664.117508,3916.365361,2857.359291,1780.956819,1218.835527,1217.748252,1200.351848,906.7875377,708.9034467,479.4883743,432.7355396,367.4990261,392.5063562,233.7641734,517.5430071,23217.67516,6986.830596,6773.724652,2999.792346,2418.1001,1615.690984,912.2239139,760.0053823,699.5528798,51.75430071,13760.55525,7033.58343,2423.536477,0.300927227,0.291748618,0.12920296,0.104149106,0.069588836,0.039290063,0.032733914,0.030130186,0.002229091
MW20611,106,Lilongwe,TA Tsabango,2432.107622,8323.186878,10131.25923,9735.415957,8439.611369,7850.503444,5908.54293,5306.62831,4913.11353,3399.595144,2398.344519,1333.060425,925.5747053,674.0978042,586.7794358,397.0075151,681.0832737,73435.91209,20886.55373,18175.02733,13759.04637,10219.74184,5797.939663,2258.63513,1260.87724,1009.982461,68.10832737,39061.58106,29776.72788,4597.603159,0.284418796,0.247495085,0.187361278,0.139165451,0.078952375,0.030756548,0.017169763,0.01375325,0.000927453
MW10305,107,Nkhata Bay,TA Zilakoma,359.1820299,1501.580431,1943.43134,1961.247909,1669.768841,1284.930952,813.1482066,724.0653618,584.3834613,498.8639304,322.8362292,295.7550445,232.328059,202.3962232,156.7858067,121.1526688,200.9708977,12872.82739,3804.193801,3631.01675,2098.079159,1308.448823,821.7001596,528.0831035,359.1820299,302.0264767,20.09708977,7435.210551,4228.228141,1209.3887,0.295521231,0.282068316,0.162985108,0.101644245,0.063832143,0.041023086,0.027902342,0.023462326,0.001561202
