UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,IFR,FR of Crit,FR of Hosp,Population,Age Band,Code
148,Sub-Saharan Africa,Malawi,Kasungu,TA Kapelula,0.000182857,9.14283E-06,0.05,4.06856E-05,1,0.222500303,42875.77541,Pediatrics,MW20113
149,Sub-Saharan Africa,Malawi,Blantyre,TA Kapeni,0.000196128,9.80639E-06,0.05,4.24773E-05,1,0.216579468,54299.06619,Pediatrics,MW30501
150,Sub-Saharan Africa,Malawi,Dedza,TA Kaphuka,0.000188168,9.4084E-06,0.05,4.14027E-05,1,0.22003037,98848.02643,Pediatrics,MW20803
151,Sub-Saharan Africa,Malawi,Thyolo,TA Kapichi,0.000203074,1.01537E-05,0.05,4.3415E-05,1,0.213788995,39596.64243,Pediatrics,MW30707
152,Sub-Saharan Africa,Malawi,Salima,TA Karonga,0.000179651,8.98255E-06,0.05,4.02529E-05,1,0.224061559,45662.49256,Pediatrics,MW20502
153,Sub-Saharan Africa,Malawi,Ntchisi,TA Kasakula,0.000182876,9.1438E-06,0.05,4.06883E-05,1,0.222490951,13247.21361,Pediatrics,MW20301
154,Sub-Saharan Africa,Malawi,Dedza,TA Kasumbu,0.000176573,8.82865E-06,0.05,3.98374E-05,1,0.225614098,57074.03855,Pediatrics,MW20806
155,Sub-Saharan Africa,Malawi,Mangochi,TA Katuli,0.000167795,8.38976E-06,0.05,3.86524E-05,1,0.230354339,35012.26768,Pediatrics,MW30107
156,Sub-Saharan Africa,Malawi,Rumphi,TA Katumbi,0.000194319,9.71595E-06,0.05,4.22331E-05,1,0.217338874,10960.19975,Pediatrics,MW10408
157,Sub-Saharan Africa,Malawi,Chikwawa,TA Katunga,0.000190336,9.51679E-06,0.05,4.16953E-05,1,0.219061994,22481.9591,Pediatrics,MW31005
158,Sub-Saharan Africa,Malawi,Machinga,TA Kawinga,0.000172736,8.63678E-06,0.05,3.93193E-05,1,0.227627096,105050.1005,Pediatrics,MW30203
159,Sub-Saharan Africa,Malawi,Salima,TA Khombedza,0.00017825,8.9125E-06,0.05,4.00638E-05,1,0.224761552,65343.56916,Pediatrics,MW20507
160,Sub-Saharan Africa,Malawi,Lilongwe,TA Khongoni,0.000186225,9.31124E-06,0.05,4.11404E-05,1,0.220917657,81888.386,Pediatrics,MW20606
161,Sub-Saharan Africa,Malawi,Karonga,TA Kilupula,0.00019399,9.69952E-06,0.05,4.21887E-05,1,0.21747829,45087.35262,Pediatrics,MW10201
162,Sub-Saharan Africa,Malawi,Salima,TA Kuluunda,0.000176317,8.81586E-06,0.05,3.98028E-05,1,0.225745541,6216.197062,Pediatrics,MW20509
163,Sub-Saharan Africa,Malawi,Blantyre,TA Kuntaja,0.000196183,9.80917E-06,0.05,4.24848E-05,1,0.2165563,45325.89409,Pediatrics,MW30506
164,Sub-Saharan Africa,Malawi,Blantyre,TA Kunthembwe,0.000193225,9.66126E-06,0.05,4.20854E-05,1,0.217804926,27192.98808,Pediatrics,MW30504
165,Sub-Saharan Africa,Malawi,Zomba,TA Kuntumanji,0.00018868,9.434E-06,0.05,4.14718E-05,1,0.219799634,54377.40797,Pediatrics,MW30301
166,Sub-Saharan Africa,Malawi,Ntcheu,TA Kwataine,0,0,0,0,0,0,0,Pediatrics,MW20903
167,Sub-Saharan Africa,Malawi,Karonga,TA Kyungu,0.000194742,9.73712E-06,0.05,4.22902E-05,1,0.217159786,57136.04494,Pediatrics,MW10203
168,Sub-Saharan Africa,Malawi,Chiradzulu,TA Likoswe,0.000190895,9.54476E-06,0.05,4.17709E-05,1,0.21881558,38775.07943,Pediatrics,MW30402
169,Sub-Saharan Africa,Malawi,Blantyre,TA Lundu,0.000194438,9.7219E-06,0.05,4.22491E-05,1,0.217288455,20067.90063,Pediatrics,MW30502
170,Sub-Saharan Africa,Malawi,Mzimba,TA M'Mbelwa,0.000186982,9.3491E-06,0.05,4.12426E-05,1,0.220569709,100253.6227,Pediatrics,MW10501
171,Sub-Saharan Africa,Malawi,Mulanje,TA Mabuka,0.000198167,9.90835E-06,0.05,4.27526E-05,1,0.215739946,108176.3708,Pediatrics,MW30801
172,Sub-Saharan Africa,Malawi,Mzimba,TA Mabulabo,0.000189009,9.45047E-06,0.05,4.15163E-05,1,0.219651869,53492.39304,Pediatrics,MW10507
173,Sub-Saharan Africa,Malawi,Blantyre,TA Machinjiri,0.000193741,9.68706E-06,0.05,4.21551E-05,1,0.217584358,13807.74633,Pediatrics,MW30507
174,Sub-Saharan Africa,Malawi,Salima,TA Maganga,0.000184392,9.21959E-06,0.05,4.08929E-05,1,0.221771754,35231.38148,Pediatrics,MW20501
175,Sub-Saharan Africa,Malawi,Mangochi,TA Makanjila,0.000166909,8.34545E-06,0.05,3.85327E-05,1,0.230860645,50472.58906,Pediatrics,MW30108
176,Sub-Saharan Africa,Malawi,Blantyre,TA Makata,0.000201615,1.00807E-05,0.05,4.3218E-05,1,0.214359268,11034.11391,Pediatrics,MW30505
177,Sub-Saharan Africa,Malawi,Chikwawa,TA Makhwira,0.000175219,8.76097E-06,0.05,3.96546E-05,1,0.22631409,41479.2525,Pediatrics,MW31007
178,Sub-Saharan Africa,Malawi,Zomba,TA Malemia,0.00019355,9.67751E-06,0.05,4.21293E-05,1,0.217665935,40754.39287,Pediatrics,MW30307
179,Sub-Saharan Africa,Malawi,Nsanje,TA Malemia,0.000178425,8.92123E-06,0.05,4.00873E-05,1,0.224673744,11647.85706,Pediatrics,MW31107
180,Sub-Saharan Africa,Malawi,Nkhotakota,TA Malenga Chanzi,0.00017889,8.94452E-06,0.05,4.01502E-05,1,0.224440279,40558.4423,Pediatrics,MW20203
181,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Malenga,0.000204613,1.02307E-05,0.05,4.36228E-05,1,0.213196354,3654.647455,Pediatrics,MW10303
182,Sub-Saharan Africa,Malawi,Lilongwe,TA Malili,0.000184455,9.22277E-06,0.05,4.09015E-05,1,0.221741882,80166.93156,Pediatrics,MW20614
183,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Mankhambira,0.000198218,9.9109E-06,0.05,4.27594E-05,1,0.215719229,12328.58163,Pediatrics,MW10306
184,Sub-Saharan Africa,Malawi,Ntcheu,TA Masasa,0.000188712,9.4356E-06,0.05,4.14761E-05,1,0.21978525,21190.29533,Pediatrics,MW20909
185,Sub-Saharan Africa,Malawi,Chikwawa,TA Maseya,0.000190187,9.50933E-06,0.05,4.16752E-05,1,0.219127942,22934.63482,Pediatrics,MW31004
186,Sub-Saharan Africa,Malawi,Lilongwe,TA Mazengera,0.000184693,9.23466E-06,0.05,4.09336E-05,1,0.221630179,75136.39082,Pediatrics,MW20604
187,Sub-Saharan Africa,Malawi,Mchinji,TA Mkanda,0.000181845,9.09227E-06,0.05,4.05491E-05,1,0.222986856,77223.89647,Pediatrics,MW20705
188,Sub-Saharan Africa,Malawi,Phalombe,TA Mkhumba,0.000185002,9.25009E-06,0.05,4.09753E-05,1,0.2214856,183562.2334,Pediatrics,MW30901
189,Sub-Saharan Africa,Malawi,Likoma,Mkumpha,0,0,0,0,0,0,0,Pediatrics,MW10601
190,Sub-Saharan Africa,Malawi,Neno,TA Mlauli,0.000182524,9.12618E-06,0.05,4.06407E-05,1,0.22265994,23483.73909,Pediatrics,MW31302
191,Sub-Saharan Africa,Malawi,Nsanje,TA Mlolo,0.000183845,9.19226E-06,0.05,4.08191E-05,1,0.222029746,44366.91337,Pediatrics,MW31104
192,Sub-Saharan Africa,Malawi,Mchinji,TA Mlonyeni,0.000177681,8.88407E-06,0.05,3.9987E-05,1,0.225048837,31811.73887,Pediatrics,MW20701
193,Sub-Saharan Africa,Malawi,Zomba,TA Mlumbe,0.00019112,9.55599E-06,0.05,4.18012E-05,1,0.218717124,91406.84186,Pediatrics,MW30306
194,Sub-Saharan Africa,Malawi,Chiradzulu,TA Mpama,0.000196036,9.80178E-06,0.05,4.24648E-05,1,0.216617827,37743.28114,Pediatrics,MW30401
195,Sub-Saharan Africa,Malawi,Ntcheu,TA Mpando,0.000181927,9.09634E-06,0.05,4.05601E-05,1,0.222947413,44222.87765,Pediatrics,MW20902
196,Sub-Saharan Africa,Malawi,Mzimba,TA Mpherembe,0.000183143,9.15717E-06,0.05,4.07243E-05,1,0.222363276,29239.12175,Pediatrics,MW10509
197,Sub-Saharan Africa,Malawi,Mangochi,TA Mponda,0.000171305,8.56525E-06,0.05,3.91262E-05,1,0.228400684,90569.39018,Pediatrics,MW30101
198,Sub-Saharan Africa,Malawi,Dowa,TA Msakambewa,0.000191267,9.56333E-06,0.05,4.1821E-05,1,0.218652865,52004.9094,Pediatrics,MW20406
199,Sub-Saharan Africa,Malawi,Mzimba,TA Mtwalo,0.000191912,9.59559E-06,0.05,4.19081E-05,1,0.218371593,119809.5588,Pediatrics,MW10502
200,Sub-Saharan Africa,Malawi,Chitipa,TA Mwabulambya,0.000196262,9.81309E-06,0.05,4.24953E-05,1,0.216523782,63693.50018,Pediatrics,MW10101
201,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwadzama,0.000176644,8.83221E-06,0.05,3.9847E-05,1,0.225577569,64719.83149,Pediatrics,MW20205
202,Sub-Saharan Africa,Malawi,Zomba,TA Mwambo,0.00018329,9.1645E-06,0.05,4.07441E-05,1,0.222293402,89546.48448,Pediatrics,MW30302
203,Sub-Saharan Africa,Malawi,Rumphi,TA Mwamlowe,0.000205731,1.02866E-05,0.05,4.37737E-05,1,0.212771358,4605.369723,Pediatrics,MW10402
204,Sub-Saharan Africa,Malawi,Kasungu,TA Mwase,0.000185251,9.26255E-06,0.05,4.10089E-05,1,0.221369302,14996.94001,Pediatrics,MW20114
205,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenemisuku,0.000206735,1.03368E-05,0.05,4.39093E-05,1,0.212393648,18199.49155,Pediatrics,MW10102
206,Sub-Saharan Africa,Malawi,Chitipa,TA Mwenewenya,0.00018456,9.228E-06,0.05,4.09156E-05,1,0.22169268,17505.3775,Pediatrics,MW10103
207,Sub-Saharan Africa,Malawi,Mzimba,TA Mzikubola,0.000185836,9.29179E-06,0.05,4.10878E-05,1,0.221097477,56965.05425,Pediatrics,MW10506
208,Sub-Saharan Africa,Malawi,Mzimba,TA Mzukuzuku,0.00019175,9.58748E-06,0.05,4.18862E-05,1,0.218442112,25638.56777,Pediatrics,MW10510
209,Sub-Saharan Africa,Malawi,Phalombe,TA Nazombe,0.000190154,9.50768E-06,0.05,4.16707E-05,1,0.219142475,37460.35073,Pediatrics,MW30902
210,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nchema,0.000197964,9.89818E-06,0.05,4.27251E-05,1,0.215822925,24571.1098,Pediatrics,MW30406
211,Sub-Saharan Africa,Malawi,Thyolo,TA Nchilamwela,0.000198022,9.90111E-06,0.05,4.2733E-05,1,0.215799015,35006.37989,Pediatrics,MW30708
212,Sub-Saharan Africa,Malawi,Nsanje,TA Ndamera,0.000177403,8.87014E-06,0.05,3.99494E-05,1,0.225190251,20149.22674,Pediatrics,MW31101
213,Sub-Saharan Africa,Malawi,Salima,TA Ndindi,0.000178008,8.90042E-06,0.05,4.00311E-05,1,0.224883443,31081.54055,Pediatrics,MW20505
214,Sub-Saharan Africa,Malawi,Chikwawa,TA Ngabu,0.000179773,8.98865E-06,0.05,4.02694E-05,1,0.224001116,116926.9142,Pediatrics,MW31001
215,Sub-Saharan Africa,Malawi,Nsanje,TA Ngabu,0.000174871,8.74355E-06,0.05,3.96076E-05,1,0.226496063,8999.826028,Pediatrics,MW31108
216,Sub-Saharan Africa,Malawi,Neno,TA Chekucheku,0.000188092,9.40461E-06,0.05,4.13924E-05,1,0.220064701,14571.33297,Pediatrics,MW31304
217,Sub-Saharan Africa,Malawi,Ntcheu,TA Njolomole,0.000186628,9.33138E-06,0.05,4.11947E-05,1,0.220732234,35628.21914,Pediatrics,MW20906
218,Sub-Saharan Africa,Malawi,Chiradzulu,TA Nkalo,0.000199454,9.97268E-06,0.05,4.29262E-05,1,0.215219133,30066.75353,Pediatrics,MW30404
219,Sub-Saharan Africa,Malawi,Thyolo,TA Nsabwe,0.000204601,1.023E-05,0.05,4.36211E-05,1,0.213201165,28487.25244,Pediatrics,MW30701
220,Sub-Saharan Africa,Malawi,Balaka,TA Msamala,0.000189239,9.46194E-06,0.05,4.15472E-05,1,0.219549258,123650.1551,Pediatrics,MW31201
221,Sub-Saharan Africa,Malawi,Mwanza,TA Nthache,0.000184692,9.23462E-06,0.05,4.09335E-05,1,0.221630569,36342.60825,Pediatrics,MW30602
222,Sub-Saharan Africa,Malawi,Chitipa,TA Nthalire,0.000182618,9.1309E-06,0.05,4.06534E-05,1,0.222614566,27922.17985,Pediatrics,MW10104
223,Sub-Saharan Africa,Malawi,Mulanje,TA Nthiramanja,0.000196035,9.80175E-06,0.05,4.24647E-05,1,0.216618081,30858.82377,Pediatrics,MW30804
224,Sub-Saharan Africa,Malawi,Nsanje,TA Nyachikadza,0.000152944,7.64719E-06,0.05,3.66474E-05,1,0.239613623,1859.008594,Pediatrics,MW31103
225,Sub-Saharan Africa,Malawi,Machinga,TA Nyambi,0.000165168,8.25839E-06,0.05,3.82977E-05,1,0.23187119,40941.86554,Pediatrics,MW30210
226,Sub-Saharan Africa,Malawi,Salima,TA Pemba,0.000173628,8.68141E-06,0.05,3.94398E-05,1,0.227150897,17002.05188,Pediatrics,MW20503
227,Sub-Saharan Africa,Malawi,Dedza,TA Pemba,0.000138436,6.92182E-06,0.05,3.46889E-05,1,0.250576514,125961.9118,Pediatrics,MW20801
228,Sub-Saharan Africa,Malawi,Ntcheu,TA Phambala,0.00018937,9.46849E-06,0.05,4.15649E-05,1,0.219490776,37597.00227,Pediatrics,MW20901
229,Sub-Saharan Africa,Malawi,Kasungu,TA Santhe,0.000186327,9.31635E-06,0.05,4.11541E-05,1,0.220870574,64570.5,Pediatrics,MW20111
230,Sub-Saharan Africa,Malawi,Blantyre,TA Somba,0.000195947,9.79734E-06,0.05,4.24528E-05,1,0.216654803,44336.54164,Pediatrics,MW30508
231,Sub-Saharan Africa,Malawi,Neno,TA Symon Likongwe,0.000189477,9.47386E-06,0.05,4.15794E-05,1,0.219442882,35408.35936,Pediatrics,MW31303
232,Sub-Saharan Africa,Malawi,Dedza,TA Tambala,0.000185427,9.27135E-06,0.05,4.10326E-05,1,0.221287322,45807.51556,Pediatrics,MW20804
233,Sub-Saharan Africa,Malawi,Nsanje,TA Tengani,0.000180278,9.01392E-06,0.05,4.03376E-05,1,0.223751604,29695.50283,Pediatrics,MW31105
234,Sub-Saharan Africa,Malawi,Thyolo,TA Thomas,0.000197167,9.85834E-06,0.05,4.26175E-05,1,0.216149553,25383.21362,Pediatrics,MW30711
235,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Timbiri,0.000195574,9.77871E-06,0.05,4.24025E-05,1,0.21681039,29849.1509,Pediatrics,MW10312
236,Sub-Saharan Africa,Malawi,Karonga,TA Wasambo,0.000195706,9.78531E-06,0.05,4.24203E-05,1,0.216755201,41781.28961,Pediatrics,MW10204
237,Sub-Saharan Africa,Malawi,Kasungu,TA Wimbe,0.000184893,9.24463E-06,0.05,4.09605E-05,1,0.221536739,58474.22961,Pediatrics,MW20112
238,Sub-Saharan Africa,Malawi,Rumphi,STA Zolokere and Vwaza Marsh Reserve,0.000193092,9.65459E-06,0.05,4.20674E-05,1,0.217862161,4715.757764,Pediatrics,MW10409
239,Sub-Saharan Africa,Malawi,Mchinji,TA Zulu,0.000185874,9.29368E-06,0.05,4.10929E-05,1,0.221079958,80804.59669,Pediatrics,MW20703
240,Sub-Saharan Africa,Malawi,Thyolo,Thyolo Boma,0.000206372,1.03186E-05,0.05,4.38602E-05,1,0.21252988,3471.010414,Pediatrics,MW30720
241,Sub-Saharan Africa,Malawi,Zomba,TA Mkumbira,0.000178795,8.93977E-06,0.05,4.01374E-05,1,0.224487805,1682.339272,Pediatrics,MW30303
242,Sub-Saharan Africa,Malawi,Machinga,TA Liwonde,0.00017821,8.91051E-06,0.05,4.00584E-05,1,0.224781652,54071,Pediatrics,MW30201
243,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Musisya,0.000198218,9.9109E-06,0.05,4.27594E-05,1,0.215719228,9578.233819,Pediatrics,MW10309
244,Sub-Saharan Africa,Malawi,Mangochi,TA Nankumba,0.000172989,8.64944E-06,0.05,3.93535E-05,1,0.227491573,88772.79145,Pediatrics,MW30103
1,Sub-Saharan Africa,Malawi,Lilongwe City,Lilongwe City,0.024143501,0.00332713,0.137806428,0.000697005,0.209491365,0.028869257,618373.7483,Adults,MW210
2,Sub-Saharan Africa,Malawi,Balaka,Balaka Town,0.024319691,0.003335691,0.137160094,0.000701132,0.210190805,0.028829791,14344.1246,Adults,MW31220
3,Sub-Saharan Africa,Malawi,Blantyre City,Blantyre City,0.024312583,0.003382227,0.139114275,0.00070472,0.208359645,0.028985801,397652.2972,Adults,MW315
4,Sub-Saharan Africa,Malawi,Zomba City,Zomba City,0.024460244,0.003376739,0.138050111,0.000707164,0.209422148,0.028910751,49379.27794,Adults,MW314
5,Sub-Saharan Africa,Malawi,Mzuzu City,Mzuzu City,0.024077621,0.003339509,0.138697625,0.00069671,0.208626394,0.028935985,97607.11886,Adults,MW107
6,Sub-Saharan Africa,Malawi,Chikwawa,Chikwawa Boma,0.024774186,0.003511023,0.14172103,0.00072405,0.206221832,0.02922597,1888.071131,Adults,MW31020
7,Sub-Saharan Africa,Malawi,Chikwawa,TA Lundu,0.024908607,0.003570084,0.143327322,0.000731405,0.204870487,0.029363538,19733.6464,Adults,MW31002
8,Sub-Saharan Africa,Malawi,Chiradzulu,Chiradzulu Boma,0.025049739,0.003651156,0.145756228,0.000740654,0.202854653,0.029567329,805.0240658,Adults,MW30420
9,Sub-Saharan Africa,Malawi,Chitipa,Chitipa Boma,0.024413147,0.0034947,0.143148294,0.000715691,0.204793311,0.029315813,8536.253869,Adults,MW10120
10,Sub-Saharan Africa,Malawi,Dedza,Dedza Boma,0.024100743,0.003324622,0.13794686,0.000695969,0.209337801,0.028877492,10986.30328,Adults,MW20820
11,Sub-Saharan Africa,Malawi,Dowa,Dowa Boma,0.024564971,0.003493953,0.142233134,0.000718597,0.205668642,0.029252895,1849.976285,Adults,MW20420
12,Sub-Saharan Africa,Malawi,Karonga,Karonga Town,0.024325503,0.003406374,0.140033051,0.000706906,0.207524418,0.029060277,24930.00401,Adults,MW10220
13,Sub-Saharan Africa,Malawi,Kasungu,Kasungu Boma,0.024441219,0.00340208,0.139194349,0.000708822,0.208349583,0.029001084,24223.94438,Adults,MW20120
14,Sub-Saharan Africa,Malawi,Kasungu,TA Kawamba and Kasungu National Park,0.024513129,0.003560546,0.14525059,0.000722917,0.203035486,0.029491024,14557.37033,Adults,MW20107
15,Sub-Saharan Africa,Malawi,Mangochi,TA Nankumba and Lake Malawi National Park,0.024550454,0.003497672,0.142468734,0.000718611,0.205454043,0.029270777,515.5280758,Adults,MW30111
16,Sub-Saharan Africa,Malawi,Chikwawa,STA Ndakwela and Lengwe National Park,0.025018206,0.003650701,0.145921791,0.000740002,0.20270123,0.029578526,698.8243634,Adults,MW31008
17,Sub-Saharan Africa,Malawi,Likoma,Likoma Boma,0,0,0,0,0,0,0,Adults,MW10620
18,Sub-Saharan Africa,Malawi,Machinga,TA Liwonde and Liwonde National Park,0.024883819,0.003589328,0.14424346,0.000732462,0.20406658,0.02943527,3730.207097,Adults,MW30213
19,Sub-Saharan Africa,Malawi,Machinga,Liwonde Town,0.023886075,0.003320892,0.139030453,0.000691478,0.208220515,0.028948992,13666.19702,Adults,MW30222
20,Sub-Saharan Africa,Malawi,Thyolo,Luchenza Town,0.024931052,0.003546985,0.142271763,0.000729993,0.205806712,0.029280484,4576.32397,Adults,MW30721
21,Sub-Saharan Africa,Malawi,Machinga,Machinga Boma,0.024560624,0.003509554,0.142893506,0.000719761,0.205086205,0.029305487,352.5334881,Adults,MW30220
22,Sub-Saharan Africa,Malawi,Chikwawa,TA Kasisi and Majete Game Reserve Chikwawa,0.024959853,0.003627343,0.145327108,0.000736991,0.203176625,0.029527071,13711.3156,Adults,MW31006
23,Sub-Saharan Africa,Malawi,Mangochi,Mangochi Town,0.023875818,0.003252717,0.136234779,0.000685818,0.210844548,0.028724361,21803.96949,Adults,MW30120
24,Sub-Saharan Africa,Malawi,Mchinji,Mchinji Boma,0.02440714,0.003383484,0.138626806,0.000706667,0.20885781,0.028953291,12105.36108,Adults,MW20720
25,Sub-Saharan Africa,Malawi,Mangochi,Monkey Bay Urban,0.024499153,0.003356035,0.13698577,0.000706266,0.210446476,0.028828172,4936.964816,Adults,MW30121
26,Sub-Saharan Africa,Malawi,Mulanje,Mulanje Boma,0.024383014,0.00342436,0.140440394,0.000709469,0.207183079,0.029096873,5274.558278,Adults,MW30820
27,Sub-Saharan Africa,Malawi,Mulanje,TA Nkanda and Mulanje Mountain Reserve,0.025321432,0.003649484,0.144126307,0.000745826,0.204364823,0.029454347,41320.66298,Adults,MW30805
28,Sub-Saharan Africa,Malawi,Nsanje,Mwabvi Game Reserve,0.024641893,0.003583636,0.145428588,0.000727281,0.202945067,0.029514014,2889.045288,Adults,MW31110
29,Sub-Saharan Africa,Malawi,Mwanza,Mwanza Boma,0.024437882,0.003343761,0.136826945,0.000704086,0.210567145,0.028811259,9569.974386,Adults,MW30620
30,Sub-Saharan Africa,Malawi,Mzimba,Mzimba Boma,0.024184402,0.003375362,0.139567729,0.000701666,0.20787888,0.029013183,11837.72236,Adults,MW10520
31,Sub-Saharan Africa,Malawi,Neno,Neno Boma,0.024561268,0.003535811,0.143958828,0.000721876,0.204161486,0.029390848,727.7885194,Adults,MW31320
32,Sub-Saharan Africa,Malawi,Nkhata Bay,Nkhatabay Boma,0.024241803,0.003553986,0.146605691,0.000717093,0.201771422,0.029580839,3783.301793,Adults,MW10320
33,Sub-Saharan Africa,Malawi,Nkhotakota,Nkhotakota Boma,0.024439108,0.003419148,0.139904789,0.000710148,0.207697223,0.029057836,11042.4054,Adults,MW20220
34,Sub-Saharan Africa,Malawi,Nkhotakota,Nkhotakota Game Reserve,0.024440227,0.003514154,0.143785635,0.000717778,0.204253471,0.029368715,178.1159495,Adults,MW20207
35,Sub-Saharan Africa,Malawi,Nsanje,Nsanje Boma,0.024551421,0.00354499,0.144390416,0.000722419,0.203785986,0.029424743,8970.863917,Adults,MW31120
36,Sub-Saharan Africa,Malawi,Ntcheu,Ntcheu Boma,0.024044119,0.003277837,0.136325952,0.000691116,0.210845223,0.028743676,8987.254363,Adults,MW20920
37,Sub-Saharan Africa,Malawi,Ntchisi,Ntchisi Boma,0.024587795,0.003448312,0.140244871,0.000715387,0.207460076,0.029095211,3608.532884,Adults,MW20320
38,Sub-Saharan Africa,Malawi,Phalombe,Phalombe Boma,0.024855841,0.003532614,0.142124109,0.000727373,0.20590233,0.029263685,2440.229902,Adults,MW30920
39,Sub-Saharan Africa,Malawi,Rumphi,Rumphi Boma,0.024362057,0.003434027,0.140958017,0.000709834,0.206706101,0.029136882,7293.753753,Adults,MW10420
40,Sub-Saharan Africa,Malawi,Salima,Salima Town,0.0243772,0.003327031,0.136481275,0.000701561,0.210867034,0.028779402,15714.86426,Adults,MW20520
41,Sub-Saharan Africa,Malawi,Dowa,TA Chakhaza,0.025025307,0.003683657,0.147197271,0.00074278,0.201641914,0.02968114,60936.4137,Adults,MW20402
42,Sub-Saharan Africa,Malawi,Machinga,TA Chamba,0.024730174,0.003560187,0.143961276,0.000727127,0.20423853,0.029402439,9398.176305,Adults,MW30204
43,Sub-Saharan Africa,Malawi,Ntcheu,TA Champiti,0.024495363,0.003558865,0.145287296,0.000722436,0.202996079,0.029492751,7805.76808,Adults,MW20905
44,Sub-Saharan Africa,Malawi,Rumphi,STA Chapinduka,0.023730662,0.003500467,0.147508191,0.000702824,0.200780084,0.029616707,953.3630574,Adults,MW10406
45,Sub-Saharan Africa,Malawi,Dedza,TA Chauma,0.025423359,0.003766091,0.148135056,0.000757155,0.201045463,0.029781881,9295.884094,Adults,MW20805
46,Sub-Saharan Africa,Malawi,Machinga,TA Chikweo,0.02410978,0.003430127,0.142271181,0.000704595,0.205413688,0.029224448,26229.28403,Adults,MW30207
47,Sub-Saharan Africa,Malawi,Dedza,TA Chilikumwendo,0.025077229,0.003683629,0.146891406,0.000743791,0.201918106,0.029660034,30296.72398,Adults,MW20802
48,Sub-Saharan Africa,Malawi,Ntchisi,TA Chilooko,0.024493262,0.003546069,0.144777306,0.00072137,0.203428047,0.029451765,29905.21429,Adults,MW20305
49,Sub-Saharan Africa,Malawi,Kasungu,TA Chilowamatambe,0.024892539,0.003616093,0.145268145,0.000734776,0.203196025,0.02951791,17238.75494,Adults,MW20109
50,Sub-Saharan Africa,Malawi,Kasungu,STA Chisikwa,0.024875817,0.003692991,0.148457061,0.000740608,0.200544124,0.029772191,3070.016187,Adults,MW20104
51,Sub-Saharan Africa,Malawi,Lilongwe,STA Chitekwele,0.024686723,0.003659573,0.148240519,0.000734238,0.200634964,0.029742231,20375.75802,Adults,MW20605
52,Sub-Saharan Africa,Malawi,Machinga,TA Chiwalo,0.024882144,0.003543834,0.142424784,0.000728786,0.205648954,0.029289508,11065.20985,Adults,MW30209
53,Sub-Saharan Africa,Malawi,Mangochi,TA Chowe,0.02454493,0.003546662,0.144496744,0.000722426,0.203691907,0.029432817,45857.07102,Adults,MW30106
54,Sub-Saharan Africa,Malawi,Mchinji,TA Dambe,0.024512137,0.003560064,0.145236774,0.000722859,0.203046716,0.02948985,30164.82474,Adults,MW20706
55,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Fukamalaza,0.024386419,0.003612151,0.148121425,0.000724575,0.200593888,0.029712253,3663.552152,Adults,MW10307
56,Sub-Saharan Africa,Malawi,Ntcheu,TA Goodson Ganya,0.024748553,0.003562164,0.143934222,0.000727645,0.204270415,0.029401503,53229.46695,Adults,MW20908
57,Sub-Saharan Africa,Malawi,Mzimba,TA Jaravikuba Munthali,0.025321824,0.003733086,0.147425654,0.000752529,0.201583671,0.029718604,8104.121473,Adults,MW10504
58,Sub-Saharan Africa,Malawi,Mulanje,TA Juma,0.025354375,0.003642149,0.143649732,0.000745882,0.20479177,0.029418283,37433.45841,Adults,MW30806
59,Sub-Saharan Africa,Malawi,Rumphi,STA Kachulu,0.024247103,0.003551269,0.146461598,0.000716979,0.201893662,0.029569668,4121.552791,Adults,MW10405
60,Sub-Saharan Africa,Malawi,Nkhotakota,TA Kafuzila,0.024238286,0.00352651,0.145493371,0.000714824,0.20270004,0.029491512,9281.962324,Adults,MW20202
61,Sub-Saharan Africa,Malawi,Salima,TA Kambalame,0.025125881,0.003741325,0.148903223,0.000749362,0.200293295,0.029824317,7812.366501,Adults,MW20506
62,Sub-Saharan Africa,Malawi,Salima,TA Kambwiri,0.024622327,0.003588815,0.145754487,0.000727314,0.202661295,0.029538793,14658.06711,Adults,MW20504
63,Sub-Saharan Africa,Malawi,Dedza,TA Kamenya Gwaza,0.024252458,0.00353169,0.145621928,0.000715515,0.202598579,0.029502796,16511.09689,Adults,MW20808
64,Sub-Saharan Africa,Malawi,Mzimba,TA Kampingo Sibande,0.024670492,0.003667918,0.148676313,0.00073459,0.200274271,0.02977604,30889.91156,Adults,MW10503
65,Sub-Saharan Africa,Malawi,Dowa,TA Kayembe,0.024884965,0.003657776,0.146987393,0.000737966,0.201752653,0.029655097,44038.51866,Adults,MW20403
66,Sub-Saharan Africa,Malawi,Mzimba,TA Khosolo Gwaza Jere,0.024287484,0.003530705,0.145371365,0.000716121,0.202826504,0.029485166,19629.00114,Adults,MW10508
