UID,Lvl1,Lvl2,Lvl3,Lvl4,Hospitalization,Critical Care,Crit of Hosp,IFR,FR of Crit,FR of Hosp,Population,Age Band,Code
232,Sub-Saharan Africa,Malawi,Dedza,TA Tambala,0.025017605,0.003631649,0.14516372,0.000738464,0.203341276,0.029517776,26526.73335,Adults,MW20804
233,Sub-Saharan Africa,Malawi,Nsanje,TA Tengani,0.024559181,0.00362606,0.147645818,0.000729063,0.201062136,0.029685983,15608.93865,Adults,MW31105
234,Sub-Saharan Africa,Malawi,Thyolo,TA Thomas,0.025458231,0.003727968,0.146434697,0.000754783,0.202465086,0.029647913,15780.98337,Adults,MW30711
235,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Timbiri,0.024551437,0.003611868,0.147114309,0.000727776,0.201495632,0.029642891,17254.00301,Adults,MW10312
236,Sub-Saharan Africa,Malawi,Karonga,TA Wasambo,0.024672065,0.003584942,0.145303681,0.000727975,0.203064676,0.029506045,25116.04818,Adults,MW10204
237,Sub-Saharan Africa,Malawi,Kasungu,TA Wimbe,0.024636455,0.003565916,0.144741442,0.000725756,0.203525791,0.029458617,35701.4422,Adults,MW20112
238,Sub-Saharan Africa,Malawi,Rumphi,STA Zolokere and Vwaza Marsh Reserve,0.024538833,0.003566097,0.145324639,0.000723864,0.202984887,0.029498705,2914.94817,Adults,MW10409
239,Sub-Saharan Africa,Malawi,Mchinji,TA Zulu,0.024423559,0.003488132,0.142818327,0.000715369,0.205086444,0.029290103,54062.56649,Adults,MW20703
240,Sub-Saharan Africa,Malawi,Thyolo,Thyolo Boma,0.024741845,0.003444182,0.139204733,0.000718065,0.208486356,0.029022288,3062.551326,Adults,MW30720
241,Sub-Saharan Africa,Malawi,Zomba,TA Mkumbira,0.025313712,0.003462169,0.136770481,0.000730674,0.2110452,0.028864754,964.2844067,Adults,MW30303
242,Sub-Saharan Africa,Malawi,Machinga,TA Liwonde,0.024847486,0.003598593,0.144827228,0.000732494,0.203550215,0.029479613,27009,Adults,MW30201
243,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Musisya,0.024241803,0.003553986,0.146605691,0.000717093,0.201771422,0.029580839,5510.992413,Adults,MW10309
244,Sub-Saharan Africa,Malawi,Mangochi,TA Nankumba,0.024550454,0.003497672,0.142468734,0.000718611,0.205454043,0.029270777,48430.26204,Adults,MW30103
1,Sub-Saharan Africa,Malawi,Lilongwe City,Lilongwe City,0.103387632,0.024885481,0.240700754,0.014811417,0.595183064,0.143261012,72947.28055,Elderly,MW210
2,Sub-Saharan Africa,Malawi,Balaka,Balaka Town,0.106202729,0.027033953,0.254550459,0.016096215,0.595407364,0.151561217,2081.437258,Elderly,MW31220
3,Sub-Saharan Africa,Malawi,Blantyre City,Blantyre City,0.105262261,0.026183061,0.248741199,0.015579903,0.595037479,0.148010336,54534.56591,Elderly,MW315
4,Sub-Saharan Africa,Malawi,Zomba City,Zomba City,0.104119594,0.025423599,0.244176893,0.015131887,0.595190609,0.145331794,7172.361442,Elderly,MW314
5,Sub-Saharan Africa,Malawi,Mzuzu City,Mzuzu City,0.105637397,0.026564156,0.25146545,0.015814536,0.595333666,0.149705848,13873.76645,Elderly,MW107
6,Sub-Saharan Africa,Malawi,Chikwawa,Chikwawa Boma,0.110841528,0.030681663,0.27680657,0.018285535,0.595976009,0.164970075,361.3743273,Elderly,MW31020
7,Sub-Saharan Africa,Malawi,Chikwawa,TA Lundu,0.109531544,0.029631794,0.270532054,0.017656576,0.595865907,0.161200828,3230.5431,Elderly,MW31002
8,Sub-Saharan Africa,Malawi,Chiradzulu,Chiradzulu Boma,0.108687368,0.029089269,0.267641675,0.017337632,0.596014713,0.159518376,158.7831559,Elderly,MW30420
9,Sub-Saharan Africa,Malawi,Chitipa,Chitipa Boma,0.107196081,0.027876584,0.260052272,0.016607529,0.595751931,0.154926643,1380.4154,Elderly,MW10120
10,Sub-Saharan Africa,Malawi,Dedza,Dedza Boma,0.106661871,0.027339613,0.256320397,0.016277754,0.595390808,0.152610808,1583.026796,Elderly,MW20820
11,Sub-Saharan Africa,Malawi,Dowa,Dowa Boma,0.103708313,0.025006496,0.241123355,0.014877856,0.594959638,0.143458664,332.4949508,Elderly,MW20420
12,Sub-Saharan Africa,Malawi,Karonga,Karonga Town,0.109785351,0.029844944,0.271848143,0.017785782,0.595939543,0.162005058,4210.413871,Elderly,MW10220
13,Sub-Saharan Africa,Malawi,Kasungu,Kasungu Boma,0.10270272,0.02434277,0.237021666,0.014486747,0.595114965,0.14105514,3064.544886,Elderly,MW20120
14,Sub-Saharan Africa,Malawi,Kasungu,TA Kawamba and Kasungu National Park,0.111482846,0.030930374,0.277445141,0.018421309,0.595573436,0.165238956,3359.279618,Elderly,MW20107
15,Sub-Saharan Africa,Malawi,Mangochi,TA Nankumba and Lake Malawi National Park,0.116229167,0.034661978,0.298220994,0.02065827,0.595992241,0.177737398,133.4313643,Elderly,MW30111
16,Sub-Saharan Africa,Malawi,Chikwawa,STA Ndakwela and Lengwe National Park,0.117351791,0.035546937,0.3029092,0.021188144,0.596061032,0.18055237,218.0366457,Elderly,MW31008
17,Sub-Saharan Africa,Malawi,Likoma,Likoma Boma,0,0,0,0,0,0,0,Elderly,MW10620
18,Sub-Saharan Africa,Malawi,Machinga,TA Liwonde and Liwonde National Park,0.11701735,0.035186465,0.300694425,0.020966404,0.595865602,0.179173465,1135.192546,Elderly,MW30213
19,Sub-Saharan Africa,Malawi,Machinga,Liwonde Town,0.107026793,0.027654815,0.258391509,0.016464831,0.595369411,0.1538384,2137.291715,Elderly,MW30222
20,Sub-Saharan Africa,Malawi,Thyolo,Luchenza Town,0.115007813,0.033636845,0.292474435,0.020045421,0.595936419,0.174296168,957.2227553,Elderly,MW30721
21,Sub-Saharan Africa,Malawi,Machinga,Machinga Boma,0.117047386,0.035252607,0.301182354,0.021008421,0.595939488,0.179486458,94.63003477,Elderly,MW30220
22,Sub-Saharan Africa,Malawi,Chikwawa,TA Kasisi and Majete Game Reserve Chikwawa,0.114982418,0.033754219,0.293559825,0.020119223,0.596050612,0.174976513,3709.579515,Elderly,MW31006
23,Sub-Saharan Africa,Malawi,Mangochi,Mangochi Town,0.108005545,0.028380013,0.262764409,0.016900016,0.595490079,0.156473599,2946.649556,Elderly,MW30120
24,Sub-Saharan Africa,Malawi,Mchinji,Mchinji Boma,0.104387269,0.025677722,0.245985192,0.015286079,0.595305107,0.146436241,1620.632805,Elderly,MW20720
25,Sub-Saharan Africa,Malawi,Mangochi,Monkey Bay Urban,0.106527227,0.027138819,0.254759462,0.016150475,0.59510604,0.151608894,725.389128,Elderly,MW30121
26,Sub-Saharan Africa,Malawi,Mulanje,Mulanje Boma,0.108286148,0.02865754,0.264646411,0.017068468,0.595601299,0.157623746,918.0323689,Elderly,MW30820
27,Sub-Saharan Africa,Malawi,Mulanje,TA Nkanda and Mulanje Mountain Reserve,0.118024905,0.035851471,0.303761915,0.021357871,0.595732078,0.180960717,13047.74607,Elderly,MW30805
28,Sub-Saharan Africa,Malawi,Nsanje,Mwabvi Game Reserve,0.117689185,0.036045896,0.306280442,0.021501059,0.596491177,0.182693582,838.6167094,Elderly,MW31110
29,Sub-Saharan Africa,Malawi,Mwanza,Mwanza Boma,0.10576455,0.026778131,0.253186258,0.015946881,0.595518821,0.150777182,1140.189527,Elderly,MW30620
30,Sub-Saharan Africa,Malawi,Mzimba,Mzimba Boma,0.107917341,0.028343201,0.262638061,0.016881158,0.595598144,0.156426742,2023.551518,Elderly,MW10520
31,Sub-Saharan Africa,Malawi,Neno,Neno Boma,0.114195859,0.033053082,0.289442035,0.019693017,0.595799722,0.172449484,189.7570758,Elderly,MW31320
32,Sub-Saharan Africa,Malawi,Nkhata Bay,Nkhatabay Boma,0.115422513,0.034058905,0.295080261,0.020300339,0.59603615,0.175878502,1181.463117,Elderly,MW10320
33,Sub-Saharan Africa,Malawi,Nkhotakota,Nkhotakota Boma,0.113258687,0.032328637,0.285440686,0.019259847,0.595751906,0.170051832,2546.986438,Elderly,MW20220
34,Sub-Saharan Africa,Malawi,Nkhotakota,Nkhotakota Game Reserve,0.114584764,0.03344951,0.291919352,0.019943928,0.59623976,0.174053925,46.71893757,Elderly,MW20207
35,Sub-Saharan Africa,Malawi,Nsanje,Nsanje Boma,0.115180816,0.033886427,0.294202002,0.020195849,0.595986376,0.175340385,2104.865293,Elderly,MW31120
36,Sub-Saharan Africa,Malawi,Ntcheu,Ntcheu Boma,0.105128149,0.026217464,0.249385764,0.01560857,0.59535011,0.148471842,1208.507899,Elderly,MW20920
37,Sub-Saharan Africa,Malawi,Ntchisi,Ntchisi Boma,0.105950575,0.026667832,0.25170068,0.015870204,0.595106644,0.149788747,567.665002,Elderly,MW20320
38,Sub-Saharan Africa,Malawi,Phalombe,Phalombe Boma,0.11774756,0.035747957,0.303598283,0.021303033,0.595923075,0.180921223,688.1136763,Elderly,MW30920
39,Sub-Saharan Africa,Malawi,Rumphi,Rumphi Boma,0.107615768,0.028042183,0.260576899,0.016696981,0.595423709,0.155153664,1249.747988,Elderly,MW10420
40,Sub-Saharan Africa,Malawi,Salima,Salima Town,0.107836978,0.028111184,0.260682226,0.016732501,0.595225781,0.155164782,2340.770307,Elderly,MW20520
41,Sub-Saharan Africa,Malawi,Dowa,TA Chakhaza,0.112884358,0.032154489,0.284844503,0.019161524,0.595920658,0.169744724,17376.50801,Elderly,MW20402
42,Sub-Saharan Africa,Malawi,Machinga,TA Chamba,0.117615771,0.035609105,0.302757909,0.02121805,0.595860233,0.180401398,2785.956059,Elderly,MW30204
43,Sub-Saharan Africa,Malawi,Ntcheu,TA Champiti,0.116765008,0.034983262,0.299603987,0.020841902,0.59576782,0.178494414,2349.995238,Elderly,MW20905
44,Sub-Saharan Africa,Malawi,Rumphi,STA Chapinduka,0.114999111,0.03385142,0.294362451,0.02018167,0.596183859,0.175494142,311.8113025,Elderly,MW10406
45,Sub-Saharan Africa,Malawi,Dedza,TA Chauma,0.117437662,0.035674839,0.303776818,0.021274278,0.59633844,0.181153794,3303.226837,Elderly,MW20805
46,Sub-Saharan Africa,Malawi,Machinga,TA Chikweo,0.117867115,0.035995802,0.305393085,0.021460894,0.59620546,0.182077025,6878.414201,Elderly,MW30207
47,Sub-Saharan Africa,Malawi,Dedza,TA Chilikumwendo,0.119210081,0.037025074,0.310586772,0.022078528,0.596312853,0.185206884,8847.28507,Elderly,MW20802
48,Sub-Saharan Africa,Malawi,Ntchisi,TA Chilooko,0.113928208,0.032925374,0.289001067,0.019621086,0.595925991,0.172223247,7940.199605,Elderly,MW20305
49,Sub-Saharan Africa,Malawi,Kasungu,TA Chilowamatambe,0.110447756,0.030253021,0.273912503,0.018019504,0.595626603,0.163149574,4429.083229,Elderly,MW20109
50,Sub-Saharan Africa,Malawi,Kasungu,STA Chisikwa,0.114552293,0.033435792,0.291882345,0.019922392,0.595840303,0.173915265,1127.904914,Elderly,MW20104
51,Sub-Saharan Africa,Malawi,Lilongwe,STA Chitekwele,0.117319928,0.035579287,0.303267205,0.021214283,0.596253757,0.18082421,6960.904893,Elderly,MW20605
52,Sub-Saharan Africa,Malawi,Machinga,TA Chiwalo,0.118305372,0.036203222,0.306015029,0.021576348,0.595978665,0.182378429,3066.590857,Elderly,MW30209
53,Sub-Saharan Africa,Malawi,Mangochi,TA Chowe,0.117797576,0.035897755,0.304741039,0.021400769,0.596158961,0.181674101,13834.11328,Elderly,MW30106
54,Sub-Saharan Africa,Malawi,Mchinji,TA Dambe,0.111849539,0.031345813,0.280249819,0.01867594,0.595803353,0.166973782,7116.148084,Elderly,MW20706
55,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Fukamalaza,0.119025822,0.036820347,0.309347557,0.021951768,0.596185799,0.184428621,1355.782935,Elderly,MW10307
56,Sub-Saharan Africa,Malawi,Ntcheu,TA Goodson Ganya,0.115392254,0.033880121,0.293608273,0.020181547,0.595675183,0.174895162,16389.0199,Elderly,MW20908
57,Sub-Saharan Africa,Malawi,Mzimba,TA Jaravikuba Munthali,0.117049372,0.035336655,0.301895297,0.021067645,0.596198041,0.179989385,2521.017006,Elderly,MW10504
58,Sub-Saharan Africa,Malawi,Mulanje,TA Juma,0.117014888,0.035141996,0.300320724,0.020939404,0.595851299,0.178946493,11281.65401,Elderly,MW30806
59,Sub-Saharan Africa,Malawi,Rumphi,STA Kachulu,0.114618535,0.033436667,0.291721294,0.019926933,0.595960499,0.173854368,1262.898599,Elderly,MW10405
60,Sub-Saharan Africa,Malawi,Nkhotakota,TA Kafuzila,0.113591323,0.032666842,0.287582199,0.019466723,0.595916887,0.171375089,2546.831901,Elderly,MW20202
61,Sub-Saharan Africa,Malawi,Salima,TA Kambalame,0.116697627,0.035083588,0.30063669,0.020911167,0.596038446,0.179191025,2456.04998,Elderly,MW20506
62,Sub-Saharan Africa,Malawi,Salima,TA Kambwiri,0.116327325,0.034729949,0.298553661,0.020700661,0.596046391,0.177951832,4057.015334,Elderly,MW20504
63,Sub-Saharan Africa,Malawi,Dedza,TA Kamenya Gwaza,0.115650159,0.034181092,0.295555948,0.020374318,0.596069819,0.17617198,4400.966521,Elderly,MW20808
64,Sub-Saharan Africa,Malawi,Mzimba,TA Kampingo Sibande,0.114685463,0.03347762,0.29190814,0.019951357,0.595961019,0.173965873,10938.47001,Elderly,MW10503
65,Sub-Saharan Africa,Malawi,Dowa,TA Kayembe,0.114861221,0.033623441,0.29273101,0.020038081,0.595955681,0.174454709,12388.75644,Elderly,MW20403
66,Sub-Saharan Africa,Malawi,Mzimba,TA Khosolo Gwaza Jere,0.110310049,0.030164181,0.273449076,0.017970132,0.595744086,0.16290567,5165.74495,Elderly,MW10508
67,Sub-Saharan Africa,Malawi,Thyolo,TA Kwethemule,0.116416754,0.034796755,0.298898168,0.020738,0.595975116,0.17813587,8005.868455,Elderly,MW30706
68,Sub-Saharan Africa,Malawi,Mulanje,TA Laston Njema,0.116468679,0.034883247,0.299507537,0.020795096,0.596134173,0.178546678,7808.29536,Elderly,MW30802
69,Sub-Saharan Africa,Malawi,Kasungu,TA Lukwa,0.110859752,0.030495439,0.275081251,0.018163992,0.595629793,0.163846588,3251.727719,Elderly,MW20106
70,Sub-Saharan Africa,Malawi,Kasungu,STA M'nyanja,0.111899545,0.031405988,0.28066234,0.018714412,0.595886735,0.167242966,5779.743776,Elderly,MW20103
71,Sub-Saharan Africa,Malawi,Nsanje,TA Makoko,0.118729385,0.036886367,0.310675968,0.022007923,0.596641124,0.185362059,1150.196676,Elderly,MW31109
72,Sub-Saharan Africa,Malawi,Ntcheu,TA Makwangwala,0.117317046,0.035376826,0.301548902,0.021078421,0.595825675,0.179670578,13305.8987,Elderly,MW20904
73,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Malanda,0.113321387,0.032438322,0.286250661,0.019330277,0.595908658,0.170579247,2556.86828,Elderly,MW10304
74,Sub-Saharan Africa,Malawi,Mchinji,TA Mavwere,0.114418441,0.033371646,0.291663179,0.01989308,0.596107243,0.173862533,12456.33135,Elderly,MW20702
75,Sub-Saharan Africa,Malawi,Thyolo,STA Mbawela,0.119194509,0.036990785,0.310339677,0.022058667,0.596328694,0.185064454,6809.206534,Elderly,MW30703
76,Sub-Saharan Africa,Malawi,Nsanje,TA Mbenje,0.119135011,0.036878407,0.309551379,0.021983087,0.596096431,0.184522472,6095.191594,Elderly,MW31106
77,Sub-Saharan Africa,Malawi,Zomba,TA Mbiza,0.115956592,0.034259946,0.295454922,0.020405837,0.595617909,0.175978243,19258.48603,Elderly,MW30305
78,Sub-Saharan Africa,Malawi,Mangochi,TA Mbwana Nyambi,0.118090781,0.036196669,0.306515624,0.021583382,0.596280874,0.182769404,10537.22448,Elderly,MW30105
79,Sub-Saharan Africa,Malawi,Mchinji,TA Mduwa,0.11253389,0.031817765,0.2827394,0.018956575,0.5957859,0.168452148,10077.02032,Elderly,MW20704
80,Sub-Saharan Africa,Malawi,Nkhata Bay,STA Kondowe,0.115422513,0.034058905,0.295080261,0.020300339,0.59603615,0.175878502,215.2351903,Elderly,MW10311
81,Sub-Saharan Africa,Malawi,Dowa,TA Mkukula,0.113428533,0.032572188,0.287160446,0.019412656,0.5959887,0.171144381,10685.90576,Elderly,MW20405
82,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Mkumbira,0.115422513,0.034058905,0.295080261,0.020300339,0.59603615,0.175878502,1695.855685,Elderly,MW10308
83,Sub-Saharan Africa,Malawi,Machinga,TA Mlomba,0.116239836,0.034618184,0.297816869,0.020626635,0.595832383,0.177448935,5663.690357,Elderly,MW30206
84,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mphonde,0.11526369,0.033880237,0.293936772,0.020191268,0.595960059,0.175174576,3181.914727,Elderly,MW20204
85,Sub-Saharan Africa,Malawi,Thyolo,TA Mphuka,0.115302461,0.033992689,0.294813213,0.020260354,0.596020923,0.175714843,8488.9059,Elderly,MW30705
86,Sub-Saharan Africa,Malawi,Dowa,TA Mponela,0.11344457,0.032560759,0.287019102,0.019403682,0.595922309,0.171041086,6790.755473,Elderly,MW20407
87,Sub-Saharan Africa,Malawi,Machinga,TA Mposa,0.117758019,0.035642237,0.302673545,0.021229495,0.59562746,0.180280675,2568.774119,Elderly,MW30205
88,Sub-Saharan Africa,Malawi,Salima,TA Msosa,0.116016612,0.034530241,0.29763187,0.020581486,0.596042333,0.177401194,626.3033961,Elderly,MW20510
89,Sub-Saharan Africa,Malawi,Lilongwe,TA Mtema,0.11540427,0.034039459,0.294958405,0.020287283,0.595993116,0.175793179,7209.769847,Elderly,MW20609
90,Sub-Saharan Africa,Malawi,Rumphi,TA Mwahenga,0.113775087,0.032742009,0.28777837,0.019509696,0.595861291,0.171475991,1542.784016,Elderly,MW10403
91,Sub-Saharan Africa,Malawi,Karonga,TA Mwakaboko,0.114163968,0.033058143,0.289567221,0.019703849,0.59603616,0.172592534,2149.543362,Elderly,MW10202
92,Sub-Saharan Africa,Malawi,Rumphi,TA Mwalweni,0.113377585,0.03258296,0.287384498,0.019424005,0.596139968,0.171321385,2003.655222,Elderly,MW10404
93,Sub-Saharan Africa,Malawi,Rumphi,TA Mwankhunikira,0.112523491,0.031740635,0.282080074,0.018909128,0.595738811,0.168046048,2841.069699,Elderly,MW10407
94,Sub-Saharan Africa,Malawi,Nkhotakota,TA Mwansambo,0.115732485,0.034175712,0.295299218,0.020359449,0.59572859,0.175918187,3156.774606,Elderly,MW20206
95,Sub-Saharan Africa,Malawi,Salima,TA Mwanza,0.116923296,0.035142525,0.300560508,0.020943502,0.59595895,0.179121725,3634.734696,Elderly,MW20508
96,Sub-Saharan Africa,Malawi,Karonga,TA Mwirang'ombe,0.113202442,0.032340087,0.285683647,0.019270108,0.595858255,0.170226959,3504.746396,Elderly,MW10205
97,Sub-Saharan Africa,Malawi,Mangochi,TA Namabvi,0.117906045,0.035872039,0.304242573,0.021376586,0.595912225,0.181301868,3361.552837,Elderly,MW30109
98,Sub-Saharan Africa,Malawi,Machinga,TA Ngokwe,0.1165441,0.034924013,0.299663498,0.020814094,0.595982314,0.178594145,2686.405595,Elderly,MW30208
99,Sub-Saharan Africa,Malawi,Lilongwe,TA Njewa,0.112217262,0.031639038,0.281944482,0.018851666,0.59583564,0.167992571,4061.863886,Elderly,MW20613
100,Sub-Saharan Africa,Malawi,Kasungu,TA Njombwa,0.110742442,0.030436714,0.27484236,0.018129334,0.595640329,0.163707194,5756.41212,Elderly,MW20108
101,Sub-Saharan Africa,Malawi,Ntchisi,TA Nthondo,0.115778113,0.034348034,0.29667122,0.020469886,0.595955097,0.176802726,2593.958147,Elderly,MW20303
102,Sub-Saharan Africa,Malawi,Nkhata Bay,STA Nyaluwanga,0.112339524,0.031936223,0.284283056,0.019044304,0.596323002,0.169524525,983.7019162,Elderly,MW10310
103,Sub-Saharan Africa,Malawi,Kasungu,TA Simlemba,0.11198672,0.031489811,0.281192368,0.018766352,0.59594996,0.16757658,3872.892174,Elderly,MW20102
104,Sub-Saharan Africa,Malawi,Machinga,TA Sitola,0.118809227,0.036585713,0.307936631,0.021806951,0.596050997,0.183545936,4792.79213,Elderly,MW30202
105,Sub-Saharan Africa,Malawi,Thyolo,STA Thukuta,0.119125215,0.036863041,0.309447844,0.021973257,0.596078256,0.184455131,2423.536477,Elderly,MW30702
106,Sub-Saharan Africa,Malawi,Lilongwe,TA Tsabango,0.111415802,0.031083424,0.278985777,0.018525248,0.595984779,0.166271277,4597.603159,Elderly,MW20611
107,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Zilakoma,0.114871572,0.033603109,0.29252763,0.020026447,0.595970084,0.174337716,1209.3887,Elderly,MW10305
108,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Boghoyo,0.115422513,0.034058905,0.295080261,0.020300339,0.59603615,0.175878502,116.115671,Elderly,MW10313
109,Sub-Saharan Africa,Malawi,Thyolo,TA Bvumbwe,0.114393337,0.033201928,0.290243548,0.019780437,0.59576171,0.172915993,12025.81568,Elderly,MW30710
110,Sub-Saharan Africa,Malawi,Lilongwe,TA Chadza,0.116459516,0.034896516,0.299645033,0.02080334,0.596143765,0.178631518,17154.12359,Elderly,MW20601
111,Sub-Saharan Africa,Malawi,Ntcheu,TA Chakhumbira,0.114706776,0.033414019,0.291299435,0.019907278,0.595776222,0.173549277,3595.992041,Elderly,MW20907
112,Sub-Saharan Africa,Malawi,Thyolo,TA Changata,0.119073699,0.036834541,0.309342373,0.0219583,0.59613341,0.184409324,6327.238842,Elderly,MW30704
113,Sub-Saharan Africa,Malawi,Chikwawa,TA Chapananga,0.116023288,0.034630543,0.298479244,0.020647578,0.59622449,0.177960635,11981.81558,Elderly,MW31003
114,Sub-Saharan Africa,Malawi,Blantyre,TA Chigaru,0.116953532,0.035027982,0.299503416,0.020866496,0.595709332,0.17841698,5532.939365,Elderly,MW30503
115,Sub-Saharan Africa,Malawi,Ntchisi,TA Chikho,0.116252344,0.034806218,0.299402294,0.020753443,0.596256765,0.178520643,3619.80762,Elderly,MW20302
116,Sub-Saharan Africa,Malawi,Zomba,TA Chikowi,0.117252277,0.035311412,0.301157581,0.021037418,0.595768254,0.179420126,8966.908488,Elderly,MW30304
117,Sub-Saharan Africa,Malawi,Rumphi,TA Chikulamayembe,0.112956742,0.032199931,0.28506427,0.01919191,0.596023317,0.169904952,8124.644829,Elderly,MW10401
118,Sub-Saharan Africa,Malawi,Mulanje,TA Chikumbu,0.118999661,0.036676377,0.308205729,0.021858343,0.595978801,0.183684081,10457.67507,Elderly,MW30803
119,Sub-Saharan Africa,Malawi,Thyolo,TA Chimaliro,0.116821046,0.035028196,0.299844908,0.020870451,0.595818613,0.178653177,16885.12038,Elderly,MW30709
120,Sub-Saharan Africa,Malawi,Nsanje,TA Chimombo,0.121076593,0.038442305,0.317504018,0.022925706,0.596366576,0.189348784,1382.921996,Elderly,MW31102
121,Sub-Saharan Africa,Malawi,Lilongwe,TA Chimutu,0.115356263,0.033958278,0.294377411,0.020236621,0.595926003,0.175427154,13951.56643,Elderly,MW20607
122,Sub-Saharan Africa,Malawi,Mangochi,TA Chimwala,0.116581393,0.034812625,0.298612186,0.02074059,0.59577783,0.17790652,13764.91191,Elderly,MW30102
123,Sub-Saharan Africa,Malawi,Mzimba,TA Chindi,0.116343378,0.03478279,0.29896665,0.020734913,0.596125644,0.178221687,21614.60303,Elderly,MW10505
124,Sub-Saharan Africa,Malawi,Lilongwe,TA Chiseka,0.116673119,0.035066098,0.300549931,0.020905147,0.596164064,0.179177068,31023.92615,Elderly,MW20603
125,Sub-Saharan Africa,Malawi,Chiradzulu,TA Chitera,0.11753048,0.035586627,0.30278637,0.021207209,0.595931959,0.180440075,2594.415174,Elderly,MW30405
126,Sub-Saharan Africa,Malawi,Lilongwe,TA Chitukula,0.114614878,0.033504951,0.292326364,0.019971992,0.59609078,0.17425305,3990.165991,Elderly,MW20608
127,Sub-Saharan Africa,Malawi,Phalombe,TA Chiwalo,0.11774756,0.035747957,0.303598283,0.021303033,0.595923075,0.180921223,4322.390868,Elderly,MW30903
128,Sub-Saharan Africa,Malawi,Dowa,TA Chiwere,0.115592303,0.034214386,0.295991909,0.020393292,0.596044365,0.17642431,12287.58176,Elderly,MW20404
129,Sub-Saharan Africa,Malawi,Kasungu,TA Chulu,0.112548118,0.031860122,0.283080007,0.018982866,0.595818998,0.168664446,8374.632932,Elderly,MW20110
130,Sub-Saharan Africa,Malawi,Neno,TA Dambe,0.114759218,0.033555526,0.292399396,0.019997369,0.595948595,0.174255009,2981.027253,Elderly,MW31301
131,Sub-Saharan Africa,Malawi,Dowa,TA Dzoole,0.114596417,0.0334585,0.291968117,0.019942074,0.596024155,0.17402005,12036.96035,Elderly,MW20401
132,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Fukamapiri,0.115320385,0.033875093,0.293747657,0.020184997,0.595865447,0.175034079,2326.858295,Elderly,MW10302
133,Sub-Saharan Africa,Malawi,Mangochi,TA Jalasi,0.119138389,0.037018369,0.310717386,0.022076164,0.596357006,0.18529849,10322.53863,Elderly,MW30104
134,Sub-Saharan Africa,Malawi,Lilongwe,TA Kabudula,0.114448241,0.033365824,0.291536367,0.019887985,0.596058566,0.173772749,16558.40962,Elderly,MW20615
135,Sub-Saharan Africa,Malawi,Nkhata Bay,TA Kabunduli,0.113147929,0.032264582,0.285153982,0.019222481,0.595776544,0.169888054,5249.660647,Elderly,MW10301
136,Sub-Saharan Africa,Malawi,Dedza,TA Kachindamoto,0.115143268,0.033738613,0.293014201,0.020102913,0.595842915,0.174590436,12122.15047,Elderly,MW20807
137,Sub-Saharan Africa,Malawi,Chiradzulu,TA Kadewere,0.118140042,0.036034851,0.305018097,0.02147273,0.595887853,0.181756579,12396.11947,Elderly,MW30403
138,Sub-Saharan Africa,Malawi,Balaka,TA Kalembo,0.117583752,0.035590628,0.302683217,0.021207338,0.595868609,0.180359428,18140.84764,Elderly,MW31204
139,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalolo,0.115599158,0.03430673,0.296773187,0.020455556,0.596254902,0.176952468,20097.81101,Elderly,MW20602
140,Sub-Saharan Africa,Malawi,Kasungu,TA Kaluluma,0.112113596,0.031530098,0.281233486,0.018786342,0.595822522,0.167565245,7691.346529,Elderly,MW20101
141,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalumba,0.113348489,0.032490145,0.286639422,0.019363542,0.595981999,0.170831936,2544.906079,Elderly,MW20612
142,Sub-Saharan Africa,Malawi,Lilongwe,TA Kalumbu,0.118010184,0.036121123,0.306084793,0.021539978,0.596326365,0.182526432,9164.714771,Elderly,MW20610
143,Sub-Saharan Africa,Malawi,Ntchisi,TA Kalumo,0.113831567,0.032830735,0.28841503,0.019562579,0.595861735,0.17185548,12772.16558,Elderly,MW20304
144,Sub-Saharan Africa,Malawi,Chitipa,TA Kameme,0.113453798,0.03268831,0.288120017,0.019485916,0.596112679,0.171751995,2721.740389,Elderly,MW10105
145,Sub-Saharan Africa,Malawi,Mwanza,TA Kanduku,0.115873864,0.034458509,0.297379474,0.020541262,0.596115807,0.177272605,5543.783803,Elderly,MW30601
146,Sub-Saharan Africa,Malawi,Nkhotakota,TA Kanyenda,0.109452399,0.029555294,0.270028747,0.017607742,0.595755924,0.160871226,8050.795567,Elderly,MW20201
147,Sub-Saharan Africa,Malawi,Kasungu,TA Kaomba,0.112860164,0.031995889,0.28350029,0.019059633,0.595690054,0.168878303,5425.277084,Elderly,MW20105
148,Sub-Saharan Africa,Malawi,Kasungu,TA Kapelula,0.111948074,0.031367283,0.280194929,0.018688124,0.595783958,0.166935644,6166.542548,Elderly,MW20113
