"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","runNum"
"1",1,18841349.6633035,0,1,0,0,0,0,0,0,0,"Malawi","All","All",1,18841350.6633035,628
"2",2,18841349.0264855,0.529882628589256,0.685174236571068,0.0121945742533859,9.85629814516958e-05,0.409466646786293,1.33497138058773e-06,0.636817984152835,0.0128562579142847,0.000100832896832815,"Malawi","All","All",1,18841350.6633035,628
"3",3,18841348.5334922,0.784452986194817,0.597090366919659,0.020491878414557,0.000337076805388987,0.727429566382618,9.41984697394487e-06,1.12981129456401,0.0228089437623977,0.000353093819569868,"Malawi","All","All",1,18841350.6633035,628
"4",4,18841348.069369,0.940228902792307,0.598051352754808,0.0274547005482623,0.000671124363075858,1.02749977055898,2.86837700980973e-05,1.59393453478754,0.0321787928547157,0.000719896742679596,"Malawi","All","All",1,18841350.6633035,628
"5",5,18841347.5879757,1.06462020659656,0.636229134148683,0.0340902019723474,0.00108353424768165,1.33924231160761,6.24436713965717e-05,2.07532783224427,0.0418972949108242,0.00118971019438563,"Malawi","All","All",1,18841350.6633035,628
"6",6,18841347.0689681,1.183773186301,0.692347759198459,0.0408180188756976,0.00156802711618618,1.6757147827259,0.000113592905521738,2.59433536712277,0.0523751639534722,0.00176117454030269,"Malawi","All","All",1,18841350.6633035,628
"7",7,18841346.5014815,1.30826676667583,0.759497403598052,0.0478372143804712,0.00212301289364811,2.04391266404289,0.000184884034235188,3.16182194562513,0.06383174179649,0.00243738001727064,"Malawi","All","All",1,18841350.6633035,628
"8",8,18841345.8779201,1.44285256375934,0.835491589339798,0.0552656622938749,0.00274923713621482,2.44874525534864,0.000279057686686125,3.78538336556456,0.0764203746274032,0.00322373220362924,"Malawi","All","All",1,18841350.6633035,628
"9",9,18841345.1915723,1.59015079751259,0.919976618484301,0.0631932408002858,0.00344889165738503,2.89456271566358,0.000398913069961369,4.4717311771881,0.0902765572244836,0.00412718253792512,"Malawi","All","All",1,18841350.6633035,628
"10",10,18841344.4356715,1.75205794460094,1.01334113828984,0.0717024109670852,0.00422528573156722,3.38575788087022,0.000547356602830526,5.22763201706248,0.105536896495744,0.00515598221674207,"Malawi","All","All",1,18841350.6633035,628
"11",11,18841343.6030014,1.93028767133963,1.11630841893841,0.0808764558071267,0.00508273515027694,3.92701934332782,0.000727442462912665,6.06030206702617,0.122347074932946,0.00631964019517575,"Malawi","All","All",1,18841350.6633035,628
"12",12,18841342.6856978,2.12658724676151,1.22978702357252,0.090803152807143,0.0060265460602931,4.52345931738755,0.000942412363855707,6.97760569895288,0.140865860916347,0.00762897466002152,"Malawi","All","All",1,18841350.6633035,628
