"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","start"
"1",1,66039.56258,0,1,0,0,0,0,0,0,0,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"2",2,66039.3848106459,0.145954699100813,0.708592318201474,0.00955496990655613,0.000112378084365217,0.313553545282045,1.44353796706086e-06,0.177769354113221,0.0102011623152916,0.000114826729671609,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"3",3,66039.2542016002,0.2068441021633,0.540836498671598,0.0154578362699649,0.000380473032832098,0.544849315872861,1.01738086611091e-05,0.308378399819217,0.0176960828688381,0.000397730666087754,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"4",4,66039.1514777218,0.225504133522264,0.43812581204347,0.0191705640682018,0.000733708964974046,0.727537544171388,3.05154668119261e-05,0.411102278237109,0.0235908404938937,0.000785471756314761,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"5",5,66039.0664185782,0.223736435035696,0.370296261576428,0.0214982759275235,0.00112935518092972,0.879436338325978,6.47558071656547e-05,0.496161421853721,0.0284719232163082,0.00123919919396987,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"6",6,66038.9934736427,0.212583960009574,0.321763438649488,0.0229012808912638,0.00154046777713409,1.01020328539606,0.000113924611004647,0.56910635733452,0.0326578422729025,0.00173371587339788,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"7",7,66038.9295112258,0.197597685977176,0.284414006642627,0.023656207566407,0.00194944536232377,1.12527318331499,0.000178245307923653,0.633068774171443,0.0363283065116337,0.00225179940260041,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"8",8,66038.8726651141,0.181527347759088,0.25397128939415,0.0239393730066197,0.00234451213029073,1.22787495556888,0.000257408085324706,0.689914885944351,0.0395904066875878,0.00278114844630043,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"9",9,66038.8217420548,0.165696764960844,0.228135145968061,0.0238703050691816,0.0027177297465475,1.32006725500709,0.000350744488025606,0.740837945239752,0.0425126163348045,0.00331269078251894,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"10",10,66038.7759154915,0.150708463977898,0.205626760756174,0.0235348279754431,0.00306381804040376,1.40327329242655,0.000457345351364104,0.786664508527831,0.0451423664968731,0.00383960404227656,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"11",11,66038.7345670581,0.136802682915438,0.185699947936412,0.0229975135461681,0.00337941734308851,1.47855723600154,0.000576144156696982,0.828012941899347,0.0475151414406244,0.00435671944202357,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"12",12,66038.6972033875,0.12404076176514,0.167889693446311,0.0223086367024246,0.00366259711303711,1.54676894530731,0.000705978167528822,0.865376612501754,0.0496592525233771,0.00486013411294999,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"13",13,66038.6634118036,0.112398326734994,0.15188271771498,0.0215082321991451,0.00391250885613598,1.60862077651275,0.000845634421971145,0.899168196439976,0.0515983807591563,0.00534694203734204,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"14",14,66038.6328361539,0.101812279784294,0.13745071244056,0.0206285884108553,0.0041291304412053,1.66472925050337,0.000993884502025407,0.929743846082305,0.0533529636325222,0.00581503734252151,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"15",15,66038.6051628632,0.0922046256482479,0.124415102448265,0.0196959088938987,0.00431306773821084,1.71563892081385,0.00114951125103671,0.957417136793513,0.0549409954131499,0.00626296125935349,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"16",16,66038.5801127705,0.0834942096199652,0.112628629384222,0.0187314471268334,0.00446540094088051,1.76183621292645,0.00131132956638209,0.982467229564736,0.0563784955548356,0.00668978371509449,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"17",17,66038.5574351847,0.0756018685015267,0.101965337281591,0.0177524560552122,0.00458755277952596,1.80375940035171,0.0014782003527043,1.00514481532227,0.057679849798273,0.00709499521481259,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"18",18,66038.5369042825,0.0684531480303848,0.0923149076432973,0.016772823060447,0.00468119363974724,1.8418046035185,0.00164904159523319,1.02567571748761,0.0588580168960378,0.00747843074355114,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"19",19,66038.5183165402,0.0619791490146987,0.0835797123532979,0.0158035799416681,0.00474816280223008,1.87633001896532,0.0018228368029497,1.04426345988016,0.0599246759655193,0.00784020532810048,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"20",20,66038.5014875478,0.0561167984738145,0.0756719361859935,0.0148534605050051,0.00479039669376581,1.90766122238291,0.00199863804433457,1.06109245228582,0.0608904092866291,0.00818064743749927,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"21",21,66038.4862507339,0.0508086009217661,0.0685127817899183,0.013929192464384,0.00480988290579679,1.93609323796418,0.00217557014457705,1.07632926619062,0.0617647755060676,0.00850026012122318,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"22",22,66038.4724554069,0.0460023181400467,0.0620311875931486,0.0130358557870313,0.00480861491486891,1.96189378514075,0.00235283161232475,1.09012459318817,0.0625564220168617,0.00879967730166508,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"23",23,66038.4599645092,0.0416503755188974,0.0561625839141047,0.0121772254252688,0.00478856077629109,1.98530705452943,0.00252969069267074,1.10261549085666,0.0632732138346091,0.00907962577255358,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"24",24,66038.4486554729,0.0377101383796424,0.0508493167822602,0.0113557879683482,0.0047516354210867,2.00655215374392,0.00270549481059472,1.11392452710585,0.0639221844952752,0.00934091351462945,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"25",25,66038.4384164383,0.0341426654501658,0.0460388003763604,0.010573204015998,0.00469968113446447,2.02582955438649,0.00287965637488733,1.12416356173837,0.0645097530562786,0.00958438609359028,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"26",26,66038.4291460433,0.0309126792724255,0.0416833745316697,0.00983038081085218,0.00463445464249982,2.04332141348906,0.00305165404650619,1.13343395679301,0.0650417361662485,0.00981091589825931,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"27",27,66038.4207526441,0.0279882517476134,0.0377399815213228,0.00912758326808018,0.00455762069710789,2.05919288910653,0.00322102957431184,1.14182735591496,0.0655233927880883,0.0100213903580792,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"28",28,66038.4131533272,0.0253404859207991,0.0341696754623124,0.00846457221429884,0.00447074303153072,2.0735938116553,0.00338738458788205,1.14942667287212,0.0659594809240492,0.0102166974583123,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"29",29,66038.40627293,0.0229432094365608,0.0309371282331407,0.00784072628541223,0.00437528025506111,2.08666034973079,0.00355037613024874,1.15630707007121,0.066354313766939,0.0103977140570339,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"30",30,66038.4000434269,0.0207727198060098,0.0280103813084192,0.00725511028625788,0.00427258603580424,2.09851606267044,0.0037097130838016,1.16253657319074,0.0667117949703289,0.0105653000052231,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"31",31,66038.3944032565,0.0188075563810554,0.0253605236238976,0.00670654802941341,0.00416390951993573,2.10927305368524,0.00386515233477546,1.16817674357431,0.0670354572333618,0.0107202920599161,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"32",32,66038.3892966574,0.017028305135139,0.0229613431413065,0.00619369076807161,0.00405039656575345,2.11903311218861,0.00401649487113997,1.17328334267002,0.0673285004291844,0.0108634984991841,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"33",33,66038.3846731633,0.0154173832632107,0.0207891293107206,0.00571506227655889,0.00393309303829631,2.12788858666971,0.0041635821516798,1.17790683671017,0.0675938205657059,0.0109956962576939,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"34",34,66038.380487063,0.0139588505570625,0.0188224196088843,0.00526910408631486,0.0038129489086694,2.13592332165427,0.00430629219854279,1.18209293701374,0.0678340407905949,0.0111176283978983,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"35",35,66038.3766969764,0.0126383005687115,0.0170417616859777,0.00485420714349846,0.0036908222888574,2.14321339556042,0.0044445364493701,1.18588302369684,0.0680515357057456,0.0112300028051796,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"36",36,66038.3732654431,0.0114426786483892,0.0154295588078822,0.00446874022656693,0.00356748435801849,2.14982783856428,0.0045782563485727,1.18931455695371,0.0682484549684836,0.011333491331992,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
"37",37,66038.3701585443,0.0103601655969156,0.0139698763395844,0.00411107304223804,0.0034436244311175,2.15582929613289,0.00470742021633124,1.19242145575908,0.0684267450232913,0.0114287295554405,"Malawi","Thyolo","TA Nchilamwela","211",66040.56258,54
