"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,17861033,0,1,0,0,0,0,0,0
"2",1,17861032.2625269,0.607742793482343,0.794515236607568,0.00832581567604822,7.6298988997938e-05,0.0610805918322792,9.67224301087195e-07,0.00887826705793613,7.79490889928795e-05
"3",2,17861031.5977518,0.965719983806682,0.799142622313599,0.0148712493585661,0.000271629782339071,0.116967943004541,7.02660678610162e-06,0.0168813403425048,0.000283617284937144
"4",3,17861030.8831229,1.25295177575702,0.901708350470989,0.0212214019877818,0.0005639111619335,0.177641818002391,2.20461139113692e-05,0.0254845917811943,0.000601522181851774
"5",4,17861030.0555917,1.54349569542728,1.06254499003311,0.0281088418653695,0.000950952570803783,0.248308711078365,4.94980165819017e-05,0.0354470480633519,0.00103539697198312
"6",5,17861029.0717556,1.87208458756639,1.27059390488586,0.0359605394710138,0.00144011898684267,0.332620048744796,9.29673637615056e-05,0.0472912249539267,0.00159872278360434
"7",6,17861027.8918609,2.25959381742265,1.52666338395951,0.0451131627384141,0.00204466357989656,0.433967453791176,0.000156422754137309,0.0614957048074386,0.0023115232788522
"8",7,17861026.4728505,2.7230999974399,1.83716265157545,0.0559017618732208,0.00278269829462824,0.556050033814441,0.000244408287632828,0.078578846467201,0.00319966270891484
"9",8,17861024.7647235,3.28006671406585,2.21190121420897,0.068700926412679,0.00367726616694862,0.70317586583219,0.000362220827331742,0.0991425981487967,0.00429522064211634
"10",9,17861022.7079809,3.95032965435747,2.66349732049478,0.0839490026189351,0.00475693971513516,0.880477712215185,0.000516100206974162,0.12390325565157,0.00563741485203993
"11",10,17861020.2312439,4.75731814957877,3.20745549348103,0.102167558272459,0.00605674675128405,1.0941168088569,0.000713448073195367,0.153720134733896,0.00727390047730955
"12",11,17861017.2486611,5.72906916981679,3.86256665518426,0.123980987849003,0.00761936877283511,1.35150607497807,0.000963085355218193,0.189626782787233,0.00926240766049276
"13",12,17861013.6568846,6.89927908006284,4.65150587056671,0.150138703864553,0.00949662322509201,1.66157106373482,0.00127555913447868,0.232867385867187,0.0116727473350683
"14",13,17861009.3314798,8.30849826947212,5.60159593116064,0.181541185757845,0.0117512623682315,2.03506000776174,0.00166350844675929,0.284939989703813,0.0145892341566752
"15",14,17861004.1225994,10.005550906592,6.74574715071811,0.219271244032153,0.0144591592194675,2.48491751679107,0.00214210451024359,0.347648579194671,0.0181136234813186
"16",15,17860997.8497745,12.0492343204477,8.12359934270418,0.264631592928674,0.0177119523599241,3.0267346495951,0.00272957978852092,0.423165792670769,0.0223686587621185
"17",16,17860990.2956982,14.5103468532407,9.78288438191703,0.319189663686648,0.0216202071318478,3.67928597725635,0.00344785786440787,0.514107755495495,0.027502307321249
"18",17,17860981.1986644,17.4741526251715,11.7810858507566,0.384832091333397,0.026317267174567,4.46518294611493,0.00432331857917097,0.623625115364601,0.0336929172255445
"19",18,17860970.2435386,21.0433198667879,14.1874255540658,0.46382973619703,0.0319638605824597,5.41165408396243,0.00538771086394355,0.755511746350772,0.0411553807493397
"20",19,17860957.0507998,25.3414954863405,17.0852656297872,0.558916621284102,0.0387536886763488,6.5514918282012,0.0066792589766025,0.914336671410831,0.0501486104035181
"21",20,17860941.1633885,30.517588403109,20.5749991404988,0.673384635303083,0.0469201418321679,7.92418908290908,0.00824399004561218,1.10560241421864,0.0609845195750261
"22",21,17860922.0309306,36.7509025440179,24.7775212532614,0.811197086177235,0.0567443596951895,9.577302424533,0.0101373259042643,1.33593492516314,0.0740387984355564
"23",22,17860898.9906289,44.2573732516874,29.8384154289686,0.97712633719034,0.0685649869283706,11.5681033786386,0.0124260094963568,1.61331365213843,0.089763956168529
"24",23,17860871.2443053,53.2970451849713,35.9329966674777,1.17691908128045,0.0827899039920328,13.9655623014049,0.015190419675984,1.94734794330744,0.108705000833919
"25",24,17860837.8307826,64.1830444603928,43.2724026189699,1.41749505022126,0.0999103559830884,16.8527352333502,0.0185273572415005,2.34960957834999,0.131518321225603
"26",25,17860797.5925625,77.2924664899512,52.1108791771606,1.70718706569089,0.120517964438937,20.3296434348148,0.022553401775587,2.83403397581536,0.158994425497636
"27",26,17860749.1357266,93.0794534104948,62.7545721983149,2.05602979232333,0.145325215552898,24.5167387883721,0.0274089527157113,3.41740301405741,0.192085323509976
