"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,25716553,0,1,0,0,0,0,0,0
"2",1,25716552.2625269,0.607742808618008,0.794515239132394,0.00924700560893839,9.26306782403811e-05,0.0609427452651662,1.17697033550918e-06,0.00986058165037862,9.46339797738953e-05
"3",2,25716551.5977517,0.965720018008198,0.799142631931332,0.0165166431759322,0.000329771748457555,0.116783803154815,8.55035150031597e-06,0.0187491358642829,0.000344325158816244
"4",3,25716550.8831228,1.25295183838867,0.90170837243724,0.023569393380946,0.000684615540821263,0.177464369646778,2.68268922945404e-05,0.0283042736143912,0.000730277145750178
"5",4,25716550.0555916,1.54349580242653,1.06254503199269,0.0312188778460798,0.00115450261494228,0.24817798636692,6.02318380412822e-05,0.039369002350618,0.00125702221962057
"6",5,25716549.0717553,1.87208476364298,1.27059397854272,0.0399393082604595,0.00174837441499645,0.332573561385672,0.000113127668545555,0.0525236504503167,0.00194092712855499
"7",6,25716547.8918605,2.25959409987996,1.52666350718291,0.0501046025025874,0.00248232093791356,0.434044889020967,0.000190343587611114,0.0682997520307149,0.0028063015765513
"8",7,25716546.4728497,2.72310044204657,1.8371628513872,0.0620868817990229,0.0033783309718896,0.556295846766545,0.000297409100002784,0.0872730187577195,0.003884546029433
"9",8,25716544.7647223,3.28006740375468,2.21190153114653,0.0763021815393435,0.004464379893392,0.703641219830753,0.000440769713371169,0.110112000342033,0.00521460665449475
"10",9,25716542.707979,3.95033071195853,2.66349781500369,0.0932373481901096,0.0057751561449997,0.881222339792895,0.000628018393101657,0.137612245979155,0.0068440957537719
"11",10,25716540.2312409,4.7573197564379,3.20745625527282,0.113471657790336,0.00735318521836087,1.0952110573009,0.000868161861543009,0.170728149199272,0.00883086901046362
"12",11,25716537.2486566,5.72907159292608,3.86256781691287,0.13769859039305,0.00925028456391536,1.35303328318108,0.00117193390131516,0.210607613010623,0.0112450136669783
"13",12,25716533.6568777,6.89928271159157,4.65150762776834,0.166750476859476,0.0115293631357029,1.66363038118217,0.00155216877128184,0.258632485286366,0.0141712836548267
"14",13,25716529.3314694,8.30850368436992,5.60159857139759,0.201627430065763,0.0142666053124428,2.03776976277399,0.00202424633507309,0.316466562137317,0.0177120411615189
"15",14,25716524.1225838,10.0055589464113,6.74575109590545,0.243532068489718,0.0175541247505221,2.48841925686084,0.00260662775539836,0.386113430012792,0.0219908222798877
"16",15,25716517.8497512,12.049246215208,8.12360521083882,0.293911246459614,0.0215031753271179,3.0311979976471,0.00332149928808449,0.469986119417542,0.0271566437422818
"17",16,25716510.2956637,14.5103643986295,9.78289307692412,0.354505826307707,0.0262479890153452,3.68491446391866,0.00419553874904347,0.570990219145908,0.0333891453863262
"18",17,25716501.1986134,17.4741784403392,11.7810986929776,0.427411194646545,0.0319504518765614,4.47222103270228,0.00526084658057989,0.692624985196841,0.0409048508996253
"19",18,25716490.2434634,21.0433577673818,14.1874444698257,0.515149479356452,0.0388056962182518,5.42039561227463,0.00655605663918375,0.839104073883171,0.049964650630982
"20",19,25716477.0506892,25.3415510293293,17.085293427272,0.62075722278793,0.0470488857221521,6.56229020269343,0.00812768233259296,1.01550206324514,0.060882877955912
"21",20,25716461.1632261,30.5176696762708,20.575039909799,0.747890565786599,0.0569633689094882,7.9374695396535,0.0100317320580756,1.22793032908328,0.0740382123523794
"22",21,25716442.0306927,36.7510213086967,24.7775809492404,0.900951369152687,0.0688904648152176,9.59357681189739,0.0123356462495677,1.48374799033673,0.0898867620905918
"23",22,25716418.9902809,44.257546607356,29.8385027148438,1.08524008422707,0.083241307205059,11.587987982618,0.0151206415572712,1.79181744352653,0.108977898438937
"24",23,25716391.2437969,53.297297986244,35.9331241381341,1.30713932225131,0.10051108669444,13.9897993475321,0.0184845276576537,2.16281135902553,0.131973292228144
"25",24,25716357.8300406,64.1834128112251,43.2725885853653,1.57433456173035,0.121296204405145,16.8822188398111,0.0225450975034883,2.60958202114159,0.159669837995856
"26",25,25716317.5914805,77.2930028267015,52.1111502473965,1.89608077772779,0.146314925929064,20.3654509381998,0.0274442121862895,3.1476069505629,0.193027260726439
"27",26,25716269.1341502,93.0802338911529,62.7549670132481,2.28352316994531,0.17643225618817,24.5601685840293,0.0333527184429836,3.7955251813687,0.233201360716867
"28",27,25716210.7794439,112.091932784724,75.5727839892704,2.75008204953746,0.212689922440479,29.6116870629142,0.0404763687159155,4.57578188027176,0.28158407301786
"29",28,25716140.5058629,134.986663453369,91.0086275100658,3.31191915237428,0.256342457466128,35.6950071358165,0.049062957764577,5.51540736946698,0.33985169772748
"30",29,25716055.8790685,162.557522304112,109.597156518399,3.98849696760886,0.308900606480219,43.0208712443782,0.0594109010447484,6.64695256044812,0.410022908019718
"31",30,25715953.9676486,195.759421315017,131.982315615485,4.80325140513864,0.37218372111317,51.8430577272395,0.0718795792588288,8.00961548698471,0.494528751411042
"32",31,25715831.2414678,235.742431823709,158.939423490963,5.78440588206117,0.448382694401576,62.4671817315518,0.0869017884693893,9.65060083807012,0.596296775881411
"33",32,25715683.4497422,283.891230935524,191.40221177228,6.96594483230887,0.540135840871804,75.26125473942,0.104998719380239,11.6267507571085,0.718852405941782
"34",33,25715505.4733261,341.873423914009,230.495045293151,8.38879611706858,0.65062045630145,90.668475946188,0.126798063394798,14.006520710186,0.866441320414849
"35",34,25715291.1480586,411.696913562509,277.57186876501,10.1022429026806,0.783662622693367,109.222533061745,0.15305570316865,16.8723426754673,1.044176176536
"36",35,25715033.0511068,495.779575002604,334.263012652919,12.1656330190879,0.94386982270077,131.566108635364,0.184681927238556,20.3234836288328,1.25821384386023
"37",36,25714722.2440433,597.032744103614,402.531758919514,14.6504330904939,1.13679063790383,158.473138243122,0.222772983644169,24.4794833244566,1.51596880943083
"38",37,25714347.964428,718.961798576203,484.741864281688,17.642696677983,1.36910622769069,190.875532098983,0.26864893726375,29.4842817087335,1.82636909299867
