"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,20321381,0,1,0,0,0,0,0,0
"2",1,20321380.2625269,0.607742799481395,0.794515237608288,0.0087278377380497,8.35426559818831e-05,0.0610203152607538,1.06062120656725e-06,0.00930696490178639,8.53494130308637e-05
"3",2,20321379.5977518,0.965719997362524,0.799142626125607,0.0155893256082248,0.000297417747893815,0.116887154008343,7.7051084860252e-06,0.0176964762630103,0.000310543319006374
"4",3,20321378.8831229,1.25295180058121,0.901708359177358,0.022246103079475,0.000617447713305467,0.177563475004667,2.41749260569766e-05,0.0267151461454769,0.000658629445097719
"5",4,20321378.0555917,1.54349573783666,1.06254500666387,0.0294661114190994,0.00104123402910138,0.248250116409321,5.42776335405711e-05,0.0371586517850424,0.00113369540588151
"6",5,20321377.0717555,1.87208465735471,1.27059393407991,0.0376969379231021,0.0015768408900115,0.332597387501522,0.000101944458702982,0.0495747392913082,0.00175050220116166
"7",6,20321375.8918608,2.25959392937518,1.52666343279936,0.0472915069906023,0.00223877969601681,0.433997830891972,0.000171527215334074,0.0644651000071049,0.00253097449985247
"8",7,20321374.4728502,2.72310017366067,1.83716273077125,0.0586010472033154,0.00304688190482076,0.55615259943659,0.000268008789969878,0.0823731224518497,0.00350343205436385
"9",8,20321372.764723,3.28006698742543,2.21190133982782,0.072018235715123,0.00402637821433315,0.703372652321098,0.000397197520587609,0.103929820778369,0.0047030000051438
"10",9,20321370.7079802,3.9503300735398,2.6634975164944,0.0880025850283562,0.0052085537644948,0.880794435976151,0.000565935770941586,0.129886078204169,0.00617261938668653
"11",10,20321368.2312427,4.75731878646063,3.20745579541875,0.107100847693186,0.00663176184437281,1.09458375092391,0.000782339904696071,0.161142703900005,0.00796446962803414
"12",11,20321365.2486593,5.72907013022101,3.86256711563775,0.129967568180417,0.00834273605798362,1.3521591038157,0.00105608261699218,0.198783151805337,0.010141761667449
"13",12,20321361.6568819,6.89928051942646,4.6515065670371,0.15738834581508,0.0103982133119151,1.66245284809909,0.00139872943615812,0.244111685686815,0.012780934167153
"14",13,20321357.3314757,8.30850041567748,5.6015969776238,0.190307141538504,0.0128669034662964,2.03622146574995,0.00182413984866883,0.298698687230982,0.0159743064764397
"15",14,20321352.1225932,10.0055540931899,6.74574871440086,0.229859051788736,0.0158318828104153,2.48641955392608,0.00234895003684944,0.364435250407052,0.0198332944458821
"16",15,20321345.8497653,12.0492390349585,8.12360166855071,0.277409695579301,0.0193934899688806,3.02865024779646,0.0029931530298042,0.443598924184347,0.0244922946144896
"17",16,20321338.2956845,14.5103538073881,9.78288782819963,0.334602191860205,0.0236727872263909,3.68170270351393,0.00378078939996635,0.538932159880228,0.0301133221287706
"18",17,20321329.1986442,17.4741628570598,11.7810909407948,0.403414277614786,0.0288157777350001,4.4682059731551,0.00474078628693016,0.653737742670466,0.0368916572182552
"19",18,20321318.2435088,21.0433348887545,14.1874330513616,0.486226469510443,0.0349984489920007,5.41540982437645,0.0059079583755109,0.791992745200518,0.0450625938289554
"20",19,20321305.050756,25.3415175008971,17.0852766473692,0.585904813606456,0.0424328922291619,6.55613231328988,0.00732422095596523,0.958486821124072,0.0549096254479058
"21",20,20321289.1633241,30.5176206158556,20.5750152994797,0.705900162279358,0.0513746558721655,7.92989723850025,0.00904004566206356,1.15898820454478,0.0667742783970659
"22",21,20321270.0308363,36.7509496165743,24.7775449138583,0.850367212334392,0.0621315710400847,9.58429842621808,0.011116206022106,1.40044280886788,0.0810679108605609
"23",22,20321246.990491,44.2574419614415,29.8384500248562,1.02430878933027,0.0750744335787767,11.5766523151363,0.013625889891055,1.69121540983711,0.0982859934239517
"24",23,20321219.2441038,53.2971453830596,35.933047190648,1.23374910559187,0.0906498486731325,13.9759834171731,0.0166572377849664,2.04137939907322,0.119025277712441
"25",24,20321185.8304885,64.1831904566201,43.2724763269795,1.48594206897303,0.1093957012489,16.8654130826387,0.0203163979589014,2.46306537824663,0.144004471085724
"26",25,20321145.5921336,77.292679067449,52.1109866161337,1.78962293194601,0.131959783130472,20.3450413418285,0.0247312074179091,2.97088174836412,0.174089134359201
"27",26,20321097.1351018,93.0797627544157,62.7547286835443,2.1553109974079,0.159122226783527,24.5354151024977,0.0300556232417869,3.58242085757974,0.210321664261644
"28",27,20321038.7808295,112.091247536935,75.5724370816909,2.59567287456582,0.191822545748496,29.5816975019697,0.0364750573279883,4.31886739960856,0.253957421547
"29",28,20320968.5078791,134.985667226977,91.0081228308185,3.1259625793232,0.231192176348494,35.6587055630497,0.0442128073823364,5.20573365612431,0.306508227827231
"30",29,20320883.8820009,162.556074502066,109.596422658006,3.76454941350283,0.278593623985405,42.9769597292421,0.053537787091443,6.27374234953901,0.369794680135658
"31",30,20320781.9719118,195.757317914668,131.981248921196,4.53355279915056,0.335667713895704,51.7899699095479,0.0647738477872245,7.55988983834686,0.446009281040058
"32",31,20320659.2476633,235.739376775966,158.937873551873,5.45961056134191,0.404390347469975,62.4030264753841,0.078310997402317,9.10872919012838,0.537792306334511
"33",32,20320511.458743,283.886794743888,191.399960323215,6.57479764020603,0.487140931718356,75.1837475493577,0.0946188983838408,10.973909232391,0.64832322805871
"34",33,20320333.4863991,341.86698343632,230.491775650027,7.91774191100026,0.586784947471503,90.574855377862,0.114263183038561,13.2200392141149,0.781431075717472
"35",34,20320119.1670415,411.687564861838,277.567121459786,9.53495649764667,0.706772968768817,109.109458623876,0.137924998625017,15.9249189201266,0.941726750527461
"36",35,20319861.0786661,495.766006849088,334.256121158087,11.4824527308875,0.85126024831095,131.429535732085,0.166424628760962,19.182236095726,1.13476284968835
"37",36,20319550.2840471,597.01305447238,402.52175626251,13.8276783264809,1.02525072114726,158.308164453358,0.200749925193864,23.1048103800987,1.36722610329171
"38",37,20319176.0224871,718.933228875816,484.727347883276,16.6518460556271,1.23476965930557,190.676207779172,0.242090418979028,27.8284877862927,1.64716813698328
"39",38,20318725.3370654,865.745922017157,583.718552735205,20.0527480524748,1.48707277630136,229.654593360325,0.291878616465204,33.5168511918877,1.98428492374844
"40",39,20318182.6275205,1042.53065992215,702.921652449371,24.1481324993921,1.79089710827129,276.593043488623,0.351839554886773,40.366872148355,2.39025208247487
"41",40,20317529.1110977,1255.40283325609,846.46142743367,29.079779555947,2.15676326908719,333.116790274944,0.42405054839078,48.6157283147079,2.87912890979396
"42",41,20316742.1748545,1511.72360138397,1019.30384683421,35.0183934559193,2.59733946082223,401.182723634789,0.511013096520146,58.5489966753961,3.46784488589045
