"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,52573966,0,1,0,0,0,0,0,0
"2",1,52573965.2625269,0.607742826198321,0.794515242065017,0.00915968719337615,8.34596011100012e-05,0.0609635349036074,1.05684425236092e-06,0.00976746930611149,8.52645619504825e-05
"3",2,52573964.5977517,0.965720057733796,0.799142643102481,0.0163606784656057,0.000297122067505456,0.116829124839597,7.67767001049716e-06,0.0185720899835685,0.000310234589699836
"4",3,52573963.8831227,1.25295191113632,0.901708397951386,0.023346830528513,0.000616833875290553,0.177539816821945,2.40888373774248e-05,0.0280369998492341,0.000657974665962256
"5",4,52573963.0555914,1.54349592670784,1.06254508072941,0.0309240821320718,0.00104019888931929,0.248290521819502,5.40843471277649e-05,0.0389972460113907,0.0011325683453016
"6",5,52573962.0717549,1.87208496815873,1.27059406409634,0.0395621671346922,0.00157527329249293,0.332731494871453,0.0001015814279469,0.0520276769962389,0.00174876195854257
"7",6,52573960.8918599,2.25959442795863,1.52666365030885,0.0496314726980607,0.00223655406618787,0.434258061202739,0.000170916397045313,0.067654807894357,0.00252845838697477
"8",7,52573959.4728488,2.72310095846433,1.83716308347173,0.0615006063731503,0.00304385296474462,0.556575928683921,0.000267054397448398,0.0864489142799056,0.00349994924250351
"9",8,52573957.7647208,3.28006820483936,2.21190189927458,0.0755816753088945,0.00402237562137035,0.704002100862189,0.000395783084686404,0.109072233258528,0.00469832476675104
"10",9,52573955.7079767,3.9503319403793,2.66349838938375,0.0923569292336569,0.00520337610170523,0.881680602918493,0.000563920458665899,0.136312802393672,0.00616648333606298
"11",10,52573953.2312374,4.75732162283101,3.20745714010632,0.112400174886359,0.00662516960772728,1.09578655275698,0.000779553983665683,0.169116003950838,0.0079565525531466
"12",11,52573950.2486512,5.72907440740748,3.86256916627961,0.136398344955793,0.0083344433457653,1.3537498181499,0.00105232191512622,0.208618902849698,0.010131680586863
"13",12,52573946.6568696,6.8992869296728,4.65150966878698,0.165175912300218,0.0103878779103427,1.66451654896007,0.00139374860396384,0.256190300439451,0.0127682302148667
"14",13,52573942.3314572,8.30850997386542,5.60160163807682,0.199723548199316,0.0128541149915732,2.03885993972416,0.00181764419451015,0.313478284900214,0.0159584291662399
"15",14,52573937.1225656,10.0055682847999,6.74575567830721,0.241232518393933,0.015816148492011,2.48975480284689,0.00234058564510977,0.38246752760434,0.019813582762745
