"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,103415,0,1,0,0,0,0,0,0
"2",1,103414.262537011,0.607734285344637,0.794513817337826,0.00896141627487426,0.00010410767631743,0.0609686895780802,1.32847888142177e-06,0.00955604249230459,0.00010635918839948
"3",2,103413.597777825,0.965700758374203,0.799137215955798,0.0160065057774752,0.000370630347345525,0.116780174675052,9.65101270606527e-06,0.0181700477952174,0.000386986927804277
"4",3,103412.883175172,1.25291656935687,0.901696002775825,0.0228413541464474,0.000769438005380898,0.177391338966207,3.02802118901033e-05,0.02742999068638,0.000820757046933632
"5",4,103412.05568693,1.54343554971189,1.06252140381285,0.0302544244648928,0.0012975403305484,0.247999183589455,6.79851600101557e-05,0.03815280420769,0.00141276189056234
"6",5,103411.071919633,1.87198561361987,1.2705525014045,0.0387052370948082,0.00196498451584403,0.332250615494288,0.000127689777799239,0.0509008350955302,0.00218139373505694
"7",6,103409.892133575,2.25943504820758,1.52659411919703,0.0485560919608709,0.00278985090856571,0.433534408185137,0.000214844693681801,0.0661891115634328,0.0031539706776894
"8",7,103408.473291654,2.72285008819728,1.83705033739529,0.0601675119467842,0.00379684782525624,0.555547126221216,0.000335690837672261,0.0845754282852815,0.00436577819172456
"9",8,103406.7654232,3.27967905424867,2.21172306643497,0.0739425250219565,0.00501740937576016,0.702593952481661,0.000497502832895073,0.106707481615353,0.00586057945153793
"10",9,103404.709073616,3.94973521334154,2.66321936686079,0.0903527058078086,0.00649051071167843,0.879803965080166,0.000708850130826956,0.133355943304321,0.00769187315427281
"11",10,103402.232929377,4.75641501676332,3.20702731565866,0.109959090063597,0.00826392944226943,1.09333348838793,0.000979897418358118,0.16544527364806,0.00992466406700212
"12",11,103399.251235123,5.72770731469359,3.8619137051899,0.133433223863759,0.0103958781454029,1.3505887565165,0.00132275800046474,0.204087245977557,0.0126376944522514
"13",12,103395.660783593,6.89723815039768,4.65051826977825,0.161580972277675,0.0129570230058603,1.66048611267821,0.00175191491933166,0.250620031204362,0.0159261764209136
"14",13,103391.337346134,8.30545524575082,5.60011210143319,0.195370443625163,0.0160329325271153,2.03376097372749,0.00228472281498191,0.306654567411805,0.0199050911997188
"15",14,103386.131376484,10.0010330449866,6.74353004626752,0.235965477717829,0.0197270519538453,2.48334000522855,0.00294201179251672,0.374130399075986,0.0247131869907056
"16",15,103379.862844844,12.0425507599896,8.1203017952619,0.28476584913141,0.0241642999585574,3.02478899496348,0.00374881292391898,0.455382862745145,0.03051780524162
"17",16,103372.315085017,14.5004892019367,9.77799867273249,0.34345515474359,0.0294953641974544,3.67684673276719,0.00473522162346562,0.553223170559256,0.0375206394543776
"18",17,103363.227324242,17.4596503909894,11.7738705007179,0.414058956675751,0.0359019310070731,4.46207380335441,0.00593744607970598,0.671035725157782,0.0459647417690129
"19",18,103352.285785347,21.0220313635267,14.1767990044036,0.499014047234972,0.0436029335218267,5.4076262895629,0.00739905745535402,0.812894162103335,0.0561428899257146
"20",19,103339.112924132,25.3103026605356,17.0696515980482,0.601252332851822,0.0528621217635905,6.5461928877936,0.00917250373664109,0.983701900231756,0.0684077230332152
"21",20,103323.254554085,30.4719549060449,20.5521025055854,0.724301239738723,0.06399714861091,7.91711785629273,0.0113209256166648,1.18936055044093,0.0831839051054021
"22",21,103304.164474748,36.6842346458151,24.7440017550088,0.872403717154393,0.0773904526157567,9.56774440133003,0.0139203314901767,1.43697137044212,0.100982694069183
"23",22,103281.18595133,44.1600899656931,29.7894158019115,1.05066311864896,0.0935024027537681,11.5550370381491,0.0170622269145649,1.73507854952737,0.12241954293722
"24",23,103253.529607975,53.155229737112,35.8614591126035,1.26521638853857,0.112887063953754,13.9475238646053,0.020856770166861,2.09396043552148,0.148235213389882
"25",24,103220.247036637,63.9764978200308,43.1680730089062,1.52344119141239,0.136211123702151,16.8276235806778,0.0254365642673944,2.52597840815671,0.17932112911872
"26",25,103180.199261285,76.9918812327965,51.9588687736041,1.83420438009536,0.164276596994019,20.2944377537219,0.0309612172567404,3.04599549400231,0.216749809555692
"27",26,103132.019223627,92.642314461163,62.5332799157445,2.20815843236182,0.198048047303315,24.4670899655957,0.0376228195455712,3.67187688747422,0.261811373881001
"28",27,103074.067303567,111.455477776697,75.250295949769,2.65809391679937,0.238685208411045,29.4887106424158,0.0456525197499839,4.42508710414583,0.316057307607028
"29",28,103004.378482016,134.062215866428,90.5398092143076,3.19936129455033,0.287581988062155,35.5312065202024,0.0553284258068429,5.33140470636151,0.381352857081627
"30",29,102920.60018725,161.215490492851,108.916048691661,3.85036946369714,0.346413040255039,42.8009252372906,0.0669850676612667,6.42177088194435,0.459939639183655
"31",30,102819.919294567,193.812259102951,130.993338199712,4.63317560721528,0.417189347451026,51.5453869664969,0.0810247450620851,7.73329756034805,0.554510455828073
"32",31,102698.9767374,232.918779943562,157.504233608424,5.5741826719446,0.502324320245104,62.0612710283469,0.0979311161394045,9.31046319205613,0.668298423620066
"33",32,102553.768679275,279.798875048615,189.320668354319,6.70495475339156,0.604712390577933,74.7038307480276,0.118285454011077,11.2065215620354,0.805183118838012
"34",33,102379.53281842,335.94578119019,227.477706840897,8.06317081172652,0.727821777000601,89.8979643932622,0.142786031209632,13.4851578033437,0.96981619551364
"35",34,102170.619306478,403.11632750586,273.200605487243,9.69372610344152,0.875804176256957,108.151155079073,0.172271265932207,16.2224224010307,1.16777030538456
"36",35,101920.346070295,483.36739192877,327.934272298883,11.6499987090513,1.05362322348867,130.06850385527,0.207747222900181,19.5089764833346,1.40571416668197
"37",36,101620.840142831,579.092119312988,393.375213785166,13.9952815448027,1.26720453354381,156.370023790784,0.250420242205538,23.4526718398856,1.69161790495725
"38",37,101262.867738061,693.053816285038,471.504401416881,16.804384576214,1.52360966738618,187.910378888432,0.301735576811934,28.1814918339198,2.03499250250467
"39",38,100835.659451401,828.412963935634,564.619445004745,20.1653840371472,1.83123572019369,225.701044634133,0.363422853870912,33.8468472211985,2.4471664345065
"40",39,100326.740351861,988.741074705518,675.363224625994,24.1814810904129,2.20004217403684,270.9347904567,0.437549416831489,40.6272085116889,2.94160292616251
"41",40,99721.7803528487,1178.01297739122,806.744068618928,28.9729014047452,2.64180498101993,325.012121549268,0.526582607699655,48.7320161957272,3.53425959208948
"42",41,99004.4873418299,1400.56517348697,962.14207611736,34.6787068547112,3.17039553187722,389.568823886253,0.633461759398216,58.4057342263424,4.24398941789789
"43",42,98156.5735690625,1661.00576610464,1145.29206402409,41.4583527966731,3.80207954423786,466.503428812184,0.761680905521016,69.9318619927779,5.09297982532648
"44",43,97157.8384325926,1964.05527210562,1360.23222233328,49.4927076612499,4.55582665226445,558.002479743584,0.915382846894608,83.6365760471659,6.10722168631963
"45",44,95986.4180026411,2314.29864953234,1611.20336491331,58.9841847568474,5.45361407400412,666.560716382588,1.09946451221668,99.891557946025,7.31699155607008
"46",45,94619.2625801554,2715.82494098988,1902.48323837563,70.1554932446136,6.52070057546553,794.992064439054,1.31969301420813,119.115376542196,8.7573223295932
"47",46,93032.9090758352,3171.73553368608,2238.13679750956,83.2463968336098,7.78583648606837,946.426082880812,1.58283080546136,141.772606698551,10.4684253718802
"48",47,91204.608106427,3683.5139206301,2621.66495501928,98.5077707851527,9.28136219940303,1124.28325608217,1.89676669906125,168.369678431536,12.4960110730056
