"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,63828,0,1,0,0,0,0,0,0
"2",1,63827.2625433202,0.607728977868236,0.794512931978749,0.0106966470495496,0.000146278800111327,0.0606974528638091,1.87198529876429e-06,0.0114064129797887,0.00014944233733226
"3",2,63826.5977940744,0.96568876542482,0.799133843418383,0.0191058807841988,0.000520762108191676,0.116391463709436,1.35994244826037e-05,0.0216883562108565,0.00054374427881149
"4",3,63825.8832077805,1.25289460762203,0.901688300226301,0.0272641248259238,0.0010811143438843,0.176968854646982,4.26683961946436e-05,0.0327412684828196,0.00115322124536926
"5",4,63825.0557463115,1.54339803137516,1.06250669077186,0.0361124926926434,0.00182313269047816,0.247601864608825,9.57990492802928e-05,0.0455402398408982,0.0019850270484778
"6",5,63824.0720219824,1.87192387567802,1.27052667433249,0.0461994494655042,0.00276093234065036,0.331930766472051,0.00017992966117421,0.0607564627499849,0.0030650021325714
"7",6,63822.8923036317,2.25933601333312,1.52655091326347,0.0579573967014697,0.00391991467892856,0.433345467909568,0.000302740618588214,0.0790046254750938,0.00443152725186079
"8",7,63821.4735668208,2.72269420740107,1.83698027957798,0.071816588160789,0.0053347923902144,0.555547557292141,0.000473025808150983,0.100950429069388,0.0061341762056404
"9",8,63819.7658596344,3.27943725948002,2.2116119466848,0.088257973859484,0.00704972616523767,0.702849758003375,0.000701035516387227,0.12736683289637,0.0082344320231047
"10",9,63817.7097551493,3.94936445790204,2.66304599863359,0.107844265845578,0.00911946909857558,0.880390807816196,0.000998844300231949,0.15917350826062,0.010807453039361
"11",10,63815.2339805908,4.7558517563793,3.20676025830489,0.131244875444846,0.0116111374693117,1.09433878886629,0.0013807741453538,0.197473582221708,0.0139445587869963
"12",11,63812.2528404355,5.72685801160971,3.86150647515176,0.159260999076501,0.0146065022082079,1.35211391077322,0.00186389220399684,0.243593601535133,0.0177563626088442
"13",12,63808.6632151015,6.89596544330874,4.64990236107706,0.192853979993118,0.0182048218460864,1.66264885808901,0.00246860388137559,0.299130109534806,0.0223766068850109
"14",13,63804.3410042868,8.30355780727138,5.59918678830973,0.233178555404159,0.0225262780604119,2.03669784718935,0.00321935951855283,0.366004882149493,0.0279667928290001
"15",14,63799.1368492288,9.9982162891881,6.74214758135722,0.281622708278964,0.0277161477494051,2.48720879052549,0.00414550462476739,0.446531418846725,0.034721789400896
"16",15,63792.8709937125,12.0383842893918,8.11824583659492,0.339855478683269,0.0339498460717179,3.02977093912591,0.0052823011741114,0.543494902703369,0.0428766022740826
"17",16,63785.3271703953,14.494344988959,9.77495290379864,0.409883866335179,0.0414389464298803,3.68314814061059,0.00667214266336656,0.660247446794889,0.0527144471898856
"18",17,63776.2451874266,17.4506129413216,11.7693731033636,0.494121858297972,0.0504385061790224,4.46992644780203,0.00836602929865348,0.800823755027969,0.0645765686387956
"19",18,63765.312112096,21.0087678833023,14.1701765788881,0.595472571443182,0.0612558134618626,5.41728576390693,0.0104253265418461,0.970078921596034,0.0788739585281098
"20",19,63752.1516290544,25.2908737810934,17.0599231318796,0.717427579136203,0.0742609751409749,6.5579333329296,0.0129238934259091,1.17385512667332,0.0961015408330368
"21",20,63736.3113368159,30.4435408806338,20.5378403331948,0.864185627678137,0.0898996154964204,7.93122113802278,0.0159506347810316,1.4191811492064,0.116855183395705
"22",21,63717.2476254463,36.6427399874679,24.7231293623845,1.04079423493294,0.108708066945358,9.58448048004725,0.0196125560850555,1.71451063175722,0.141852051149543
"23",22,63694.3075193212,44.099569229066,29.7589158173763,1.25332021632502,0.131331694089361,11.574630649091,0.0240384542820074,2.07000925866841,0.171955167417398
"24",23,63666.707093648,53.0670564545936,35.8169510556198,1.50905293577607,0.158546835774594,13.9701005447519,0.0293833434925412,2.49789774108404,0.20820283514354
"25",24,63633.5058341491,63.8481690420504,43.1031994467159,1.81674659776238,0.19128709417302,16.8531250789722,0.0358337685674865,3.01286161500297,0.251843905545618
"26",25,63593.5761725206,76.8052931343735,51.864414659718,2.18690975581702,0.230674818391344,20.3224930006857,0.0436141917092531,3.63254153952081,0.304380054711421
"27",26,63545.5676024957,92.3712384757336,62.3959017271433,2.63214800298471,0.278058668305971,24.4968121524995,0.0529946358021212,4.37811574127702,0.367616264180505
"28",27,63487.8644020284,111.061996947443,75.0506549572034,3.16757043681662,0.335058539497723,29.5183987350249,0.0642998652572393,5.27499353492868,0.443721260928566
"29",28,63418.5360638979,133.491545945916,90.2499193049909,3.81127097155662,0.403619047359142,35.5578973182363,0.0779203855138726,6.35363893897465,0.535299589938888
"30",29,63335.2798132453,160.388516182998,108.49548093387,4.58489179825768,0.486073045272415,42.8197283985132,0.0943255823799099,7.6505412704849,0.645477337037959
"31",30,63235.3541946768,192.614937768564,130.383712544769,5.51428351078437,0.585216953884116,51.5485127953395,0.114079438877365,9.20935918936172,0.778004018648957
"32",31,63115.5031846888,231.186937593952,156.621369843114,6.63027279401903,0.704399678218256,62.0366037923158,0.137859281699732,11.082261155677,0.937373179236712
"33",32,62971.8708407288,277.296595379701,188.043317267409,7.96954377032684,0.847627239981973,74.6328469956185,0.166478096175296,13.3314828251537,1.12896473449556
"34",33,62799.9065937947,332.334650046316,225.631599813291,9.57564530195699,1.01968509819188,89.7527204649138,0.200911036310741,16.0311280807363,1.35921209227929
"35",34,62594.2629018229,397.912239459967,270.535620150332,11.5001204703816,1.22628027632067,107.88992878668,0.242326790871324,19.2692252864853,1.63579728644715
"36",35,62348.6879981503,475.879539252484,324.092445115095,13.803753713669,1.47420549227584,129.629532787765,0.292124662637143,23.1500515557278,1.96787776844978
"37",36,62055.9187510315,568.338405022813,387.845404602619,16.5579153699515,1.77152625510744,155.662572960515,0.351978112580706,27.796715393169,2.36634709095367
"38",37,61707.5820124789,677.643447020234,463.559354007733,19.845953042974,2.12779169184702,186.801984043962,0.423885623244147,33.35395760932,2.84413169058336
"39",38,61294.1157473281,806.386156265907,553.228347421681,23.7645704789387,2.55426811193931,223.999506458108,0.510229833133187,39.9911141219737,3.41652438575343
"40",39,60804.7277728016,957.352179162302,659.071801589749,28.4250660570421,3.06419225409328,268.362869537864,0.61384569588992,47.9051042866654,4.10155280822755
"41",40,60227.4140408164,1133.44225515671,783.51212863128,33.9542751240668,3.67303719653237,321.17225101765,0.73809822676235,57.32326016504,4.92037670000429
"42",41,59549.067055011,1337.54266370183,929.126219709999,40.4949658653489,4.39877983622747,383.894391341567,0.886970193482418,68.5056965975535,5.8977035846095
"43",42,58755.7086630064,1572.33260023063,1098.56072031925,48.2053817926028,5.26215202305267,458.192212086903,1.06515940959406,81.7468273347757,7.06220432084701
"44",43,57832.8901600795,1840.01387959936,1294.39955898173,57.2574927434872,6.28684878089407,545.92681934632,1.27818472726343,97.3754556920305,8.44690044507927
"45",44,56766.2926708888,2141.9574376781,1518.9747169378,67.8335098972337,7.49965942770478,649.14844097439,1.53249822804578,115.752812780307,10.0894848866104
"46",45,55542.5699301552,2478.2637839683,1774.10801935256,80.1200148914821,8.93047022944211,770.071228317082,1.83560028347808,137.267622731441,12.0325190667762
"47",46,54150.4355052071,2847.25911757187,2060.78437925121,94.2991935914015,10.6120828373355,911.027331777282,2.19615140990916,162.327371921178,14.3234403638281
"48",47,52581.9740441979,3244.96857388824,2378.76261030621,110.536662587552,12.5797753182632,1074.39504531019,2.62407283264808,191.344857763259,17.0142930903852
"49",48,50834.0958497104,3664.64066540813,2726.14855117407,128.965692866456,14.8705352576545,1262.49743241562,3.13062509439956,224.719400985835,20.1610944396404
"50",49,48909.9961779806,4096.4252463106,3098.97651258237,149.667975155174,17.5218880616486,1477.46930083703,3.72845089572055,262.812389926773,23.8227351851913
"51",50,46820.4011674176,4527.33699086334,3490.86588888384,172.651934807814,20.5702729929722,1721.09569287024,4.43156635516757,305.917812367999,28.0593409471177
"52",51,44584.3504690232,4941.62337035459,3892.84027556154,197.830297516855,24.0489499787452,1994.6295295,5.25528360781984,354.229258534232,32.9300481961681
"53",52,42229.2601944882,5321.61803391668,4293.40530226877,224.999536082156,27.9854795564914,2298.60267029605,6.2160480296608,407.806092566014,38.490209119229
"54",53,39790.0623118946,5649.09166862496,4678.95826270626,253.824816749251,32.3988896406629,2632.65200775943,7.3311752669063,466.542831948662,44.7881139819819
"55",54,37307.3935265783,5906.95979389671,5034.56588663652,283.833939500384,37.2967438056902,2995.3848862919,8.61848171734186,530.146197974076,51.8614349486921
"56",55,34824.9579944806,6081.12672756236,5345.06658956325,314.4237501167,42.6723820891533,3384.30999289184,10.0958086615708,598.124603754891,59.733662697169
"57",56,32386.4056846692,6162.12564058984,5596.38882035822,344.880908613783,48.5026811650179,3795.85423667746,11.7804521199064,669.793708655375,68.4109030860684
"58",57,30032.1943077795,6146.24219876665,5776.88797214545,374.416687496867,54.7466586990423,4225.47458119324,13.6885254829057,744.299472351481,77.8794043960562
"59",58,27796.9046484156,6035.88815124459,5878.49395568218,402.213206021032,61.3452057327221,4667.86106498369,15.8342901540782,820.657745646634,88.1041585420986
"60",59,25707.392906757,5839.15305583647,5897.46965382821,427.476098026852,68.2221201838364,5117.21188761279,18.2295001601511,897.806586532222,99.0288270066471
"61",60,23781.9417170138,5568.66997348816,5834.66280609369,449.487190704001,75.28642225892,5567.54852827336,20.8828089827826,974.665174931204,110.577053835075
"62",61,22030.387982269,5240.03315699731,5695.2334295596,467.650756371699,82.4358109235307,6013.03511546434,23.7992835005648,1050.19257952539,122.655100698549
"63",62,20455.0243318744,4870.09116621666,5487.92810065578,481.527984697052,89.5609511427636,6448.2667884775,26.980063405888,1123.43985832164,135.155558570505
"64",63,19051.9756942411,4475.39078984366,5224.06674235564,490.856584233407,96.5501875528944,6868.50010957397,30.4221862841735,1193.59064348836,147.961765793211
"65",64,17812.7718753567,4070.97151543249,4916.40664701462,495.55447093376,103.294270354224,7269.80875214565,34.1185914339997,1259.98730582779,160.952540426385
"66",65,16725.8741135811,3669.5768793772,4578.06318600165,495.709398006573,109.690697003991,7649.162218219,38.0582900546723,1322.14257116449,174.00680954638
