"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,1920915,0,1,0,0,0,0,0,0
"2",1,1920914.26252739,0.607742382311435,0.794515168018916,0.00913580873202045,8.96274240654853e-05,0.0609604295456538,1.13697453567023e-06,0.00974200642217495,9.15657749499082e-05
"3",2,1920913.59775304,0.965719054698797,0.799142361041176,0.0163180261540982,0.000319079937809543,0.116809797902436,8.2597932914083e-06,0.0185236726618476,0.00033316149999872
"4",3,1920912.88312543,1.25295007432542,0.901707753742631,0.0232859616596334,0.00066241898791061,0.177493707240348,2.59152592077232e-05,0.0279639036528516,0.000706600158226555
"5",4,1920912.05559634,1.54349278872087,1.06254385017244,0.0308434513856646,0.00111707129871831,0.248207273114257,5.81850324594823e-05,0.038895567566951,0.00121626701998531
"6",5,1920911.07176348,1.87207980433017,1.2705919039477,0.0394590022204223,0.00169168832611378,0.332599842511896,0.00010928334149707,0.051892011248293,0.00187799809383313
"7",6,1920909.89187413,2.25958614428924,1.52666003651476,0.0495020320606242,0.002401838261982,0.43406515784815,0.000183875274423595,0.0674783724469094,0.00271531476441956
"8",7,1920908.47287183,2.72308791942544,1.83715722356153,0.061340181926441,0.00326879676738868,0.556306790320113,0.000287302416368721,0.0862234328378652,0.00375859919953978
"9",8,1920906.76475732,3.28004797826221,2.21189260440428,0.075384476232248,0.00431963188639525,0.703639040479346,0.000425791218127031,0.108787692222834,0.00504553449752937
"10",9,1920904.70803374,3.95030092403663,2.6634838868677,0.092115895003145,0.00558790691674813,0.881202586547089,0.000606676580819053,0.135957117506679,0.00662218873230001
"11",10,1920902.23132538,4.75727449842331,3.20743479898116,0.112106730550808,0.00711476787248713,1.09516843497111,0.000838659098367397,0.168674602149337,0.00854454097122365
"12",11,1920899.24878554,5.72900334492603,3.8625350962232,0.136042097381319,0.00895035110815433,1.3529614188259,0.00113210770336858,0.208074210881802,0.0108804048597917
"13",12,1920895.65707308,6.89918042811582,4.65145813535655,0.164744278682964,0.0111555243523243,1.66352152863163,0.00149942037798073,0.255521123645285,0.0137117846067084
"14",13,1920891.33176336,8.30835117198049,5.60152420803411,0.199201303842439,0.0138039995722396,2.03761442140984,0.00195545413176938,0.312659053999491,0.0171377208886358
"15",14,1920886.12302371,10.0053325029543,6.74563997835538,0.240601246158231,0.0169849004288088,2.48820567491613,0.00251804245840433,0.381467384614368,0.0212777404820693
"16",15,1920879.85040634,12.0489111976863,8.1234399333263,0.290373439116852,0.0208058685938683,3.03091151745177,0.00320861720232699,0.464329967215317,0.0262760227589647
