"","time","S","E","I","H","C","R","D","hosp","crits"
"1",0,215047,0,1,0,0,0,0,0,0
"2",1,215046.262531731,0.607738727654511,0.794514558374257,0.0097764738102759,0.000103100798129719,0.060862401600765,1.31196906473545e-06,0.010425182290866,0.000105330534563892
"3",2,215045.597764225,0.965710796424661,0.799140038746393,0.0174623437241591,0.000367045960250232,0.116673880639563,9.53107619720121e-06,0.0198226646112169,0.000383244351222248
"4",3,215044.883147879,1.25293495138587,0.901702449792272,0.0249188803810519,0.00076199732054417,0.177353629639503,2.99039225494978e-05,0.0299248672026277,0.00081282006280657
"5",4,215044.055637228,1.54346695297036,1.06253371868487,0.0330062762389261,0.00128499418881186,0.248087602933221,6.71403580627746e-05,0.0416230465981526,0.00139910153066915
"6",5,215043.071833964,1.87203728959297,1.27057411896641,0.0422258717801422,0.00194598767129803,0.332522919137112,0.000126103178103038,0.0555307292689689,0.00216030434860322
"7",6,215041.891991234,2.25951794377456,1.52663028349688,0.0529729584022015,0.00276288490799873,0.434054091716522,0.000212175389710551,0.0722098372234268,0.00312348426174019
"8",7,215040.473061328,2.72298056819025,1.8371089781627,0.0656409092351826,0.00376015777584699,0.556386986920697,0.000331520555834802,0.0922689751636463,0.00432358833369407
"9",8,215038.76505788,3.27988145318164,2.21181607911773,0.0806694984365675,0.00496894020590207,0.703839194831269,0.000491323201810073,0.116414865488279,0.00580396084280342
"10",9,215036.708503121,3.9500455700186,2.66336448780447,0.0985733252998846,0.006427836187312,0.881555509709327,0.000700046764103193,0.145488448694813,0.00761758967883986
"11",10,215034.232049407,4.75688653415339,3.20725086683933,0.119964651606546,0.00818416992746477,1.09571184105412,0.000967730352673022,0.180498526436389,0.00982886086097002
"12",11,215031.249891271,5.72841831438025,3.86225460494603,0.145576395262889,0.0102956039483716,1.35373870438683,0.00130633787133355,0.222658374940235,0.0125157699761729
"13",12,215027.658748022,6.89830365984762,4.65103387920178,0.176288148139841,0.0128321401993325,1.66458252221656,0.00173017409160596,0.273428442352008,0.015772630423691
"14",13,215023.334283502,8.3070438781027,5.60088676758355,0.213156704562057,0.0158785480783594,2.03901602853647,0.00225638056890073,0.334567021685758,0.0197133442630176
"15",14,215018.126794377,10.0033915533444,6.74468750593061,0.257452687958015,0.0195373143413755,2.49001230747125,0.00290553240942142,0.408191291743072,0.0244753663489224
"16",15,215011.856021613,12.0460397195865,8.12202325798906,0.310704546026087,0.0239322112430429,3.03319510949516,0.00370235535578168,0.496850793490662,0.0302244911838852
"17",16,215004.304964735,14.5056348680103,9.7805491314026,0.374750991140444,0.0292125597497098,3.68737594008382,0.00467657933699061,0.60361506086235,0.0371605667685257
"18",17,214995.21236398,17.4672200961918,11.7776369211913,0.451804717992046,0.0355584218892139,4.47520712228923,0.00586397515095199,0.732180168014743,0.0455244488288788
