"","time","S","E","I","H","C","R","D","hosp","crits","TA","ID","POP"
"1",0,34130,0,1,0,0,0,0,0,0,"Blantyre","173",34131
"2",1,34129.6401051091,0.295857319713246,0.736849086362,0.00949977014732147,0.000109859609445114,0.317577448574021,0.0000014064607701084,0.0101381324959227,0.000112247389619305,"Blantyre","173",34131
"3",2,34129.3559740546,0.436001380064764,0.622523754574177,0.0158942717795293,0.000378249944105265,0.569218275891071,0.0000100131215382352,0.0181420956776514,0.00039524944640132,"Blantyre","173",34131
"4",3,34129.1040151398,0.505441379941273,0.575977231416421,0.0206933345034874,0.000747681974821453,0.793094746137162,0.0000304862335812767,0.0252398264040359,0.000799439141233948,"Blantyre","173",34131
"5",4,34128.8643628149,0.54283585314393,0.560356465060241,0.024606217350274,0.00118660213457181,1.00658613610691,0.0000659113524453011,0.0319909267665208,0.0012985013243451,"Blantyre","173",34131
"6",5,34128.6279392034,0.5657672283735,0.558903951475903,0.02797550312279,0.00167603231176839,1.21761961050212,0.000118470774614176,0.0386511194497384,0.00187716281811237,"Blantyre","173",34131
"7",6,34128.3905716074,0.582232992633996,0.564001311017648,0.0309746839836957,0.00220339520977535,1.42982623135085,0.00018977845242169,0.0453379511535999,0.00252558636918205,"Blantyre","173",34131
"8",7,34128.1503168314,0.595872480994527,0.572185697363589,0.033698309109623,0.00275961777840521,1.64488600762336,0.000281055774002975,0.052106164343862,0.00323677250555387,"Blantyre","173",34131
"9",8,34127.9062450541,0.608342496987087,0.581884704113686,0.0362032001681981,0.00333773749621222,1.86359357522237,0.000393231871106963,0.0589819549985533,0.00400533611371016,"Blantyre","173",34131
"10",9,34127.6578861738,0.620398809183549,0.592385182905591,0.0385274282610868,0.00393220030539399,2.08634319855773,0.000527007011501293,0.0659785688965849,0.00482691199623322,"Blantyre","173",34131
