"","TA","ID","Population","Incidents","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34766,29333.6502420219,29279.000268028,54.6499739938788,200.156007413991,34.3949744594769,739.432535218366,93.8160855786678
"2","Balaka",138,189063,159520.001548087,158934.881671976,585.119876110701,1349.8511082733,362.910653288879,4988.56579959312,989.782442770312
"3","Balaka",220,260230,219566.359011851,218753.139522425,813.219489425829,1893.74062202829,504.4118106746,6994.4330376295,1376.27552898433
"4","Blantyre",114,59692,50364.6857679267,50188.5954261573,176.090341769389,427.847718202005,109.314680162645,1580.34139775398,298.215047415446
"5","Blantyre",149,106665,89997.6117022252,89748.7237981646,248.887904060644,711.723706062175,155.319860234655,2629.6176271315,423.645044816753
"6","Blantyre",163,108459,91511.2695946109,91218.3736787726,292.895915838309,764.132213180863,182.257458187088,2824.03466856167,497.071863491531
"7","Blantyre",164,51202,43201.33558029,43061.6354508345,139.700129455488,348.594122925548,86.7632647882668,1288.12238592277,236.635451642182
"8","Blantyre",169,40760,34391.0204227625,34275.6737483735,115.346674389039,288.104304949963,71.6563997463429,1064.08334617959,195.498946875181
"9","Blantyre",173,34131,28797.8806158148,28705.4613015936,92.4193142211687,241.587017531791,57.5147559476601,892.319696057818,156.902356174116
"10","Blantyre",176,24477,20652.4239473892,20574.3724630196,78.0514843696271,183.019083067216,48.4146966393816,676.325868606605,132.037276629852
"11","Blantyre",230,90288,76179.708392717,75933.9938643526,245.714528364416,631.798862981648,152.83163056837,2335.06765892565,416.812797176531
"12","Blantyre City",3,979024,826040.51967679,824625.885331806,1414.6343449837,5682.38266656274,893.622965641351,20991.566371208,2437.68680931818
"13","Chikwawa",6,10806,9117.67343902893,9095.54373832576,22.1297007031722,69.6226207551206,13.846328926639,257.097447692871,37.7662745599905
"14","Chikwawa",7,69743,58845.1002370823,58723.1802588342,121.919978248105,414.424140173108,76.3930998558008,1530.56417603452,208.399694289691
"15","Chikwawa",16,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"16","Chikwawa",22,47558,40126.7547837818,39998.4445234451,128.310260336738,330.196679765476,79.7578004784509,1219.49224484398,217.555572607893
"17","Chikwawa",113,129546,109303.233657704,108964.223303716,339.010353987787,866.316997940593,210.664316828394,3201.22720030583,574.57153416709
"18","Chikwawa",157,37372,31532.4295688884,31438.9320883512,93.4974805372122,247.50926360781,58.2251502890535,914.581722835781,158.779900925549
"19","Chikwawa",177,95673,80723.2276671081,80435.5821291824,287.645537925698,680.976325448942,178.523886483742,2515.95839260404,486.855110321077
"20","Chikwawa",185,40611,34265.3034661479,34162.9936978181,102.30976832978,273.339165763318,63.6735391616596,1009.52999029062,173.726251491779
"21","Chikwawa",214,228307,192631.668173953,191980.00607122,651.662102733269,1579.77441142681,404.592106960176,5838.59613040342,1103.44919182099
"22","Chiradzulu",8,3806,3211.50764108815,3203.79200016343,7.71564092471639,24.6637869054303,4.82558780597464,91.0978473431416,13.1568212692866
"23","Chiradzulu",125,27860,23506.7992477996,23416.4298437433,90.3694040562957,211.157568096198,56.0544875443229,779.840133697527,152.928942168238
"24","Chiradzulu",137,117760,99358.9097224188,98952.7476571102,406.162065308608,912.796413988507,251.865497270605,3371.64256022861,686.925123746294
"25","Chiradzulu",168,86460,72949.8648928303,72701.7817134766,248.083179353752,621.050612904811,154.245935314502,2293.97685578238,420.797284733893
"26","Chiradzulu",194,88254,74463.5447608135,74198.9376037255,264.607157087974,648.382881823264,164.378615499299,2395.4631199332,448.363524870149
