"","TA","ID","Population","Incidences","Recovered","Deaths","Peak_Hospital","Peak_Crit"
"1","Balaka",2,34766,23321.5062670699,23278.0572017026,43.4490653673256,111.283334239015,21.9606506297885
"2","Balaka",138,189063,126346.149830826,125882.711777756,463.438053070059,735.410174184119,227.781492474879
"3","Balaka",220,260230,173863.851269121,173219.902614269,643.948654851732,1029.8023570263,316.366641178096
"4","Blantyre",114,59692,39965.3658325474,39825.6346970819,139.731135465452,235.329064909109,69.2185767977133
"5","Blantyre",149,106665,71329.4389994101,71132.177833454,197.261165956107,389.159892883781,97.7745846979752
"6","Blantyre",163,108459,72527.27035689,72295.1356650858,232.134691804171,417.861535871477,114.718621862496
"7","Blantyre",164,51202,34296.4179688252,34185.5136681886,110.904300636618,192.37044116888,55.0237275634864
"8","Blantyre",169,40760,27323.9868443777,27232.3428365072,91.6440078704778,159.617330553697,45.6171405439578
"9","Blantyre",173,34131,22897.4843039825,22824.0007797774,73.4835242050893,134.390555675445,36.7391525274916
"10","Blantyre",176,24477,16450.6798352935,16388.5079582838,62.1718770097076,102.888813450996,31.1543171678114
"11","Blantyre",230,90288,60394.4715720383,60199.671685684,194.799886354343,345.978496997313,96.3448328751628
"12","Blantyre City",3,979024,653796.521252189,652676.863284653,1119.65796753641,3081.90689600763,559.176772419024
"13","Chikwawa",6,10806,7318.79133306088,7301.0277378132,17.763595247678,40.7650797889419,9.19630725928521
"14","Chikwawa",7,69743,46676.5055145496,46579.7974057303,96.7081088193394,227.525627545989,48.2716769551158
"15","Chikwawa",16,1,1,1,0,0,0
"16","Chikwawa",22,47558,31863.2478266791,31761.3611541087,101.886672570358,182.303903785029,50.6509105006237
"17","Chikwawa",113,129546,86606.9959620117,86338.3793259187,268.616636093018,472.989992975892,132.466982794899
"18","Chikwawa",157,37372,25061.6824774567,24987.3715488393,74.3109286173693,137.455163192651,37.1096178072158
"19","Chikwawa",177,95673,63990.0518260088,63762.0325471989,228.019278809915,372.701216876851,112.454728440441
"20","Chikwawa",185,40611,27224.4969896316,27143.2097503876,81.2872392440174,151.444658400474,40.5408806149327
"21","Chikwawa",214,228307,152549.016771637,152032.952061252,516.064710385117,860.138373430441,253.706291774688
"22","Chiradzulu",8,3806,2634.08719106536,2627.75880167363,6.32838939173299,16.1106438262965,3.46018209654239
"23","Chiradzulu",125,27860,18709.8688038534,18637.9406927964,71.9281110569512,118.109499235817,35.970775850739
"24","Chiradzulu",137,117760,78737.5151221787,78415.6497715896,321.865350589123,498.560217004636,158.446765340643
"25","Chiradzulu",168,86460,57838.5372131844,57641.8436662375,196.693546946942,340.161870141946,97.2725353157157
"26","Chiradzulu",194,88254,59036.3961707658,58826.6095909705,209.786579795326,355.105992853878,103.646586524409
"27","Chiradzulu",210,50615,33904.4780003545,33771.7970459698,132.680954384691,214.041888670256,65.7816200119809
"28","Chiradzulu",218,63598,42573.4262895675,42398.3073459666,175.118943600937,273.880519396516,86.5946955117886
"29","Chitipa",9,21215,14272.1889260066,14243.6060105885,28.5829154181187,70.9186711785106,14.529311074054
"30","Chitipa",144,28948,19436.4269245927,19373.6557317116,62.7711928810812,110.841359461009,31.3790377900245
"31","Chitipa",200,107405,71823.5361520796,71592.1914793676,231.344672712003,404.593737569981,114.061863816942
"32","Chitipa",205,42023,28167.3445713639,28064.4119979402,102.932573423742,171.977589740537,51.1111400546578
"33","Chitipa",206,29517,19816.3895240531,19748.9505557977,67.4389682553666,114.195038102162,33.6526730133998
"34","Chitipa",222,36875,24729.8045054247,24650.5651668891,79.2393385356117,138.8830545804,39.4439957240623
"35","Dedza",10,30623,20554.9587192374,20516.7106653833,38.2480538540562,99.7344118421503,19.3872212243976
"36","Dedza",45,31902,21409.0329670572,21321.6810478411,87.3519192160805,137.067803616647,43.5103819836092
"37","Dedza",47,92925,62155.2055309433,61929.9513779133,225.254153029964,367.466516163254,111.116929942319
"38","Dedza",63,46478,31142.0925996908,31040.5200423375,101.57255735327,179.73711632072,50.4848522165135
"39","Dedza",136,142408,95194.8902676047,94900.3165550959,294.573712508757,518.429996663046,145.265805401314
"40","Dedza",150,202156,135088.266658673,134615.015754609,473.250904063668,795.136773510389,232.748478215163
"41","Dedza",154,109044,72917.8758315116,72697.3285925459,220.547238965707,390.755029976152,108.899127775697
"42","Dedza",227,202433,135273.216786038,134836.237974248,436.978811789519,690.226892601389,214.435290451779
"43","Dedza",232,96260,64381.9908678801,64128.9456001729,253.045267707237,390.38985962135,124.619969825199
"44","Dowa",11,7260,4948.00563317871,4938.04207306803,9.96356011068241,27.6252343371808,5.27552315619324
"45","Dowa",41,184981,123620.625826943,123230.184759292,390.441067650772,702.182611114515,192.314419831948
"46","Dowa",65,130321,87124.4268133165,86846.6917702125,277.735043104021,488.657672119328,136.913545117893
"47","Dowa",81,113569,75939.194306673,75716.0542196779,223.140086995094,414.754199370043,110.309403367058
"48","Dowa",86,51609,34568.182140947,34471.0362232143,97.1459177327301,187.43575278097,48.3636294582907
"49","Dowa",128,125025,83588.3510840267,83299.2185112004,289.132572826301,490.708002585166,142.53655954534
"50","Dowa",131,114142,76321.7854758292,76068.3195244256,253.465951403545,443.327791575455,125.074400275507
"51","Dowa",198,100996,67544.2129664982,67322.5157909046,221.697175593618,391.903835093918,109.494726948705
"52","Karonga",12,61246,41002.9676558733,40915.9912695732,86.9763863001284,202.664475044037,43.4811431072643
"53","Karonga",91,29428,19756.9631224113,19698.997683631,57.9654387803237,107.936630317462,29.017603967801
