"","TA","ID","Population","Incidents","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,34766,26334.5075080279,26285.4450790562,49.0624289717301,149.248319540998,27.6869153961517,663.831179909428,84.2241040499783
"2","Balaka",138,189063,143198.836811194,142673.583036233,525.253774961099,1006.37330266285,291.977855010919,4478.16457539372,888.51362307823
"3","Balaka",220,260230,197100.615947053,196370.604040831,730.011906222097,1410.53213594321,405.854367701644,6278.77178656176,1235.45681478863
"4","Blantyre",114,59692,16578.8458339971,16520.8818915856,57.9639424114679,60.5768940263269,19.6708928486939,520.21052781219,98.1650606029359
"5","Blantyre",149,106665,26018.8413962413,25946.8953652694,71.9460309718558,68.0314190705924,19.9942649338402,760.238880654155,122.475562046999
"6","Blantyre",163,108459,26366.9284615734,26282.5481176969,84.3803438764834,72.2621399099872,23.2396412388142,813.683616823004,143.216784276172
"7","Blantyre",164,51202,14767.3383906512,14719.5855817983,47.7528088528808,54.8518300796921,17.0495852047648,440.313708415222,80.8880765240781
"8","Blantyre",169,40760,12459.488549981,12417.6998157973,41.7887341836794,52.9109387703248,16.0327175143899,385.505703643791,70.827102956898
"9","Blantyre",173,34131,10931.4192822396,10896.3377675057,35.0815147339081,49.9717834665455,14.2032363592303,338.71662067848,59.5587340840281
"10","Blantyre",176,24477,8574.47189766212,8542.06649446176,32.4054032003543,46.9818012266412,14.2906984142829,280.796926191331,54.8192266841437
"11","Blantyre",230,90288,22807.8197849927,22734.2591774283,73.5606075644299,67.4943003143133,21.6449639072252,699.107941746941,124.790199953012
"12","Blantyre City",3,979024,179223.606028391,178920.932248975,302.673779416406,205.44338695595,46.555739167737,4555.03481210145,527.060757788673
"13","Chikwawa",6,10806,4721.57480333867,4710.11496802369,11.4598353149778,28.6098200889514,6.03999331534532,133.137564007322,19.557213973223
"14","Chikwawa",7,69743,18668.359777383,18629.6821691294,38.6776082535977,52.7240034770717,12.5645545540309,485.565115628759,66.1136690084616
"15","Chikwawa",16,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"16","Chikwawa",22,47558,13973.4254501981,13928.7439102171,44.6815399809716,54.6121220394198,16.35002012272,424.66640429431,75.7597999857582
"17","Chikwawa",113,129546,30415.4039292344,30321.0907320679,94.3131971664746,73.0619673252198,24.3051497633758,890.7956720076,159.876823219889
"18","Chikwawa",157,37372,11685.8518781425,11651.2019624538,34.6499156887312,48.2122545721661,13.669094065401,338.942060925056,58.8434884762444
"19","Chikwawa",177,95673,23870.8355683031,23785.7825329596,85.0530353434841,69.9490048263249,24.4538237553758,744.00002677343,143.966854811005
"20","Chikwawa",185,40611,12425.7652676656,12388.6643487672,37.1009188984461,50.3213728899201,14.2764897303944,366.08994058996,62.9990377059022
"21","Chikwawa",214,228307,48739.1454726814,48574.4418481054,164.70362457599,95.9600061945337,34.6720266810654,1477.28393176051,279.127279637547
"22","Chiradzulu",8,3806,2885.42483677004,2878.49260918097,6.9322275890663,18.4766671688948,3.89767229746168,81.8481600172028,11.8209336880383
"23","Chiradzulu",125,27860,21103.9053323857,21022.7736008453,81.1317315403949,157.437921612448,45.133244110555,700.123916646916,137.296357718651
"24","Chiradzulu",137,117760,89194.0445511783,88829.4347084609,364.60984271735,680.409322640923,202.660952762474,3026.70830044277,616.649581527585
"25","Chiradzulu",168,86460,65487.4558974944,65264.7504004298,222.705497064579,462.886282271213,124.136531634052,2059.31441287973,377.751811736398
"26","Chiradzulu",194,88254,66846.2327243255,66608.6937879184,237.538936407112,483.434860011387,132.283267727294,2150.41717034508,402.497794440722
"27","Chiradzulu",210,50615,38338.5224627957,38188.489425984,150.033036811718,289.243416373495,83.4761038069577,1286.37409299776,253.953091961649
"28","Chiradzulu",218,63598,48171.8121745342,47973.6651685021,198.147006032103,371.221061149171,110.142402651054,1651.96086879505,335.223306888425
"29","Chitipa",9,21215,16070.9918109174,16038.8064325392,32.185378378227,93.6608730155725,18.1015086956444,416.379501961125,55.0524431978605
"30","Chitipa",144,28948,21927.9581368307,21857.1403830715,70.8177537592192,147.940746637044,39.414717250626,657.76026402413,119.880796118878
"31","Chitipa",200,107405,81351.1807413831,81089.1473795419,262.033361841204,551.613391290749,145.808317069067,2454.36406594402,443.678580419619
"32","Chitipa",205,42023,31830.946875889,31714.6263156726,116.32056021637,231.532897463829,64.6471266559853,1030.02725490378,196.714146779396
"33","Chitipa",206,29517,22358.9126448011,22282.8209831368,76.0916616642975,152.468509266409,42.2951279070055,677.939738508075,128.642754729964
"34","Chitipa",222,36875,27931.8652447851,27842.3658498612,89.4993949238589,186.453311065485,49.7938158331572,829.30805645412,151.495387579201
"35","Dedza",10,30623,23196.6068020152,23153.4432480214,43.1635539937856,133.252667258019,24.3790347879991,592.768920248731,74.1639681038543
"36","Dedza",45,31902,24165.3121947669,24066.7142612308,98.5979335360604,183.404105857,54.7538488893937,815.72181371758,166.581271195793
"37","Dedza",47,92925,70384.051057915,70128.9750762044,255.075981710647,500.4838728314,141.863652373476,2226.70531334835,431.658254670948
"38","Dedza",63,46478,35205.152305777,35090.3277361203,114.824569656719,242.440248537532,63.9677456697949,1078.61105586694,194.621787475218
"39","Dedza",136,142408,107862.405439916,107528.633008593,333.772431323433,708.434023650437,185.962730045054,3152.25032406505,565.882745234953
"40","Dedza",150,202156,153115.429456856,152579.024485983,536.404970872646,1088.4173425536,298.442086879944,4842.73403882273,908.248071480019
"41","Dedza",154,109044,82592.5620232706,82342.7527460124,249.809277258157,532.721454808883,139.189750954911,2370.85476039744,423.581048634162
"42","Dedza",227,202433,153325.227372445,152829.934368995,495.293003450424,944.825576968997,274.967462015957,4203.79089623328,836.800020056271
"43","Dedza",232,96260,72909.9742570903,72623.4108249934,286.56343209689,531.506907707891,159.145382066337,2365.89840760939,484.373362021862
"44","Dowa",11,7260,5501.48898496829,5490.41090215707,11.0780828112185,34.1316167331484,6.25574325639838,151.46792999367,18.9987763505229
"45","Dowa",41,184981,140107.077288146,139664.565707976,442.511580170154,960.864654086123,246.552394909919,4274.75491648456,750.222612688876
"46","Dowa",65,130321,98707.7300419651,98393.0697650325,314.660276932649,667.178413754982,175.171659552317,2968.89616237292,533.143791693002
"47","Dowa",81,113569,86019.785238061,85767.0242900963,252.760947964694,565.942347683516,141.002391408433,2518.22104148591,429.126338340018
"48","Dowa",86,51609,39091.3543081464,38981.4970553362,109.857252810223,253.381600656901,61.3797441659187,1126.9233339455,186.728885115012
"49","Dowa",128,125025,94696.5528691362,94368.9969573147,327.555911821518,669.964484981333,182.321295346483,2981.49473689593,554.830678756328
"50","Dowa",131,114142,86453.7662656314,86166.6518275036,287.114438127758,604.943539992696,159.888891054745,2691.59069609267,486.585386525342
"51","Dowa",198,100996,76497.009894822,76245.9273728423,251.082521979695,534.374428892915,139.872363370502,2377.15131473943,425.610213328885
"52","Karonga",12,61246,46390.4102322505,46292.0058845608,98.4043476896849,274.629400581227,55.2939920597429,1221.82723833687,168.238442258579
"53","Karonga",91,29428,22291.5069833823,22226.105383889,65.4015994933166,144.104799021396,36.4663991314027,640.739163318035,110.913739395574
"54","Karonga",96,34753,26324.6463016596,26251.5957990354,73.050502624166,166.451028090904,40.7630234258083,740.342453933337,124.001628562213
"55","Karonga",161,92690,70206.0612673175,69986.4679073711,219.59335994637,459.172468956613,122.202536300123,2042.84902076658,371.8299550974
"56","Karonga",167,98820,74848.9103394324,74595.1255585306,253.784780901794,517.227590154701,141.170688438215,2301.33842951895,429.622303934632
"57","Karonga",236,78123,59173.0346122985,58987.874287301,185.16032499751,395.037460992496,103.124897304049,1757.11598437084,313.7563952668
"58","Kasungu",13,59620,45158.8806951363,45088.9536572113,69.9270379249699,247.102682159353,39.6746807552062,1099.06902596345,120.70293783986
"59","Kasungu",14,68484,51872.4614267066,51736.9797431437,135.481683562944,321.593408069914,75.6746116043699,1430.43364782937,230.233093292592
"60","Kasungu",49,58040,43962.2011072484,43841.1875601493,121.013547099138,285.264837087433,67.5739192060614,1268.75413582893,205.585406989518
"61","Kasungu",50,9582,7260.17038303563,7231.54068940984,28.6296936257917,54.9741351422576,15.9318506542393,244.111220830289,48.4079425078441
"62","Kasungu",69,41315,31294.7018220431,31212.3668776472,82.3349443958549,197.770883395223,46.0139105642721,880.089883710629,140.019877610911
"63","Kasungu",70,47032,35624.7573078317,35509.5796836211,115.177624210641,244.415538752459,64.1091152580418,1087.62939823742,195.070356802654
"64","Kasungu",100,56660,42916.9898816036,42800.7406172088,116.249264394823,274.838979771562,64.926929406934,1222.56697794199,197.555664044051
"65","Kasungu",103,45259,34281.8904103594,34173.3609356843,108.529474675056,232.544055893304,60.4500969098905,1034.25364300471,183.89574100316
"66","Kasungu",129,90463,68519.3183976045,68307.3746326199,211.943764984585,457.669525289316,118.099922686702,2035.79809362655,359.326612578959
"67","Kasungu",140,69822,52885.8523978754,52710.1839605137,175.668437361693,369.962006731589,97.7818018595145,1645.82655429497,297.507302193499
"68","Kasungu",147,65114,49320.0374891344,49174.8012766961,145.236212438347,330.378426063687,81.0843913630079,1469.72128568257,246.73091144887
"69","Kasungu",148,56701,42948.0432451769,42833.714589398,114.328655778874,268.325099941383,63.8469638511367,1193.58281336518,194.268653509664
"70","Kasungu",204,32061,24285.7317935434,24218.9312802812,66.8005132621994,157.408520378739,37.3240888064225,700.060869044168,113.549106392312
"71","Kasungu",229,126014,95445.6199831453,95200.3550994256,245.26488371975,595.166467427641,137.057302360856,2648.99115176736,417.111015626384
"72","Kasungu",237,127310,96427.2082646452,96174.7783162868,252.429948358403,602.768385707409,140.971081837664,2683.3831020142,429.062482084438
"73","Likoma",17,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"74","Likoma",189,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"75","Lilongwe",51,57954,16211.8850234159,16149.7081834653,62.1768399505703,61.7975251730263,21.2658902718289,523.776951217693,105.07483355501
"76","Lilongwe",89,66477,17995.0028125046,17938.1075828515,56.8952296531113,59.9020957905374,18.6367604794871,539.812993000708,96.4578848797419
"77","Lilongwe",99,45555,13532.1107314207,13497.6364626566,34.4742687641331,49.327877542667,12.8343038356517,376.564510757859,58.6768992641648
"78","Lilongwe",106,35055,11148.0758970452,11125.4218102625,22.6540867827135,41.9662183577835,9.17448610532672,287.519023905376,38.766919972165
"79","Lilongwe",110,172340,38452.6892506233,38323.0695924618,129.619658161551,85.4230626193027,30.0916091979553,1177.13092631998,219.603677440384
"80","Lilongwe",121,137796,31980.959413912,31876.111194133,104.848219778977,79.6719919603884,26.4383813798397,998.115474627817,177.88495957812
"81","Lilongwe",124,349655,70563.1986555179,70336.7162027098,226.482452808083,119.043210186941,41.830700116101,2117.32176746553,384.682661434909
"82","Lilongwe",126,44053,13198.6806440813,13155.9635567506,42.71708733074,53.6797173435656,16.0032273584685,404.087980343542,72.3972089272307
"83","Lilongwe",134,175098,38964.6083134156,38841.6479264875,122.960386928134,84.3838470638432,28.4029731881874,1170.44182255215,208.465962454987
"84","Lilongwe",139,216131,46517.2361153308,46361.9653310824,155.270784248383,94.3117445392296,33.3053236331189,1422.1820554394,263.178300892725
"85","Lilongwe",141,32511,10548.3376585222,10523.1481719197,25.1894866024965,42.3624464329922,10.3794599996151,281.737693132404,42.9324157580998
"86","Lilongwe",142,88406,22434.4514657718,22348.4494761889,86.001989582912,71.0845146532229,25.4159528329203,729.23160129185,145.433892890383
"87","Lilongwe",160,152146,34684.2130219943,34580.425349187,103.787672807329,76.9131225336658,25.2294723911021,1005.73122374476,176.006943910013
"88","Lilongwe",182,129131,30336.4106774692,30244.1540103743,92.2566670948571,73.8748957681208,23.8233374923178,899.425735128232,156.520559786521
"89","Lilongwe",186,145652,33463.7643371673,33339.3480321817,124.416304985643,84.6616158306796,30.6690933326407,1086.52456551536,210.584970443831
"90","Lilongwe City",1,1055723,192107.012292732,191819.700181708,287.312111023597,209.73104046575,44.0255303783542,4693.66754877026,502.72216274753
"91","Machinga",18,118229,89549.2715576649,89250.0236339773,299.247923687643,599.662438176396,166.482606869259,2667.49880610553,506.562251265045
"92","Machinga",19,34828,26381.453011483,26331.4123712277,50.0406402553157,148.811760422126,28.1946723001232,661.9061448825,85.7696506488042
"93","Machinga",21,1,0.999999999999999,0.999999999999999,0,0,0,0,0
"94","Machinga",42,33978,25737.6654760915,25651.9603476652,85.7051284262879,172.798896171529,47.7185810459729,768.401992232228,145.147999715735
"95","Machinga",46,83265,63067.5809029957,62876.476020805,191.10488219066,390.07473526226,106.334114809242,1736.34586076396,323.617135914502
"96","Machinga",52,29726,22517.2146589155,22445.2667596923,71.9478992232471,146.664943875467,40.0745513209647,652.170636724377,121.890977002354
"97","Machinga",83,57149,43287.3550457304,43154.1928131025,133.162232627918,276.924338715284,74.1600682984289,1231.75237999944,225.637733224351
"98","Machinga",87,33914,25689.2003466207,25608.7029131096,80.4974335110781,167.447005915902,44.8785653996969,744.594381923572,136.508894567091
"99","Machinga",98,39617,30008.639879207,29922.6556646679,85.9842145391357,182.432703492663,47.9242943976792,811.387769234561,145.787496269733
"100","Machinga",104,60159,45567.122387782,45409.26547188,157.856915901964,307.521826057083,87.8133986111101,1367.89029218513,267.161441015879
"101","Machinga",158,177282,134275.934535823,133816.621176441,459.313359381681,890.852422290444,255.348033367446,3963.31654858867,777.044247788181
"102","Machinga",225,74401,56354.0123327587,56162.5448200695,191.467512689192,371.547308530104,106.455932022642,1653.07687646147,323.963134408343
"103","Mangochi",15,3883,2156.35637901805,2148.5809884254,7.77539059264867,17.3700904650714,4.5686146230923,67.8407851825441,13.1580814704947
"104","Mangochi",23,58764,16383.135539697,16354.7258581308,28.4096815661828,45.7703394583794,9.83217235456003,390.320402190479,48.8064853715419
"105","Mangochi",25,19823,7355.81921497897,7342.67192417564,13.1472908033346,33.3794892680788,6.19932662720228,185.398384635576,22.609020941362
"106","Mangochi",53,167100,37478.3912764139,37349.0567089437,129.33456747015,81.5946723156615,30.3185078561331,1110.04954895411,218.816952258885
"107","Mangochi",78,123245,29213.282681538,29112.4902794872,100.792402050756,72.4581002876649,26.3970302863796,864.102296528855,170.48044986067
"108","Mangochi",97,50224,14555.3339153023,14507.788591806,47.5453234962564,53.1416727995709,17.0700173937248,423.01795137655,80.4854444767341
"109","Mangochi",122,170805,38167.5275812446,38043.5291191761,123.998462068509,81.5912433206275,28.8819295571064,1120.16254747586,210.108438450111
"110","Mangochi",133,113488,27339.379263463,27234.6396974126,104.739566050432,74.0423203222821,28.2398533619746,850.981801626898,176.944063476717
"111","Mangochi",155,75930,19931.0744468385,19861.6146149034,69.4598319351052,62.7752471050052,21.6676591811498,600.798994735947,117.458111639333
"112","Mangochi",175,106239,25936.08938134,25847.7641351785,88.3252461615282,68.5708697308361,24.4365420586055,764.880671148763,149.467084999831
"113","Mangochi",197,165365,37155.2753287689,37044.1752649705,111.100063798415,77.1182915153374,26.2108420607826,1044.59216180591,188.469261271211
"114","Mchinji",24,26808,20307.1251110359,20274.0262254591,33.0988855768063,112.992858279311,18.7569261323654,502.673477437421,57.0606450107728
"115","Mchinji",54,81940,62064.0280017286,61899.5138210501,164.514180678524,384.984285123467,91.8160874069049,1713.15994399564,279.394247699732
"116","Mchinji",74,137172,103896.665803196,103573.551466564,323.114336631672,698.964025515475,180.086449613562,3109.2948427955,547.957973201232
"117","Mchinji",79,121121,91739.6482490277,91482.8004280839,256.847820943818,585.794670908813,143.328855247969,2605.98268623011,436.109597255271
"118","Mchinji",187,130951,99184.8892694507,98918.9838183343,265.905451116431,621.144306021407,148.417530364437,2763.86658551559,451.696914029796
"119","Mchinji",192,55619,42128.5361590027,42010.6885580286,117.84760097405,271.847190904971,65.7558680187651,1209.54372335638,200.108984330934
"120","Mchinji",239,142016,107565.492354925,107274.236911454,291.255443471446,687.591125323853,162.728517269413,3059.40193643969,495.174562547718
"121","Mulanje",26,22847,17307.067209509,17270.1116104727,36.9555990362519,105.544550230202,20.7956806939954,469.328618013198,63.2478359336259
"122","Mulanje",27,138470,104879.794048406,104490.520094026,389.273954380463,754.089445087866,216.576850358312,3354.59720411972,658.987329780927
"123","Mulanje",58,119514,90522.523945744,90199.0047744084,323.519171335652,644.786223944707,180.116379855997,2868.24654500358,548.038744205117
"124","Mulanje",68,100417,76058.4661263778,75834.7660388371,223.700087540745,487.892317886825,124.795228139543,2170.46082518991,379.744327351676
"125","Mulanje",118,108315,82040.4152324272,81713.9505458035,326.464686623752,614.030323676887,181.558133134582,2732.413786516,552.489449854233
"126","Mulanje",171,234365,177510.516942085,176894.841864456,615.675077628799,1245.6779430204,342.819343675131,5542.18490145703,1043.26793550946
"127","Mulanje",223,63829,48346.7711305043,48141.8053340329,204.9657964714,369.702650058293,113.812270756238,1645.10423570865,346.379294448043
"128","Mwanza",29,21691,16431.5170706847,16406.0393941122,25.4776765725447,89.4885628793338,14.4722143660047,397.790218860543,44.0107329304331
"129","Mwanza",145,46568,35273.3168911388,35165.0862110544,108.230680084369,231.310208629428,60.3199820002594,1029.1255107096,183.526039391379
"130","Mwanza",221,65092,49303.3747368196,49155.7677858969,147.606950922748,321.531966438835,82.2859776867014,1430.37205470545,250.387821106482
"131","Mzimba",30,31467,10299.1196478781,10277.3833984108,21.7362494672698,41.7211195551765,9.07445670070642,273.931072694693,37.1926838825171
"132","Mzimba",57,22405,8040.31092278916,8010.64383495878,29.6670878303832,44.8797278888187,13.3716299598874,259.936715626713,50.1946659482045
"133","Mzimba",64,86851,22125.1738410301,22042.5286375007,82.6452035294417,70.0063879815145,24.5721878952801,712.430222275367,139.703203194827
"134","Mzimba",66,55693,15731.6640337064,15688.3793246641,43.2847090423086,53.2893571528686,15.0628299719476,443.806307750601,73.4538288291964
