"","TA","ID","Population","Incidences","Recovered","Deaths","Peak_Hospital","Peak_Crit"
"1","Balaka",2,34766,16380.2420091767,16349.7248457793,30.5171633974275,98.5673349950566,17.279758696351
"2","Balaka",138,189063,55723.038937564,55518.6476251903,204.39131237368,226.394098974178,75.2687849658549
"3","Balaka",220,260230,70832.1313465149,70569.7918368718,262.339509643109,253.698957380602,86.7477393383772
"4","Blantyre",114,59692,24195.9790626926,24111.3825231941,84.5965394985085,154.558293667356,42.6772988900292
"5","Blantyre",149,106665,36688.1616296807,36586.7007479122,101.460881768535,177.013823964845,44.6515280309192
"6","Blantyre",163,108459,37132.0021284446,37013.1554722404,118.846656204209,187.958981478119,51.9116250575152
"7","Blantyre",164,51202,21674.1538383108,21604.0661426626,70.0876956481849,138.176304988336,36.5112453358525
"8","Blantyre",169,40760,18387.4341156235,18325.7630939817,61.6710216417997,130.062301506555,33.5609382012678
"9","Blantyre",173,34131,16161.3079780846,16109.4424600409,51.8655180437196,120.103910057035,29.1263594152751
"10","Blantyre",176,24477,12644.9557552528,12597.1668095493,47.788945703469,107.274243927658,28.057260657896
"11","Blantyre",230,90288,32543.8723022727,32438.9033889254,104.968913347259,175.633389097623,48.1182788547825
"12","Blantyre City",3,979024,206715.897742381,206362.355915713,353.541826668049,331.808276738117,73.8680782552215
"13","Chikwawa",6,10806,6713.84245471535,6697.54714371112,16.2953110042258,55.7334853895396,10.4288863173677
"14","Chikwawa",7,69743,27048.1002350232,26992.0598230987,56.0404119244821,135.891085605334,27.567251496672
"15","Chikwawa",16,1,1,1,0,0,0
"16","Chikwawa",22,47558,20553.2785812944,20487.5569321092,65.7216491852232,136.548594029724,34.7751909791025
"17","Chikwawa",113,129546,42225.9324126208,42094.9663189663,130.966093654456,188.89717151475,54.322448277902
"18","Chikwawa",157,37372,17265.5535684394,17214.3591068973,51.194461542086,117.261552699258,28.3380311461697
"19","Chikwawa",177,95673,33926.2871508904,33805.3957574817,120.89139340873,182.097557475085,54.4642481148292
"20","Chikwawa",185,40611,18338.7195500075,18283.9635738669,54.7559761405914,123.640712114183,29.8721781798607
"21","Chikwawa",214,228307,64156.3482704505,63939.3133934326,217.034877017921,232.1227191617,75.1285293347112
"22","Chiradzulu",8,3806,2770.4825606626,2763.8264816367,6.6560790259046,23.98804368365,4.40493310034301
"23","Chiradzulu",125,27860,13921.6875776597,13868.1671219005,53.5204557591592,116.387116931818,30.8898319320787
"24","Chiradzulu",137,117760,39405.3844928102,39244.3021606973,161.082332112927,212.325151600302,68.5254870810244
"25","Chiradzulu",168,86460,31548.0132521995,31440.7268216986,107.286430500855,177.512905580002,49.719192728472
"26","Chiradzulu",194,88254,32016.1442170427,31902.3744528763,113.769764166396,182.898256416793,52.3996364773753
"27","Chiradzulu",210,50615,21495.3184394794,21411.1991852887,84.1192541906677,154.744439860251,43.8928187230143
"28","Chiradzulu",218,63598,25319.7982151654,25215.6492962721,104.148918893275,173.155254669721,51.7781351438685
"29","Chitipa",9,21215,11357.4179669066,11334.6724635228,22.7455033838058,78.5420649487777,13.7447261548479
"30","Chitipa",144,28948,14321.2526944136,14275.0012855155,46.2514088980686,107.285810484398,26.5554373023309
"31","Chitipa",200,107405,36871.4659213634,36752.7024141045,118.763507258874,183.180314848989,51.8946845109804
"32","Chitipa",205,42023,18797.9493592641,18729.2555806,68.6937786641228,137.904392368665,37.1002857869954
