"","TA","ID","Population","Incidents","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Boucle du Mouhoun",249,313839,237704.000009218,237052.83022312,651.169786098236,1514.43970667692,363.302014693078,6737.67139056056,1105.56560604649
"2","Boucle du Mouhoun",257,436187,330370.135656867,329495.413305324,874.722351542529,2090.64584328946,488.292281144828,9302.28212890896,1485.90822186953
"3","Boucle du Mouhoun",285,399032,302228.983760883,301422.263868537,806.719892346228,1914.81049430975,450.115979878757,8523.13932432517,1370.21501868193
"4","Boucle du Mouhoun",300,393167,297786.874765296,296990.8444696,796.030295696071,1886.88613060488,444.191575096735,8400.37239151455,1352.02694103816
"5","Boucle du Mouhoun",305,233189,176619.852142478,176115.940508437,503.911634041338,1134.61447955755,280.952674450052,5048.26165195143,855.021551860177
"6","Boucle du Mouhoun",306,310919,235492.354623038,234846.412859155,645.941763882778,1500.80949178212,360.360871295362,6677.42316051334,1096.66705350909
"7","Cascades",242,437097,331059.455489358,330259.577516799,799.877972559204,2043.57032044008,447.094194931755,9093.00083699475,1360.54900679512
"8","Cascades",280,256489,194267.201596917,193839.901294955,427.30030196221,1087.6747248838,238.941145768501,4841.85240250707,727.24972667399
"9","Cascades",299,187100,141712.105576799,141345.504637855,366.600938943841,861.910391512881,204.62002923931,3834.86675504553,622.646537708659
"10","Centre",244,349273,264541.73574785,263894.892942578,646.842805271521,1683.23145427204,362.936866601573,7491.27991236722,1104.72904032682
"11","Centre",248,929403,703931.183077135,702686.779060552,1244.40401658283,3932.44797724029,700.883592862778,17505.2093207996,2133.67360579244
"12","Centre",250,1031732,781435.201779369,780027.23418099,1407.96759837943,4371.26515262127,792.381699327169,19453.2190536158,2411.46104915773
"13","Centre",284,394045,298451.846556328,297877.752155476,574.094400852073,1698.47086796586,322.684938384436,7561.91144590879,982.207399243734
"14","Centre",298,375922,284725.633672979,284185.424479296,540.209193682567,1591.08220397985,303.693122986354,7079.00786752781,924.13623186435
"15","Centre-Est",246,143098,108385.003940335,108076.427907525,308.576032809769,670.245983236977,172.101735116516,2982.52444900184,523.718143294425
"16","Centre-Est",265,237955,180229.530704261,179634.025982297,595.504721963613,1247.76824578443,331.660973115602,5551.02160631695,1009.24080820572
"17","Centre-Est",276,265681,201229.225889924,200584.917641016,644.308248907563,1387.39132527732,358.889704629571,6173.74847100776,1092.30496271569
"18","Centre-Est",288,397627,301164.908076735,300300.716950969,864.191125765807,1985.64238431313,482.027402593865,8838.99249079506,1467.36528888435
"19","Centre-Est",291,229212,173607.678885547,173116.542356388,491.136529159135,1113.13168419502,274.026714962635,4953.68939316539,834.058156954025
"20","Centre-Est",302,261732,198238.223861431,197655.210414058,583.013447373429,1314.14072590011,325.152107127023,5849.08877477169,989.764605951676
"21","Centre-Est",309,169505,128385.645494032,127953.293441313,432.35205271947,897.2045933339,240.602313505017,3993.99783327945,732.352107677243
"22","Centre-Nord",243,215836,163476.677056775,163056.059810169,420.617246606202,968.019754590368,234.586727264349,4307.11020278832,713.845779299888
"23","Centre-Nord",251,235664,178494.376408614,177952.782547496,541.593861117522,1182.86895666959,301.712240015888,5262.5357785513,918.143218631341
"24","Centre-Nord",253,239894,181698.131858146,181131.160095838,566.971762307984,1234.43135597043,315.878340411943,5491.60345677747,961.193403520526
"25","Centre-Nord",272,431146,326552.01924433,325653.546271762,898.472972567573,2104.68088273972,501.284747274119,9363.90691182935,1525.4029561331
"26","Centre-Nord",274,410123,310629.317581605,309787.186369726,842.131211878749,1978.45358554762,469.796998830048,8803.12645341848,1429.77619195965
"27","Centre-Nord",307,254419,192699.362654098,192170.85706731,528.505586788226,1210.75459136211,294.735485064008,5388.93229340616,897.006619944744
"28","Centre-Ouest",275,415873,314984.366031877,314055.914036577,928.451995299856,2116.83049088347,517.916816353113,9417.86686583867,1576.10074872305
"29","Centre-Ouest",278,316900,240022.399959214,239278.19704822,744.202910993566,1636.74336726188,414.748779096301,7281.55330933045,1262.08060112603
"30","Centre-Ouest",283,185160,140242.750540982,139744.623740471,498.126800511126,1006.63385174077,276.992189235827,4478.39643705178,842.846641481646
"31","Centre-Ouest",292,220400,166933.420323358,166365.414494746,568.005828611997,1173.7661217161,316.142959282831,5224.03482305033,962.13367240368
"32","Centre-Ouest",293,118556,89796.9296290918,89473.0547224923,323.874906599524,621.465830920958,180.140217204081,2764.48234963419,548.115510568284
"33","Centre-Ouest",295,279317,211557.110622848,210891.9290854,665.181537447543,1446.87494393012,370.646755748336,6436.84088094492,1127.84490128896
"34","Centre-Ouest",301,200911,152172.510277009,151698.685035868,473.825241141034,1025.85148027806,263.982454547621,4564.65305346417,803.412985156814
"35","Centre-Sud",273,209756,158871.671195706,158341.763665334,529.907530372459,1122.36596613905,295.190695103663,4993.0128466588,898.224786617021
"36","Centre-Sud",279,357923,271093.183180995,270212.976377712,880.206803283252,1933.01575248721,490.451532358537,8600.51121197348,1492.57896067465
"37","Centre-Sud",290,234668,177740.012181105,177136.513515428,603.498665677196,1279.48320824859,336.070983274205,5692.53091648816,1022.72334350634
"38","Centre-Sud",294,117334,88871.4050414778,88513.227178704,358.177862773822,683.070570506497,199.057345637706,3038.57439384237,605.691051486323
