"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","runNum"
"1",1,18841349.6633035,0,1,0,0,0,0,0,0,0,"Malawi","All","All",1,18841350.6633035,315
"2",2,18841348.9613997,0.566708271629916,0.631697245510805,0.0132949535846595,0.000165935177826671,0.490034977787621,2.40653738493154e-06,0.701903790228213,0.0143851174612747,0.000169985485114621,"Malawi","All","All",1,18841350.6633035,315
"3",3,18841348.4413929,0.800371813062116,0.54502280143821,0.0213537373744173,0.000547396664760476,0.85459832394931,1.64924293149314e-05,1.22191056491813,0.0250423597803482,0.000575154141984194,"Malawi","All","All",1,18841350.6633035,315
"4",4,18841347.9506329,0.93365546010113,0.550461130086661,0.0277655625624643,0.00106104311611917,1.19967829586773,4.90911844303166e-05,1.71267058291854,0.0351002067684924,0.00114366571875032,"Malawi","All","All",1,18841350.6633035,315
"5",5,18841347.4380363,1.04078146659449,0.588229583744052,0.033717799192527,0.00167704692382853,1.56075637002955,0.000104913506601853,2.22526717999106,0.0456055822843727,0.00185362092723049,"Malawi","All","All",1,18841350.6633035,315
"6",6,18841346.8844469,1.14581012162595,0.639682737307464,0.0396347508145095,0.00238385769496095,1.95115730431722,0.000187884773928752,2.77885665653404,0.0569510838551672,0.00270007595689335,"Malawi","All","All",1,18841350.6633035,315
"7",7,18841346.2805429,1.25695656163272,0.699240380246879,0.0456976933058603,0.00317691341021637,2.37738749493724,0.000301620354043572,3.38276066388696,0.0693277535080608,0.00368455360971047,"Malawi","All","All",1,18841350.6633035,315
"8",8,18841345.6198087,1.37747152057775,0.765493536895445,0.0520103694776722,0.00405496378035476,2.84401483459041,0.000449623196513427,4.04349484851814,0.082869125822916,0.00481169921321046,"Malawi","All","All",1,18841350.6633035,315
"9",9,18841344.896278,1.50909424718421,0.838389425354398,0.0586520628650343,0.00501882762354299,3.35523552903446,0.000635389804335491,4.76702548186598,0.0976974762778709,0.00608821635247072,"Malawi","All","All",1,18841350.6633035,315
"10",10,18841344.1037864,1.6531522839798,0.918343016676302,0.0656950142090083,0.00607094155885787,3.91539337640233,0.000862484413282458,5.55951711723958,0.113939144056828,0.00752254041069136,"Malawi","All","All",1,18841350.6633035,315
"11",11,18841343.2356969,1.81091771579233,1.00595823492764,0.0732105430911724,0.00721517593621759,4.52917031105251,0.00113460145199662,6.42760658225186,0.131730147375021,0.0091247596221868,"Malawi","All","All",1,18841350.6633035,315
"12",12,18841342.2847824,1.98372469788374,1.1019438269972,0.0812715044880398,0.00845673746252803,5.20166874546959,0.00145562015006924,7.37852113245117,0.151218604977979,0.0109066096063093,"Malawi","All","All",1,18841350.6633035,315
"13",13,18841341.2431345,2.1730167142121,1.20709170082096,0.0899536644992308,0.00980214904280137,5.93847511631786,0.0018296609991205,8.42016900589208,0.172566592016146,0.0128815482350254,"Malawi","All","All",1,18841350.6633035,315
"14",14,18841340.1020905,2.38037023647857,1.32227407077883,0.0993367107994706,0.0112592360162586,6.74571163081714,0.00226114006708343,9.56121302495736,0.195951648483994,0.0150648332823254,"Malawi","All","All",1,18841350.6633035,315
"15",15,18841338.8521662,2.60750948507058,1.44844754983758,0.109505087021555,0.0128371240428717,7.63008322946266,0.0027548195952844,10.8111372950305,0.221568146184752,0.0174736054678568,"Malawi","All","All",1,18841350.6633035,315
"16",16,18841337.4829716,2.85632248029547,1.58666103168393,0.120548872871367,0.0145462781025515,8.59893734926824,0.00331586405732746,12.1803318762789,0.249629024047684,0.0201270218056568,"Malawi","All","All",1,18841350.6633035,315
"17",17,18841335.9831262,3.12887778948419,1.7380628454016,0.132564657134904,0.0163985451795081,9.66032361232282,0.00394989447555229,13.6801773439986,0.280367521163972,0.0230463897054791,"Malawi","All","All",1,18841350.6633035,315
"18",18,18841334.3401633,3.42744058992978,1.9039116719397,0.14565644209575,0.0184072187713472,10.8230612670884,0.00466304753449166,15.3231402373595,0.314039132979062,0.0262553309724152,"Malawi","All","All",1,18841350.6633035,315
"19",19,18841332.5404261,3.75449242795026,2.08558627311339,0.15993661206583,0.0205871188178007,12.0968129152696,0.00546203644529059,17.1228773836622,0.350923749388248,0.029779964173094,"Malawi","All","All",1,18841350.6633035,315
"20",20,18841330.5689531,4.11275271288035,2.28459637187413,0.175526961493251,0.0229546883998045,13.4921654835477,0.0063542157152429,19.0943504339105,0.391328002113344,0.0336491103447124,"Malawi","All","All",1,18841350.6633035,315
"21",21,18841328.4093592,4.50519864597511,2.50259621450136,0.192559706557354,0.0255281032516196,15.0207140324761,0.00734764733783907,21.2539443500994,0.435587693072921,0.0378945139078915,"Malawi","All","All",1,18841350.6633035,315
"22",22,18841326.0436939,4.93509147611507,2.74139850345677,0.21117870024295,0.0283274070394307,16.6951623230742,0.00845117781359057,23.619609587742,0.484070708384739,0.0425511075746787,"Malawi","All","All",1,18841350.6633035,315
"23",23,18841323.4522936,5.40600523055911,3.00298745701747,0.231540685470327,0.0313746572366138,18.5294273997612,0.00967451611120579,26.2110099461559,0.537180048533314,0.0476572894358716,"Malawi","All","All",1,18841350.6633035,315
"24",24,18841320.6136174,5.92185513666186,3.28953662210273,0.253816628161445,0.034694094273955,20.5387553411867,0.0110283202504369,29.0496861426371,0.595357180803158,0.0532552378339412,"Malawi","All","All",1,18841350.6633035,315
"25",25,18841317.5040771,6.48692628080436,3.60342843395083,0.278193080706107,0.0383123230387772,22.7398420015176,0.0125242870621391,32.1592264070798,0.659085535603219,0.0593912439322499,"Malawi","All","All",1,18841350.6633035,315
"26",26,18841314.0978225,7.10591505945141,3.94727339586614,0.304873942881864,0.0422585384999619,25.1509847920798,0.0141752622919572,35.5654809910711,0.72889490282213,0.0661161226493752,"Malawi","All","All",1,18841350.6633035,315
"27",27,18841310.3665363,7.78397040803155,4.3239268023072,0.334082147703912,0.0465647433127562,27.7922277551421,0.0159953444325545,39.29676720093,0.805365633984598,0.0734856050180834,"Malawi","All","All",1,18841350.6633035,315
"28",28,18841306.2792056,8.52672812702276,4.73651900423404,0.366061402383517,0.0512660053507872,30.6855233798365,0.0180000043354063,43.384097923163,0.889133325902358,0.081560797029204,"Malawi","All","All",1,18841350.6633035,315
