"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP"
"117",117,43085.6984361785,207.826552664088,306.536123864437,118.005517574775,142.479508749637,131619.323722553,353.580138415687,132746.751563822,4059.18433891329,741.219045871232,"Malawi","Lilongwe","TA Chadza","110",175833.45
"118",118,43034.9179899189,183.456627950276,270.799923638313,107.335120431,136.411786051103,131741.802038716,358.726513294614,132797.532010081,4062.58823740668,743.866004168837,"Malawi","Lilongwe","TA Chadza","110",175833.45
"119",119,42990.1115961042,161.928190727814,239.184677534547,97.5457062932611,130.478777786163,131850.549667255,363.651384299055,132842.338403896,4065.59502277663,746.272590426359,"Malawi","Lilongwe","TA Chadza","110",175833.45
"120",120,42950.5783451195,142.913484839272,211.225219116974,88.5768100506517,124.691698886923,131947.104505027,368.359936959914,132881.871654881,4068.25055137121,748.458800562264,"Malawi","Lilongwe","TA Chadza","110",175833.45
"121",121,42915.6991239874,126.121851967245,186.506547919197,80.3701985325764,119.059731786449,132032.834812993,372.857732813739,132916.750876013,4070.59548986947,750.443234710043,"Malawi","Lilongwe","TA Chadza","110",175833.45
"122",122,42884.9273229637,111.295604077763,164.659196735421,72.8701325369113,113.590201503302,132108.956903726,377.150638457239,132947.522677036,4072.66586947714,752.243152166277,"Malawi","Lilongwe","TA Chadza","110",175833.45
"123",123,42857.7801604361,98.206381393895,145.354411328516,66.0235609359183,108.28875200655,132176.551975634,381.244758265486,132974.669839564,4074.49361199609,753.874533823146,"Malawi","Lilongwe","TA Chadza","110",175833.45
"124",124,42833.831200648,86.6519191696326,128.299888700474,59.780234790379,103.159511777746,132236.580869905,385.146375009127,132998.618799352,4076.10698958223,755.352147173791,"Malawi","Lilongwe","TA Chadza","110",175833.45
"125",125,42812.7042250847,76.4533145301221,113.236205893056,54.0927437387209,98.2052434740315,132289.896367461,388.861899818724,133019.745774915,4077.53100640195,756.689611246873,"Malawi","Lilongwe","TA Chadza","110",175833.45
"126",126,42794.0671620358,67.4522799993717,99.9332242818774,48.916540146477,93.4274942905757,132337.25547622,392.397823026082,133038.382837964,4078.78777966375,757.899463725538,"Malawi","Lilongwe","TA Chadza","110",175833.45
"127",127,42777.6268933399,59.5087910483524,88.1869200198195,44.2099095760691,88.8267355187904,132379.330078936,395.760671560926,133054.82310666,4079.8968685459,758.993228362744,"Malawi","Lilongwe","TA Chadza","110",175833.45
"128",128,42763.124732671,52.4990818731862,77.8164953128973,39.9339077805848,84.4024915402903,132416.716318952,398.956971869986,133069.325267329,4080.87556319949,759.981481183763,"Malawi","Lilongwe","TA Chadza","110",175833.45
"129",129,42750.3323963968,46.3137645538484,68.661843855064,36.0522800309103,80.1534591115626,132449.943038827,401.993217224501,133082.117603603,4081.73914397166,760.873914410587,"Malawi","Lilongwe","TA Chadza","110",175833.45
"130",130,42739.048453373,40.8561621718674,60.5812833450086,32.5313603580037,76.0776177627809,132479.479283756,404.875839233005,133093.401546627,4082.50111116044,761.679398621555,"Malawi","Lilongwe","TA Chadza","110",175833.45
"131",131,42729.0951611944,36.0408895500778,53.4494308384162,29.3399608251097,72.1723309695222,132505.741043361,407.611183261646,133103.354838806,4083.17339092046,762.406042300737,"Malawi","Lilongwe","TA Chadza","110",175833.45
"132",132,42720.3156938377,31.7925323396409,47.1553922800859,26.4492505635922,68.4344385470734,132529.097204998,410.205487433994,133112.134306162,4083.76651649077,763.061248671292,"Malawi","Lilongwe","TA Chadza","110",175833.45
"133",133,42712.5716961063,28.0444699666466,41.6011559776495,23.832629256709,64.8603407026723,132549.874843116,412.664864873864,133119.878303894,4084.28978871417,763.651769678371,"Malawi","Lilongwe","TA Chadza","110",175833.45
"134",134,42705.7410973926,24.7378971095663,36.7000642515883,21.4656005693843,61.4460739891918,132568.363977779,414.995288909191,133126.708902607,4084.75142010222,764.183756887582,"Malawi","Lilongwe","TA Chadza","110",175833.45
"135",135,42699.7162032045,21.820902062274,32.3755347544916,19.3256432908338,58.187379810267,132584.821755941,417.202580936465,133132.733796796,4085.15866096329,764.662809440201,"Malawi","Lilongwe","TA Chadza","110",175833.45
"136",136,42694.4020157008,19.2476370911202,28.559943891042,17.3920835237399,55.0797658853154,132599.476153229,419.292400679348,133138.047984299,4085.51791070071,765.094019022497,"Malawi","Lilongwe","TA Chadza","110",175833.45
"137",137,42689.7147243386,16.9776505988041,25.1935364678231,15.6459720386078,52.1185610344351,132612.529316924,421.270238597469,133142.735275661,4085.83481811685,765.482011795962,"Malawi","Lilongwe","TA Chadza","110",175833.45
"138",138,42685.5803930541,14.9752478716633,22.2235301957516,14.0699636624538,49.2989639291057,132624.160491086,423.141410200912,133146.869606946,4086.11436882526,765.830987520375,"Malawi","Lilongwe","TA Chadza","110",175833.45
"139",139,42681.9338099008,13.2089050424858,19.6033523556324,12.6482006105573,46.6160862284892,132634.528593806,424.911052056414,133150.516190099,4086.3609619853,766.144755927151,"Malawi","Lilongwe","TA Chadza","110",175833.45
"140",140,42678.7174433059,11.6508178822562,17.2918621717201,11.3662032922882,44.0649904849295,132643.774563585,426.584119278038,133153.732556694,4086.5784800638,766.42677037563,"Malawi","Lilongwe","TA Chadza","110",175833.45
"141",141,42675.8805452033,10.2764600657614,15.2527340174161,10.21076517165,41.6407231334785,132652.023388019,428.165384389205,133156.569454797,4086.77034886,766.680158915624,"Malawi","Lilongwe","TA Chadza","110",175833.45
"142",142,42673.3783566978,9.06417062553548,13.4539305770122,9.16985244603297,39.3383435566705,132659.385908885,429.659437211576,133159.071643302,4086.93959072581,766.907753164016,"Malawi","Lilongwe","TA Chadza","110",175833.45
"143",143,42671.1713909074,7.99485552953407,11.867150677191,8.23251190414901,37.1529487984883,132665.960456334,431.070685849004,133161.278609093,4087.0888726912,767.112114684914,"Malawi","Lilongwe","TA Chadza","110",175833.45
