"","time","S","E","I","H","C","R","D","inci","hosp","crits","lvl2","lvl3","lvl4","ID","POP","start","age","tot_pop"
"78",78,-0.0000000000113247164925892,0.0000000051866322171061,0.000000150806455942229,0.0901189525287323,1.77119718621303,21787.5306635352,14.5775101701297,21802.96949,520.587607217069,70.9098602837749,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"79",79,-0.0000000000113247164878845,0.00000000353005033980136,0.00000010402408278122,0.0795296969806728,1.66528333121469,21787.6245311657,14.6001456986397,21802.96949,520.587607218226,70.9113029088218,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"80",80,-0.0000000000113247164846416,0.00000000240954434206801,0.0000000717555443147894,0.0701847114896156,1.56562225494206,21787.7122558375,14.6214271219737,21802.96949,520.587607219023,70.9125760209635,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"81",81,-0.0000000000113247164823999,0.00000000163343209488508,0.0000000494506057054724,0.0619377905686479,1.47185441672771,21787.7942632947,14.6414344469835,21802.96949,520.587607219574,70.9136995384877,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"82",82,-0.0000000000113247164808594,0.00000000111466211606978,0.0000000341083821155967,0.0546599082903792,1.38363979202856,21787.8709471923,14.6602430721795,21802.96949,520.587607219953,70.9146910392231,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"83",83,-0.0000000000113247164797952,0.000000000761028964220827,0.0000000235050542094349,0.0482371996593078,1.30065695642265,21787.9426717808,14.6779240388496,21802.96949,520.587607220214,70.9155660355496,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"84",84,-0.0000000000113247164790611,0.000000000513411976197091,0.0000000161948785802443,0.042569179151223,1.22260219379966,21788.0097743401,14.6945442702631,21802.96949,520.587607220395,70.9163382170955,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"85",85,-0.0000000000113247164785574,0.000000000353043297310833,0.000000011168797771316,0.0375671685916413,1.14918863095649,21788.0725673897,14.7101667992954,21802.96949,520.587607220519,70.9170196649155,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"86",86,-0.000000000011324716478208,0.000000000239921910734567,0.00000000768494722351222,0.0331529097601668,1.08014540024375,21788.1313406973,14.7248509848316,21802.96949,520.587607220604,70.9176210405036,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"87",87,-0.0000000000113247164779686,0.000000000159894087920998,0.00000000529963930711746,0.0292573399528776,1.01521683145267,21788.1863631059,14.7386527173234,21802.96949,520.587607220663,70.9181517526034,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"88",88,-0.0000000000113247164778034,0.000000000110896786104671,0.00000000364817831780117,0.0258195122618418,0.954161673765364,21788.2378841964,14.7516246138518,21802.96949,520.587607220704,70.9186201043046,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"89",89,-0.0000000000113247164776891,0.0000000000763716785300265,0.00000000250553238140222,0.0227856410370976,0.896752347796659,21788.2861358054,14.7638162032479,21802.96949,520.587607220732,70.9190334230843,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"90",90,-0.0000000000113247164776113,0.0000000000514460491774738,0.00000000172979820055673,0.0201082591759555,0.842774228130906,21788.3313334094,14.7752741015728,21802.96949,520.587607220751,70.9193981756131,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"91",91,-0.0000000000113247164775573,0.0000000000357397862772306,0.00000000118919237581694,0.0177454777493342,0.792024956785749,21788.3736773861,14.7860421781365,21802.96949,520.587607220764,70.9197200686203,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"92",92,-0.00000000001132471647752,0.0000000000242510824434116,0.000000000817139706687190,0.0156603303111005,0.744313786511705,21788.4133541696,14.7961617127943,21802.96949,520.587607220774,70.920004138222,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"93",93,-0.0000000000113247164774948,0.0000000000162344006833313,0.000000000565140938864023,0.0138201940111751,0.699460953596897,21788.450537307,14.8056715448152,21802.96949,520.58760722078,70.920254828785,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"94",94,-0.000000000011324716477477,0.0000000000113006750006107,0.000000000387574535201905,0.012196279304419,0.657297079746614,21788.4853884269,14.8146082136505,21802.96949,520.587607220784,70.9204760624468,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"95",95,-0.0000000000113247164774649,0.00000000000761536336251611,0.000000000266500146047343,0.0107631795007255,0.617662602313152,21788.5180581259,14.8230060920055,21802.96949,520.587607220787,70.9206713004822,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"96",96,-0.0000000000113247164774567,0.00000000000511756547638067,0.000000000184452284326182,0.0094984732689732,0.580407232056974,21788.5486867829,14.8308975115854,21802.96949,520.587607220789,70.9208435974565,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"97",97,-0.0000000000113247164774509,0.00000000000357784719277484,0.000000000126085114587178,0.00838237385455245,0.545389437594788,21788.5774053066,14.8383128818726,21802.96949,520.58760722079,70.9209956490137,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"98",98,-0.000000000011324716477447,0.00000000000239166614072896,0.000000000086865358660166,0.00739741950577197,0.512475955645213,21788.6043358225,14.8452808022811,21802.96949,520.587607220791,70.9211298340519,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"99",99,-0.0000000000113247164774443,0.00000000000161594384476448,0.0000000000601243487794456,0.00652820027979513,0.481541326145608,21788.6295923055,14.8518281680218,21802.96949,520.587607220792,70.9212482519412,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"100",100,-0.0000000000113247164774424,0.00000000000113205220320603,0.000000000040956886355778,0.00576111694885111,0.4524674512982,21788.6532811617,14.8579802700007,21802.96949,520.587607220793,70.9213527553693,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"101",101,-0.0000000000113247164774411,0.000000000000750063573688042,0.0000000000283097272630627,0.00508416823552377,0.425143177593439,21788.6755017651,14.8637608890582,21802.96949,520.587607220793,70.9214449793277,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"102",102,-0.0000000000113247164774402,0.000000000000511019887219887,0.0000000000195692441795311,0.00448676304894918,0.399463899857694,21788.6963469523,14.8691923848473,21802.96949,520.587607220793,70.9215263666913,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"103",103,-0.0000000000113247164774396,0.000000000000357875360575123,0.0000000000132871662031637,0.00395955478353484,0.375331186378685,21788.7159034792,14.874295779633,21802.96949,520.587607220793,70.9215981907928,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"104",104,-0.0000000000113247164774392,0.00000000000023504878167828,0.0000000000092261104669615,0.00349429508815347,0.352652424173737,21788.7342524435,14.8790908372865,21802.96949,520.587607220793,70.9216615753446,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"105",105,-0.0000000000113247164774389,0.000000000000161914686661951,0.00000000000635792306936234,0.00308370481797671,0.331340483482396,21788.751469674,14.8835961377314,21802.96949,520.587607220793,70.9217175120193,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"106",106,-0.0000000000113247164774387,0.000000000000112976115809744,0.00000000000430661474595607,0.00272136014975272,0.311313400585163,21788.7676260922,14.8878291470915,21802.96949,520.587607220793,70.9217668759651,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"107",107,-0.0000000000113247164774386,0.0000000000000736289214036002,0.0000000000030069609330875,0.00240159207893388,0.29249407807314,21788.7827880461,14.8918062837735,21802.96949,520.587607220793,70.9218104394976,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
"108",108,-0.0000000000113247164774385,0.0000000000000514027990377622,0.00000000000206131636186522,0.00211939772621065,0.274810001718836,21788.7970176199,14.8955429807115,21802.96949,520.587607220793,70.9218488841829,"Malawi","Mangochi","Mangochi Town",23,21803.96949,1,"Adults",55157.403056
