season,id_2,id_1,name_1,name_2,code, population , coveredbc ,%Covered, notcoveredbc ,%NotCovered
-0.087689422,232,26,Salima,TA Maganga,MW20501,"60,692.08","44,516.34",0.728178251,"16,617.51",0.271821749
-0.12138385,233,26,Salima,TA Ndindi,MW20505,"51,030.27","18,226.78",0.385824713,"29,014.32",0.614175287
-0.22194521,234,26,Salima,TA Pemba,MW20503,"27,766.84","7,307.75",0.283078581,"18,507.52",0.716921419
0.00137838,235,27,Thyolo,Luchenza Town,MW30721,"11,443.08","14,559.01",0.99734275,38.8,0.00265725
-0.063965484,236,27,Thyolo,SC Kwethemule,MW30706,"68,503.93","33,196.09",0.526065912,"29,906.44",0.473934088
-0.11039667,237,27,Thyolo,SC Mbawela,MW30703,"61,214.18","24,289.73",0.450878648,"29,582.26",0.549121352
-0.017446119,238,27,Thyolo,SC Mphuka,MW30705,"82,409.20","38,220.80",0.570969484,"28,719.38",0.429030516
-0.097776555,239,27,Thyolo,SC Thukuta,MW30702,"23,217.68","12,853.45",0.64732841,"7,002.70",0.35267159
-0.028618809,240,27,Thyolo,TA Bvumbwe,MW30710,"126,405.48","78,855.83",0.643381828,"43,708.77",0.356618172
-0.15215382,241,27,Thyolo,TA Changata,MW30704,"55,182.60","22,739.79",0.468384477,"25,809.63",0.531615523
-0.028804105,242,27,Thyolo,TA Chimaliro,MW30709,"168,982.19","98,941.10",0.667347857,"49,319.06",0.332652143
0.04071575,243,27,Thyolo,TA Kapichi,MW30707,"70,462.17","39,922.65",0.603146548,"26,267.98",0.396853452
-0.068089731,244,27,Thyolo,TA Nchilamwela,MW30708,"66,040.56","41,346.19",0.555792904,"33,045.17",0.444207096
-0.086554691,245,27,Thyolo,TA Nsabwe,MW30701,"48,111.78","27,190.19",0.592802482,"18,677.01",0.407197518
-0.086844333,246,27,Thyolo,TA Thomas,MW30711,"45,978.32","30,430.12",0.713085214,"12,243.77",0.286914786
-0.10246713,247,27,Thyolo,Thyolo Boma,MW30720,"6,994.64","10,676.11",1.008224557, -   ,-0.008224557
-0.1910776,249,28,Zomba,SC Mbiza,MW30305,"188,240.23","80,812.77",0.448298543,"99,452.75",0.551701457
-0.22416669,250,28,Zomba,SC Mkumbira,MW10308,"16,564.69","5,579.32",0.881673804,748.78,0.118326196
-0.0007815,251,28,Zomba,TA Chikowi,MW30304,"79,783.49","29,872.33",0.39012019,"46,699.78",0.60987981
-0.042817961,252,28,Zomba,TA Kuntumanji,MW30301,"94,131.61","59,552.92",0.616448312,"37,053.59",0.383551688
0.014637699,253,28,Zomba,TA Malemia,MW30307,"20,123.43","66,600.85",0.842699174,"12,431.92",0.157300826
-0.038847677,254,28,Zomba,TA Mlumbe,MW30306,"161,909.90","108,079.13",0.616338789,"67,277.56",0.383661211
-0.019783059,255,28,Zomba,TA Mwambo,MW30302,"155,523.53","95,029.69",0.609352407,"60,922.24",0.390647593
0.05290664,256,28,Zomba,Zomba City,MW314,"111,948.75","116,552.23",0.997542182,287.17,0.002457818
,81,10,Likoma,Lake Malawi,0,, -   ,,"11,962.38",
,98,12,Machinga,Lake Chilwa,0,, -   ,, -   ,
,156,17,Mzimba,Vwaza Marsh Game Reserve - Mzimba,0,,24.17,0.19515543,99.68,
,209,24,Phalombe,Lake Chilwa,0,, -   ,,4.84,
,215,25,Rumphi,SC Chapinduka,MW10406,"2,926.35",916.55,0.281038236,"2,344.75",0.718961764
,248,28,Zomba,Lake Chilwa,0,,6.59,0.229616725,22.11,
