Code,UID,District,TA,Less Than 1 Year,04-Jan,09-May,14-Oct,15-19,20-24,25-29,30-34,35-39,40-44,45-49,50-54,55-59,60-64,65-69,70-74,75+,Total Pop,sixtfiveolder,percentelderly
MW30208,98,Machinga,TA Ngokwe,1333.716902,5345.302094,6162.037693,5063.570998,3801.946902,3052.56116,2433.132186,1981.603562,1702.718236,1160.125015,945.7437777,621.3261529,484.7292582,365.2069753,457.2201613,230.5072598,527.4157878,35668.86412,1215.143209,0.034067337
MW20613,99,Lilongwe,TA Njewa,1550.37626,5569.56924,6989.900834,6961.453563,5858.105844,5428.34886,3872.892729,3426.880162,2924.989026,2218.887125,1700.740406,1109.443563,809.7312448,638.0316459,542.5300938,326.1276406,635.9996979,50564.00793,1504.657432,0.02975748
MW20108,100,Kasungu,TA Njombwa,1922.411662,7761.348139,10603.70345,9989.50578,7743.084552,6194.738213,4587.542538,4262.180114,3647.98244,2897.146076,2000.201015,1559.169205,1245.982506,890.8571988,811.0385584,477.5589843,771.8056673,67366.2561,2060.40321,0.030585093
MW20303,101,Ntchisi,TA Nthondo,895.9807125,3583.92285,4487.959333,4221.223816,3268.852709,2582.322034,1990.670434,1793.751596,1460.779743,1123.332462,836.0099755,627.4550245,468.1297829,404.5787034,383.0966483,215.7156361,494.9823517,28838.76381,1093.794636,0.037927931
MW10310,102,Nkhata Bay,STA Nyaluwanga,320.3142486,1321.717742,1615.058159,1641.189058,1271.141808,1057.03702,772.9688579,676.8745833,576.5656475,436.6388968,333.8011644,267.2095179,216.6335839,131.4974284,118.0105127,85.13615556,165.2147177,11007.0091,368.361386,0.033466074
MW20102,103,Kasungu,TA Simlemba,1096.027504,4533.256104,6423.094039,6168.956954,4576.429972,3395.035957,2466.797802,2372.600273,1975.204445,1572.902497,1194.14993,1094.065055,768.2985995,570.091298,516.1239634,338.5223714,585.7908862,39647.34765,1440.437221,0.036331238
MW30202,104,Machinga,TA Sitola,1620.49978,6584.131458,8878.085692,8039.362544,5985.574053,4363.217321,3086.872575,2815.138655,2668.439477,1845.80991,1502.27386,992.8501325,826.9624545,687.691083,818.2966802,490.2352275,976.7565518,52182.19745,2285.28846,0.043794408
MW30702,105,Thyolo,STA Thukuta,670.8488139,2651.864274,3664.117508,3916.365361,2857.359291,1780.956819,1218.835527,1217.748252,1200.351848,906.7875377,708.9034467,479.4883743,432.7355396,367.4990261,392.5063562,233.7641734,517.5430071,23217.67516,1143.813537,0.049264775
MW20611,106,Lilongwe,TA Tsabango,2432.107622,8323.186878,10131.25923,9735.415957,8439.611369,7850.503444,5908.54293,5306.62831,4913.11353,3399.595144,2398.344519,1333.060425,925.5747053,674.0978042,586.7794358,397.0075151,681.0832737,73435.91209,1664.870225,0.022671063
MW10305,107,Nkhata Bay,TA Zilakoma,359.1820299,1501.580431,1943.43134,1961.247909,1669.768841,1284.930952,813.1482066,724.0653618,584.3834613,498.8639304,322.8362292,295.7550445,232.328059,202.3962232,156.7858067,121.1526688,200.9708977,12872.82739,478.9093732,0.037203122
MW10313,108,Nkhata Bay,TA Boghoyo,31.60824284,128.5025763,165.8908431,175.9769378,144.2665188,108.7055429,70.45058528,61.86016909,53.26856129,43.88925319,33.65351471,28.61135222,21.46931244,18.92434518,15.31712391,11.37423433,20.41930296,1134.188416,47.1106612,0.041536892
MW30710,109,Thyolo,TA Bvumbwe,3425.772101,12947.16686,18223.68304,18685.50745,15008.14444,11831.66562,8626.466366,7996.914686,7647.674337,5864.710454,4121.955163,3019.090906,2210.323783,1778.368616,1958.732874,1037.381692,2021.917806,126405.4762,5018.032372,0.039697903
MW20601,110,Lilongwe,TA Chadza,5377.545183,20728.10396,26144.93714,24904.9096,20696.18246,16110.53605,11823.2329,10432.19211,9215.491814,7470.859005,5775.336197,3783.925629,3430.333617,2456.727834,2552.492337,1663.601307,3267.042861,175833.45,7483.136505,0.042558094
MW20907,111,Ntcheu,TA Chakhumbira,882.9444744,3685.702977,4764.122859,4575.257731,3840.572382,3224.872064,2258.826934,2035.021757,1831.991744,1434.430649,991.5419232,838.5611693,709.1885565,533.5439872,587.3705488,334.291277,593.0365026,33121.27754,1514.698328,0.045731881
MW30704,112,Thyolo,TA Changata,1352.256008,5598.999509,8354.963217,9017.238842,6909.038744,4562.050024,3147.788131,2908.999509,2868.102011,2368.097106,1767.827366,1319.274154,1084.443355,910.2991662,1040.907307,639.8479647,1332.466895,55182.59931,3013.222167,0.054604571
MW31003,113,Chikwawa,TA Chapananga,4258.960637,16759.75689,21747.40261,19004.65007,15014.23176,11705.72993,9045.953942,7817.900822,7063.568438,5310.499979,4019.082939,2863.445727,2303.731099,1590.132664,1795.311072,1108.868604,2320.326411,133729.5536,5224.506087,0.0390677
MW30503,114,Blantyre,TA Chigaru,1564.435445,5978.566431,7925.419429,8396.330301,6862.44612,4952.465338,3315.338953,3000.34488,2998.237897,2380.891654,1641.340352,1159.894562,1007.138239,910.2169862,928.1263482,549.9227625,977.6404666,54548.75617,2455.689577,0.045018251
MW20302,115,Ntchisi,TA Chikho,1419.765219,5472.117798,6581.468399,5801.191218,4812.274703,3967.539842,2764.89523,2342.527799,1952.389208,1633.493317,1260.317273,878.6599564,675.1093873,525.83897,491.9138752,346.0359674,702.2494632,41627.78762,1540.199306,0.036999307
MW30304,116,Zomba,TA Chikowi,2307.347793,8911.912115,12080.4531,11674.2299,9184.39414,6903.294616,5093.414007,4554.699544,4394.710098,3267.28447,2444.838723,1896.12492,1601.144379,1293.664662,1657.390668,829.9452516,1688.638607,79783.48698,4175.974527,0.052341339
MW10401,117,Rumphi,TA Chikulamayembe,2409.590481,10091.85921,13415.85839,13052.56628,10114.10158,7879.978718,5524.758483,5297.391997,4618.9996,3742.897214,2745.697461,2136.50356,1671.885088,1280.172174,1002.142503,805.668202,1228.273302,87018.34425,3036.084007,0.034890161
MW30803,118,Mulanje,TA Chikumbu,2548.952708,9425.000774,12481.8434,13380.41786,11409.04474,8696.426885,5958.467328,5803.249412,5310.142157,3936.410809,2612.306959,2057.957261,1842.552806,1534.228784,1831.993765,1099.196259,2091.746195,92019.9381,5022.936219,0.054585303
MW30709,119,Thyolo,TA Chimaliro,4566.603431,17834.75956,25294.93439,25539.04227,19055.29893,14711.9649,11422.46243,10996.76211,9511.276378,7394.68248,5769.281258,3700.318165,3042.417671,2497.640338,2938.225285,1515.254985,3191.263936,168982.1885,7644.744206,0.045239941
MW31102,120,Nsanje,TA Chimombo,376.3850922,1753.975855,2226.323152,1854.203046,1439.433072,1112.095329,824.2087147,631.2180584,616.2906043,521.3946462,412.6374807,244.1704989,255.8992129,192.9906564,219.6468244,149.2745408,320.9402628,13151.08705,689.861628,0.052456624
MW20607,121,Lilongwe,TA Chimutu,3805.647064,14582.13173,18930.55952,19664.98263,15995.33985,13397.65808,9944.385748,9229.745072,7895.666715,6430.529688,4794.769108,3240.611096,2718.849218,2028.936592,2206.97856,1350.15159,2406.039372,138622.9816,5963.169522,0.043017178
MW30102,122,Mangochi,TA Chimwala,5378.045544,21347.84972,25759.99876,22270.00306,17422.78681,13007.09103,9378.772324,8399.87109,7376.044438,5437.157937,4312.840216,3001.727333,2518.187955,1891.596586,2566.660118,1283.921183,2502.818733,153855.3728,6353.400034,0.041294626
MW10505,123,Mzimba,TA Chindi,5649.312049,23158.58874,30876.1235,29358.46933,23099.94122,17660.08459,11084.38112,9733.094403,8416.517442,7380.012308,5790.54485,4986.236016,4120.885886,3271.095303,3060.442989,2180.730202,3995.212631,193821.6726,9236.385822,0.04765404
MW20603,124,Lilongwe,TA Chiseka,10408.88608,40534.57597,50537.9979,47081.19411,37034.85809,30294.38666,23613.10707,20943.55482,17867.05864,13686.63453,10428.12343,7174.051705,5802.28068,4374.277401,4670.23663,3018.784133,5984.295605,333454.3034,13673.31637,0.041005068
MW30405,125,Chiradzulu,TA Chitera,583.1391248,2394.999722,3404.162766,3442.434419,2846.20236,1970.990099,1377.779487,1319.364859,1314.329115,1059.520482,715.0756107,558.9675549,462.2812751,400.8452015,420.9881764,251.7871869,499.5457788,23022.41322,1172.321142,0.050920863
MW20608,126,Lilongwe,TA Chitukula,1134.212538,4492.864068,6005.671095,6043.373451,4492.864068,3613.142433,2628.168387,2500.922936,2105.0482,1723.311847,1300.731276,1013.250813,768.1854998,576.5318577,562.3934743,369.1689007,700.6354456,40030.47629,1632.197821,0.04077388
MW30903,127,Phalombe,TA Chiwalo,1423.491894,5486.994587,7573.462794,7310.330363,5478.212861,3982.868814,2972.580162,2833.980783,2460.106514,1776.505916,1302.278998,911.7244402,773.3199897,604.6739121,773.726694,415.8185569,843.1272753,46923.20456,2032.672526,0.043319133
MW20404,128,Dowa,TA Chiwere,3418.691097,12639.63609,16542.12512,16219.9622,13448.91822,11148.38709,8578.833326,7523.777428,6080.13326,5120.287022,4019.840471,2949.285325,2324.88708,1823.375724,1803.448121,1135.873402,2250.712112,117028.1731,5190.033635,0.044348583
MW20110,129,Kasungu,TA Chulu,2535.177996,10410.52962,14308.2471,13361.90725,10346.43804,8110.354077,5717.601811,5295.072145,4537.842013,3552.730713,2700.550094,2160.914828,1745.506448,1383.903345,1079.270533,707.3811263,1297.656652,89251.08379,3084.308311,0.034557657
MW31301,130,Neno,TA Dambe,1286.903046,4596.23263,5563.251355,5290.71833,3954.359484,3103.088376,2177.107443,1921.410436,1718.325981,1312.157072,956.4962136,735.523491,569.2678235,442.9976963,445.1021984,266.2195182,521.9165258,34861.07762,1233.238242,0.035375792
MW20401,131,Dowa,TA Dzoole,2931.384404,12487.5796,17025.62217,17404.2839,13234.28637,10702.79706,8166.589226,7423.421349,6132.904433,5033.487827,3742.970911,2958.51593,2381.676101,1756.471379,1743.495432,1111.212921,2085.588582,116322.2876,4940.296935,0.042470768
MW10302,132,Nkhata Bay,TA Fukamapiri,636.6464585,2662.647047,3426.622797,3830.020022,3019.845148,2217.55793,1330.760119,1214.698907,1096.384078,878.910155,656.9290005,561.1503298,427.0601907,400.0168013,317.7598253,238.8832729,381.9878751,23297.87996,938.6309733,0.040288257
MW30104,133,Mangochi,TA Jalasi,3757.766256,14646.73659,17673.0715,15186.00371,11569.09081,7857.604943,6092.913641,5117.001119,4856.422415,3441.852306,2985.085002,2068.532108,1962.892093,1386.399438,1591.642896,1018.168528,2294.903569,103506.0869,4904.714993,0.047385764
MW20615,134,Lilongwe,TA Kabudula,5173.468863,19683.44955,26135.39398,26055.97186,20193.07484,16094.01081,11349.64203,10631.53367,8693.413242,7364.195763,5681.991069,4186.207747,3224.317588,2400.313059,2352.880402,1524.463533,2870.227288,173614.5553,6747.571223,0.038865239
MW10301,135,Nkhata Bay,TA Kabunduli,1580.238962,6230.89584,7920.044578,7870.825737,6265.45375,4829.729683,3385.627941,3056.804194,2561.474155,2188.667614,1779.208745,1406.402204,982.282403,875.4670458,706.8663348,471.2442232,807.3984357,52918.63185,1985.508994,0.037520036
MW20807,136,Dedza,TA Kachindamoto,4454.015475,16623.17126,21933.72818,20789.93199,15392.67637,12137.81891,9005.175284,8241.599929,6978.72359,5453.662006,3908.753731,2804.650926,2364.890018,1728.751316,2019.139755,1224.227518,1980.490934,137041.4072,5223.858207,0.038118831
MW30403,137,Chiradzulu,TA Kadewere,2674.697441,10807.17114,15103.7184,15421.12099,12852.86954,8972.429333,6638.359062,6053.873804,5883.560219,4470.731613,3321.114913,2469.546986,2266.331913,1809.581844,2212.141227,1157.358227,2481.159276,104595.7659,5850.65873,0.055935904
MW31204,138,Balaka,TA Kalembo,5732.791758,22231.87581,29252.13136,27798.28047,20988.62678,14625.77479,10372.43193,9438.104394,8904.618495,6626.395182,5139.383234,3861.809589,3206.733121,2665.102399,3187.53461,1769.171883,3450.496034,179251.2618,8407.202527,0.046901776
MW20602,139,Lilongwe,TA Kalolo,6214.709544,24252.54433,30781.0722,29472.83711,23217.81337,19137.38464,14377.14795,12751.14216,10819.22278,8465.190093,6823.374814,4934.141055,3889.13393,2763.498419,2816.460202,1955.633606,3738.943799,206410.25,8511.037607,0.0412336
MW20101,140,Kasungu,TA Kaluluma,2005.813517,7776.11945,11116.74726,10365.28561,8523.270617,6662.576846,4484.343829,4047.547763,3550.404871,2859.290042,2268.753254,2002.939858,1637.98525,1281.651617,956.9282251,662.3782459,1149.463333,71351.49959,2768.769804,0.038804648
MW20612,141,Lilongwe,TA Kalumba,1159.346103,4388.891898,5250.046985,5016.978145,3975.023333,3678.54606,2938.209746,2554.331657,2165.312344,1598.063918,1099.365151,676.9278796,496.1281548,344.4620349,384.7349594,242.4944176,400.1586326,36369.02142,1027.38801,0.028248987
MW20610,142,Lilongwe,TA Kalumbu,2487.72215,10063.02502,12169.23956,11712.16175,9225.658479,7566.770754,5632.41747,4848.681388,4415.981063,3535.953923,2703.462876,2002.610237,1716.17481,1331.010577,1282.255611,969.0049532,1863.658583,83525.78922,4114.919147,0.049265253
MW20304,143,Ntchisi,TA Kalumo,3958.551458,15012.55242,19689.38224,19919.30261,15117.7098,12176.86788,9316.230738,8681.721815,7172.089629,5594.728963,3995.980355,3117.292436,2607.546503,1823.321991,1996.207849,1105.043631,2122.753168,133407.2835,5224.004648,0.039158317
MW10105,144,Chitipa,TA Kameme,800.511879,3209.995861,4447.666709,4170.625616,3244.060196,2414.025893,1756.584222,1544.249866,1263.786839,1010.57528,857.2857711,717.6219965,549.5712758,383.7915108,369.0302988,224.8246128,476.9006939,27441.10852,1070.755606,0.039020129
MW30601,145,Mwanza,TA Kanduku,1695.23723,7394.592696,9168.850453,8988.584877,7261.245558,6087.049924,4244.883902,3655.934041,3406.525505,2410.126055,1805.12515,1317.420338,1056.89954,734.6439563,877.8686604,517.3375087,1039.6138,61661.9392,2434.819969,0.039486594
MW20201,146,Nkhotakota,TA Kanyenda,3207.174071,12581.77392,16452.72787,15853.72991,12859.67894,11051.41861,8029.201596,7352.277561,6140.198601,4617.354239,3225.012568,2316.188066,1811.076927,1217.712169,1024.305302,614.9587284,1066.554375,109421.3435,2705.818405,0.024728433
MW20105,147,Kasungu,TA Kaomba,1593.359557,6320.700271,8580.57784,8165.406688,6595.610899,5500.456724,4011.450998,3746.639128,3344.932986,2493.271082,1779.625533,1412.704002,1059.24748,920.10904,741.697653,502.6937194,788.8251892,57557.30879,2033.216562,0.03532508
MW20113,148,Kasungu,TA Kapelula,2341.57456,8995.449885,11938.46441,10989.94842,8610.33813,7179.24383,5113.428304,4664.131256,3922.434543,2940.637291,2270.257569,1616.518478,1307.478181,905.7257944,900.9713283,561.0270013,874.8217647,75132.45074,2336.820094,0.031102674
MW30501,149,Blantyre,TA Kapeni,2932.865303,10668.00608,14074.3066,14146.28498,12477.60323,10968.08493,8120.377144,7424.924121,6812.60105,4869.184947,3336.349711,2402.658406,1741.673899,1378.740689,1535.876576,849.5475714,1432.471024,105171.5563,3817.895171,0.036301594
MW20803,150,Dedza,TA Kaphuka,5065.325304,20736.07243,26546.52478,25831.07094,20669.03298,17565.43596,13039.72331,11569.25135,9648.186341,7979.893043,6568.767486,4472.960293,3764.100492,2751.914637,2879.3995,1886.995779,3688.268978,184662.9236,8454.664257,0.045784308
MW30707,151,Thyolo,TA Kapichi,1926.492012,7250.089458,10317.435,11192.16651,8910.45945,5916.008203,4065.88164,3810.17309,3787.032045,3188.836027,2215.755077,1741.363651,1454.41469,1113.084274,1283.170956,718.5294531,1571.276968,70462.1685,3572.977377,0.050707741
MW20502,152,Salima,TA Karonga,2624.153176,9887.145031,12642.91083,11545.46405,8962.819472,7218.446045,5303.988616,4746.153585,4150.859577,3000.767753,2307.270482,1645.157759,1289.803683,1013.41718,1052.900966,643.8894368,1233.109016,79268.25666,2929.899419,0.036961825
MW20301,153,Ntchisi,TA Kasakula,722.3025627,2839.595219,3628.820383,3445.360147,2611.135303,2007.67805,1490.758644,1322.298302,1127.299687,829.6094929,695.7642896,507.6887022,407.3047997,303.4593834,349.6129018,198.460129,416.5355034,22903.6835,964.6085342,0.042115869
MW20806,154,Dedza,TA Kasumbu,3281.400838,12919.49434,15678.81286,14150.70063,11043.62988,9293.065185,7307.336455,5919.959454,5061.928521,3732.661551,2966.335512,1950.31793,1749.656728,1199.427368,1450.026878,833.5157636,1576.234603,100114.5045,3859.777245,0.038553627
MW30107,155,Mangochi,TA Katuli,1920.949479,8377.158379,10026.93409,8278.106885,6409.118845,4247.035809,3585.339349,3021.882486,2658.152407,1986.713176,1835.700242,1210.539169,1021.367052,731.5196453,829.7592424,513.1192184,1072.516594,57725.91207,2415.395055,0.041842475
MW10408,156,Rumphi,TA Katumbi,520.7925295,2219.416574,2895.555531,2986.598724,2337.836392,1785.210578,1208.391468,1133.901583,976.0084936,830.8487176,637.3023497,532.2525118,384.5460731,312.6028508,228.5629806,196.0930307,348.8927948,19534.81318,773.5488061,0.039598475
MW31005,157,Chikwawa,TA Katunga,1212.565763,4632.496141,5939.097616,5826.502224,4871.297357,3860.413451,2976.97268,2635.474567,2456.064327,1691.405509,1226.176195,778.2692501,652.0634258,541.9426575,497.3994254,308.0906888,654.5380498,40760.76933,1460.028164,0.035819446
MW30203,158,Machinga,TA Kawinga,6008.961624,23143.86331,30532.5369,25996.30153,19368.43713,14393.36511,10907.71422,9124.940335,8446.413016,5813.393117,5025.156635,3249.537691,2871.518077,2041.544414,2658.062207,1584.820401,3310.354727,174476.9205,7553.237335,0.043290753
MW20507,159,Salima,TA Khombedza,3867.893008,14507.89086,17849.0513,16197.02643,12921.70756,10157.5587,7727.406179,7096.524219,5877.856598,4460.467145,3530.305317,2221.853736,1951.304736,1394.644183,1634.068077,911.0079167,1887.857404,114194.4234,4432.933398,0.038819176
MW20606,160,Lilongwe,TA Khongoni,4044.158647,17253.79335,22466.30953,21684.02678,16440.09769,13056.62344,9193.84901,8477.432031,6989.878813,5849.894229,4479.886088,3252.756015,2495.806251,1740.883126,1773.309354,1091.345242,2117.838028,142407.8876,4982.492624,0.034987477
MW10201,161,Karonga,TA Kilupula,2133.008498,8684.532295,12403.52313,12245.12167,9621.167023,7248.096682,4691.04452,4317.177717,3677.668712,2967.321785,2237.297659,1749.303095,1366.581552,1049.778629,853.9904873,685.7504259,1226.873431,77158.2373,2766.614344,0.035856371
MW20509,162,Salima,TA Kuluunda,359.6949812,1427.245402,1689.200481,1528.324245,1211.731953,951.9016548,690.8571959,649.5757466,585.2252521,415.5463538,349.6781589,207.9249469,161.7868565,119.8983271,135.6824106,79.52749795,146.6098531,10710.41132,361.8197617,0.03378206
MW30506,163,Blantyre,TA Kuntaja,2275.608589,9068.199536,11751.60524,12123.15372,10107.327,8243.543149,6009.217725,5421.184355,5056.684218,4026.618915,2800.206852,2029.923414,1561.711912,1298.909327,1418.731196,757.1936544,1400.606879,85350.42568,3576.531729,0.041904088
MW30504,164,Blantyre,TA Kunthembwe,1491.946299,5504.127854,7060.986181,7267.056112,5868.871631,4396.501975,3000.378193,2525.387003,2411.018191,2000.939029,1414.670075,1009.742661,786.1567863,628.5132891,788.2174856,403.8970645,808.8244787,47367.23431,2000.939029,0.042243104
MW30301,165,Zomba,TA Kuntumanji,2619.607254,10993.34434,15114.62481,14607.5409,11042.29067,8240.603087,6437.420516,5258.793037,5106.080506,3430.158377,2629.396518,1971.557926,1497.75751,1315.677186,1501.673216,798.8040056,1566.282364,94131.61222,3866.759586,0.041078225
MW20903,166,Ntcheu,TA Kwataine,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
MW10203,167,Karonga,TA Kyungu,2681.535236,11047.436,15590.03674,15671.19432,12145.84264,8700.536799,6243.57458,5756.629127,4837.213853,3990.062174,2999.495053,2478.085424,1852.171519,1600.916559,1341.879366,1078.395182,1677.627144,99692.63172,4097.901692,0.041105362
MW30402,168,Chiradzulu,TA Likoswe,2145.45415,7767.873356,10356.80127,9968.897929,8536.052725,7287.352645,5626.77767,4954.484521,4500.114597,3231.801427,2315.434266,1832.734323,1397.977489,1190.950425,1275.940483,665.7554525,1389.26056,74443.66329,3330.956496,0.044744661
MW30502,169,Blantyre,TA Lundu,942.4059912,4003.55453,5367.035538,5442.784483,4312.120085,3263.888362,2296.975359,1979.498163,2078.640165,1512.750988,1115.069027,825.4407086,655.0055825,536.9263448,656.1195376,326.3888362,633.8404361,35948.44414,1616.34881,0.04496297
MW10501,170,Mzimba,TA M'Mbelwa,5226.135283,20808.69899,27354.71753,26066.32526,20797.7456,15635.96147,10342.73669,9058.451935,7668.740823,6737.702837,5398.651145,5089.217932,4180.086723,3322.984106,2819.128255,2001.73167,3643.370707,176152.387,8464.230632,0.048050616
MW30801,171,Mulanje,TA Mabuka,5361.045073,20869.46189,28353.37305,29761.43313,23831.05764,17387.02759,12047.53445,12275.62582,11408.16024,8468.116421,5804.655838,4247.528173,3342.346694,2650.888619,3275.894879,1824.730919,3852.409273,194761.2897,8953.035071,0.045969274
MW10507,172,Mzimba,TA Mabulabo,2552.74068,10705.56545,14957.67254,14373.00782,10903.40655,8189.735426,5827.453709,5192.590498,4758.521233,3862.330606,2887.889398,2731.388235,2059.614372,1678.696445,1339.118448,922.7662955,1953.311694,94895.8094,4215.196438,0.044419205
MW30507,173,Blantyre,TA Machinjiri,722.4881838,2710.642714,3686.788977,3580.95233,3106.874127,2501.593469,1842.082464,1751.115428,1647.028148,1228.929659,878.1817633,632.3958316,434.7174665,389.2339489,430.3440514,239.6631505,449.587078,26232.61879,1119.59428,0.042679471
MW20501,174,Salima,TA Maganga,1950.331784,7563.481797,9476.623219,8927.416708,7313.527967,5571.63519,4090.074948,3667.142689,3254.589137,2300.613102,1813.678825,1158.955473,870.9463887,670.2914114,691.0488228,422.0673661,949.6515738,60692.0764,2062.767763,0.033987431
MW30108,175,Mangochi,TA Makanjila,3265.940708,12084.43825,14061.39255,11572.65725,9488.160301,6977.306305,5178.064331,4432.130185,4108.739513,2986.024725,2402.548629,1476.614015,1346.95266,1049.494258,1196.698031,742.8832904,1539.919264,83909.96427,3479.500585,0.041467073
MW30505,176,Blantyre,TA Makata,552.1462378,1909.016248,3011.350758,3095.54327,2466.057399,1688.745142,1132.682974,1078.838926,1004.436241,831.1563048,630.4648531,485.5754148,407.2567995,300.5476862,415.0886611,191.8806075,410.1937476,19610.98127,1017.163016,0.051867013
MW31007,177,Chikwawa,TA Makhwira,2518.812181,9352.706314,11437.80966,10100.00589,8069.918458,6380.012797,4792.80352,4102.35373,3975.817115,2865.412474,2344.595102,1562.452114,1359.810143,1037.050082,1190.177725,704.2037695,1499.183806,73293.12488,3393.565301,0.046301277
MW30307,178,Zomba,TA Malemia,2139.698087,8236.755158,10657.89751,10707.51109,9012.531024,7226.442401,5120.120718,4823.341346,4307.360188,3009.288709,2219.079804,1573.201292,1289.952894,1072.555238,1018.431341,641.3681872,1202.452593,74257.98758,2862.252121,0.038544704
MW31107,179,Nsanje,TA Malemia,621.5419223,2510.383608,3320.271568,2849.406475,2346.25349,1667.310871,1260.124677,915.7204945,965.9461043,740.8277458,661.0049015,414.3612815,425.1239122,339.0228667,347.9917256,224.2214727,513.9156154,20123.42873,1086.128814,0.053973348
MW20203,180,Nkhotakota,TA Malenga Chanzi,2410.07003,9064.646597,10944.94402,10007.16742,8131.614237,6086.850097,4250.83218,3747.943551,3140.681811,2520.768785,2027.368621,1451.735097,1168.662567,901.4041452,857.1246434,506.05145,1189.220907,68407.08616,2552.397,0.03731188
MW10303,181,Nkhata Bay,TA Malenga,164.4083184,670.1880905,950.5790043,1027.701452,841.77059,658.2311219,417.2982044,313.870426,280.9887623,244.520008,180.550226,170.9846511,110.6019596,130.3309578,102.2320816,78.91599281,168.5932574,6511.765104,349.7413318,0.053709144
MW20614,182,Lilongwe,TA Malili,4684.584986,16970.81195,21543.49588,20718.22562,16249.81312,14202.53249,10747.58749,9483.61423,8091.209084,6330.039104,4922.374723,3397.722878,2725.044958,1906.132707,1826.021726,1281.775696,2337.206081,147418.1927,5445.003503,0.036935764
MW10306,183,Nkhata Bay,TA Mankhambira,602.9984454,2451.476159,3164.741584,3357.156564,2752.208879,2073.803144,1344.003639,1180.122096,1016.21782,837.286387,642.0166144,545.8260049,409.575505,361.0245209,292.208648,216.9891459,389.5442085,21637.19936,898.7420024,0.041536892
MW20909,184,Ntcheu,TA Masasa,1117.428344,4377.554337,5698.151471,5638.457548,4358.703625,3475.861925,2471.537856,2163.642885,1911.252791,1456.741168,1039.930971,784.3990906,665.011245,453.4643608,566.5686355,286.9497341,529.9144724,36995.57046,1383.432842,0.037394554
MW31004,185,Chikwawa,TA Maseya,1199.927809,4699.900058,6130.161359,5968.927915,4935.71768,3841.085181,2832.005122,2659.803417,2449.212796,1726.404362,1332.643774,915.8498362,693.1941275,534.1543356,572.5432509,340.0161069,620.8036016,41452.35073,1533.362959,0.036990977
MW20604,186,Lilongwe,TA Mazengera,4156.951678,16571.32312,19715.17556,19355.84381,15337.09665,12941.95219,9473.619565,8503.784352,7169.810266,5909.144666,4617.232826,3396.225915,2963.585671,2200.456352,2431.197816,1551.495986,3029.683486,139324.5799,7012.377288,0.050331229
MW20705,187,Mchinji,TA Mkanda,3962.252268,16842.51499,21312.11447,19952.5181,15154.49664,12143.37326,9109.884225,8165.818176,6834.473163,5222.968899,4144.708923,2925.192182,2273.056782,1753.93817,1474.956058,927.5860924,1655.058434,133854.9108,4057.600584,0.030313423
MW30901,188,Phalombe,TA Mkhumba,9904.971807,37296.65498,51462.20383,48734.10606,36164.29671,26270.39545,19462.0123,18919.55576,16540.9708,12259.83418,8881.737453,5976.511011,5037.096472,3961.672422,5291.718931,2788.195002,5546.34139,314498.2746,13626.25532,0.043326964
MW10601,189,Likoma,Mkumpha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11557.40912,0,0
MW31302,190,Neno,TA Mlauli,1311.298127,5134.767403,6321.837287,6080.282369,4635.553906,3869.479737,2624.896777,2331.580091,2192.398448,1572.407491,1157.163084,925.9605197,668.3019403,553.2757888,605.0375569,326.6742703,602.7370339,40913.65183,1534.448861,0.037504569
MW31104,191,Nsanje,TA Mlolo,2261.274198,9180.015025,12534.01541,11580.66756,8810.941179,6638.869119,4980.824379,4229.296367,3950.539686,2924.715099,2286.919812,1669.195007,1228.759451,1065.965549,1164.087901,806.164322,1747.246878,77059.49695,3717.499101,0.048241933
MW20701,192,Mchinji,TA Mlonyeni,1599.416208,7051.233384,9030.206484,7897.624956,6233.257836,5794.83918,4374.03798,3779.331192,3019.20255,2444.792922,1910.977614,1391.370318,1032.110586,766.21779,659.6577,522.65187,754.039494,58260.96807,1936.349064,0.033235786
MW30306,193,Zomba,TA Mlumbe,4663.801532,18118.08292,24950.81417,24512.20722,19161.93602,14018.65377,10042.36995,9266.816437,8933.538035,6549.235005,4890.703337,3641.957376,3060.816264,2457.6662,2984.308958,1544.818755,3112.170483,161909.8964,7641.298196,0.047194757
MW30401,194,Chiradzulu,TA Mpama,2021.406933,7271.136253,9953.170592,10097.15349,8400.413869,6837.775967,5018.227408,4478.997346,4349.13042,3236.791968,2389.833756,1809.66738,1437.005767,1074.225333,1276.083707,670.5085847,1452.533334,71774.06211,3399.125626,0.047358691
MW20902,195,Ntcheu,TA Mpando,2448.432038,9878.225402,11782.89279,11135.74328,8977.58414,7605.746457,5671.256508,4618.520199,4007.157753,2917.640289,2135.295176,1471.246211,1194.890503,885.7299822,932.4519902,520.9006854,969.2331455,77152.94655,2422.585821,0.031399784
MW10509,196,Mzimba,TA Mpherembe,1607.501151,6192.882787,8051.363524,7483.195013,5904.179276,4791.708412,3529.111722,3263.504492,2652.222924,2099.451934,1552.070077,1344.973425,1009.307476,745.2399972,606.6623118,361.8417342,611.281568,51806.49782,1579.785614,0.030493967
