"","x"
"1",0.0084375
"2",0.0128125
"3",0.008125
"4",0.02875
"5",0.0340625
"6",-0.001875
"7",0.01375
"8",0.0415625
"9",0.06
"10",0.03
"11",0.0534375
"12",0.0378125
"13",0.0275
"14",0.061875
"15",0.115
"16",0.2528125
"17",0.2071875
"18",0.2509375
"19",0.2540625
"20",0.2515625
"21",0.2665625
"22",0.2659375
"23",0.30875
"24",0.300625
"25",0.2809375
"26",0.31625
"27",0.321875
"28",0.3509375
"29",0.4278125
"30",0.3865625
"31",0.3215625
"32",0.3128125
"33",0.3346875
"34",0.3175
"35",0.349375
"36",0.350625
"37",0.369375
"38",0.4478125
"39",0.2953125
"40",0.3109375
"41",0.288125
"42",0.31625
"43",0.2953125
"44",0.3671875
"45",0.276875
"46",0.299375
"47",0.2971875
"48",0.258125
"49",0.3059375
"50",0.2715625
"51",0.4028125
"52",0.43375
"53",0.2625
"54",0.271875
"55",0.215
"56",0.43125
"57",0.271875
"58",0.3990625
"59",0.2675
"60",0.2571875
"61",0.255
"62",0.2315625
"63",0.25375
"64",0.2375
"65",0.35625
"66",0.2371875
"67",0.238125
"68",0.22875
"69",0.194375
"70",0.205625
"71",0.1878125
"72",0.266875
"73",0.2015625
"74",0.2615625
"75",0.2446875
"76",0.3325
"77",0.2790625
"78",0.2390625
"79",0.284375
"80",0.34625
"81",0.34625
"82",0.34625
"83",0.34625
"84",0.34625
"85",0.34625
"86",0.34625
"87",0.34625
"88",0.34625
"89",0.34625
"90",0.34625
"91",0.34625
"92",0.34625
"93",0.34625
"94",0.34625
"95",0.34625
"96",0.34625
"97",0.34625
"98",0.34625
"99",0.34625
"100",0.34625
"101",0.34625
"102",0.34625
"103",0.34625
"104",0.34625
"105",0.34625
"106",0.34625
"107",0.34625
"108",0.34625
"109",0.34625
"110",0.34625
"111",0.34625
"112",0.34625
"113",0.34625
"114",0.34625
"115",0.34625
"116",0.34625
"117",0.34625
"118",0.34625
"119",0.34625
"120",0.34625
"121",0.34625
"122",0.34625
"123",0.34625
"124",0.34625
"125",0.34625
"126",0.34625
"127",0.34625
"128",0.34625
"129",0.34625
"130",0.34625
"131",0.34625
"132",0.34625
"133",0.34625
"134",0.34625
"135",0.34625
"136",0.34625
"137",0.34625
"138",0.34625
"139",0.34625
"140",0.34625
"141",0.34625
"142",0.34625
"143",0.34625
"144",0.34625
"145",0.34625
"146",0.34625
"147",0.34625
"148",0.34625
"149",0.34625
"150",0.34625
"151",0.34625
"152",0.34625
"153",0.34625
"154",0.34625
"155",0.34625
"156",0.34625
"157",0.34625
"158",0.34625
"159",0.34625
"160",0.34625
"161",0.34625
"162",0.34625
"163",0.34625
"164",0.34625
"165",0.34625
"166",0.34625
"167",0.34625
"168",0.34625
"169",0.34625
"170",0.34625
"171",0.34625
"172",0.34625
"173",0.34625
"174",0.34625
"175",0.34625
"176",0.34625
"177",0.34625
"178",0.34625
"179",0.34625
"180",0.34625
"181",0.34625
"182",0.34625
"183",0.34625
"184",0.34625
"185",0.34625
"186",0.34625
"187",0.34625
"188",0.34625
"189",0.34625
"190",0.34625
"191",0.34625
"192",0.34625
"193",0.34625
"194",0.34625
"195",0.34625
"196",0.34625
"197",0.34625
"198",0.34625
"199",0.34625
"200",0.34625
"201",0.34625
"202",0.34625
"203",0.34625
"204",0.34625
"205",0.34625
"206",0.34625
"207",0.34625
"208",0.34625
"209",0.34625
"210",0.34625
"211",0.34625
"212",0.34625
"213",0.34625
"214",0.34625
"215",0.34625
"216",0.34625
