"","x"
"1",0.668125
"2",0.6875
"3",0.80125
"4",0.8103125
"5",0.8621875
"6",0.925625
"7",0.905625
"8",0.891875
"9",0.8596875
"10",0.8415625
"11",0.87625
"12",0.87
"13",0.8740625
"14",0.803125
"15",0.8128125
"16",0.7703125
"17",0.8603125
"18",0.8103125
"19",0.8071875
"20",0.82125
"21",0.818125
"22",0.816875
"23",0.7690625
"24",0.8475
"25",0.8134375
"26",0.814375
"27",0.8215625
"28",0.798125
"29",0.8040625
"30",0.77125
"31",0.8478125
"32",0.8109375
"33",0.8115625
"34",0.8171875
"35",0.8146875
"36",0.81125
"37",0.7775
"38",0.86
"39",0.8025
"40",0.7946875
"41",0.79875
"42",0.776875
"43",0.8346875
"44",0.723125
"45",0.851875
"46",0.7646875
"47",0.76
"48",0.761875
"49",0.75625
"50",0.7459375
"51",0.68125
"52",0.68125
"53",0.68125
"54",0.68125
"55",0.68125
"56",0.68125
"57",0.68125
"58",0.68125
"59",0.68125
"60",0.68125
"61",0.68125
"62",0.68125
"63",0.68125
"64",0.68125
"65",0.68125
"66",0.68125
"67",0.68125
"68",0.68125
"69",0.68125
"70",0.68125
"71",0.68125
"72",0.68125
"73",0.68125
"74",0.68125
"75",0.68125
"76",0.68125
"77",0.68125
"78",0.68125
"79",0.68125
"80",0.68125
"81",0.68125
"82",0.68125
"83",0.68125
"84",0.68125
"85",0.68125
"86",0.68125
"87",0.68125
"88",0.68125
"89",0.68125
"90",0.68125
"91",0.68125
"92",0.68125
"93",0.68125
"94",0.68125
"95",0.68125
"96",0.68125
"97",0.68125
"98",0.68125
"99",0.68125
"100",0.68125
"101",0.68125
"102",0.68125
"103",0.68125
"104",0.68125
"105",0.68125
"106",0.68125
"107",0.68125
"108",0.68125
"109",0.68125
"110",0.68125
"111",0.68125
"112",0.68125
"113",0.68125
"114",0.68125
"115",0.68125
"116",0.68125
"117",0.68125
"118",0.68125
"119",0.68125
"120",0.68125
"121",0.68125
"122",0.68125
"123",0.68125
"124",0.68125
"125",0.68125
"126",0.68125
"127",0.68125
"128",0.68125
"129",0.68125
"130",0.68125
"131",0.68125
"132",0.68125
"133",0.68125
"134",0.68125
"135",0.68125
"136",0.68125
"137",0.68125
"138",0.68125
"139",0.68125
"140",0.68125
"141",0.68125
"142",0.68125
