"","x"
"1",-0.02125
"2",-0.016875
"3",-0.014375
"4",0.0028125
"5",-0.0121875
"6",-0.0059375
"7",-0.0315625
"8",-0.021875
"9",-0.0453125
"10",-0.0165625
"11",-0.0159375
"12",-0.0215625
"13",0.0025
"14",-0.01
"15",-0.0159375
"16",-0.0153125
"17",0.011875
"18",0.003125
"19",0.003125
"20",0.0140625
"21",0.0046875
"22",-0.0059375
"23",0.02125
"24",0.0909375
"25",0.09375
"26",0.15625
"27",0.11875
"28",0.261875
"29",0.3171875
"30",0.3040625
"31",0.2834375
"32",0.25125
"33",0.5296875
"34",0.5365625
"35",0.5040625
"36",0.510625
"37",0.45625
"38",0.3790625
"39",0.511875
"40",0.48625
"41",0.5165625
"42",0.505
"43",0.52875
"44",0.42
"45",0.3978125
"46",0.566875
"47",0.526875
"48",0.5121875
"49",0.51
"50",0.511875
"51",0.4553125
"52",0.433125
"53",0.5325
"54",0.5378125
"55",0.5309375
"56",0.525625
"57",0.5221875
"58",0.4553125
"59",0.4440625
"60",0.5271875
"61",0.5371875
"62",0.513125
"63",0.5203125
"64",0.5203125
"65",0.5203125
"66",0.5203125
"67",0.5203125
"68",0.5203125
"69",0.5203125
"70",0.5203125
"71",0.5203125
"72",0.5203125
"73",0.5203125
"74",0.5203125
"75",0.5203125
"76",0.5203125
"77",0.5203125
"78",0.5203125
"79",0.5203125
"80",0.5203125
"81",0.5203125
"82",0.5203125
"83",0.5203125
"84",0.5203125
"85",0.5203125
"86",0.5203125
"87",0.5203125
"88",0.5203125
"89",0.5203125
"90",0.5203125
"91",0.5203125
"92",0.5203125
"93",0.5203125
"94",0.5203125
"95",0.5203125
"96",0.5203125
"97",0.5203125
"98",0.5203125
"99",0.5203125
"100",0.5203125
"101",0.5203125
"102",0.5203125
"103",0.5203125
"104",0.5203125
"105",0.5203125
"106",0.5203125
"107",0.5203125
"108",0.5203125
"109",0.5203125
"110",0.5203125
"111",0.5203125
"112",0.5203125
"113",0.5203125
"114",0.5203125
"115",0.5203125
"116",0.5203125
"117",0.5203125
"118",0.5203125
"119",0.5203125
"120",0.5203125
"121",0.5203125
"122",0.5203125
"123",0.5203125
"124",0.5203125
"125",0.5203125
"126",0.5203125
"127",0.5203125
"128",0.5203125
"129",0.5203125
"130",0.5203125
"131",0.5203125
"132",0.5203125
"133",0.5203125
"134",0.5203125
"135",0.5203125
"136",0.5203125
"137",0.5203125
"138",0.5203125
"139",0.5203125
"140",0.5203125
"141",0.5203125
"142",0.5203125
"143",0.5203125
"144",0.5203125
"145",0.5203125
"146",0.5203125
"147",0.5203125
"148",0.5203125
"149",0.5203125
"150",0.5203125
"151",0.5203125
"152",0.5203125
"153",0.5203125
"154",0.5203125
"155",0.5203125
"156",0.5203125
"157",0.5203125
"158",0.5203125
"159",0.5203125
"160",0.5203125
"161",0.5203125
"162",0.5203125
"163",0.5203125
"164",0.5203125
"165",0.5203125
"166",0.5203125
"167",0.5203125
"168",0.5203125
"169",0.5203125
"170",0.5203125
"171",0.5203125
"172",0.5203125
"173",0.5203125
"174",0.5203125
"175",0.5203125
"176",0.5203125
"177",0.5203125
"178",0.5203125
"179",0.5203125
"180",0.5203125
"181",0.5203125
"182",0.5203125
"183",0.5203125
"184",0.5203125
"185",0.5203125
"186",0.5203125
"187",0.5203125
"188",0.5203125
"189",0.5203125
"190",0.5203125
"191",0.5203125
"192",0.5203125
"193",0.5203125
"194",0.5203125
"195",0.5203125
"196",0.5203125
"197",0.5203125
"198",0.5203125
"199",0.5203125
"200",0.5203125
"201",0.5203125
"202",0.5203125
"203",0.5203125
"204",0.5203125
"205",0.5203125
"206",0.5203125
"207",0.5203125
"208",0.5203125
"209",0.5203125
"210",0.5203125
"211",0.5203125
"212",0.5203125
"213",0.5203125
"214",0.5203125
"215",0.5203125
"216",0.5203125
"217",0.5203125
"218",0.5203125
"219",0.5203125
"220",0.5203125
"221",0.5203125
"222",0.5203125
"223",0.5203125
"224",0.5203125
"225",0.5203125
"226",0.5203125
"227",0.5203125
"228",0.5203125
"229",0.5203125
"230",0.5203125
"231",0.5203125
"232",0.5203125
"233",0.5203125
"234",0.5203125
"235",0.5203125
"236",0.5203125
"237",0.5203125
"238",0.5203125
"239",0.5203125
"240",0.5203125
"241",0.5203125
"242",0.5203125
"243",0.5203125
"244",0.5203125
"245",0.5203125
"246",0.5203125
"247",0.5203125
"248",0.5203125
"249",0.5203125
"250",0.5203125
"251",0.5203125
"252",0.5203125
"253",0.5203125
"254",0.5203125
"255",0.5203125
"256",0.5203125
"257",0.5203125
"258",0.5203125
"259",0.5203125
"260",0.5203125
"261",0.5203125
"262",0.5203125
"263",0.5203125
"264",0.5203125
"265",0.5203125
"266",0.5203125
"267",0.5203125
"268",0.5203125
"269",0.5203125
"270",0.5203125
"271",0.5203125
"272",0.5203125
"273",0.5203125
"274",0.5203125
"275",0.5203125
"276",0.5203125
"277",0.5203125
"278",0.5203125
"279",0.5203125
"280",0.5203125
"281",0.5203125
"282",0.5203125
"283",0.5203125
"284",0.5203125
"285",0.5203125
"286",0.5203125
"287",0.5203125
"288",0.5203125
"289",0.5203125
"290",0.5203125
"291",0.5203125
"292",0.5203125
"293",0.5203125
"294",0.5203125
"295",0.5203125
"296",0.5203125
"297",0.5203125
"298",0.5203125
"299",0.5203125
"300",0.5203125
"301",0.5203125
"302",0.5203125
"303",0.5203125
"304",0.5203125
"305",0.5203125
"306",0.5203125
"307",0.5203125
"308",0.5203125
"309",0.5203125
"310",0.5203125
"311",0.5203125
"312",0.5203125
"313",0.5203125
"314",0.5203125
"315",0.5203125
"316",0.5203125
"317",0.5203125
"318",0.5203125
"319",0.5203125
"320",0.5203125
"321",0.5203125
"322",0.5203125
"323",0.5203125
"324",0.5203125
"325",0.5203125
"326",0.5203125
"327",0.5203125
"328",0.5203125
"329",0.5203125
"330",0.5203125
"331",0.5203125
"332",0.5203125
"333",0.5203125
"334",0.5203125
"335",0.5203125
"336",0.5203125
"337",0.5203125
"338",0.5203125
"339",0.5203125
"340",0.5203125
"341",0.5203125
"342",0.5203125
"343",0.5203125
"344",0.5203125
"345",0.5203125
"346",0.5203125
"347",0.5203125
"348",0.5203125
"349",0.5203125
"350",0.5203125
"351",0.5203125
"352",0.5203125
"353",0.5203125
"354",0.5203125
"355",0.5203125
"356",0.5203125
"357",0.5203125
"358",0.5203125
"359",0.5203125
"360",0.5203125
"361",0.5203125
"362",0.5203125
"363",0.5203125
"364",0.5203125
"365",0.5203125
