"","x"
"1",0.0159375
"2",0.040625
"3",0.0334375
"4",0.02
"5",0.0603125
"6",0.055
"7",0.093125
"8",0.0609375
"9",0.090625
"10",0.184375
"11",0.2496875
"12",0.325
"13",0.079375
"14",-0.036875
"15",0.7559375
"16",0.748125
"17",0.7234375
"18",0.72875
"19",0.7284375
"20",0.6959375
"21",0.6209375
"22",0.7059375
"23",0.6934375
"24",0.6865625
"25",0.6725
"26",0.7534375
"27",0.701875
"28",0.6390625
"29",0.7734375
"30",0.686875
"31",0.678125
"32",0.6759375
"33",0.6778125
"34",0.6659375
"35",0.5915625
"36",0.636875
"37",0.61125
"38",0.6159375
"39",0.6253125
"40",0.625625
"41",0.5925
"42",0.526875
"43",0.6046875
"44",0.59
"45",0.5821875
"46",0.5628125
"47",0.5628125
"48",0.5628125
"49",0.5628125
"50",0.5628125
"51",0.5628125
"52",0.5628125
"53",0.5628125
"54",0.5628125
"55",0.5628125
"56",0.5628125
"57",0.5628125
"58",0.5628125
"59",0.5628125
"60",0.5628125
"61",0.5628125
"62",0.5628125
"63",0.5628125
"64",0.5628125
"65",0.5628125
"66",0.5628125
"67",0.5628125
"68",0.5628125
"69",0.5628125
"70",0.5628125
"71",0.5628125
"72",0.5628125
"73",0.5628125
"74",0.5628125
"75",0.5628125
"76",0.5628125
"77",0.5628125
"78",0.5628125
"79",0.5628125
"80",0.5628125
"81",0.5628125
"82",0.5628125
"83",0.5628125
"84",0.5628125
"85",0.5628125
"86",0.5628125
"87",0.5628125
"88",0.5628125
"89",0.5628125
"90",0.5628125
"91",0.5628125
"92",0.5628125
"93",0.5628125
"94",0.5628125
"95",0.5628125
"96",0.5628125
"97",0.5628125
"98",0.5628125
"99",0.5628125
"100",0.5628125
"101",0.5628125
"102",0.5628125
"103",0.5628125
"104",0.5628125
"105",0.5628125
"106",0.5628125
"107",0.5628125
"108",0.5628125
"109",0.5628125
"110",0.5628125
"111",0.5628125
"112",0.5628125
"113",0.5628125
"114",0.5628125
"115",0.5628125
"116",0.5628125
"117",0.5628125
"118",0.5628125
"119",0.5628125
"120",0.5628125
"121",0.5628125
"122",0.5628125
"123",0.5628125
"124",0.5628125
"125",0.5628125
"126",0.5628125
"127",0.5628125
"128",0.5628125
"129",0.5628125
"130",0.5628125
"131",0.5628125
"132",0.5628125
"133",0.5628125
"134",0.5628125
"135",0.5628125
"136",0.5628125
"137",0.5628125
"138",0.5628125
"139",0.5628125
"140",0.5628125
"141",0.5628125
"142",0.5628125
"143",0.5628125
"144",0.5628125
"145",0.5628125
"146",0.5628125
"147",0.5628125
"148",0.5628125
"149",0.5628125
"150",0.5628125
"151",0.5628125
"152",0.5628125
"153",0.5628125
"154",0.5628125
"155",0.5628125
"156",0.5628125
"157",0.5628125
"158",0.5628125
"159",0.5628125
"160",0.5628125
"161",0.5628125
"162",0.5628125
"163",0.5628125
"164",0.5628125
"165",0.5628125
"166",0.5628125
"167",0.5628125
"168",0.5628125
"169",0.5628125
"170",0.5628125
"171",0.5628125
"172",0.5628125
"173",0.5628125
"174",0.5628125
"175",0.5628125
"176",0.5628125
"177",0.5628125
"178",0.5628125
"179",0.5628125
"180",0.5628125
"181",0.5628125
"182",0.5628125
"183",0.5628125
"184",0.5628125
"185",0.5628125
"186",0.5628125
"187",0.5628125
"188",0.5628125
"189",0.5628125
"190",0.5628125
"191",0.5628125
"192",0.5628125
"193",0.5628125
"194",0.5628125
"195",0.5628125
"196",0.5628125
"197",0.5628125
"198",0.5628125
"199",0.5628125
"200",0.5628125
"201",0.5628125
"202",0.5628125
"203",0.5628125
"204",0.5628125
"205",0.5628125
"206",0.5628125
"207",0.5628125
"208",0.5628125
"209",0.5628125
"210",0.5628125
"211",0.5628125
"212",0.5628125
"213",0.5628125
"214",0.5628125
"215",0.5628125
"216",0.5628125
"217",0.5628125
"218",0.5628125
"219",0.5628125
"220",0.5628125
"221",0.5628125
"222",0.5628125
"223",0.5628125
"224",0.5628125
"225",0.5628125
"226",0.5628125
"227",0.5628125
"228",0.5628125
"229",0.5628125
"230",0.5628125
"231",0.5628125
"232",0.5628125
"233",0.5628125
"234",0.5628125
"235",0.5628125
"236",0.5628125
"237",0.5628125
"238",0.5628125
"239",0.5628125
"240",0.5628125
"241",0.5628125
"242",0.5628125
"243",0.5628125
"244",0.5628125
"245",0.5628125
"246",0.5628125
"247",0.5628125
"248",0.5628125
"249",0.5628125
"250",0.5628125
"251",0.5628125
"252",0.5628125
"253",0.5628125
"254",0.5628125
"255",0.5628125
"256",0.5628125
"257",0.5628125
"258",0.5628125
"259",0.5628125
"260",0.5628125
"261",0.5628125
"262",0.5628125
"263",0.5628125
"264",0.5628125
"265",0.5628125
"266",0.5628125
"267",0.5628125
"268",0.5628125
"269",0.5628125
"270",0.5628125
