"","x"
"1",0.389375
"2",0.439375
"3",0.3565625
"4",0.3925
"5",0.4875
"6",0.4378125
"7",0.59625
"8",0.60625
"9",0.66875
"10",0.625
"11",0.6625
"12",0.6828125
"13",0.67875
"14",0.6890625
"15",0.69125
"16",0.655625
"17",0.6890625
"18",0.7096875
"19",0.695
"20",0.69
"21",0.7775
"22",0.6815625
"23",0.6815625
"24",0.6815625
"25",0.6815625
"26",0.6815625
"27",0.6815625
"28",0.6815625
"29",0.6815625
"30",0.6815625
"31",0.6815625
"32",0.6815625
"33",0.6815625
"34",0.6815625
"35",0.6815625
"36",0.6815625
"37",0.6815625
"38",0.6815625
"39",0.6815625
"40",0.6815625
"41",0.6815625
"42",0.6815625
"43",0.6815625
"44",0.6815625
"45",0.6815625
"46",0.6815625
"47",0.6815625
"48",0.6815625
"49",0.6815625
"50",0.6815625
"51",0.6815625
"52",0.6815625
"53",0.6815625
"54",0.6815625
"55",0.6815625
"56",0.6815625
"57",0.6815625
"58",0.6815625
"59",0.6815625
"60",0.6815625
"61",0.6815625
"62",0.6815625
"63",0.6815625
"64",0.6815625
"65",0.6815625
"66",0.6815625
"67",0.6815625
"68",0.6815625
"69",0.6815625
"70",0.6815625
"71",0.6815625
"72",0.6815625
"73",0.6815625
"74",0.6815625
"75",0.6815625
"76",0.6815625
"77",0.6815625
"78",0.6815625
"79",0.6815625
"80",0.6815625
"81",0.6815625
"82",0.6815625
"83",0.6815625
"84",0.6815625
"85",0.6815625
"86",0.6815625
"87",0.6815625
"88",0.6815625
"89",0.6815625
"90",0.6815625
"91",0.6815625
"92",0.6815625
"93",0.6815625
"94",0.6815625
"95",0.6815625
"96",0.6815625
"97",0.6815625
"98",0.6815625
"99",0.6815625
"100",0.6815625
"101",0.6815625
"102",0.6815625
"103",0.6815625
"104",0.6815625
"105",0.6815625
"106",0.6815625
"107",0.6815625
"108",0.6815625
"109",0.6815625
"110",0.6815625
"111",0.6815625
"112",0.6815625
"113",0.6815625
"114",0.6815625
"115",0.6815625
"116",0.6815625
"117",0.6815625
"118",0.6815625
"119",0.6815625
"120",0.6815625
"121",0.6815625
"122",0.6815625
"123",0.6815625
"124",0.6815625
"125",0.6815625
"126",0.6815625
"127",0.6815625
"128",0.6815625
"129",0.6815625
"130",0.6815625
"131",0.6815625
"132",0.6815625
"133",0.6815625
"134",0.6815625
"135",0.6815625
"136",0.6815625
"137",0.6815625
"138",0.6815625
"139",0.6815625
"140",0.6815625
"141",0.6815625
"142",0.6815625
"143",0.6815625
"144",0.6815625
"145",0.6815625
"146",0.6815625
"147",0.6815625
"148",0.6815625
"149",0.6815625
"150",0.6815625
"151",0.6815625
"152",0.6815625
"153",0.6815625
"154",0.6815625
"155",0.6815625
"156",0.6815625
"157",0.6815625
"158",0.6815625
"159",0.6815625
"160",0.6815625
"161",0.6815625
"162",0.6815625
"163",0.6815625
"164",0.6815625
"165",0.6815625
"166",0.6815625
"167",0.6815625
"168",0.6815625
"169",0.6815625
"170",0.6815625
"171",0.6815625
"172",0.6815625
"173",0.6815625
"174",0.6815625
"175",0.6815625
"176",0.6815625
"177",0.6815625
"178",0.6815625
"179",0.6815625
"180",0.6815625
"181",0.6815625
"182",0.6815625
"183",0.6815625
"184",0.6815625
"185",0.6815625
"186",0.6815625
"187",0.6815625
"188",0.6815625
"189",0.6815625
"190",0.6815625
"191",0.6815625
"192",0.6815625
"193",0.6815625
"194",0.6815625
"195",0.6815625
"196",0.6815625
"197",0.6815625
"198",0.6815625
"199",0.6815625
"200",0.6815625
"201",0.6815625
"202",0.6815625
"203",0.6815625
"204",0.6815625
"205",0.6815625
"206",0.6815625
"207",0.6815625
"208",0.6815625
"209",0.6815625
"210",0.6815625
"211",0.6815625
"212",0.6815625
"213",0.6815625
"214",0.6815625
"215",0.6815625
"216",0.6815625
"217",0.6815625
"218",0.6815625
"219",0.6815625
"220",0.6815625
"221",0.6815625
"222",0.6815625
"223",0.6815625
"224",0.6815625
"225",0.6815625
"226",0.6815625
"227",0.6815625
"228",0.6815625
"229",0.6815625
"230",0.6815625
"231",0.6815625
"232",0.6815625
"233",0.6815625
"234",0.6815625
"235",0.6815625
"236",0.6815625
"237",0.6815625
"238",0.6815625
"239",0.6815625
"240",0.6815625
"241",0.6815625
"242",0.6815625
"243",0.6815625
"244",0.6815625
"245",0.6815625
"246",0.6815625
"247",0.6815625
"248",0.6815625
"249",0.6815625
"250",0.6815625
"251",0.6815625
"252",0.6815625
"253",0.6815625
"254",0.6815625
"255",0.6815625
"256",0.6815625
"257",0.6815625
"258",0.6815625
"259",0.6815625
"260",0.6815625
"261",0.6815625
"262",0.6815625
"263",0.6815625
"264",0.6815625
"265",0.6815625
"266",0.6815625
"267",0.6815625
"268",0.6815625
"269",0.6815625
"270",0.6815625
"271",0.6815625
"272",0.6815625
"273",0.6815625
"274",0.6815625
"275",0.6815625
"276",0.6815625
"277",0.6815625
"278",0.6815625
"279",0.6815625
"280",0.6815625
"281",0.6815625
"282",0.6815625
"283",0.6815625
"284",0.6815625
"285",0.6815625
"286",0.6815625
"287",0.6815625
"288",0.6815625
"289",0.6815625
"290",0.6815625
"291",0.6815625
"292",0.6815625
"293",0.6815625
"294",0.6815625
"295",0.6815625
"296",0.6815625
"297",0.6815625
"298",0.6815625
"299",0.6815625
"300",0.6815625
"301",0.6815625
"302",0.6815625
"303",0.6815625
"304",0.6815625
"305",0.6815625
"306",0.6815625
"307",0.6815625
"308",0.6815625
"309",0.6815625
"310",0.6815625
"311",0.6815625
"312",0.6815625
"313",0.6815625
"314",0.6815625
"315",0.6815625
"316",0.6815625
"317",0.6815625
"318",0.6815625
"319",0.6815625
"320",0.6815625
"321",0.6815625
"322",0.6815625
"323",0.6815625
"324",0.6815625
"325",0.6815625
"326",0.6815625
"327",0.6815625
"328",0.6815625
"329",0.6815625
"330",0.6815625
"331",0.6815625
"332",0.6815625
"333",0.6815625
"334",0.6815625
"335",0.6815625
"336",0.6815625
"337",0.6815625
"338",0.6815625
"339",0.6815625
"340",0.6815625
"341",0.6815625
"342",0.6815625
"343",0.6815625
"344",0.6815625
"345",0.6815625
"346",0.6815625
"347",0.6815625
"348",0.6815625
"349",0.6815625
"350",0.6815625
"351",0.6815625
"352",0.6815625
"353",0.6815625
"354",0.6815625
"355",0.6815625
"356",0.6815625
"357",0.6815625
"358",0.6815625
"359",0.6815625
"360",0.6815625
"361",0.6815625
"362",0.6815625
"363",0.6815625
"364",0.6815625
"365",0.6815625
