"","time","Susceptible","Exposed","Infected","Recovered","Hospitalized","Critical","Deaths"
"96",97,4446859.29808753,145813.327772158,143640.165034524,2836503.59697377,17248.4275704794,6551.36795263568,7065.04473050225
"97",98,4397623.67168248,140006.628977277,143409.248151365,2891488.29590278,17275.234327815,6619.82012543906,7258.32895444457
"98",99,4415163.05602095,135759.929704934,141498.7158795,2946107.05061356,17207.2790572337,6691.45941311769,7453.99502830394
"99",100,4363227.51194346,135630.663140287,139540.510269765,3000100.90764436,16969.1570288545,6760.51359168432,7652.22209918738
"100",101,4307258.03550782,138897.084392111,138772.017278057,3053721.79944047,16559.5696157576,6820.05713944076,7852.92234394813
"101",102,6240259.58384787,144444.290702848,139745.812736863,3107514.73283989,16016.3300272795,6864.17982512343,8055.74038173708
"102",103,6173932.37417629,153512.422966489,142752.607729878,3162160.66506866,15393.5816424364,6888.90966678332,8260.10911106679
"103",104,6803783.99552551,163899.802048406,147965.011175228,3218426.53157559,14755.5259910692,6892.57844215024,8465.32846385066
"104",105,7060315.37443398,175016.727154678,154881.955491546,3277008.82984739,14171.1465841364,6876.07509612124,8670.65687695715
"105",106,6964765.25170811,199394.746282345,164758.725216319,3338585.4069689,13718.4449963042,6842.78269189474,8875.40762091668
"106",107,6909648.96270103,259316.238835872,185052.732118654,3405261.71005553,13651.8294092795,6801.25431369301,9079.07619173953
"107",108,6742461.62313341,314553.436947634,219473.89014644,3481752.14096819,14514.377229418,6774.63616370778,9281.69903700548
"108",109,6608564.14880165,324689.425096994,252233.748103561,3570538.54173145,16500.7239119322,6800.73757034309,9484.4784098768
"109",110,6500579.62829757,309981.945626986,273400.666971911,3669071.46011111,19178.5152458363,6909.64319793225,9689.94417445362
"110",111,6839359.91131591,280419.268552788,280236.072404001,3772797.46085822,21957.1265373649,7110.35926082339,9901.36149270234
"111",112,7315472.51219974,251181.66624821,275270.072245759,3877055.0609867,24319.9236120764,7390.91515814979,10121.9271851752
"112",113,7250683.3383059,224583.338613969,262972.744148922,3978499.03208612,25993.5507029488,7725.9566715962,10354.1171063451
"113",114,7189339.11759415,203813.437616059,246963.223291521,4075102.83574247,26908.0119329157,8086.07576775902,10599.3756909264
"114",115,7299184.79952855,194993.276520072,231277.620537492,4166132.11140445,27145.2069957708,8444.21350006688,10858.0981934021
"115",116,7216231.71879396,202005.059235014,220551.175990071,4252409.26043068,26927.7278937308,8780.56838860427,11129.8159477387
"116",117,7560658.02604104,181326.137405719,210781.22700775,4335298.56013146,26523.9090575114,9085.94932231334,11413.5391645058
"117",118,7506226.41197615,168583.651926175,199117.078075491,4414051.27353678,26042.2423543468,9358.5774007138,11708.1128606535
"118",119,7455215.26297229,156971.675071311,187409.349112349,4488359.0809392,25520.3587036943,9599.2326593397,12012.3886721153
"119",120,7911960.66618807,146365.440453205,175834.143832494,4558260.26653941,24933.6007856901,9808.64976805491,12325.2645563816
"120",121,7862255.0482479,141008.883766692,165347.936245939,4624004.2677573,24240.5553498847,9985.70671010659,12645.6340454808
"121",122,7807831.05172019,141293.198425282,157501.912757685,4686314.09047803,23447.2594271472,10128.20472938,12972.3145855965
"122",123,7748360.51727891,145702.461640539,152967.60046315,4746315.14645017,22603.4360848923,10234.8333099875,13304.0368956479
"123",124,8093223.8913515,154584.692589049,152048.705789481,4805271.11769121,21773.5277653032,10306.177744714,13639.4941710388
"124",125,8018554.19571548,167426.485450755,154959.412445833,4864549.85409051,21035.1100449773,10345.1331993798,13977.4161553656
"125",126,8103741.80197844,181964.240950309,161415.002889837,4925505.37330102,20467.5718098045,10357.1613961877,14316.658749712
"126",127,8017993.11391942,195107.624353954,170284.813251642,4989250.20217974,20125.9646948325,10349.7998068063,14656.2928689055
"127",128,7932663.8778313,203556.090376012,179823.816799062,5056381.47974215,20015.6750178352,10331.2125388674,14995.6587700785
"128",129,7852382.11483672,205067.743132497,187813.220394646,5126783.70567596,20078.4800939985,10308.1903774942,15334.3565639934
"129",130,8449503.98704964,203845.512337214,193136.2283824,5199674.03800208,20209.1688712775,10284.2195628,15672.1622458956
"130",131,8370590.23839884,204334.645297684,196579.498653169,5274218.14448628,20334.4278420545,10259.4595967744,16008.9021764994
"131",132,8696497.15365951,205481.604576521,199315.480725524,5349935.9879324,20455.6790939093,10233.1789280081,16344.3784314387
"132",133,8621603.26705512,201814.302217488,200856.326912291,5426499.90153839,20605.3195421531,10205.9548988882,16678.3911829692
"133",134,8556210.86644515,191420.295867287,199531.962155231,5503144.81352238,20765.5706325461,10179.1584791194,17010.7962455875
"134",135,8497622.9743334,178831.728738278,194781.435801045,5578666.76015064,20866.3792553996,10152.6848910778,17341.5001774672
"135",136,8507315.49831815,169405.197552317,187958.521097841,5652009.69809838,20857.6300207939,10124.31770791,17670.3911422168
"136",137,8446679.08011602,165778.853798531,181256.765812213,5722775.39393868,20762.2800981051,10091.586955993,17997.2932180604
"137",138,8381339.20990072,167188.025755468,176471.367029518,5791294.20532908,20672.0642580224,10054.373532729,18322.0081320563
"138",139,8724094.54906236,167383.062396093,173714.611203203,5858289.19333606,20695.9033031148,10016.3564573234,18644.4351364496
"139",140,8669387.17894417,159021.122217121,170519.986486013,5924098.22185258,20863.2239553322,9983.68159881459,18964.6958405743
"140",141,8736636.55431016,144311.006190255,164424.998816525,5988114.93151772,21070.8048662339,9960.6049501586,19283.1459135568
"141",142,8698128.9623356,130141.774731844,155510.6665459,6049307.00798476,21167.3316793232,9946.07846095392,19600.2248262174
"142",143,8660323.02713144,119983.992634163,145571.696845917,6107012.49128322,21060.1185167515,9934.46663721098,19916.2535158976
"143",144,8621935.81486863,113560.059241051,136227.079551748,6161189.42312928,20739.7493133614,9918.60774781924,20231.3127127106
"144",145,8582141.15618017,110404.074474673,128354.576920943,6212216.86957335,20247.811598585,9892.3258697648,20545.2319471194
"145",146,8538536.71338051,111477.3016062,122691.230176857,6260733.80855426,19653.6889011089,9851.65647428444,20857.6474713822
"146",147,8491550.73908518,114914.369189895,119705.731126082,6307616.89011138,19050.5479321085,9795.67228414329,21168.0968358148
"147",148,8446745.04709289,115298.52388649,118365.157961385,6353675.73967026,18514.8186728497,9726.62239141557,21476.1368893145
"148",149,8697914.06330228,112157.522866759,116921.201064114,6399180.34147541,18049.9802928202,9647.98542072851,21781.4307684997
"149",150,8660230.69846951,107557.101768001,114644.277770809,6443965.49970465,17609.2826400974,9561.92282983703,22083.7420076955
"150",151,8624589.3621494,102771.192367887,111551.304374826,6487747.51270905,17141.795271206,9468.49344442413,22382.864873818
"151",152,9765364.36310488,99110.4330901882,108123.911671692,6530321.23577859,16615.4104237929,9366.14101059607,22678.5528041618
"152",153,9729777.75329247,97027.995108178,104850.962042037,6571673.26870989,16026.8479384935,9252.74345386848,22970.4773389677
"153",154,9731494.58104526,96702.8662236801,102247.214613416,6611941.65090742,15394.7616695519,9126.6158538002,23258.2273957846
"154",155,9734758.89494559,98803.6517714685,100764.956048018,6651432.84474456,14755.301483927,8987.18986751572,23541.3396270232
"155",156,9690861.58251453,103823.662260542,100917.428988749,6690625.33174669,14161.2761040133,8835.54611063611,23819.3507629438
"156",157,9662386.68737828,111138.306158601,103042.710059443,6730154.79306663,13678.3691479169,8674.87274010402,24091.8686651293
"157",158,9608499.03418837,120562.447159552,107149.55522809,6770715.78167531,13371.5630691725,8510.57094915416,24358.6549464508
"158",159,9545491.80402755,134675.510979522,113671.989259867,6813053.00907897,13305.5595375148,8350.03059388524,24619.7037387902
"159",160,9474133.07110777,150971.936496602,123257.024469476,6858158.71424455,13568.5602760874,8202.98045629854,24875.3201653097
"160",161,9592669.28358408,155239.573084934,133312.539941393,6906798.73239135,14209.2081679468,8081.48642457158,25126.2155609323
"161",162,9581370.84975871,145440.039139631,138871.238987676,6958288.85603897,15092.53426786,7995.56134879871,25373.5300815556
"162",163,9540602.2212424,132749.532362152,138780.108662254,7010772.9863834,15962.1274869806,7947.000037111,25618.6334488991
"163",164,9501943.25590124,122429.018144421,135024.395414066,7062619.23521175,16624.8354834106,7929.07725905484,25862.7922092573
"164",165,9474635.51603561,114890.81537509,129655.046309552,7112922.04070586,17001.9696970081,7930.70686838554,26106.9259478988
"165",166,9436389.69263563,109976.182176076,124037.360164839,7161352.35087676,17095.6445718698,7940.26870082555,26351.5218134033
"166",167,9569404.7845227,107604.208464129,119092.338567398,7207961.82460799,16954.7647248124,7947.86480603613,26596.6618098132
"167",168,9528575.60961408,107166.866880228,115320.955013672,7253057.32227846,16653.120530564,7946.46147918009,26842.1117066874
"168",169,9488234.55199528,106381.684459693,112633.565838613,7297026.91212371,16266.1007986314,7932.19548945752,27087.4367974916
"169",170,9734499.37355511,103242.561763462,110175.639669788,7340091.00669456,15840.2011788061,7903.71114414331,27332.1115849963
"170",171,9699943.10680521,98915.6470116567,107232.234732165,7382174.89728751,15382.4137982804,7860.71807601078,27575.5878800437
"171",172,9666569.60017808,95024.1304244567,103889.973209155,7423092.82050273,14887.77796926,7802.99008259873,27817.3132245975
"172",173,9633130.77663693,92459.6992171416,100581.100341556,7462761.53951217,14364.3297483149,7730.42771812521,28056.7324166412
"173",174,9726858.69501073,91280.164790888,97785.1249141555,7501260.74628413,13838.1222283544,7643.60622972269,28293.3025339877
"174",175,9693157.5977803,90075.205890979,95528.516471061,7538784.19105773,13343.4956679286,7544.22714931966,28526.5279746552
"175",176,9660694.64006462,88249.6748296368,93472.9390572858,7575451.98521056,12899.6079029754,7434.91352270644,28756.0014041824
"176",177,9627829.88114406,87383.7960275245,91620.9028738548,7611314.79594047,12510.4825012177,7318.47932188711,28981.4241829549
"177",178,9594308.59310957,87306.7277875755,90258.710303249,7646499.92609679,12185.4492388877,7197.74851698724,29202.6069389187
"178",179,9562218.54940674,86002.5444332257,89148.972554986,7681162.13622886,11932.343717559,7075.74234226405,29419.4733083424
"179",180,9602092.79767189,83198.9286045718,87692.5536267922,7715292.09109033,11733.6235960163,6955.14319465131,29632.0590280182
"180",181,9573242.18223197,80574.3560958841,85795.6936654092,7748753.03147858,11554.0957820654,6837.35813209319,29840.4794262739
"181",182,9827212.77037299,78371.9419793316,83762.8184595089,7781458.09945349,11366.4853986962,6722.42424324243,30044.8753590103
"182",183,9799449.72424187,76388.6122610047,81691.8699728504,7813400.76328268,11153.5789768551,6609.49705899631,30245.3694720102
"183",184,9771273.74107058,75418.3919813761,79794.4083124367,7844610.62519479,10903.0506778415,6497.15987339763,30442.0381558462
"184",185,9741444.60128494,76158.6115572154,78472.7894800467,7875229.43486,10615.3112082559,6383.77260658108,30634.8942692306
"185",186,9708990.23450992,78864.5735195545,78140.7593383075,7905544.91202862,10307.0163801393,6268.03208304548,30823.8874066766
"186",187,9673411.17832472,83301.1605269535,79089.7900002118,7935970.99864937,10007.8759842478,6149.48667881285,31008.9251019594
"187",188,9635045.8349193,88620.7687396242,81324.6550065598,7966977.2434404,9752.19000001609,6028.81351925145,31189.9096411184
"188",189,9816206.39135223,94217.3670544463,84621.9191499943,7998986.63655976,9568.22678778143,5907.71092015138,31366.7786812123
"189",190,9774583.81102295,98665.7402940412,88509.0215515583,8032314.25622953,9474.10601071028,5788.55816380443,31539.537232972
"190",191,9735393.80113165,99600.8029560539,92015.5745627826,8067017.89615152,9464.78623194323,5673.89412317325,31708.2753484453
"191",192,9699460.07107286,97561.4540234622,94138.0463802821,8102776.22563895,9500.66001430707,5565.41508669756,31873.1582890068
"192",193,9665428.14593376,94626.7948750331,94738.5421643523,8139052.35648986,9531.60727621561,5463.20325146058,32034.3805148929
"193",194,9632432.80537415,91786.078291687,94209.8387070568,8175360.19597246,9527.92312159426,5366.07712447069,32192.1119141532
"194",195,9599704.30104641,89654.5974990922,93046.973239106,8211363.40941509,9486.73478975325,5272.54306665665,32346.4714494644
"195",196,9566758.67755654,88373.6844327749,91738.6704857682,8246896.63912385,9428.13132825963,5181.69137929979,32497.5361990843
"196",197,9535766.73102112,85779.51553752,90302.8552974692,8281905.49827469,9381.27707967629,5093.77475203323,32645.378543064
"197",198,9509494.94247167,80076.5217094218,87955.2013797757,8316199.33825429,9349.1049164316,5009.8131787214,32790.1085952672
"198",199,9486773.69200753,73306.0281363515,84285.324693194,8349350.3807866,9297.57875632222,4930.14790993124,32931.8782156426
"199",200,9465909.23070946,67183.5162250486,79714.7808547363,8380950.85579215,9192.11250847022,4853.69695620796,33070.8374594936
"200",201,9446259.94555434,62016.398340565,74811.4568842082,8410782.71613015,9018.93176510262,4778.49335636012,33207.0884748427
"201",202,9436066.55048231,57706.8292165805,69976.3954169641,8438799.62141844,8781.14089579044,4702.45324825293,33340.6661042324
"202",203,9418177.19541596,54112.8138897077,65431.5424720173,8465066.29642886,8490.43259206352,4623.83471129497,33471.5412726717
"203",204,9405449.72141943,51094.2895548647,61294.1916322366,8489705.698605,8161.26407405441,4541.41187755267,33599.6355647283
"204",205,9388841.79346263,48553.0306577281,57594.4604424439,8512869.66165443,7807.94091498706,4454.48670903456,33724.8388866122
"205",206,9372729.37505382,46414.5467314682,54334.4063187122,8534714.94095958,7443.09282594119,4362.82472686814,33847.0261114833
"206",207,9400225.35289562,44613.8138383392,51501.2692553426,8555396.21210704,7077.46631910683,4266.56745751562,33966.0710044069
"207",208,9384945.61691046,43041.1963640251,49031.461002461,8575060.66138239,6719.81253755834,4166.14746981116,34081.8572106676
"208",209,9370130.83697371,41585.1933020249,46868.6191887959,8593829.74177288,6375.88364554559,4062.19174258347,34194.2862518284
"209",210,9355722.70652607,40259.2405993581,44952.1213454502,8611805.04998352,6048.93094423138,3955.42147695079,34303.2820018011
"210",211,9341553.56616586,39164.361788144,43259.6756565146,8629072.90398628,5740.86812288837,3846.58492577479,34408.7922319101
"211",212,9327375.69279554,38432.7218772737,41817.0493224946,8645719.78271446,5454.26768669587,3736.44959187555,34510.7888890325
"212",213,9313080.62486964,38029.0011020244,40663.5390325055,8661844.76506467,5193.69465277947,3625.85861656884,34609.2695391843
"213",214,9299142.16128955,37437.5985232205,39736.119478366,8677547.15531126,4963.67719079726,3515.77977658266,34704.261307594
"214",215,9286070.79394232,36313.7940234207,38821.3596437257,8692875.68654458,4762.11513241075,3407.17956315269,34795.8240277586
"215",216,9273578.37833912,35080.2443791283,37808.1282905554,8707815.75931216,4579.47160052849,3300.72612901185,34884.0448268725
"216",217,9261339.4997706,34034.9482593213,36753.6359834722,8722346.24577546,4406.72290258512,3196.67613645283,34969.0240494851
"217",218,9249251.96081458,33198.8802040646,35738.6496118084,8736472.09959727,4239.28541257928,3095.01497653827,35050.8622605332
"218",219,9237298.93079631,32517.9831849701,34808.8389611604,8750219.72943978,4075.99068587888,2995.62619312836,35129.6536161439
"219",220,9368887.3448782,31925.751912578,33981.3808004527,8763624.51212936,3917.36141702613,2898.39233189908,35205.4843448564
"220",221,9357275.46976513,31365.7142380195,33230.324147794,8776722.49669213,3764.55060626466,2803.23849893298,35278.4338660953
"221",222,9345923.67313141,30766.961429566,32534.905000407,8789537.48547066,3618.48577502059,2710.14012108887,35348.5768862213
"222",223,9334886.29686821,30097.3245884532,31858.6188267361,8802082.96247935,3479.92265258928,2619.11687553004,35415.9855235061
"223",224,9324156.96527537,29387.6135791315,31175.3774742733,8814359.7407065,3349.57097563582,2530.22848087093,35480.7313225979
"224",225,9313553.12601912,28808.736180166,30498.8178233024,8826363.99005456,3229.08195404294,2443.58832502527,35542.8874581588
"225",226,9302655.00258373,28671.1544788956,29920.813686529,8838108.05214181,3123.24415961768,2359.42840260692,35602.5323611834
"226",227,9291397.39674743,28860.9387578933,29557.5823651989,8849644.18607071,3042.12124127605,2278.24531681084,35659.7573150486
"227",228,9281140.33085029,28108.2630597479,29252.2922727538,8861028.0442318,2995.69816132949,2200.91946133261,35714.6797771173
"228",229,9273152.09707927,25706.5129112263,28512.7767356365,8872194.56649397,2978.37776764521,2128.44185407059,35767.4549725467
"229",230,9278395.08220091,22691.9971991531,27108.7420689376,8882937.58132825,2967.53534580021,2061.25325700864,35818.2684023057
"230",231,9273037.85574022,19874.1106294784,25211.0468993256,8893049.37848068,2941.79771055732,1998.96206552849,35867.30827658
"231",232,9268341.81725512,17411.4446563657,23079.14137515,8902402.08145171,2890.59950034521,1940.63652968147,35914.7390339893
"232",233,9264167.86137629,15305.0575549562,20902.3910435565,8910946.93052212,2812.33781721183,1885.19281256469,35960.6886756752
"233",234,9260378.70361315,13555.7522854914,18808.4211162916,8918690.2161114,2710.47723365533,1831.64151954734,36005.2479228398
"234",235,9256825.16978486,12172.867833711,16887.0000235808,8925676.62963665,2591.10871202083,1779.20795241693,36048.4758591319
