"","x"
"1",-0.101875
"2",-0.044375
"3",0.01375
"4",0.005625
"5",0.015625
"6",0.0271875
"7",0.029375
"8",-0.0065625
"9",0.0240625
"10",0.070625
"11",0.06125
"12",0.101875
"13",0.120625
"14",0.1571875
"15",0.1421875
"16",0.208125
"17",0.256875
"18",0.238125
"19",0.1621875
"20",0.074375
"21",0.0746875
"22",0.7640625
"23",0.7159375
"24",0.699375
"25",0.7259375
"26",0.7134375
"27",0.695625
"28",0.69875
"29",0.7034375
"30",0.6828125
"31",0.6603125
"32",0.7175
"33",0.71125
"34",0.7196875
"35",0.6915625
"36",0.8046875
"37",0.6771875
"38",0.6865625
"39",0.8046875
"40",0.716875
"41",0.68875
"42",0.6928125
"43",0.6890625
"44",0.66375
"45",0.6653125
"46",0.7025
"47",0.7040625
"48",0.7071875
"49",0.7025
"50",0.67375
"51",0.61125
"52",0.628125
"53",0.76375
"54",0.67
"55",0.660625
"56",0.6234375
"57",0.6521875
"58",0.4765625
"59",0.5021875
"60",0.510625
"61",0.520625
"62",0.4934375
"63",0.495
"64",0.52875
"65",0.4565625
"66",0.494375
"67",0.5359375
"68",0.5296875
"69",0.5328125
"70",0.528125
"71",0.5096875
"72",0.4453125
"73",0.49375
"74",0.5246875
"75",0.53
"76",0.514375
"77",0.5096875
"78",0.5053125
"79",0.4278125
"80",0.4753125
"81",0.5059375
"82",0.5059375
"83",0.5059375
"84",0.5059375
"85",0.5059375
"86",0.5059375
"87",0.5059375
"88",0.5059375
"89",0.5059375
"90",0.5059375
"91",0.5059375
"92",0.5059375
"93",0.5059375
"94",0.5059375
"95",0.5059375
"96",0.5059375
"97",0.5059375
"98",0.5059375
"99",0.5059375
"100",0.5059375
"101",0.5059375
"102",0.5059375
"103",0.5059375
"104",0.5059375
"105",0.5059375
"106",0.5059375
"107",0.5059375
"108",0.5059375
"109",0.5059375
"110",0.5059375
"111",0.5059375
"112",0.5059375
"113",0.5059375
"114",0.5059375
"115",0.5059375
"116",0.5059375
"117",0.5059375
"118",0.5059375
"119",0.5059375
"120",0.5059375
"121",0.5059375
"122",0.5059375
"123",0.5059375
"124",0.5059375
"125",0.5059375
"126",0.5059375
"127",0.5059375
"128",0.5059375
"129",0.5059375
"130",0.5059375
"131",0.5059375
"132",0.5059375
"133",0.5059375
"134",0.5059375
"135",0.5059375
"136",0.5059375
"137",0.5059375
"138",0.5059375
"139",0.5059375
"140",0.5059375
"141",0.5059375
"142",0.5059375
"143",0.5059375
"144",0.5059375
"145",0.5059375
"146",0.5059375
"147",0.5059375
"148",0.5059375
"149",0.5059375
"150",0.5059375
"151",0.5059375
"152",0.5059375
"153",0.5059375
"154",0.5059375
"155",0.5059375
"156",0.5059375
"157",0.5059375
"158",0.5059375
"159",0.5059375
"160",0.5059375
"161",0.5059375
"162",0.5059375
"163",0.5059375
"164",0.5059375
"165",0.5059375
"166",0.5059375
"167",0.5059375
"168",0.5059375
"169",0.5059375
"170",0.5059375
"171",0.5059375
"172",0.5059375
"173",0.5059375
"174",0.5059375
"175",0.5059375
"176",0.5059375
"177",0.5059375
"178",0.5059375
"179",0.5059375
"180",0.5059375
"181",0.5059375
"182",0.5059375
"183",0.5059375
"184",0.5059375
"185",0.5059375
"186",0.5059375
"187",0.5059375
"188",0.5059375
"189",0.5059375
"190",0.5059375
"191",0.5059375
"192",0.5059375
"193",0.5059375
"194",0.5059375
"195",0.5059375
"196",0.5059375
"197",0.5059375
"198",0.5059375
"199",0.5059375
"200",0.5059375
"201",0.5059375
"202",0.5059375
"203",0.5059375
"204",0.5059375
"205",0.5059375
"206",0.5059375
"207",0.5059375
"208",0.5059375
"209",0.5059375
"210",0.5059375
"211",0.5059375
"212",0.5059375
"213",0.5059375
"214",0.5059375
"215",0.5059375
"216",0.5059375
"217",0.5059375
"218",0.5059375
"219",0.5059375
"220",0.5059375
"221",0.5059375
"222",0.5059375
"223",0.5059375
"224",0.5059375
"225",0.5059375
"226",0.5059375
"227",0.5059375
"228",0.5059375
"229",0.5059375
"230",0.5059375
"231",0.5059375
"232",0.5059375
"233",0.5059375
"234",0.5059375
"235",0.5059375
"236",0.5059375
"237",0.5059375
"238",0.5059375
"239",0.5059375
"240",0.5059375
"241",0.5059375
"242",0.5059375
"243",0.5059375
"244",0.5059375
"245",0.5059375
"246",0.5059375
"247",0.5059375
"248",0.5059375
"249",0.5059375
"250",0.5059375
"251",0.5059375
"252",0.5059375
"253",0.5059375
"254",0.5059375
"255",0.5059375
"256",0.5059375
"257",0.5059375
"258",0.5059375
"259",0.5059375
"260",0.5059375
"261",0.5059375
"262",0.5059375
"263",0.5059375
"264",0.5059375
"265",0.5059375
"266",0.5059375
"267",0.5059375
"268",0.5059375
"269",0.5059375
"270",0.5059375
"271",0.5059375
"272",0.5059375
"273",0.5059375
"274",0.5059375
"275",0.5059375
"276",0.5059375
"277",0.5059375
"278",0.5059375
"279",0.5059375
"280",0.5059375
"281",0.5059375
"282",0.5059375
"283",0.5059375
"284",0.5059375
"285",0.5059375
"286",0.5059375
"287",0.5059375
"288",0.5059375
"289",0.5059375
"290",0.5059375
"291",0.5059375
"292",0.5059375
"293",0.5059375
"294",0.5059375
"295",0.5059375
"296",0.5059375
"297",0.5059375
"298",0.5059375
"299",0.5059375
"300",0.5059375
"301",0.5059375
"302",0.5059375
"303",0.5059375
"304",0.5059375
"305",0.5059375
"306",0.5059375
"307",0.5059375
"308",0.5059375
"309",0.5059375
"310",0.5059375
"311",0.5059375
"312",0.5059375
"313",0.5059375
"314",0.5059375
"315",0.5059375
"316",0.5059375
"317",0.5059375
"318",0.5059375
"319",0.5059375
"320",0.5059375
"321",0.5059375
"322",0.5059375
"323",0.5059375
"324",0.5059375
"325",0.5059375
"326",0.5059375
"327",0.5059375
"328",0.5059375
"329",0.5059375
"330",0.5059375
"331",0.5059375
"332",0.5059375
"333",0.5059375
"334",0.5059375
"335",0.5059375
"336",0.5059375
"337",0.5059375
"338",0.5059375
"339",0.5059375
"340",0.5059375
"341",0.5059375
"342",0.5059375
"343",0.5059375
"344",0.5059375
"345",0.5059375
"346",0.5059375
"347",0.5059375
"348",0.5059375
"349",0.5059375
"350",0.5059375
"351",0.5059375
"352",0.5059375
"353",0.5059375
"354",0.5059375
"355",0.5059375
"356",0.5059375
"357",0.5059375
"358",0.5059375
"359",0.5059375
"360",0.5059375
"361",0.5059375
"362",0.5059375
"363",0.5059375
"364",0.5059375
"365",0.5059375
