"","runNum","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1",1,18841350.6633035,14394528.6106934,14352988.4301715,41540.1805218947,97114.1618571159,22868.0007952422,372565.711315165,71059.6209395123
"2",2,18841350.6633035,16183400.0901361,16145965.2819297,37434.8082063812,129961.392058877,24178.6164223757,469332.106081252,63676.0680392638
"3",3,18841350.6633035,264829.874440127,264365.979691204,463.894748922736,1049.00784895489,314.491844727116,6565.00206259764,1105.92640134772
"4",4,18841350.6633035,13373628.8897845,13316638.5910027,56990.2987817846,45326.995239127,31021.6442605735,409308.665110249,96508.1375981237
"5",5,18841350.6633035,16076978.0383071,16023444.9847071,53533.0535999749,126942.529882688,31749.3756974119,483426.55995585,90320.120091369
"6",6,18841350.6633035,15937571.7331947,15895295.8457111,42275.8874836378,147133.020569275,26267.5850393833,443577.060935827,71068.1642585969
"7",7,18841350.6633035,15901803.315527,15846249.3959026,55553.9196243729,193487.368893652,35610.7299944768,541977.132791418,94482.9587767162
"8",8,18841350.6633035,17735017.4720567,17679477.6547861,55539.8172706131,187490.628427028,45502.183434844,495549.120868515,94274.6659709068
"9",9,18841350.6633035,16863652.3362828,16815246.5849518,48405.7513309628,149099.312450644,30368.9352717329,472741.386352232,81945.5755661362
"10",10,18841350.6633035,15423820.5180208,15374693.8731324,49126.6448884339,133087.148174299,30703.5233147804,461259.074172921,83074.4338695179
"11",11,18841350.6633035,14005002.9122945,13977782.8222406,27220.0900538594,78958.052824837,14896.5997014981,391392.73795939,45896.9396555296
"12",12,18841350.6633035,14063467.0875294,14022718.0580938,40749.0294355608,100741.744762183,22174.9847726548,390591.233283837,69470.4548762791
"13",13,18841350.6633035,10815918.4088654,10779732.5198985,36185.8889669107,35959.786988185,16673.0325135492,310157.352376689,61197.3988921953
"14",14,18841350.6633035,11817767.9637806,11786097.2752585,31670.6885221014,56799.5551360386,15430.8775449724,350329.195866975,53673.375259641
"15",15,18841350.6633035,7577723.42315277,7553338.95470308,24384.4684496882,20710.7839599723,8111.0349479307,216398.396317618,42391.9691166565
"16",16,18841350.6633035,11436705.8084567,11398882.7858475,37823.0226092462,48217.9263448437,17082.2954726223,354537.467114391,64288.3670673021
"17",17,18841350.6633035,17124170.42282,17071032.4611252,53137.9616947842,179370.28581363,36650.0534972536,486535.505463698,90150.0488429723
"18",18,18841350.6633035,10533433.7850577,10509899.6380774,23534.1469802819,57957.8650784967,9450.91404013527,288524.716944299,40165.6130221268
"19",19,18841350.6633035,17639906.5997307,17598158.3654836,41748.2342470704,134704.063809211,28877.1319129517,485483.657935984,71358.4288364944
"20",20,18841350.6633035,15125958.9348858,15077869.5869961,48089.3478896629,93741.1801270402,24385.0658376926,441817.782158806,80870.219550148
"21",21,18841350.6633035,11533659.361355,11486607.1979141,47052.1634409074,56857.9905464333,19160.1398021357,368444.166034191,79122.905359805
"22",22,18841350.6633035,17633572.2810228,17561488.0539504,72084.2270724438,234628.461008605,50948.6461078805,621259.068452415,123731.366353351
"23",23,18841350.6633035,15969754.0064287,15929352.8295643,40401.1768643738,113575.132772072,25582.7325094524,492144.793556853,68539.3849299446
"24",24,18841350.6633035,13581191.1110842,13539104.3374722,42086.7736120411,87426.9814572484,18501.3084617392,410970.285694966,71740.543025701
"25",25,18841350.6633035,16823933.8495984,16775422.9557669,48510.8938314513,134211.691098508,30064.9889313849,519931.658723498,81806.7747174351
"26",26,18841350.6633035,15707080.8669045,15667308.3458695,39772.5210349625,102694.507242352,21163.7653617886,389840.061949644,67268.4641223612
"27",27,18841350.6633035,16545086.8440596,16503711.9089028,41374.9351568496,148941.098981343,27040.681833175,445845.71448685,70150.065759952
"28",28,18841350.6633035,13011797.40366,12970882.442895,40914.9607650097,54058.3292399451,18805.5080978266,383115.379318453,69760.627586674
"29",29,18841350.6633035,17894729.1812221,17829786.1474761,64943.0337459975,247480.962308135,47595.4132324307,580027.294292537,110770.702795494
"30",30,18841350.6633035,14831305.637738,14789245.1096834,42060.5280546329,92012.1709863542,20117.9805501229,431650.670542392,71586.8409524294
"31",31,18841350.6633035,9917437.41447628,9885302.77624101,32134.6382352673,28275.3066193191,13249.634708973,286140.019424017,54385.1186149229
"32",32,18841350.6633035,14692438.2261014,14635094.3190859,57343.9070155419,90744.0178579638,35912.0056171153,420499.213976864,97051.9517578017
"33",33,18841350.6633035,18166710.2895509,18118112.2344286,48598.0551223175,192392.363023625,31213.2333869237,534491.049721654,82415.9139371789
"34",34,18841350.6633035,10936825.0625397,10910009.0311934,26816.0313463063,64920.5740303971,13460.3653185901,273891.675889341,45097.4297089647
"35",35,18841350.6633035,17197675.4359405,17142470.3874578,55205.0484827304,221133.937061641,38008.0433000367,553349.797625712,93203.7578514628
"36",36,18841350.6633035,16582494.3682387,16539542.2464753,42952.1217633705,144580.082498754,27451.0269219099,455835.459872143,73469.611939955
