"","runNum","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"62",62,18841350.6633035,12422044.1501896,12394768.7003784,27275.449811227,68341.2962586739,12395.5206256124,307248.557299429,46571.420025528
"63",63,18841350.6633035,18006197.0297417,17957210.9502054,48986.0795363407,188822.177494716,33191.2842519907,473704.403149448,82961.117566645
"64",64,18841350.6633035,16358268.2188066,16300848.6789792,57419.5398274398,132946.325760696,34465.8381611973,537369.259196275,97821.95588116
"65",65,18841350.6633035,17570960.3418147,17515483.5302504,55476.8115642597,175969.844730522,38634.8767656316,575482.039794166,93783.1451602442
"66",66,18841350.6633035,13815785.1543138,13767275.3535395,48509.8007743273,97588.2878888287,30232.0856052133,466970.153391078,82860.0336722245
"67",67,18841350.6633035,16523754.624853,16490689.6173456,33065.0075073792,90866.9004308606,20126.5018099361,407785.207588363,56510.4640727066
"68",68,18841350.6633035,17671164.4536828,17620440.8015511,50723.6521316635,174269.037207754,33594.2149427614,495378.498896811,85869.5206028474
"69",69,18841350.6633035,17629183.2488203,17570126.0428893,59057.2059309873,179037.591055108,35654.1020824003,486448.415015159,101473.587540221
"70",70,18841350.6633035,15605641.8311204,15556458.3050351,49183.5260852524,147862.954430795,19417.2496946814,427037.714168437,82647.8381655367
"71",71,18841350.6633035,9226631.43399098,9201156.68347097,25474.7505200131,43033.8115652108,7410.94025969239,246354.319612797,42677.5843034137
"72",72,18841350.6633035,16204273.1719012,16155273.0529091,49000.1189921098,135106.067010809,30097.1014932021,428240.59339328,83312.9126801102
"73",73,18841350.6633035,11692896.1288974,11656898.675116,35997.4537813969,38657.5227650474,16265.6859654547,354066.112230776,61600.2775013387
"74",74,18841350.6633035,17085187.1595904,17058202.7507575,26984.4088328744,172821.737409925,17290.7209177223,466246.759832141,45697.7009950391
"75",75,18841350.6633035,16925775.7502921,16869382.2248979,56393.5253942131,179732.822274404,33368.2773422352,551500.55533862,96245.2864343531
"76",76,18841350.6633035,16699856.5058537,16646665.5376965,53190.9681571876,166307.044270882,35763.6094768891,499419.734585194,89947.3073528658
"77",77,18841350.6633035,17784830.8136114,17728105.8124742,56725.0011372062,172243.376507838,34502.3269098453,511147.281729078,96640.4205556993
"78",78,18841350.6633035,16027988.3365421,15984415.1995102,43573.1370318924,143436.599004027,24240.558416494,470812.161901597,74588.7037386319
"79",79,18841350.6633035,18229425.2196223,18189926.7905074,39498.4291148753,207253.377311988,30235.4970818066,474411.128710771,67619.9230503296
"80",80,18841350.6633035,17089405.2365462,17043776.3126128,45628.923933417,133078.009096333,28495.2022821163,383273.811144572,77210.2319563296
"81",81,18841350.6633035,15102774.5162979,15043854.6902741,58919.8260238019,127836.758113803,38576.3195687255,470903.198543449,100672.351260633
"82",82,18841350.6633035,17087828.7889042,17041938.6976839,45890.0912203314,106214.634453826,29976.0984165029,428798.654737127,78301.0157509324
"83",83,18841350.6633035,16164603.5531785,16125487.0695269,39116.4836515643,152975.097709008,21595.4729051767,458710.454231135,66886.1424131262
"84",84,18841350.6633035,15710280.6041815,15679746.0838805,30534.5203010235,108159.919930111,18844.03293961,439049.512577685,51485.4442366526
"85",85,18841350.6633035,15661646.8125674,15605286.6071675,56360.2053999306,133812.355420894,37119.2231754441,476976.407573145,95728.3530895761
"86",86,18841350.6633035,16234457.1832343,16186808.3491502,47648.834084143,144426.888037339,28164.9810617891,439776.657015424,80629.6849947792
"87",87,18841350.6633035,18354199.6693801,18279722.3637278,74477.3056523419,237934.681021179,55555.9619774484,589465.973349433,127507.842146475
"88",88,18841350.6633035,12273697.3407262,12245195.3157646,28502.0249616043,64686.7254451017,13965.7569602145,365025.505614751,48589.629039932
"89",89,18841350.6633035,13457729.0394255,13411308.0443989,46420.9950266086,67283.1275055038,21638.2479086939,430588.740824235,79342.1363361581
"90",90,18841350.6633035,16689522.217527,16632985.7873381,56536.4301889405,164254.377711891,31723.3602837891,475461.560626037,96349.9108899492
"91",91,18841350.6633035,15317808.811861,15286659.9364074,31148.875453592,62374.5303005877,18214.9614858986,397547.769223954,52898.215650694
"92",92,18841350.6633035,15751513.5145308,15705873.3172615,45640.1972692514,134978.696658413,27577.5103531872,437474.132550689,77809.0351154394
"93",93,18841350.6633035,13326623.2335701,13288620.1895979,38003.043972183,80968.1834267574,21463.4310666043,369194.832015226,64846.8687958011
"94",94,18841350.6633035,16588402.9615636,16529609.7764818,58793.1850818206,163870.153983373,38145.5783808334,495674.401597131,100080.320481323
"95",95,18841350.6633035,16731248.2108718,16692318.6958032,38929.5150686142,112550.663094021,27815.2862670653,470322.718576191,66925.8934550196
"96",96,18841350.6633035,14891069.239307,14843898.3884159,47170.8508911063,91341.4370234221,34502.3707817016,393993.146245977,79856.3396935967
"97",97,18841350.6633035,16374697.34775,16320330.8339559,54366.5137941036,141114.056479777,38089.720204172,467755.843842626,92549.608779048
"98",98,18841350.6633035,18325924.7932506,18283550.9769023,42373.8163482721,172220.9194516,38263.1084492913,505639.19895803,72277.4086256648
"99",99,18841350.6633035,6865141.87882832,6842949.38181193,22192.4970163935,20863.32605733,6236.05273486558,201884.459943216,38774.9554140118
"100",100,18841350.6633035,13421016.520931,13376048.9017181,44967.6192129182,61772.1190360622,25791.1280018822,384857.803913581,75937.8195813065
"101",101,18841350.6633035,17000282.6878118,16954784.0810898,45498.6067220161,130093.742749096,26008.4348055478,485116.918104722,77135.867812193
"102",102,18841350.6633035,17760519.934585,17704738.8511328,55781.08345222,174648.230808821,45917.8600077028,585247.512858374,94685.8232123551
"103",103,18841350.6633035,13942745.1177891,13890271.525838,52473.5919510812,56735.5907234107,33975.7432539331,408964.433004436,90347.9678536294
"104",104,18841350.6633035,17650486.8661348,17598348.4478244,52138.4183104232,171667.239308271,35976.2056401736,492468.401799519,88723.2341313536
"105",105,18841350.6633035,14537415.9164324,14491628.4769936,45787.4394387597,132305.283260379,27732.1282818185,475035.886243503,77951.3818779362
"106",106,18841350.6633035,17696876.6250775,17635775.2628155,61101.3622619783,166057.218409473,42462.5492438001,537020.982963399,103997.265507386
"107",107,18841350.6633035,3550403.95872791,3542405.64619479,7998.31253312177,12930.0780920986,5325.27040950238,120361.939741403,18904.7602617922
"108",108,18841350.6633035,14147320.5569374,14109404.02911,37916.5278273983,89187.8071698253,22056.9362046416,419386.956328222,64253.6117568905
"109",109,18841350.6633035,15031476.4994738,14985251.4041872,46225.095286608,136924.096053204,28193.9540573379,463462.599626774,78938.3166338288
"110",110,18841350.6633035,12498641.6237882,12459430.0681903,39211.5555979486,71368.0720001112,16846.9492805652,357614.082645025,66172.3408134369
"111",111,18841350.6633035,69578.7653515861,69458.6901978993,120.075153686832,344.510642003293,94.2467924018584,2117.95948225277,300.033269500959
"112",112,18841350.6633035,16051256.1955743,16016422.827453,34833.3681212549,127897.12323875,24721.8577555237,454067.41070227,58989.002206536
"113",113,18841350.6633035,15741361.1027983,15696944.4954412,44416.6073571221,130117.882471113,20026.0378704343,441778.620368319,75163.7844627535
"114",114,18841350.6633035,14261135.1441273,14209697.1389012,51438.0052261144,110475.499604942,30265.3459373122,423344.803811907,87709.5587306097
"115",115,18841350.6633035,15831387.7287258,15769822.1207042,61565.6080216089,130621.791338349,39726.7358885997,463788.064832123,104670.66415211
"116",116,18841350.6633035,11079377.6280656,11042594.5778671,36783.050198545,48577.5360704411,17084.4445425002,316311.733868764,62213.1016988486
"117",117,18841350.6633035,15630157.9445562,15583510.7074668,46647.2370893827,170129.077620567,27277.7280642982,460022.252831488,79554.3027404215
"118",118,18841350.6633035,15455699.7877791,15394730.942833,60968.8449461358,160669.304322019,35546.2062328077,479806.550771251,102799.627974138
"119",119,18841350.6633035,15143351.1787876,15097536.7682359,45814.4105517166,95884.431273674,29100.543902499,436856.301704175,78152.5648003253
"120",120,18841350.6633035,16015969.762188,15971405.0507516,44564.7114364345,137398.393954675,29742.3965693991,478850.963905953,75755.9114489866
"121",121,18841350.6633035,18026368.3987949,17985034.3939789,41334.0048159772,195143.08021931,32185.3493982391,518433.995002091,70210.6228135093
"122",122,18841350.6633035,18191211.1341641,18147821.4468938,43389.6872703308,161858.915937104,34340.8791699698,555429.937058732,73043.5770108917
"123",123,18841350.6633035,16534705.0977233,16486189.2035633,48515.8941600418,145979.91034357,32176.8527646075,444588.54322056,82717.007382878
"124",124,18841350.6633035,13871641.0271038,13825764.6675849,45876.3595188753,78547.0305593043,25369.6804737944,430020.337976548,77975.6976650153
"125",125,18841350.6633035,18620592.9606449,18563523.2253096,57069.7353352534,225519.266746078,41417.6923749693,538572.850797745,97947.897457596
"126",126,18841350.6633035,15139395.1865609,15099439.8586187,39955.3279421513,114875.512418168,23727.1084588497,425465.081482961,68335.866374575
"127",127,18841350.6633035,17417588.7075291,17366667.9324478,50920.7750812586,165107.832995278,33703.736619645,434589.051027568,85926.1987457889
"128",128,18841350.6633035,12516828.4994296,12479196.46927,37632.0301595905,84498.6532495702,19211.0758668624,388424.835129517,63582.4917549077
"129",129,18841350.6633035,15599757.5891447,15566676.9955593,33080.5935853756,108444.370214545,20435.0474487368,349495.640793271,56763.9936816755
"130",130,18841350.6633035,13856747.5871849,13815490.4635384,41257.1236464958,97894.7807441982,22530.0674737188,408349.075767576,70265.2702825154
"131",131,18841350.6633035,12736597.5781354,12701980.7424062,34616.8357291539,78639.7177037267,16988.4629572772,351537.00425234,58093.8453698222
"132",132,18841350.6633035,17841407.990068,17786044.3705929,55363.6194750526,204663.433314408,39669.9237610192,506913.808976543,93925.9398856393
"133",133,18841350.6633035,17433194.5240406,17392214.6230098,40979.9010307642,154173.894341592,29365.0586074569,456357.569130641,69714.9654671526
"134",134,18841350.6633035,12748256.542025,12715771.4344461,32485.1075789133,59186.6204079354,17023.8435727904,389470.285336847,54455.7554195369
"135",135,18841350.6633035,6255600.27954066,6242916.37112641,12683.9084142469,24662.6217270851,3708.27205224681,186069.367053339,24470.6352250033
"136",136,18841350.6633035,16829944.178277,16785550.2889593,44393.889317669,126070.254278599,23790.1250855409,491128.310204697,75321.3269647979
"137",137,18841350.6633035,17757139.8635266,17709503.1797465,47636.6837801213,166550.05824379,34714.1678838976,479234.281324652,80752.1002915574
"138",138,18841350.6633035,17654341.1020735,17592804.4452437,61536.6568298244,115148.214892591,46785.820510462,519933.341124042,104620.966321915
"139",139,18841350.6633035,18713332.7358431,18658523.8758004,54808.8600426701,244421.54119259,40596.8906657253,520492.791797581,91633.8746751385
"140",140,18841350.6633035,13215000.2965727,13185474.0088275,29526.2877451736,97232.164215678,14564.5355809699,361976.331193016,50390.8683506458
"141",141,18841350.6633035,14350972.4342536,14302297.0649117,48675.3693418898,89628.3914112801,23890.5329590245,432054.325579842,82583.3150928052
"142",142,18841350.6633035,16886801.4983212,16826919.898999,59881.5993221812,128077.717866202,38919.3207970493,459760.822300391,100810.759427493
"143",143,18841350.6633035,17983168.4858466,17930016.3023759,53152.1834707038,241160.679742934,40271.1558989364,562365.344747403,91033.6539800568
"144",144,18841350.6633035,10523824.9189571,10493034.7864675,30790.1324896322,46357.8857406939,14449.5503162801,260631.874126858,52394.2688332798
"145",145,18841350.6633035,17331976.193952,17288135.0033137,43841.1906382764,172773.315233739,31376.0522109024,459066.038879507,74415.3064098373
"146",146,18841350.6633035,14942875.7763662,14902169.608271,40706.1680951991,61718.7468817315,25643.2484365499,396470.024965762,69546.7251982845
"147",147,18841350.6633035,14632136.8127933,14577453.665992,54683.1468013295,112405.402078207,32067.7648931546,477831.50204051,93051.3378327534
"148",148,18841350.6633035,18170813.3628938,18127808.6355976,43004.7272962232,152981.05280746,31183.1585750559,500095.218146954,73506.0973778773
"149",149,18841350.6633035,13249850.9338172,13217335.7725227,32515.1612944523,64170.7930276231,17107.0747093739,396140.29535085,55450.7980795759
"150",150,18841350.6633035,17330801.2399634,17293314.5859515,37486.6540118546,170048.841420973,23870.9353371272,509242.620480176,64000.644360244
"151",151,18841350.6633035,16846628.9343085,16784411.2448144,62217.6894941056,171760.023873381,40983.6392351485,571109.380168635,105906.354069827
"152",152,18841350.6633035,16668349.6921811,16623669.2417562,44680.4504248656,129459.103117581,33495.2576186216,478616.222343632,76354.7783990795
"153",153,18841350.6633035,9724061.06349641,9694048.18997903,30012.8735173814,35029.8441920768,12203.4999995218,283469.870269419,51468.7862759909
"154",154,18841350.6633035,12219942.5903846,12181970.349812,37972.240572639,68452.1723453271,23113.2745884434,366993.954650935,64917.4917245301
"155",155,18841350.6633035,14920548.3810658,14878829.6109706,41718.7700952239,123791.720560443,27409.9889692963,449787.227488326,70622.8631565176
"156",156,18841350.6633035,16494236.247801,16441796.7900595,52439.4577414984,121316.503011536,29636.6881613204,481784.124089331,88185.6490712265
"157",157,18841350.6633035,16590456.9229569,16536921.1926457,53535.7303112143,154109.946182014,39446.3071192017,542171.616026207,91035.6692854138
"158",158,18841350.6633035,16105268.393728,16067368.9310234,37899.4627045805,113348.683879277,24357.8396486387,446407.828055539,64051.0525144901
"159",159,18841350.6633035,13349622.4947264,13316336.5664863,33285.9282400876,91319.0050347724,16445.4568000349,383448.112953244,56562.9429246736
"160",160,18841350.6633035,16212497.8378214,16153689.8674735,58807.9703478661,146351.53362093,38941.4697498422,489849.686422492,99216.4425651343
"161",161,18841350.6633035,18660103.8975857,18606084.0012518,54019.8963338653,263112.70677524,38973.8548001708,505164.715747405,92050.3886057722
"162",162,18841350.6633035,18413419.1232571,18341617.894961,71801.2282961146,206701.686396629,57600.0718531621,560168.303733072,121833.712295495
"163",163,18841350.6633035,16490999.326909,16430332.0720383,60667.25487072,119861.16541173,32563.9407301074,490842.363753796,104044.263392774
"164",164,18841350.6633035,13941864.8745255,13884986.2121093,56878.6624162395,91240.8709475152,28367.04953909,445374.467886774,95643.6364079481
"165",165,18841350.6633035,17837796.6305353,17782041.3541413,55755.2763940319,182800.567323915,37410.6089641805,541676.187711875,94235.7153254953
"166",166,18841350.6633035,14813072.8726337,14754190.6174985,58882.2551351763,85529.6835840485,31449.4760756223,486807.617409596,101103.879978022
"167",167,18841350.6633035,13344900.1894643,13300833.1357354,44067.0537289298,66544.4313096486,20205.7929441498,382396.638395081,74166.2836690081
"168",168,18841350.6633035,15543976.3838766,15499199.2687282,44777.1151483795,104584.142772894,29075.6217375531,416233.973146011,75566.40351218
"169",169,18841350.6633035,14873770.7402285,14841398.1292816,32372.6109468847,72963.2276668436,16981.740905413,411376.129680703,54987.4070877465
"170",170,18841350.6633035,17.3872960200696,17.3319748992945,0.0553211207751389,0.0423037333106169,0.0119947975317872,0.47885584749746,0.0938526169067061
"171",171,18841350.6633035,13640448.8771364,13594249.559949,46199.3171874479,92482.4926742779,22645.6153065474,463833.562201622,78888.0898798635
"172",172,18841350.6633035,18166834.1533138,18092570.0066365,74264.1466772745,261572.281474121,54169.6492308956,640046.740555334,127473.161778058
"173",173,18841350.6633035,15777237.8425517,15724528.5922562,52709.2502955179,117706.78848668,30539.0148496457,469675.503670527,90171.1608286538
"174",174,18841350.6633035,15161206.4844728,15108498.3952046,52708.0892682374,129205.585721729,33841.734426859,468244.222811994,88703.3332639207
"175",175,18841350.6633035,16691105.477167,16633561.6720135,57543.8051535047,157975.96578847,32445.8392830289,521571.483692243,97691.4412823051
"176",176,18841350.6633035,17672131.909089,17605036.1869162,67095.7221728209,195868.318760507,45770.9459976946,559607.890244266,113341.856327912
"177",177,18841350.6633035,18300887.8698071,18241606.0625081,59281.8072989724,283430.312318971,41936.6575863471,556571.20571942,99988.2134407208
"178",178,18841350.6633035,16866770.548268,16814674.2032856,52096.3449824284,163436.615401979,38140.6642158523,488846.46292888,89307.3234470789
"179",179,18841350.6633035,15208586.3251181,15157368.5735014,51217.7516167211,130842.897215205,27852.7133074552,509901.808906466,86950.6587725636
"180",180,18841350.6633035,17073107.8751411,17029915.3684248,43192.5067162889,140745.509303678,29602.696881912,526147.187004078,73274.7863067949
"181",181,18841350.6633035,17912601.8123299,17852535.5506535,60066.2616764254,206338.909836664,35282.5448657906,567082.319246868,102435.020113173
"182",182,18841350.6633035,13682702.3034829,13638813.0682092,43889.2352736947,100813.332794807,21638.8260193999,397802.2424813,74527.8877182649
"183",183,18841350.6633035,14494313.386869,14458118.8442707,36194.5425983287,136052.567282263,17135.9618037345,480783.007690001,61937.4254800083
"184",184,18841350.6633035,14350785.1800421,14307244.4897385,43540.6903035564,153994.820744429,27909.4787746392,470145.556019643,73934.9885895141
"185",185,18841350.6633035,15819603.098636,15774316.5206546,45286.5779814274,105502.253096408,25713.4656832244,420412.118461098,77034.2598249635
"186",186,18841350.6633035,18023647.4113735,17957038.2963761,66609.1149973891,172467.696104096,48765.6060849672,552866.444800218,112896.156117756
"187",187,18841350.6633035,13281075.0882773,13253780.2399155,27294.8483618084,64040.0223478178,12820.0236684701,412350.817445069,46404.9233046562
"188",188,18841350.6633035,15410427.4024962,15362672.0052728,47755.3972233925,121846.886295867,24164.5393428116,466323.439536668,81403.2010162644
"189",189,18841350.6633035,18623187.6071697,18567325.6585849,55861.9485847532,259323.369625344,44322.788701492,520155.942147825,95486.7288271196
"190",190,18841350.6633035,16069615.7000929,16022294.3470488,47321.3530441191,129385.44945077,28675.6799566967,458891.888184963,79742.9018419849
"191",191,18841350.6633035,15488932.6200928,15432250.2563644,56682.3637284105,129224.797687176,30125.2619931348,456570.258283071,96464.4953244034
"192",192,18841350.6633035,15416854.448626,15375309.6174597,41544.8311662819,135687.509135627,24357.4189619823,456024.421751256,70781.9899604912
"193",193,18841350.6633035,18125117.1037232,18065449.7555903,59667.3481329136,234742.326420494,38400.7132868577,550907.912822367,101245.541389101
"194",194,18841350.6633035,17511799.9530835,17452799.5868718,59000.3662116991,167411.639768434,42036.6324986374,534388.010838234,100602.888986918
"195",195,18841350.6633035,10088947.4027758,10054378.9968607,34568.4059150865,31329.6126528335,12344.788583515,306873.839730038,59757.7927860489
"196",196,18841350.6633035,17645023.8707664,17594145.4080075,50878.4627589262,159325.387027177,33658.2373642623,545306.859306547,85799.3442843733
"197",197,18841350.6633035,15352497.1066607,15300583.6091088,51913.4975519298,97518.2064664286,31134.049893222,527796.140841907,87821.9341070599
"198",198,18841350.6633035,14189123.9736532,14146534.4785435,42589.4951097083,109113.246121151,28622.8039073862,363920.088065093,72202.5923070638
"199",199,18841350.6633035,17909219.5994293,17861792.630637,47426.9687923414,157571.281578297,33452.3889016834,556018.160911163,79993.8947523084
"200",200,18841350.6633035,17396060.3115542,17359782.5974222,36277.7141320143,138678.071086845,22821.4352026521,454823.105253314,61697.7509743654
"201",201,18841350.6633035,16837573.183253,16765803.8375736,71769.345679438,257597.084771127,47840.2501791511,551054.58718226,121841.722827822
"202",202,18841350.6633035,16187972.4689358,16146765.821957,41206.6469787623,119288.661662787,26668.0889141839,396592.126890242,69728.1808175591
"203",203,18841350.6633035,16476188.5862129,16416592.6828011,59595.9034118152,175535.244676658,37134.9387640149,546444.98071847,102336.470755566
"204",204,18841350.6633035,16894154.9842238,16851376.6256868,42778.3585370024,127711.482415009,24809.0536160161,419302.509571456,72352.3274659428
"205",205,18841350.6633035,17309594.0014335,17253169.6002009,56424.4012326315,188280.310537657,40754.0409590662,533979.088543459,96871.2125961821
"206",206,18841350.6633035,17493408.5206484,17439545.6307349,53862.8899135465,180575.789359007,33470.9092007254,528193.069406432,90754.735418361
"207",207,18841350.6633035,15256219.848453,15204036.3884192,52183.4600337741,124034.653894464,29894.4530763086,496886.154387456,89016.7326195672
"208",208,18841350.6633035,16499021.5234066,16465482.274988,33539.2484185563,121828.481037744,20588.2392654454,482945.530491484,56925.5308775236
