"","runNum","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1",1,18841350.6633035,9634744.23061258,9600438.78965191,34305.4409606727,38327.7539243204,16762.3917565642,272460.431436676,58705.7723379028
"2",2,18841350.6633035,16454961.3348971,16412955.6686017,42005.6662953676,144007.888035081,23312.5515866008,498305.206079253,70956.1830757761
"3",3,18841350.6633035,14736847.7786486,14680381.5533869,56466.2252616961,102738.451960396,30316.775063194,437002.313043864,96497.4019011614
"4",4,18841350.6633035,13402092.0584464,13357975.2606153,44116.7978311173,90620.3832824024,24986.4459250132,430600.736457933,75528.1380490046
"5",5,18841350.6633035,15307743.2768596,15266281.9379127,41461.3389468658,83773.6391948134,24114.0257957034,384436.256562322,70756.4875788013
"6",6,18841350.6633035,10588185.418138,10557477.0169511,30708.4011869088,49309.8993481522,11029.280481775,294761.177235334,52567.4838752699
"7",7,18841350.6633035,16437080.4204743,16389340.0142021,47740.4062721663,109392.73787491,23595.3195018949,488810.87877228,81478.5117867812
"8",8,18841350.6633035,9447310.02248993,9426645.08084167,20664.9416482593,36534.7306185899,7215.50909918529,233676.453375305,35404.9890521016
"9",9,18841350.6633035,13856086.750434,13812417.2895006,43669.4609333912,110458.392636326,15195.283827266,379162.342661607,73382.1303324502
"10",10,18841350.6633035,14455716.5269553,14416417.8149824,39298.71197292,108911.975016584,19627.9643825922,424627.66313674,67271.8962112224
"11",11,18841350.6633035,14747425.3063782,14704140.9870535,43284.3193246709,111766.492996669,23323.1559968981,399494.318566278,73244.2264694496
"12",12,18841350.6633035,15253245.1166754,15199184.0660042,54061.0506711658,129630.799864267,32345.7792351462,455778.846347338,92025.1133889291
"13",13,18841350.6633035,16911780.8677881,16858665.5177635,53115.3500246172,141596.34124051,40449.3796303911,557279.730341857,90160.9812389706
"14",14,18841350.6633035,9319115.55670111,9293155.24375277,25960.3129483401,38106.9843011744,9740.45658433389,266965.926326266,48087.3454155731
"15",15,18841350.6633035,13640086.3328628,13586279.64349,53806.6893728258,118073.367899107,28196.000354169,423442.670325832,90723.540362544
"16",16,18841350.6633035,13199619.4725154,13164788.1512043,34831.3213111163,80980.2118931874,18135.1702970066,370951.448452958,59580.1770465706
"17",17,18841350.6633035,9880148.67253056,9855433.87428253,24714.7982480312,31884.3434730436,10169.4708526918,301878.843068839,42166.3995252453
"18",18,18841350.6633035,15693421.5803944,15637771.863057,55649.7173373658,102123.823200774,33224.4660946809,427269.810580922,93686.5256799356
"19",19,18841350.6633035,16349050.7643383,16313687.7945577,35362.9697805983,141625.082651959,21058.4412278468,480395.191759756,60375.1543462676
"20",20,18841350.6633035,14565264.6684191,14530989.281493,34275.3869260504,85224.3356250614,19796.6871151951,403721.81776421,57926.4200258863
"21",21,18841350.6633035,12743005.5909681,12692382.823094,50622.7678741495,56947.6580216916,22609.5809766246,418780.060809226,86974.6883501646
"22",22,18841350.6633035,13228306.9062198,13182318.7548916,45988.1513281826,91302.2854200326,26173.3839949739,408547.858351168,77394.5626395929
"23",23,18841350.6633035,11175644.6862184,11139797.6909266,35846.99529175,62475.021287501,14537.3367180945,324913.659108677,60872.2663275651
"24",24,18841350.6633035,14515503.545514,14472759.7523738,42743.7931401552,97864.2465926872,23316.3083322147,414511.944400525,72030.8770855956
"25",25,18841350.6633035,11873979.6261865,11838341.1175482,35638.5086382664,72023.8653827879,21041.4153940101,304541.769087051,60421.795548842
"26",26,18841350.6633035,16574962.3143198,16523927.3582068,51034.9561129893,150919.38722549,29593.7027203397,500461.657401924,85989.8925890395
"27",27,18841350.6633035,11969904.147998,11924752.9125902,45151.2354077549,64444.1419957708,21838.107060291,353257.624156914,76429.3632701982
"28",28,18841350.6633035,14635654.8606618,14585811.407413,49843.4532487524,95675.5910251088,26594.259852216,457938.116989641,85154.4211434305
"29",29,18841350.6633035,8257326.37515092,8243924.58938557,13401.7857653465,24478.008049127,6310.01304655504,211260.497688245,27428.1951518622
"30",30,18841350.6633035,18801884.1457639,18747149.9869387,54734.1588251615,276329.017560241,39139.9660663959,553762.148923261,94028.6125180589
"31",31,18841350.6633035,12360556.3678563,12312105.791158,48450.5766982911,77087.6539344618,24498.2648156787,384064.217076981,83110.5192872966
"32",32,18841350.6633035,15433872.5959858,15385570.6939701,48301.9020157024,129835.299488424,29052.0121851886,482144.17476592,81513.8046263182
"33",33,18841350.6633035,15329359.1436259,15285968.431282,43390.7123439434,113959.550316911,16424.9850903949,499012.117457754,73414.6114690048
"34",34,18841350.6633035,10567658.2981567,10538904.7396118,28753.5585448878,38697.9706917307,10812.0941166257,319917.937602098,49588.3893016512
"35",35,18841350.6633035,14584802.6260749,14534137.4467542,50665.1793206884,104664.834711935,30367.6243239617,460244.980797886,86332.821474641
"36",36,18841350.6633035,16031749.3635236,15995015.5690601,36733.7944635184,108730.65201735,19071.1800850294,425018.743876826,62452.9529020832
"37",37,18841350.6633035,9554449.29880981,9530321.58420774,24127.7146020712,28460.4097442917,10374.6015477568,270420.114390828,44816.9371380255
"38",38,18841350.6633035,14443552.872034,14405142.8714167,38410.0006172672,75162.0722704249,15258.9703769883,336904.33583782,65647.5032907657
"39",39,18841350.6633035,15561707.4705257,15520616.1327809,41091.3377447755,119709.812779608,25184.3991221019,504923.868471476,69660.1701485188
"40",40,18841350.6633035,15425645.6796945,15380248.5236005,45397.1560939841,129082.446721982,22250.7149959789,499526.449710571,76652.3420790927
"41",41,18841350.6633035,15375436.258397,15319295.0139508,56141.2444462352,145067.113620418,36645.776965484,435384.535380317,95001.9417475927
"42",42,18841350.6633035,16924192.6593578,16872156.0814683,52036.5778894849,141371.369442289,35196.972756175,509285.340736068,87545.0557123079
"43",43,18841350.6633035,16373211.7369342,16336111.6682629,37100.0686712939,122811.414517693,26398.9371893866,483581.481956399,62678.9330781436
"44",44,18841350.6633035,9001506.80545264,8984520.31646095,16986.4889916869,31300.8604834576,5571.14357203257,208532.288735943,29896.059344469
"45",45,18841350.6633035,626632.889818518,626042.329933019,590.559885498581,4635.34411601951,539.522343458724,18151.4040777629,1553.76445968243
"46",46,18841350.6633035,16075800.3959941,16024715.7091558,51084.6868383433,88122.2687667471,31984.4729392222,469529.947145426,86927.01521079
"47",47,18841350.6633035,16065062.1027279,16013665.7823828,51396.3203451464,102366.52185102,34801.615564938,505706.843304744,87406.5792924273
"48",48,18841350.6633035,16400491.6346217,16350798.5453582,49693.0892635464,97315.606846154,32415.2767180223,468776.239906612,85068.1037940258
"49",49,18841350.6633035,16653629.553207,16597385.7109977,56243.8422092932,114198.08369974,37172.2289164237,460393.623239501,96590.2706773382
"50",50,18841350.6633035,17223795.7821291,17153103.0191591,70692.7629699558,167968.821724248,45556.0915264554,505856.079014952,121436.37732665
"51",51,18841350.6633035,14995996.2434289,14952152.3053886,43843.9380402642,78713.8267889441,25953.5600043489,445411.517746087,74097.1267414231
"52",52,18841350.6633035,15061964.7904205,15014421.4593015,47543.3311190168,94470.3783520039,22578.2219268877,427685.166249765,81067.0344688613
"53",53,18841350.6633035,7075383.55957789,7053536.24337001,21847.3162078778,32155.543428549,9747.12040750174,215444.329343381,39001.4277114021
"54",54,18841350.6633035,13833222.0939187,13799284.8604448,33937.233473947,67414.8546068138,14047.7377120548,423648.381904577,57450.9717987335
"55",55,18841350.6633035,14860900.883782,14813088.3221033,47812.5616787127,99258.9157125119,27916.784240547,449547.953569269,81042.3591824959
"56",56,18841350.6633035,17509160.8337307,17445746.9395321,63413.8941986082,155869.915341061,38460.3180993493,500394.296845267,108466.986700365
"57",57,18841350.6633035,9596669.06242704,9567156.50967618,29512.55275086,34666.3101960304,13422.8199235447,257684.403925199,50669.8432047318
"58",58,18841350.6633035,15189591.9979515,15151999.3697758,37592.6281756582,95562.6109810598,21247.4332149332,434929.207094127,63779.0864518362
"59",59,18841350.6633035,12.3137020528377,12.2705509077407,0.0431511450970093,0.0698215513882129,0.0160791829158446,0.352182014335781,0.0729520928019322
"60",60,18841350.6633035,11001306.6428104,10983099.9631218,18206.6796885776,40873.196264345,8787.50875351527,278206.078058365,32013.1089021134
"61",61,18841350.6633035,13485483.1485111,13437574.6426081,47908.5059030152,97180.2947348124,26742.5385541412,457035.757744732,81446.0260445827
"62",62,18841350.6633035,14439379.4967206,14405280.3938755,34099.1028451236,74802.3573842267,16127.6543725137,383299.188550305,57845.465758044
"63",63,18841350.6633035,5211771.37673595,5200791.70549192,10979.6712440267,22928.8792344856,6578.49853267282,157097.608243507,24957.4970815234
"64",64,18841350.6633035,16093273.1882547,16036455.4235491,56817.7647056212,93149.0993845355,24686.4990530696,541473.721936705,96690.7005704285
"65",65,18841350.6633035,10738174.4404717,10696126.2698169,42048.1706547528,49127.3997194612,17534.8767808257,310634.717199231,71744.6154276706
"66",66,18841350.6633035,13595583.5025865,13550610.1663526,44973.3362338606,61948.001644044,24193.6009903856,419550.042984998,76894.594094461
"67",67,18841350.6633035,15785489.4156328,15745868.6747782,39620.7408546113,121228.31927063,25443.1330802166,443736.168325449,67766.2158136992
"68",68,18841350.6633035,14908602.6933741,14872527.8541974,36074.8391767136,117626.463360593,20978.0960546913,414356.123238732,60347.7816476317
"69",69,18841350.6633035,112594.551135277,112405.961455921,188.589679355699,984.400816085608,193.542390020829,3638.19916692249,510.078848286193
