"","runNum","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1",1,18841350.6633035,11511003.9740663,11465939.3581013,45064.6159650421,43989.3523054334,17736.3683920708,315092.622579781,76501.3773803686
"2",2,18841350.6633035,13055028.1263051,13010384.5193128,44643.6069923251,86138.9425630635,25054.835939999,449958.356197456,76556.1563821578
"3",3,18841350.6633035,11089533.4061617,11052024.1875546,37509.2186071043,60031.1991325058,19502.2601144833,353629.760722728,64228.0532457078
"4",4,18841350.6633035,13020740.8969013,12980971.8060406,39769.0908607025,84151.9481018463,21422.2621366972,420150.526376428,67263.0228913692
"5",5,18841350.6633035,15357839.7715672,15310587.0602539,47252.7113133483,100619.262788698,28346.0262130228,410628.471889389,79903.3528877712
"6",6,18841350.6633035,14526936.6574681,14479613.3784406,47323.2790274609,65131.8267137573,23038.4720531489,439850.67144228,80713.8693131464
"7",7,18841350.6633035,18303421.0375817,18250493.4614915,52927.5760902326,182020.264020196,41132.1911175208,467535.100858513,88813.1620864484
"8",8,18841350.6633035,58571.3548897161,58482.1264056784,89.2284840377053,239.907189148636,62.3240776255562,1529.59764013432,214.640056576296
"9",9,18841350.6633035,15165691.4267735,15135343.9850898,30347.4416836869,69678.9008736499,16522.2626174573,374269.938520829,51865.951782206
"10",10,18841350.6633035,15750288.603921,15697811.6013035,52477.0026174715,145448.70446427,28638.738809888,513199.102834424,89561.0968466003
"11",11,18841350.6633035,14628778.9915048,14593379.0268832,35399.9646215804,117021.751886849,17623.2127856445,415127.648134499,60531.1841852124
"12",12,18841350.6633035,13450512.3652824,13423161.3027064,27351.0625760097,42997.3859299738,13635.6773132394,349085.283337574,46449.7344957814
"13",13,18841350.6633035,1203.17067592618,1200.07552481777,3.095151108406,3.49849259173427,0.958649939201774,35.4979659904819,6.19763628746872
"14",14,18841350.6633035,414.265109425264,413.079194139418,1.18591528584607,0.761466074519924,0.317640803743452,14.008520071779,2.33108107919322
"15",15,18841350.6633035,14140104.3903404,14085115.8993485,54988.4909919011,95682.5062232112,31644.4961832982,414241.111659444,93488.5900787397
"16",16,18841350.6633035,15150320.1255819,15105866.275821,44453.8497609335,113889.553395965,27028.6072479426,407364.91613231,75791.4419727295
"17",17,18841350.6633035,9878552.75749105,9851709.33451804,26843.4229730109,43667.3790275098,10345.9820167658,272653.716374676,45057.5469178794
"18",18,18841350.6633035,18559162.4490866,18504805.133288,54357.3157986479,232077.286514766,39721.9041139909,516204.698164118,90878.9465746994
"19",19,18841350.6633035,12489936.011705,12443258.7589937,46677.2527112632,75228.9929663893,23425.4082594666,407875.14635352,79428.2668049056
"20",20,18841350.6633035,12890790.9635876,12854747.6144598,36043.3491277975,85859.3339274134,20910.5861460138,388599.202379336,61015.4904698277
"21",21,18841350.6633035,15119897.7175251,15064274.4867515,55623.2307735747,92308.9661785835,26574.3464532023,450032.541367784,95393.7714569077
"22",22,18841350.6633035,11117619.9598924,11079965.4130347,37654.5468577438,55901.7023789937,14830.7862516708,378046.603259017,64297.5746955994
"23",23,18841350.6633035,13296623.7309531,13251845.0168571,44778.7140960181,92351.4398186324,21137.1926645034,445799.003015905,76019.5712677136
"24",24,18841350.6633035,10619666.985366,10597941.7016157,21725.2837502554,36660.2951214263,7965.25895481353,329727.571320106,37095.0733701653
"25",25,18841350.6633035,340976.668184362,340332.548727634,644.119456728232,1885.36666282332,567.597263191841,10445.0050473662,1668.64509110412
"26",26,18841350.6633035,15093992.147519,15039395.7892375,54596.3582815149,137702.933074518,31162.8715827594,500603.414223437,93751.4085906086
"27",27,18841350.6633035,13269522.0854564,13225197.4847634,44324.6006930379,96186.020247564,23915.8370194367,359400.510392937,75270.8675931274
"28",28,18841350.6633035,12242438.6516242,12201620.1389404,40818.5126838115,80364.3904820512,16636.9140134505,351736.835469922,69447.324949244
"29",29,18841350.6633035,14093132.9684432,14057282.4884497,35850.4799935323,110543.419970803,22419.2031026495,447905.56732832,61235.7506654028
"30",30,18841350.6633035,10772958.1609122,10746249.3544966,26708.8064155512,47745.697165646,11442.8164602534,314657.422690842,45053.7579871993
"31",31,18841350.6633035,15053215.6829847,15019900.1574578,33315.5255269166,91358.0036234916,21476.7120116527,384919.045243801,56773.1623511043
"32",32,18841350.6633035,8655536.4890547,8625590.51754513,29945.9715095729,24714.3610095073,9238.33221280682,284404.02505028,53378.377463756
"33",33,18841350.6633035,15541519.8329607,15505191.9106156,36327.9223451132,123693.852479569,20851.6238956225,434789.709492336,61481.3570801465
