"","runNum","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1",1,18841350.6633035,11295351.7034832,11257264.2184673,38087.4850158645,72709.3281220433,13961.4908729991,344084.332850655,64958.9320465891
"2",2,18841350.6633035,2788284.78352376,2782026.99680473,6257.78671902958,2954.42672159108,996.25518617322,75284.7825836798,11254.9294232257
"3",3,18841350.6633035,1310.63892338069,1305.51842425249,5.12049912819849,3.02522561710468,1.21495826684107,35.8772756477835,8.70546234081177
"4",4,18841350.6633035,3396986.83562513,3387741.32059647,9245.51502865784,4751.42928988447,1486.94171242453,87980.3271606307,16480.0318894878
"5",5,18841350.6633035,2795.2576365557,2788.04171798245,7.21591857325361,9.79990383054532,2.04009223242987,77.3869290612124,12.4018642724895
"6",6,18841350.6633035,2445.35228733462,2436.64471641314,8.70757092147599,10.9320878840594,4.23598060433397,69.1519581303353,14.8998497564869
"7",7,18841350.6633035,6949435.56153788,6934292.54057453,15143.0209633497,14831.7073240575,4102.07471627663,185647.944502539,25819.0123090681
"8",8,18841350.6633035,674.021446965885,672.199055547304,1.82239141858138,3.16065665147479,0.782259203617723,18.15774158734,3.08479250917043
"9",9,18841350.6633035,65.690459530073,65.3948475599714,0.295611970101615,0.409334125149603,0.109592698466726,2.03754744478613,0.502368684148143
"10",10,18841350.6633035,7246066.85668371,7216380.20357885,29686.6531048571,30072.1836918322,7602.1794377682,237327.607085781,50330.055884797
"11",11,18841350.6633035,40850.6139431478,40721.6711427442,128.942800403563,33.1297487161747,13.073109904387,1409.56141348866,234.18682269331
"12",12,18841350.6633035,8736645.89463964,8716436.73727393,20209.1573657157,28709.5443257163,7092.88053191955,253370.027847639,34375.6648309411
"13",13,18841350.6633035,233287.291858449,232851.646779997,435.645078451672,606.435023921848,127.413818034819,6774.47646395089,867.847642282798
"14",14,18841350.6633035,9522809.39220681,9498502.22561265,24307.1665941565,36618.9817172897,7408.67934797821,288379.216423048,41063.3073179824
"15",15,18841350.6633035,8030715.67298592,8008612.83078598,22102.8421999374,20557.1422058448,5374.65258940288,237539.764099723,38008.2636293794
"16",16,18841350.6633035,1555.05727835601,1550.54949562356,4.50778273244774,5.772940189199,1.54845484405494,45.5453528294815,7.6937908914746
"17",17,18841350.6633035,12562058.7170497,12526939.6123777,35119.1046720129,65856.0233358912,19289.4486149829,331386.335568549,59403.5500706288
"18",18,18841350.6633035,655803.67730991,653659.399469634,2144.27784027577,1234.39168739569,725.888718266655,20552.8328131079,4367.14633628703
"19",19,18841350.6633035,4035.40425635715,4021.75672554528,13.6475308118653,15.778248006304,5.06644162757894,128.683604571158,23.3715621838843
"20",20,18841350.6633035,54.4116246159959,54.2539229838525,0.157701632143391,0.221973438043459,0.0725792427753204,1.34192832186393,0.269049223470863
"21",21,18841350.6633035,10891357.3932989,10854433.5047707,36923.8885282457,51592.7527486699,14331.8801527187,334026.594182999,62051.5530269188
"22",22,18841350.6633035,3961959.12894897,3948414.11877321,13545.0101757573,7214.08549325895,2763.68837270957,117663.005757295,25101.3662925517
"23",23,18841350.6633035,8955256.49979389,8931877.33034881,23379.1694450783,24340.4181893356,6602.7805455353,244421.329237018,39949.322173186
"24",24,18841350.6633035,958754.594722948,955580.087909906,3174.50681304202,1785.37911375433,808.807000488617,29743.5959015106,6204.83750177569
"25",25,18841350.6633035,11051986.4131125,11028895.6830142,23090.7300982669,56961.5550112224,9028.61153088732,316130.95317417,38868.6457363895
"26",26,18841350.6633035,472634.630573446,471946.461056635,688.169516810999,812.356713725554,101.534682628229,13891.2714552832,1271.5270947599
"27",27,18841350.6633035,12127.3804183472,12093.5743899533,33.8060283938876,11.3008684655468,3.84172211363248,391.802494988949,60.954012981443
"28",28,18841350.6633035,147913.381541866,147343.44868576,569.932856106081,93.7118816530562,81.4238108725326,4532.34599008856,1046.5556871836
"29",29,18841350.6633035,316.845693867714,315.736270186994,1.10942368071966,1.5969562937727,0.367501052455088,9.69526972419717,1.88263207182811
"30",30,18841350.6633035,45325.8651967958,45199.2699285206,126.595268275156,75.1803037300547,26.1319805174272,1459.54480829455,242.820016901714
"31",31,18841350.6633035,3823.56999625973,3811.75394536052,11.8160508992072,9.68895695627623,2.0390233267062,108.605993818312,20.1848955089622
"32",32,18841350.6633035,5262870.67011601,5239872.16452044,22998.5055955736,12506.2185401984,5548.24961236455,163297.565278277,38951.8210422833
"33",33,18841350.6633035,2317.99492647554,2311.22009644073,6.7748300348125,9.06964177705742,1.9145042360555,64.317003147646,11.5526867110166
"34",34,18841350.6633035,11214.4937830413,11199.9941412886,14.4996417527185,20.5517352544502,2.97320569064908,300.430575017209,24.8727957621013
"35",35,18841350.6633035,6322263.76333068,6302957.39641897,19306.366911715,12510.3423037777,4723.2022743843,169052.135987725,32853.1889830408
"36",36,18841350.6633035,8389497.55734197,8361581.49696145,27916.0603805177,25561.5787856092,8290.66186515384,252269.406500651,47128.5271176703
"37",37,18841350.6633035,3386590.5041044,3378652.55828073,7937.94582366527,5424.59262738954,1788.69696926532,112014.503474157,15074.2963959619
"38",38,18841350.6633035,6096206.99088751,6080096.27240084,16110.7184866691,9665.36453243205,3666.8185449257,153131.528986476,28049.4307029369
"39",39,18841350.6633035,2651.56617826321,2641.40791144455,10.158266818655,10.0860713163712,3.57295984588777,76.0270720727318,17.1872659009448
"40",40,18841350.6633035,7885320.14803495,7859802.12519675,25518.0228381988,17578.4806618726,7052.36640161634,250954.879902011,43680.4411360958
"41",41,18841350.6633035,10960791.4824639,10928493.2356198,32298.2468440894,43762.0249174418,16028.2516898431,300719.795961229,55185.0032647575
"42",42,18841350.6633035,693.496751841158,691.985025176014,1.51172666514409,3.71968886540771,0.725251739370082,20.7096292982338,2.57906861800223
"43",43,18841350.6633035,532709.433948204,531427.507688214,1281.92625999043,1414.44544627554,524.607911456597,16188.2368289078,2711.03341715299
"44",44,18841350.6633035,8040349.53765642,8019021.93797849,21327.5996779268,30437.3931434663,7241.7461160699,223780.312790234,35853.1801002855
"45",45,18841350.6633035,9348450.9361092,9321464.49977794,26986.4363312625,40055.3483485473,9931.29577919086,265371.770137938,46001.3831297705
"46",46,18841350.6633035,534.327882099347,532.76529001846,1.56259208088686,2.15668802858043,0.462960255773999,14.8740533641463,2.65511137281246
"47",47,18841350.6633035,1673.13551569309,1668.44326318767,4.69225250541941,8.72906433556809,1.79832494105371,53.6352861060863,7.91329473432022
"48",48,18841350.6633035,8495434.07773331,8469173.18437569,26260.8933576167,34462.0568444079,8469.98430674558,261389.180204444,44956.4198260825
"49",49,18841350.6633035,11261845.7159954,11225940.9645023,35904.7514930513,45535.0829075793,13440.7524882542,329789.220776271,60619.7176474251
"50",50,18841350.6633035,1382.23592664331,1379.15365944405,3.08226719926479,3.1710713129724,0.662183741548184,32.7547097168215,5.2699866736391
"51",51,18841350.6633035,18270488.4107121,18217656.0651313,52832.3455807651,182020.264020196,41121.838621046,466693.883307234,88653.3640507616
"52",52,18841350.6633035,7925808.68114079,7898120.21061825,27688.4705225435,40183.6289320146,9970.02564921786,270133.387954205,47092.3283299172
"53",53,18841350.6633035,11667498.2449464,11619768.7721463,47729.4728001301,41721.1725797009,21969.6052442769,341887.555767276,81421.5936707347
"54",54,18841350.6633035,12966415.0953897,12928755.0053654,37660.0900242664,94569.0516573171,20872.9953932334,385599.181544046,64274.4440085309
"55",55,18841350.6633035,3509.25321247334,3496.77619665998,12.47701581336,4.88479420156272,1.90880917519081,98.2621438017713,21.1540863799026
"56",56,18841350.6633035,86357.3812109206,86088.1843217074,269.19688921315,193.95114728748,58.6245615839251,2591.11675847615,526.519993018199
"57",57,18841350.6633035,11844580.8125803,11804197.7800111,40383.0325691567,66100.499710398,19717.1809416537,361623.586993899,68605.2955459138
"58",58,18841350.6633035,385076.496295765,384031.593760295,1044.90253546982,338.935219470913,118.33752646762,10494.7799336164,1891.85408071013
"59",59,18841350.6633035,46.0249471531777,45.9083646590108,0.116582494166866,0.180376342064713,0.0523652093566908,1.19577649596781,0.199010184563516
"60",60,18841350.6633035,16958820.0929091,16905711.0519103,53109.040998766,186201.776350818,43907.6998564513,473860.733501062,90148.6058319433
"61",61,18841350.6633035,11779001.2191441,11740383.4831491,38617.7359949795,69163.1952723214,19705.5859384121,365395.589552131,64931.0416041987
"62",62,18841350.6633035,570.590373216047,569.337514766034,1.25285845001315,2.56309550585449,0.461500036527944,14.1130615488967,2.13919583149774
"63",63,18841350.6633035,12447539.1417064,12413675.4835324,33863.6581739873,69933.4716366808,16147.5131342265,327468.043909644,57350.3533064348
"64",64,18841350.6633035,5045579.35200112,5028181.52746946,17397.8245316578,8413.57771523469,3016.47291272693,165783.931774852,30051.1640306266
"65",65,18841350.6633035,10288418.6010973,10255938.5490615,32480.0520357956,41727.3565208158,12710.3740688463,336965.30800941,54913.2373802271
