"","runNum","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1",1,18841350.6633035,9987461.27750224,9963260.5390751,24200.7384271422,34170.6704128711,9870.94194185867,269460.216113876,41100.2678270661
"2",2,18841350.6633035,12481936.0860513,12430793.7041657,51142.3818856474,99686.0121149815,22153.6418572361,408815.524642957,86699.1658096194
"3",3,18841350.6633035,9391865.5192238,9352807.17331817,39058.3459056305,32230.9146044347,17485.2022849036,293463.554291302,66340.5704509963
"4",4,18841350.6633035,8613065.66103661,8598618.25231431,14447.4087222999,50333.8987197317,5478.59226270152,252659.315238418,24563.4190121181
"5",5,18841350.6633035,6759183.78610943,6750377.8930332,8805.89307623024,17271.127773645,2640.10560813779,181059.669588984,15031.7622723277
"6",6,18841350.6633035,75486.0126413801,75362.3231447004,123.689496679708,200.921888032919,45.6035540339914,2261.57190681531,256.622584563708
"7",7,18841350.6633035,4009128.66646643,4002413.26495289,6715.401513541,10297.530665195,2364.83692739088,95282.9668202207,13805.4979596244
"8",8,18841350.6633035,8444887.23134281,8419657.45767333,25229.7736694751,31112.233197127,9391.09880966439,229881.910229701,42822.8728836069
"9",9,18841350.6633035,5196527.21074119,5178539.19153425,17988.0192069422,10615.2552720289,4454.79847589342,175666.956353821,31103.2463396062
"10",10,18841350.6633035,13039048.0780317,13018454.1579115,20593.9201201771,85870.5570594646,10329.2569032682,355829.518402567,34875.5044281061
"11",11,18841350.6633035,13038762.1980083,13003746.0762154,35016.1217928878,48266.3216254998,16471.543639852,327192.165853506,59747.1065721668
"12",12,18841350.6633035,12017131.7394806,11976423.2552234,40708.4842572039,71537.8166963529,16367.8726935325,342351.576393751,69375.8367070071
"13",13,18841350.6633035,17614838.8428252,17574109.2233792,40729.6194459611,154241.400614026,35944.4131447622,486019.29249963,69472.8871423357
"14",14,18841350.6633035,14685417.9679992,14634714.1650938,50703.8029054242,93245.0461648179,28371.9131195776,445636.694237931,86300.1615965769
"15",15,18841350.6633035,6223906.14258287,6201657.48628369,22248.6562991776,16887.9090492037,6036.27270704231,184774.686531499,38224.9432584425
"16",16,18841350.6633035,16254019.360758,16215250.2645362,38769.0962217741,109099.440136377,26944.5736196431,496281.906906707,65265.1275482456
"17",17,18841350.6633035,4132950.9137549,4123380.40643793,9570.50731697131,11307.4844455421,3339.69115488427,122154.964497103,19463.7573433695
"18",18,18841350.6633035,14564535.187243,14513768.500765,50766.6864780077,60431.3220592826,30082.7260991175,428936.283624962,86310.5420136231
"19",19,18841350.6633035,7805396.98153911,7784153.11468241,21243.8668566999,12182.2672951489,6606.31189832615,207096.871046285,36325.7397837422
"20",20,18841350.6633035,76057.0911882778,75874.9279764319,182.163211845853,162.092006604001,65.1563934554691,2291.00019902345,376.582170393666
"21",21,18841350.6633035,17350593.22248,17282936.3743515,67656.8481284945,175827.535493148,52047.4448094377,527835.28737069,114801.448265402
"22",22,18841350.6633035,6.97615408058767,6.95386768405739,0.0222863965302769,0.0420079676461155,0.0106149949116695,0.192117323964338,0.0377033279828172
"23",23,18841350.6633035,12471796.525169,12433274.9839105,38521.5412585052,74303.1154846023,21699.1059933102,361467.754069265,66036.516731185
