time,Adult_Susceptible,Adult_Exposed,Adult_Infected,Adult_Hospitalizations,Adult_Critical,Adult_Recovered,Adult_Dead,Adult_New_Incidence,Adult_New_Hospitalization,Adult_New_Critical,Elderly_Susceptible,Elderly_Exposed,Elderly_Infected,Elderly_Hospitalizations,Elderly_Critical,Elderly_Recovered,Elderly_Dead,Elderly_New_Incidence,Elderly_New_Hospitalization,Elderly_New_Critical,Pediatric_Susceptible,Pediatric_Exposed,Pediatric_Infected,Pediatric_Hospitalizations,Pediatric_Critical,Pediatric_Recovered,Pediatric_Dead,Pediatric_New_Incidence,Pediatric_New_Hospitalization,Pediatric_New_Critical,Total_Susceptible,Total_Exposed,Total_Infected,Total_Hospitalizations,Total_Critical,Total_Recovered,Total_Dead,Total_New_Incidence,Total_New_Hospitalization,Total_New_Critical,Population
23,251518.89588729347,12.131744004660785,9.576177708416244,0.14808756703340423,0.012479652219479468,11.169076741510201,7.970326556160242e-4,14.03836270649573,0.2643072931842156,0.016336664376207285,49466.56035922495,1.5489483779570277,0.842604902286987,0.045095739540409026,0.005499345188249785,0.6320334537468676,8.0895632726053e-4,3.0749907750468015,0.0719257750391552,0.006857774061828683,350361.3332094539,5.404073613904512,2.8651332832273417,2.7542855635493183e-4,6.478564272040267e-6,2.2594201458978347,1.5959034823571633e-6,10.528910546053798,4.3691791144288047e-4,8.07446775439743e-6,651346.7894559724,19.084765996522325,13.283915893930574,0.19345873513016817,0.017985475972001293,14.060530341154903,0.0016075848863589114,27.64226402759633,0.3366699861348137,0.023202512905790364,651393.43172
24,259435.13750759797,12.971646731034246,10.183950262269132,0.17397512320560907,0.01636089197448871,13.967011184523244,0.0011682089713422595,17.314112401978065,0.33050213739644563,0.022015936653458055,51510.31587334594,1.7917224807264955,1.0501682905756518,0.06053170269947557,0.008053585731913122,0.883701471015223,0.0013091233049381814,3.7954866540536973,0.10051350969781164,0.010251894278764571,362660.1102805708,6.38002031584795,3.6233916815385316,3.7321342371489564e-4,9.523278546564078e-6,3.184772107840084,2.5872466450494274e-6,13.188569429175473,6.154239275471657e-4,1.2110525191613505e-5,673605.5636615148,21.14338952760869,14.857510234383314,0.23488003932879953,0.0244240009849484,18.035484763378552,0.0024799195229254904,34.298168485207235,0.4316310710218044,0.03227994145741424,673659.86183
25,383339.9823215607,18.920969572815686,10.863802644448873,0.19801708877028754,0.020614935520186402,16.950009788931876,0.0016444087911176252,20.955058439278027,0.4010720264488666,0.028577611214792843,80172.1669871308,2.058296623096008,1.2695513076849338,0.07832768710158926,0.01133310236442738,1.192978151314868,0.002025997634115108,4.612512869195942,0.1356195320827111,0.014735175304032042,552452.2113782993,7.41509915553112,4.443336605439706,4.8778641720339253e-4,1.3460748975200644e-5,4.335580678642794,4.013953642694854e-6,16.194521700733443,8.372804695613024e-4,1.7474702617895498e-5,1015964.3606869907,28.394365351442815,16.576690557573514,0.2768325622890802,0.031961498633588985,22.478568618889536,0.003674420378875428,41.76209300920741,0.537528839001139,0.04333026122144278,1016032.12278
26,612519.3990017985,24.137096461010298,12.751154926073422,0.22501747608865189,0.02520329613017692,20.309511778813295,0.0022342633456210095,25.450218201461468,0.48082155168500107,0.03602548509894214,128173.4874616298,2.52680619407185,1.5274798646736933,0.09859608220800438,0.01540414601990593,1.565796052386225,0.003016030831152114,5.7370983701908305,0.1779426346887427,0.02046865397867403,882134.5987626966,8.850802375572343,5.368663298104674,6.191044996993222e-4,1.8380842494770932e-5,5.733688151008314,5.993367367317567e-6,19.953797303394893,0.001106588696941092,2.4374209862088496e-5,1622827.4852261248,35.51470503065449,19.647298088851787,0.3242326627963556,0.04062582299257762,27.608995982207833,0.005256287544140441,51.14111387504719,0.6598707750706849,0.056518513287478256,1622910.62634
27,746572.6465053431,29.895809903577494,15.40140654781274,0.26013739941474034,0.030293149896977303,24.316769623460722,0.0029480327038043487,30.907364656866484,0.5763922352684686,0.044577289164531825,145777.64564709947,3.13971459505306,1.8569136582730295,0.12243291144344443,0.02036978237270973,2.017230399457851,0.004341553913440493,7.161002900513535,0.22931808393651937,0.027660051658596207,1041320.9113331133,10.659932638543804,6.469360917310236,7.70161432481039e-4,2.4380040768579068e-5,7.41986013524377,8.65407597510956e-6,24.54995688664703,0.0014308437673548116,3.3034116743688626e-5,1933671.203485556,43.69545713717436,23.727681123396007,0.3833404722906658,0.05068731231045561,33.75386015816235,0.007298240693219951,62.61832444402705,0.8071411629723427,0.07227037493987172,1933772.8218099999
28,969259.9711526077,40.23168119907859,18.764221355171333,0.3059078735914551,0.03614797319100019,29.179187328982962,0.0038016623094352326,37.52094739232478,0.6926823103124127,0.05457511467315003,173754.1996401334,3.8908751580325096,2.275117849921461,0.15133367242705717,0.02641346151231433,2.5685842573235167,0.006075467395781539,8.91839986661264,0.2923173093593609,0.036615217507744977,1301435.117896107,12.887216720080788,7.800519726887465,9.460454734942398e-4,3.159243735719024e-5,9.452137669127703,1.2138856102340853e-5,30.14086389286291,0.0018206713426848614,4.373129345953109e-5,2444449.2886888483,57.00977307719189,28.83985893198026,0.4581875914920065,0.0625930271406717,41.19990925543418,0.009889268561319112,76.58021115180033,0.9868202910144585,0.09123406347435453,2444576.8689
29,1096553.4134759859,46.5129583679828,23.712368425945833,0.3669919496748444,0.04310107349107221,35.23021560962169,0.0048185872760655255,45.8704540139923,0.8375064147793254,0.0664674607549008,191751.9044154087,4.863584949162615,2.805447680655289,0.18695844845734377,0.03380175941662435,3.2461343058546053,0.008307447740100617,11.144234591286578,0.3700676436129377,0.04775128974475579,1459360.2958437575,15.789675777652336,9.442196578629874,0.0011536903742453523,4.020631185495865e-5,11.906593379017485,1.6610474033804148e-5,37.13967624245983,0.002290026092020608,5.68167858887628e-5,2747665.613735152,67.16621909479775,35.96001268523099,0.5551040885064336,0.0769430392195515,50.38294329449378,0.013142645490199946,94.1543648477387,1.2098640844842838,0.11427556728554535,2747819.7681
30,1385634.1055809327,57.67290385428509,28.972477432812845,0.4450321838292163,0.0515817329829261,42.72381150152657,0.006032361713231456,55.87183906714987,1.016724639597802,0.08084777564988174,248227.36019743496,5.956393094390263,3.461534721530581,0.23119438531796282,0.04288728701634158,4.082292877371908,0.01115019941600938,13.785452565043066,0.4663749309403964,0.061610101287449814,1859380.5242132775,19.20302676377579,11.463802573699928,0.0014024235505460544,5.048488461019295e-5,14.883442216841805,2.225968422091762e-5,45.5517467224369,0.0028573149271682655,7.274456883111057e-5,3493241.9899916453,82.83232371245114,43.89781472804335,0.6776289926977251,0.09451950488387786,61.68954659574028,0.017204820813461752,115.20903835462984,1.4859568854653669,0.14253062150616266,3493431.19903
31,1625743.9230616775,67.0261437304028,35.5843183345256,0.5415710344028786,0.06197560430377042,51.907422514935135,0.0074871038891004184,68.12891832245927,1.2361710246505009,0.09831673480198304,297913.51714647195,7.307905054625463,4.260366834081477,0.2857634907126364,0.05409464116594029,5.112307963856248,0.014745543589953959,17.03518352803172,0.5853276576599183,0.07885435369783622,2215630.2525953646,23.415312206552425,13.935233251856033,0.001702229740600219,6.277416599822609e-5,18.499744857826673,2.9315401605639762e-5,55.852084635543335,0.0035440210926775354,9.208956760386586e-5,4139287.6928035137,97.74936099158067,53.779918420463105,0.8290367548561152,0.11613301963570893,75.51947533661806,0.022261962880660017,141.01618648603431,1.8250427034030967,0.17726317806742312,4139515.70899
32,1910845.7451348838,84.50460369505586,42.88775100198177,0.6585353405052647,0.07471324571779932,63.059684350979694,0.009237481774398667,83.1945251160148,1.502731490040773,0.11957065609556422,346880.087185989,9.026483872060968,5.244847238031686,0.35289124686160794,0.06792047097218458,6.379741846067232,0.019269336926477417,21.091154010920167,0.7319948135699427,0.10027594279562559,2587068.174198248,28.76572686508022,16.986914006323747,0.0020655631074759,7.750895169764768e-5,22.901189753521503,3.805501982088322e-5,68.65601175200447,0.004376842537846518,1.1556397151853091e-4,4844794.006519121,122.29681443219705,65.1195122463372,1.0134921504743486,0.14271122564168154,92.34061595056843,0.02854487372069697,172.94169087893943,2.239103146148562,0.21996216286270834,4845074.94821
33,2117117.810633076,91.7126092176037,52.53913854263396,0.8008687362297826,0.09025587797240764,76.6300050345596,0.011349515031759063,101.78422692403122,1.8268951412432175,0.1453914391767243,383919.70859652525,11.0413136503148,6.450713499707882,0.43551047049217284,0.08497406157859815,7.939713365013419,0.024938427594736582,25.97716347470162,0.9128088394855306,0.1268482209780709,2859047.6085110432,35.273490030406826,20.760067800791347,0.002508726788039589,9.524298423330104e-5,28.274568338263034,4.88174265024369e-5,84.31077895665999,0.005389935002754349,1.4406041073573796e-4,5360085.127740644,138.02741289832534,79.74991984313318,1.238887933509995,0.17532518253523907,112.84428673783604,0.03633676005299808,212.07216935539282,2.7450939157315024,0.27238372056553095,5360417.19991
34,2441287.5708693424,106.78446482689884,61.6963644548497,0.9670705375766367,0.10912653367146642,92.85042176368685,0.013902540466407745,123.42135065714992,2.2136880299290773,0.1766868580920505,453562.4978861402,13.182719663247935,7.873883242668367,0.5363105777132485,0.10597966681505183,9.852331179645905,0.032019529656451405,31.583243859746972,1.134686501320476,0.1597432288302047,3322376.9722284703,42.51107289017785,25.30771885477963,0.003049269363722222,1.1666874847179438e-4,34.83683182704994,6.201941839668141e-5,102.65885152953801,0.0066230327010917385,1.786881668684758e-4,6217227.0409839535,162.47825738032464,94.87796655229769,1.5064303846536073,0.21522286923499004,137.5395847703827,0.04598408954125583,257.6634460464349,3.3549975639506453,0.3366087750891237,6217623.70443
35,2837921.840758713,119.54791821693199,72.27382997459958,1.1554409689871439,0.13164839987469618,111.87557686146657,0.016986864751990873,149.001401286612,2.666878870485475,0.21421719204053535,532276.5374780835,15.716651495126161,9.52711063991314,0.6572352210971797,0.13171623289115836,12.176732590903097,0.04083573652143486,38.25028191645218,1.4043604102897709,0.20028235530187105,3876059.291519809,50.96248731439119,30.6813287996105,0.00370235861206999,1.4258862204661138e-4,42.813650957830056,7.817173141856351e-5,124.46139019079727,0.008117565681373489,2.2076035346517493e-4,7246257.669756606,186.22705702644936,112.48226941412322,1.8163785486963935,0.2635072213879011,166.86596041019973,0.057900773004844294,311.71307339386146,4.079356846456619,0.4147203076958716,7246725.38283
36,3286498.01160725,138.73192345625185,83.44493690061636,1.3671096568461831,0.1581612274080159,133.98081031265096,0.02070119562784172,178.7036427494012,3.1934038864144267,0.2587997024249343,629915.9233814048,18.60640636654706,11.445795743920383,0.8007240268093776,0.16300858531757234,14.980564319594949,0.05176955299472111,46.04826859518407,1.7295944316877874,0.24993261615273146,4525821.226589039,60.567869825452554,36.969545531664735,0.004483730492572392,1.738905570755509e-4,52.45469009184035,9.789072535697796e-5,149.99686096073265,0.00991935614122297,2.717812824325289e-4,8442235.161577694,217.90619964825146,131.86027817620146,2.172317414148133,0.32134370328266376,201.41606472408625,0.07256863934791981,374.7487723053179,4.932917674243437,0.5090040998600983,8442788.91035
37,3718654.3895710562,156.54430262455315,96.5472046510389,1.6053218351582401,0.1890085203504003,159.53767847925826,0.025152832942679695,213.44866894330167,3.8025663773795704,0.311297402837832,723289.5118551432,22.086328994166706,13.683494339101234,0.9697958080973521,0.20076399401044145,18.341713966757936,0.06526775452669074,55.34736485666037,2.1194054970649208,0.3103513764001253,5147097.545873469,71.77383286455583,44.28967519998794,0.005409894382885925,2.1154667961748955e-4,64.03575511667019,1.2190901822647056e-4,180.1050065312947,0.012079008339765128,3.334556978439601e-4,9589041.447299669,250.4044644832757,154.52037419012808,2.580527537638478,0.38998406104045924,241.91514756268637,0.09054249648759692,448.9010403312567,5.934050882784256,0.6219822349358012,9589691.34834
38,4067678.609306007,168.65302951941197,110.8507729246168,1.873473496768589,0.2246507572849485,188.98027797447557,0.030459319989772877,253.61266399254768,4.504950780560375,0.3727408689204542,806113.4119950335,26.03477063887158,16.291263678408228,1.1685398988022144,0.2460287233843765,22.354162469172135,0.0818495578242953,66.17661496646284,2.584779048130982,0.383456613919536,5680758.532652446,84.5097694943625,52.77391140133699,0.00650001362868229,2.56624904751912e-4,77.87199893365565,1.5108669224717666e-4,215.16258755458082,0.014654245568664065,4.077115969990887e-4,10554550.553953486,279.19756965264605,179.91594800436204,3.0485134091994857,0.4709361055740769,289.20643937730335,0.11245996450631535,534.9518665135913,7.104384074260021,0.7566051944369894,10555302.50582
39,4374760.573994916,179.94415183493183,124.89431948947488,2.1673316586878095,0.26548542528991115,222.42397715836069,0.03674951737272449,299.7320150841178,5.303454990022057,0.4441536302038782,880122.7252459814,30.517808712906444,19.301682200238155,1.4011755737719347,0.30001412692624313,27.122005430925082,0.10211797386738884,78.74480401863526,3.1378765477454165,0.47147206563248156,6146431.257011929,99.03576435586643,62.54637068572902,0.007774449221171251,3.1030009099589675e-4,94.31269185695412,1.8642354393777702e-4,255.90309807140565,0.017708921919844724,4.967236349336738e-4,11401314.556252826,309.4977249037047,206.74237237544207,3.5762816816809155,0.5658098523071502,343.8586744462399,0.1390539147840511,634.3799171741588,8.459040459687317,0.9161224194712935,11402178.93617
40,4621042.792458861,192.3457852904161,138.53293183770202,2.47934703645113,0.3116432258440056,259.78047461666364,0.04415913144992069,351.49434113852675,6.196000358231043,0.5263266630508585,940016.5899287274,35.236706970032586,22.70783170608815,1.6715805570874005,0.3640777273403038,32.75535216677869,0.12677214520821953,92.86232127253537,3.7915589040460764,0.5769290100216392,6522470.451684502,114.70614285263034,73.64774185034824,0.009253577018572313,3.7385319491820386e-4,113.73638429154441,2.2907327295482177e-4,302.10012549800945,0.02131210637603282,6.029264678730256e-4,12083529.83407209,342.288635113079,234.8885053941384,4.160181170557102,0.6760948063792276,406.27221107498673,0.17116034993109505,746.4567879090715,10.008871368653152,1.1038585995403707,12084518.29086
41,5166213.377800654,222.86786076150997,152.14376157585903,2.8043887689291522,0.36301713831266413,300.99566735475526,0.05282374637531818,409.22751934574137,7.181269996408372,0.6198134456835992,1069035.2586093307,40.268358548089246,26.480015708063437,1.982002239187093,0.4396355548010596,39.35783337208593,0.15661524691961073,108.6844606691464,4.557828046197571,0.7025918585680728,7336779.565025719,131.58156457167644,86.03971736449667,0.010952336534324899,4.486242139208936e-4,136.51661103034382,2.8035423297698576e-4,354.14957428149813,0.02553190547228248,7.289784468978794e-4,13572028.201435704,394.71778388127564,264.66349464841915,4.79734334465057,0.8031013173276447,476.87011175718504,0.20971934752790591,872.0615542963859,11.764629948078225,1.32313428269857,13573170.26299
42,5525043.996074762,249.7586463626228,169.8550046162776,3.1534725939214105,0.4195574429444355,346.68723867052734,0.06287555179869873,474.93679523809226,8.274387588863048,0.7252088491643426,1154981.7478829608,46.17029446340958,30.679106736612052,2.3344385218699077,0.5280751794400633,47.03503714366879,0.19255499408073745,126.93950703908115,5.448905197479205,0.8513720314629302,7884287.957665066,150.7763030940671,99.84520372268278,0.012883360165902968,5.359483216379278e-4,163.03287705690752,3.417523183723498e-4,413.6681449344633,0.030437372966108517,8.777006400102778e-4,14564313.701622788,446.70524392009946,300.37931507557244,5.500794475957221,0.9481685707061367,556.7551528711036,0.25577229819780856,1015.5444472116367,13.753730159308363,1.577458581267283,14565624.24607
43,5989861.204451967,275.35397057984005,189.92840005174037,3.5402325659834637,0.48174658107183943,397.742736101679,0.07445215206988336,549.1215380323846,9.497024444951826,0.8436668303070549,1268810.1606375226,52.86790967582945,35.40520181612104,2.733193356451497,0.6308445512120444,55.917709556788836,0.23560352083152247,147.79046247723443,6.480090170529849,1.0264165859897616,8608661.699146727,172.28255766584832,115.28848981868822,0.015066022932146044,6.371888590708225e-4,193.72270765568572,4.1492108796993484e-4,481.30987327310146,0.036108221872961185,0.0010521099470407573,15867333.064236218,500.5044379215178,340.62209168654965,6.288491945367107,1.1132283211429548,647.3831533141536,0.31047059398937576,1178.2218737827204,16.013222837354636,1.8711355262438574,15868829.28611
44,6157367.566467624,293.4724285685793,211.56586156803746,3.9680784482389098,0.5502645434738599,454.70816240203453,0.08770684482504713,632.352502375189,10.862557638727818,0.9766158238941992,1309396.1044862396,60.329605122919396,40.72063596676749,3.1838529534281945,0.7495811262220877,66.15759113427089,0.28688745670491733,171.428153760313,7.669235518611851,1.2312542459206623,8866029.759088218,196.13991296541369,132.542123856607,0.01752411366521908,7.538079559520535e-4,229.07954534775257,5.016902488674589e-4,557.7803617816433,0.042634077761609324,0.0012554982048195126,16332793.430042082,549.9419466569124,384.82862139141196,7.169455515332324,1.3005994776518996,749.9452988840579,0.37509599177883196,1361.5610179171454,18.574427235101275,2.209125568019681,16334486.99106
45,6297130.437397483,307.8860135908491,232.7639672487245,4.430534211519405,0.6256737058954879,517.724464201074,0.10280955906695123,724.5334625171295,12.374236985871208,1.1254479963293993,1343743.7517995543,68.22865703834871,46.625017555645925,3.691822693029107,0.8861334493565802,77.91677577961617,0.34766392953949476,197.696070445536,9.035431371873692,1.4698438323082204,9087537.853376282,221.81909007727782,151.6717259299625,0.020281641771156593,8.87382344742922e-4,269.63424460689754,6.040803736756521e-4,643.1468337186274,0.05011089613952807,0.001491462718418574,16728412.042573318,597.9337607064756,431.06071073433293,8.142638546319668,1.512694537596811,865.2754845875877,0.4510775689801217,1565.376366681293,21.459779253884427,2.5967832913560382,16730316.41894
46,6490526.220817088,338.44387321301815,253.47430959023413,4.9160462203116575,0.7081220409838221,586.629992478404,0.1199393689724145,831.2922829119241,14.02765953361282,1.2911858055857384,1389657.9710435974,77.74487041260696,53.23221121628183,4.262027185610037,1.0424782410063753,91.36414768321514,0.419331663829899,228.06506640255026,10.598485431995693,1.7465099645998183,9390270.825396143,253.58104607699482,173.212320864506,0.023366948311257452,0.0010395855937109346,315.97347606868436,7.243125334129515e-4,742.7919738566236,0.05864491085373517,0.0017638981271238861,17270455.01725683,669.76978970262,479.918841671022,9.201440354232952,1.7516398675839084,993.9676162303035,0.5399953453357265,1802.1493231710979,24.684789876462247,3.0394596683126807,17272610.16658
47,6644052.716833495,373.98679675675476,277.01408029700883,5.428186704805625,0.7975529621070029,661.8199842630161,0.1392755219370143,950.1858765056292,15.832154329743126,1.4746478559106937,1425677.941773372,87.96123753073157,60.65035653311931,4.902717300680163,1.220821707323614,106.71095851818313,0.5034450380201134,261.9495366280579,12.383218598718372,2.0660679609883283,9632872.012295527,287.90548016113723,197.61825084392643,0.026833548588087328,0.0012123924984710573,368.87812269250855,8.648348060891935e-4,854.430764473465,0.06837809467929233,0.0020772273045602503,17702602.670902394,749.8535144486235,535.2826876740546,10.357737554073875,2.019587061929088,1137.4090654737079,0.643585394763217,2066.566177607152,28.28375102314079,3.5427930442035827,17705038.23708
48,6736080.35591434,406.51651473710785,303.9162443462282,5.979909377726381,0.8942541944393223,744.1692833660975,0.16099963791622474,1082.6372056595153,17.808941393446677,1.677008278073291,1447241.9211436515,99.1146184004617,68.88332285277373,5.620968900922755,1.4236376815031249,124.17659521927159,0.6017332935611075,299.82087634849404,14.415246946197657,2.4338942281980156,9775318.644963296,325.3317456473221,224.8847398072232,0.03072790752288735,0.0014081529091850657,429.1624068220035,0.00102836669344016,979.4120567036745,0.07945829957539186,0.0024365196026252256,17958640.92202129,830.9628787848917,597.6843070062251,11.631606186172023,2.3193000288516323,1297.5082854073726,0.7637612981707724,2361.870138711684,32.30364663921973,4.113339025873932,17961381.79216
