"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,18421.567,13227.2001419821,13193.6974376193,33.5027043627538,106.811221527504,26.2192536090049,321.091865267139,56.2694593869779
"2","Balaka",138,106003.7062,55111.1627371064,54726.4436639798,384.71907312662,1047.87198488144,301.772275091503,2133.06892996844,645.644165805595
"3","Balaka",220,123650.1551,65809.7439861356,65321.0754309281,488.668555207465,1308.22888370593,381.984082334598,2702.39063357742,820.209275018531
"4","Blantyre",114,30727.19773,16969.0088719349,16853.5558482194,115.453023715496,318.452220154844,90.6393115582617,647.096801069787,193.807702403069
"5","Blantyre",149,54299.06619,41408.1385225119,41227.0678226862,181.070699825737,520.085193409698,142.056408974507,1061.03705231239,303.973305029225
"6","Blantyre",163,45325.89409,29226.7294214935,29058.0709827005,168.658438793016,478.450403659466,132.461027380542,971.961209173964,283.141133415838
"7","Blantyre",164,27192.98808,14576.8039113831,14485.3881871988,91.4157241842939,249.377121457564,71.5179091067275,514.941050803577,153.432632626029
"8","Blantyre",169,20067.90063,11370.2638399733,11296.1987593531,74.065080620166,206.703731286432,58.1344699608911,420.936407852867,124.339953009017
"9","Blantyre",173,13807.74633,10227.0728524582,10174.5970607265,52.4757917317333,146.233045223902,41.1762070654228,298.159410120189,88.0790268528885
"10","Blantyre",176,11034.11391,6364.57937309666,6318.92564448275,45.6537286139124,126.163337080275,35.8037060146603,257.216145485219,76.6308840192623
"11","Blantyre",230,44336.54164,28208.5525905505,28041.7595233216,166.793067228941,466.916380315287,130.962823480112,948.481534643018,279.941023285658
"12","Blantyre City",3,432258.0512,395497.958034146,394648.314820129,849.6432140173,4078.4582971325,667.325248616755,9601.68640865966,1427.88186640179
"13","Chikwawa",6,2223.110487,1743.29692696137,1736.6899909705,6.60693599086508,19.4153676062571,5.16704446378066,43.0563364323771,11.0875616905756
"14","Chikwawa",16,1199.632089,848.322130488117,843.702338698382,4.61979178973467,12.5732165520026,3.62464860484388,25.5869908763297,7.75053493675631
