"","lvl3","ID","age","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,"Adults",14344.1246,12102.9284486665,12094.4427031703,8.4857454961554,79.6161016718576,14.8050621793705,294.339480074939,40.3716307549898
"2","Balaka",2,"Elderly",2081.437258,1756.42653704672,1728.15471809959,28.2718189471317,50.5484139907984,17.4140779146876,186.537291544523,47.483153183275
"3","Balaka",2,"Pediatrics",18421.567,15543.2278465071,15543.0754109645,0.15243554258013,0.825457589861487,0.0558941649792158,3.0487108827256,0.15243554413628
"4","Balaka",138,"Adults",55106.70803,46495.9034178542,46461.6939911143,34.2094267399211,313.927622898711,61.6504346355107,1159.74350634302,168.1287479127
"5","Balaka",138,"Elderly",18140.84764,15306.3753621257,14981.7678861829,324.6074759428,487.230860217652,199.764821750489,1799.78104518287,544.763516651574
"6","Balaka",138,"Pediatrics",106003.7062,89439.6562546949,89438.8329850331,0.823269661763984,4.45684350140225,0.301819877307446,16.4653935182107,0.823269675910534
"7","Balaka",220,"Adults",71019.50733,59922.1476854277,59878.1696546309,43.9780307968057,403.580907121222,79.2749446859968,1490.59260583853,216.29258316709
"8","Balaka",220,"Elderly",22920.18861,19338.8814718176,18926.5674983358,412.313973481812,617.414830616357,253.690629851752,2280.1395848491,692.050813303301
"9","Balaka",220,"Pediatrics",123650.1551,104328.647034837,104327.659882413,0.98715242408044,5.34547534818404,0.361801232931965,19.7430488362289,0.987152441811448
"10","Blantyre",114,"Adults",18288.61907,15431.0532925493,15419.6214813063,11.4318112430084,104.539573864068,20.7095376899525,386.125938270049,56.4773273903181
"11","Blantyre",114,"Elderly",5532.939365,4668.59194978428,4571.17479527413,97.4171545101457,147.795777064348,59.9736256529776,546.008318110842,163.531356438612
"12","Blantyre",114,"Pediatrics",30727.19773,25925.9695298317,25925.7120395869,0.257490244816362,1.39343550689503,0.094423939322954,5.14980495755875,0.257490247877937
"13","Blantyre",149,"Adults",41531.5219,35041.9809300488,35016.6794057188,25.3015243299523,234.27028832455,45.0260705693515,865.386739078481,122.822131410451
"14","Blantyre",149,"Elderly",9340.968165,7881.57237879091,7728.79144538247,152.780933408445,242.40946919608,94.0307497482314,895.264835366362,256.481722565366
"15","Blantyre",149,"Pediatrics",54299.06619,45814.4572099698,45814.0079350829,0.449274886860932,2.43175120047212,0.164748462798693,8.98549786367818,0.44927489318391
"16","Blantyre",163,"Adults",31557.45521,26626.4934807251,26606.8246416371,19.668839087971,180.254263500425,35.5073792589545,665.89782175307,96.8315077779011
"17","Blantyre",163,"Elderly",8467.076382,7144.23970359102,7001.9312367113,142.308466879721,221.983185724117,87.618240768074,820.108801362772,238.905146985762
"18","Blantyre",163,"Pediatrics",45325.89409,38243.4460647561,38243.0709290621,0.375135693960724,2.03063838044612,0.137561132684459,7.50271397932302,0.375135698966151
"19","Blantyre",164,"Adults",15748.89447,13288.1850398571,13278.4953349693,9.68970488779714,88.4630084804675,17.642063486612,326.685537808617,48.1233536745615
"20","Blantyre",164,"Elderly",4425.351765,3734.07918554003,3656.94309944018,77.1360860998462,117.67991475318,47.4697282730832,434.503604143187,129.465366502083
"21","Blantyre",164,"Pediatrics",27192.98808,22944.0152436845,22943.7935758198,0.221667864732181,1.20043225872269,0.0812682650096115,4.43335734546142,0.221667867273071
"22","Blantyre",169,"Adults",12246.82206,10333.3573555249,10325.7497970768,7.60755844807332,69.7489346722998,13.7278996421592,257.710935780604,37.4330443066603
"23","Blantyre",169,"Elderly",3633.721446,3066.14878114437,3003.65235063863,62.4964305057386,96.2136907365142,38.4672332869969,355.187835200655,104.918552812999
"24","Blantyre",169,"Pediatrics",20067.90063,16932.2991937948,16932.134579677,0.164614117806426,0.891120930179658,0.0603560683927112,3.29228239064342,0.164614119532171
"25","Blantyre",173,"Adults",9848.930931,8310.16006415352,8303.98624116466,6.17382298886136,56.7550213527211,11.0687520217344,209.787539327985,30.1822094359939
"26","Blantyre",173,"Elderly",2575.941527,2173.6588530741,2129.37816284196,44.2806902321377,68.1516197732528,27.2609287155352,251.596099814913,74.3237975375217
"27","Blantyre",173,"Pediatrics",13807.74633,11650.3650406363,11650.2521829687,0.112857667608377,0.61098966177824,0.041380083967734,2.25715337333812,0.112857668666906
"28","Blantyre",176,"Adults",6366.324441,5371.75148274764,5367.71152047012,4.03996227752431,36.8033616321359,7.35150982656547,135.89737306807,20.0532963185129
"29","Blantyre",176,"Elderly",2210.542917,1865.35762514757,1826.8329121345,38.5247130130694,58.7705645872806,23.7246658665438,217.050795385719,64.6646589626601
"30","Blantyre",176,"Pediatrics",11034.11391,9310.14303211416,9310.04917889061,0.0938532235492298,0.508298376069497,0.0344025235260733,1.87706448741986,0.0938532243709931
"31","Blantyre",230,"Adults",30452.19568,25693.9355992644,25675.2110391551,18.7245601093489,171.866178867576,33.747048535556,635.291858921197,92.0272478638159
"32","Blantyre",230,"Elderly",8204.112454,6922.36277375483,6781.62817809957,140.734595655258,216.502180715345,86.6267800313214,800.297814723295,236.205114178888
"33","Blantyre",230,"Pediatrics",44336.54164,37408.6912057013,37408.3246996654,0.366506035924356,1.98315613485206,0.134398866721118,7.33012081568452,0.366506040784227
