"","lvl3","ID","age","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,"Adults",14344.1246,14187.5687889603,14177.621436233,9.94735272730163,141.31436009315,20.9784581930862,345.037288994992,47.3253469920583
"2","Balaka",2,"Elderly",2081.437258,2081.43725773885,2047.93399631199,33.5032614268641,108.422105987463,26.2957139135432,221.054317025021,56.2694778626507
"3","Balaka",2,"Pediatrics",18421.567,13886.4020937226,13886.2659070277,0.136186694894015,0.592714525361713,0.044048527712697,2.72373445227655,0.13618672261381
"4","Balaka",138,"Adults",55106.70803,54766.4868088892,54726.1922930744,40.2945158147803,579.252371078263,88.8861974943514,1366.03599022401,198.035099471484
"5","Balaka",138,"Elderly",18140.84764,18140.8476117734,17756.1285375907,384.719074182664,1048.13882953974,301.796867190362,2133.06892996869,645.644165805672
"6","Balaka",138,"Pediatrics",106003.7062,79524.7436632196,79524.0116615482,0.732001671372467,3.24033966498328,0.238265268118842,14.6401076853641,0.732005384212582
"7","Balaka",220,"Adults",71019.50733,70228.6070015824,70177.0648591599,51.5421424224633,713.977617166762,112.293430142533,1746.97080052804,253.494365719818
"8","Balaka",220,"Elderly",22920.18861,22920.1886066894,22431.5194906633,488.669116026088,1321.30636412219,383.233532846518,2702.39152118498,820.209544418654
"9","Balaka",220,"Pediatrics",123650.1551,93409.6281302859,93408.7442933806,0.883836905266737,3.99835713047832,0.29078915605842,17.6767446178088,0.883837230890113
"10","Blantyre",114,"Adults",18288.61907,18049.525590475,18036.1539322393,13.3716582356823,182.694451273978,29.1835224566613,451.647069818568,66.0608803990303
"11","Blantyre",114,"Elderly",5532.939365,5532.93936429696,5417.48630748614,115.453056810823,317.533858656795,90.6181653231568,647.096801018957,193.80770238785
"12","Blantyre",114,"Pediatrics",30727.19773,23090.599580245,23090.3702502188,0.229330026173441,0.985409611695221,0.0735248125350528,4.58660124762915,0.229330062381436
"13","Blantyre",149,"Adults",41531.5219,40960.7152033047,40931.1401474781,29.5750558266387,408.272639173337,63.3268620839344,1011.55410790467,143.567293048826
"14","Blantyre",149,"Elderly",9340.968165,9340.96816453745,9159.89746245297,181.070702084486,519.946858042013,142.117266860524,1061.03705229032,303.973305022902
"15","Blantyre",149,"Pediatrics",54299.06619,40784.3430127662,40783.9430652452,0.399947521029334,1.71758419980604,0.128086148719363,7.99895162641965,0.399947581320949
"16","Blantyre",163,"Adults",31557.45521,31152.9698125506,31129.9572909981,23.012521552465,315.734539581138,50.0554296118932,779.099762187928,113.292763870967
"17","Blantyre",163,"Elderly",8467.076382,8467.07638090915,8298.41789298867,168.658487920479,475.598990003042,132.324897667829,971.961209098681,283.141133393914
"18","Blantyre",163,"Pediatrics",45325.89409,34135.6976524246,34135.3628103077,0.334842116919028,1.44933818100519,0.107949836841501,6.69684357255772,0.334842178627849
"19","Blantyre",164,"Adults",15748.89447,15560.0120540288,15548.6657396078,11.3463144209996,155.255980863534,24.9341171521513,382.537637069866,56.3508079544336
"20","Blantyre",164,"Elderly",4425.351765,4425.35176436897,4333.93583579053,91.4159285784377,251.983160869198,71.7087242729992,514.941219880895,153.43268300472
"21","Blantyre",164,"Pediatrics",27192.98808,20490.3746200037,20490.1766574105,0.197962593189496,0.859040766132506,0.0639316244379646,3.95925263595768,0.19796263179786
"22","Blantyre",169,"Adults",12246.82206,12084.4987402027,12075.6019675669,8.89677263575266,121.768764802212,19.3336086989793,301.383894079075,43.7766314658075
"23","Blantyre",169,"Elderly",3633.721446,3633.72144555522,3559.65634403606,74.0651015191589,206.766581385374,58.1322999731265,420.93640782042,124.339952999435
"24","Blantyre",169,"Pediatrics",20067.90063,15040.3687859502,15040.2225650097,0.146220940530379,0.62619731298957,0.0466373895007228,2.92441922600664,0.146220961300317
"25","Blantyre",173,"Adults",9848.930931,9702.82479781424,9695.61632978299,7.20846803125363,99.0692788584656,15.5674744043663,244.944949688684,35.2403188267277
"26","Blantyre",173,"Elderly",2575.941527,2575.94152693907,2523.46573520548,52.4757917335893,146.114968205612,41.1826341497771,298.159410120579,88.0790268530037
"27","Blantyre",173,"Pediatrics",13807.74633,10214.0759869527,10213.9770426944,0.0989442582663009,0.412451094581876,0.0308581730311485,1.97888529578945,0.0989442647894681
"28","Blantyre",176,"Adults",6366.324441,6273.81617844208,6269.09779545383,4.71838298825093,63.9116396039433,10.3263462605164,158.718276615336,23.4207958570088
"29","Blantyre",176,"Elderly",2210.542917,2210.54291690042,2164.88918774945,45.6537291509722,125.971034735878,35.8228172063377,257.21614548123,76.6308840180737
"30","Blantyre",176,"Pediatrics",11034.11391,8198.2072473057,8198.12460323464,0.0826440710580903,0.350322148621902,0.0260213164247473,1.65288155416688,0.0826440777083397
"31","Blantyre",230,"Adults",30452.19568,30061.3540134919,30039.4466792765,21.907334215373,301.0172826101,47.5761326416399,743.277860202284,107.669907794312
"32","Blantyre",230,"Elderly",8204.112454,8204.11245293944,8037.31933718412,166.793115755319,463.977273119649,130.83655749053,948.481534569243,279.94102326389
"33","Blantyre",230,"Pediatrics",44336.54164,33386.7673195982,33386.4402178131,0.327101785085286,1.41459518571946,0.105407953993131,6.54203689598501,0.327101844799214
"34","Blantyre City",3,"Adults",397652.2972,392596.449435537,392319.778987725,276.670447811709,3871.34765888424,586.828409312741,9545.03376251446,1327.85045172272
"35","Blantyre City",3,"Elderly",54534.56591,54534.5659069683,53684.922681575,849.643225393282,2813.35572412597,667.354910701508,5740.43171014027,1427.88186635791
"36","Blantyre City",3,"Pediatrics",432258.0512,326546.823188125,326543.614589199,3.2085989259392,14.5119863398113,1.0554843615461,64.172002052692,3.20860010263344
"37","Chikwawa",6,"Adults",1888.071131,1865.34430865888,1863.99370681219,1.35060184668791,18.7848413706134,2.89764751842403,46.2123868574229,6.54926706419243
"38","Chikwawa",6,"Elderly",361.3743273,361.374327250695,354.766404291017,6.60792295967794,19.621238792455,5.1787950365886,40.0552826145837,11.0875653909235
"39","Chikwawa",6,"Pediatrics",2223.110487,1653.87605020116,1653.85947332037,0.0165768807925434,0.0706161703184758,0.00523682485999112,0.331537646899687,0.0165768823449832
"40","Chikwawa",16,"Adults",698.8243634,688.524931209263,688.015421611446,0.509509597817341,6.94417060353195,1.10893888411295,17.2256585652366,2.51359894899381
"41","Chikwawa",16,"Elderly",218.0366457,218.036645686991,213.416853837949,4.61979184904175,12.5738684270158,3.62463716806034,25.5869908757506,7.75053493658092
"42","Chikwawa",16,"Pediatrics",1199.632089,869.679636102366,869.671703319897,0.00793278246921596,0.0302713050243571,0.00235323044140786,0.158655656014214,0.00793278280070998
"43","Chikwawa",22,"Adults",13711.3156,13545.7986832219,13535.8155466708,9.98313655114888,137.456015878472,21.731869242953,338.101143905707,49.1352614553081
"44","Chikwawa",22,"Elderly",3709.579515,3709.57951447683,3634.94565857791,74.633855898924,208.999178144481,58.5287527187981,426.536422357472,125.213957503385
"45","Chikwawa",22,"Pediatrics",21164.97471,15927.3952932882,15927.2454770491,0.14981623905875,0.646150129259333,0.0481900346157029,2.99632531215953,0.14981626560796
"46","Chikwawa",113,"Adults",44962.73605,44426.8207446265,44394.5007706111,32.3199740154144,446.407146750595,70.1283661396207,1098.04605996869,158.523091313404
"47","Chikwawa",113,"Elderly",11981.81558,11981.8155783035,11734.4201067408,247.395471562709,681.952784811173,193.92593008559,1390.16963966487,414.936783078923
"48","Chikwawa",113,"Pediatrics",76785.00197,58007.5735690494,58007.0595756797,0.5139933697483,2.29240520101785,0.167980310159575,10.2798701576372,0.513993507881754
"49","Chikwawa",157,"Adults",14846.50673,14678.3682808133,14667.7875383317,10.5807424815587,147.695844018168,22.7382376570821,362.069387522695,51.3318124498428
"50","Chikwawa",157,"Elderly",3432.303497,3432.30349651114,3361.28215405729,71.0213424538492,195.639091047047,55.7019455332375,399.100414648181,119.162767635095
"51","Chikwawa",157,"Pediatrics",22481.9591,16947.9268391536,16947.7655491563,0.161289997316724,0.702122988345648,0.0521765686536571,3.2258006028634,0.161290030143149
"52","Chikwawa",177,"Adults",24460.99474,24134.567471748,24116.8598781755,17.7075935724779,242.846326675072,38.4386152697045,600.113550175947,87.1096786129204
"53","Chikwawa",177,"Elderly",7352.87764,7352.87763931343,7195.30468574161,157.57295357182,424.915022658426,123.590443217689,866.734091349791,264.333370131466
"54","Chikwawa",177,"Pediatrics",41479.2525,31182.1674195462,31181.8942341806,0.273185365590136,1.17510202727774,0.087656185409257,5.46370819309318,0.273185409654633
"55","Chikwawa",185,"Adults",14841.15465,14655.2796737454,14644.5361870545,10.7434866909418,148.683446924908,23.1343543842515,366.214555277968,52.3412548642757
"56","Chikwawa",185,"Elderly",3676.561259,3676.56125848951,3603.37272667678,73.1885318127285,206.677041963324,57.4125251945118,421.374024169909,122.820203539188
"57","Chikwawa",185,"Pediatrics",22934.63482,17241.5049976837,17241.341042205,0.163955478652578,0.705309414674157,0.052611404143693,3.27911011099958,0.163955505549963
"58","Chiradzulu",8,"Adults",805.0240658,793.410952014188,792.823309118704,0.587642895484278,8.00528637166627,1.27706621724588,19.8747372678409,2.89686673665152
"59","Chiradzulu",8,"Elderly",158.7831559,158.783155887658,156.030231894562,2.7529239930965,8.48207756543398,2.1596840142992,17.2577232966323,4.61888596979719
"60","Chiradzulu",8,"Pediatrics",970.9949365,704.360379234665,704.353193420816,0.00718581384895204,0.0274820626785877,0.00213515250841406,0.143716283058345,0.00718581415291658
"61","Chiradzulu",125,"Adults",7757.059653,7644.8908510892,7639.09739159571,5.7934594934885,78.6389732428356,12.6042876748861,195.447574689629,28.5893814911078
"62","Chiradzulu",125,"Elderly",2594.415174,2594.41517388057,2539.3948701749,55.0203037056679,149.532049332748,43.1473267777238,304.922860713076,92.3264861253279
"63","Chiradzulu",125,"Pediatrics",12670.93839,9424.70072605148,9424.60717553755,0.0935505139262334,0.397894834167616,0.0295164375288088,1.87101043753877,0.0935505218769334
"64","Chiradzulu",137,"Adults",35340.06894,34889.0393490015,34862.9823648129,26.0569841885612,357.719220599906,56.6240285684907,881.71151108676,128.195934643495
"65","Chiradzulu",137,"Elderly",12396.11947,12396.1194683407,12129.9409438176,266.178524523134,718.384852988998,208.734392712296,1464.47807468122,446.692315437489
"66","Chiradzulu",137,"Pediatrics",56859.57751,42868.5746674067,42868.1483309445,0.426336462204939,1.85667072161545,0.137965863572513,8.52673097566309,0.426336548783099
"67","Chiradzulu",168,"Adults",27915.96513,27527.3334932339,27507.4822411009,19.8512521329834,273.462387124358,42.5962609802268,678.063794052044,96.6033079971288
"68","Chiradzulu",168,"Elderly",7752.618733,7752.61873261395,7595.2585117188,157.36022089515,439.632681605729,123.512322299881,895.837011229076,264.131780737237
"69","Chiradzulu",168,"Pediatrics",38775.07943,29062.5434686969,29062.2660740217,0.277394675192313,1.18768075620852,0.0884870860779348,5.54789423546387,0.277394711773173
"70","Chiradzulu",194,"Adults",26310.75687,26127.7037593343,26108.4312577954,19.2725015388493,276.828500072463,42.4525985309587,653.631330554776,94.6187720143982
"71","Chiradzulu",194,"Elderly",7720.024106,7720.0240986939,7561.70269783248,158.321400861422,439.639591512657,124.257495879387,894.638336293113,265.660323925025
"72","Chiradzulu",194,"Pediatrics",37743.28114,28325.3789219228,28325.1012828073,0.277639115510159,1.23141969556889,0.0904935657030569,5.55279398245249,0.277639699118768
"73","Chiradzulu",210,"Adults",15881.26767,15672.626403968,15661.0058504901,11.6205534779411,159.600096072461,25.1841637968143,394.003480386237,57.0366238707186
"74","Chiradzulu",210,"Elderly",5318.847578,5318.84757732344,5206.30914581526,112.538431508178,306.916903088427,88.3237612606419,625.333314147057,188.897786616299
"75","Chiradzulu",210,"Pediatrics",24571.1098,18439.095932314,18438.9134184811,0.182513832941487,0.78284927359641,0.0583524469006574,3.65027718714985,0.182513859357476
"76","Chiradzulu",218,"Adults",19233.44126,18982.4406587178,18968.0991768141,14.3414819037193,196.62106472369,31.0051445368985,486.355736994184,70.183786405162
"77","Chiradzulu",218,"Elderly",6627.087825,6627.08782413997,6484.44346055498,142.644363584991,384.092962514728,111.897498414229,783.699465203962,239.349567461
"78","Chiradzulu",218,"Pediatrics",30066.75353,22591.3313232204,22591.1060266858,0.225296534610436,0.967592267195078,0.0722004613691239,4.50593139774864,0.225296569887411
"79","Chitipa",9,"Adults",8536.253869,8470.40841787392,8464.34622075706,6.06219711685633,86.4534977541054,13.2267063806375,206.78932586868,29.6015392155116
"80","Chitipa",9,"Elderly",1380.4154,1380.41539971476,1357.49011109591,22.9252886188453,72.5384886847583,17.9916242124243,147.9751210303,38.4812664234046
"81","Chitipa",9,"Pediatrics",10928.19068,8253.47955055305,8253.39596883761,0.0835817154420561,0.378717595843454,0.027532084952507,1.67163498773724,0.0835817493868234
"82","Chitipa",144,"Adults",8846.507871,8778.38921615743,8772.02957495892,6.35964119851207,89.8894099937618,14.0509040249609,215.114243409787,31.4430273915377
"83","Chitipa",144,"Elderly",2721.740389,2721.74038832848,2668.7047836527,53.0356046757839,151.661680263992,41.5882823438527,308.791784298397,88.9690941415144
"84","Chitipa",144,"Pediatrics",15872.86026,11977.1496280435,11977.0377303782,0.111897665336203,0.506572317506743,0.0368563533308375,2.23795436230905,0.111897718115383
"85","Chitipa",200,"Adults",38841.84744,38580.787238505,38552.7645739305,28.0226645744831,399.785580907516,62.4046191477911,944.967825657916,139.203560980731
"86","Chitipa",200,"Elderly",11100.233,11100.2329877458,10882.60175668,217.631231065828,619.306118640707,170.710919925748,1262.69246360846,365.054698587787
"87","Chitipa",200,"Pediatrics",63693.50018,47788.6331620156,47788.1642088669,0.468953148746224,2.0775959387473,0.15272077620528,9.37909272193547,0.468954636082315
"88","Chitipa",205,"Adults",12448.62859,12332.5325604259,12323.6445674943,8.88799293159408,123.707117106359,19.7699373758239,298.81363818603,44.4207085328296
"89","Chitipa",205,"Elderly",3979.416383,3979.41638234995,3898.82603390619,80.5903484437624,224.625913320861,63.1815358284255,457.938523106798,135.143135113552
"90","Chitipa",205,"Pediatrics",18199.49155,13752.9905468581,13752.8483856791,0.142161178972043,0.640674882595557,0.0466766759506878,2.84322450071423,0.142161225035671
"91","Chitipa",206,"Adults",9529.248777,9439.35126112825,9432.29544035366,7.05582077459378,97.5876922042467,15.7674914538179,235.835980175251,35.4208190360693
"92","Chitipa",206,"Elderly",2869.238023,2869.23802253024,2810.414401432,58.8236210982411,162.732116643567,46.1074583027976,331.490884591597,98.6294306249768
"93","Chitipa",206,"Pediatrics",17505.3775,13228.6163227832,13228.4942491508,0.122073632366774,0.549467689230051,0.0400704859389662,2.44147342854007,0.122073671426969
"94","Chitipa",222,"Adults",15242.25285,15101.3949115697,15090.3003282981,11.0945832715959,155.370579538595,24.3640074229219,375.391848953669,54.7154942106993
"95","Chitipa",222,"Elderly",4467.444457,4467.44445627265,4377.73343814272,89.7110181299292,251.130106434808,70.3170680951616,512.309571894523,150.41396120622
"96","Chitipa",222,"Pediatrics",27922.17985,21089.9022428617,21089.709673148,0.192569713729974,0.871601468882513,0.0633793085082387,3.85139576780056,0.192569788389949
"97","Dedza",10,"Adults",10986.30328,10859.9997031207,10852.4414797934,7.55822332730232,106.414812458765,15.9905477007027,261.734061829011,36.105391984358
"98","Dedza",10,"Elderly",1583.026796,1583.02679579295,1557.2586745283,25.7681212646547,82.7172236762567,20.2154581600103,168.84859988974,43.2793401566323
"99","Dedza",10,"Pediatrics",12512.56169,9403.01807499858,9402.92652534886,0.0915496497222879,0.39342754405823,0.0293545661736093,1.83099329163891,0.0915496645819363
"100","Dedza",45,"Adults",9295.884094,9177.28219082291,9170.33356161569,6.94862920722448,94.6634640914918,15.2671540371786,233.317339784483,34.5624771947454
"101","Dedza",45,"Elderly",3303.226837,3303.22683653268,3232.95307059267,70.2737659400143,190.309301854442,55.0833646350727,387.923236754499,117.842086489542
"102","Dedza",45,"Pediatrics",15768.30467,11826.8384457232,11826.7246307509,0.11381497232544,0.487840928984617,0.0363424848707242,2.276299768813,0.11381498844064
"103","Dedza",47,"Adults",30296.72398,29928.8625446722,29906.6017118826,22.2608327896485,304.977528343609,48.7472178106734,750.532939753099,110.246838769646
"104","Dedza",47,"Elderly",8847.28507,8847.28506872256,8651.95004087529,195.335027847274,516.834103263908,153.022326332302,1054.68556972092,327.571386574603
"105","Dedza",47,"Pediatrics",48100.82034,36293.1139945452,36292.7744362454,0.339558299768165,1.48957245470955,0.110190298244319,6.79116749067328,0.339558374533615
"106","Dedza",63,"Adults",16511.09689,16339.6188060324,16327.9275586414,11.6912473909917,163.285052611181,25.6357741400653,396.275918838528,57.7064633212378
"107","Dedza",63,"Elderly",4400.966521,4400.96652041122,4311.299831203,89.6666892082213,249.094518006098,70.3067574764199,508.972477878695,150.429843205347
"108","Dedza",63,"Pediatrics",23132.27391,17469.0608964107,17468.8905940723,0.170302338396152,0.754751279786069,0.0555045527334876,3.40604761734684,0.170302380867312
"109","Dedza",136,"Adults",45725.73345,45263.644447802,45230.8182940365,32.8261537654944,460.623036949515,71.4557025224803,1116.99001006292,160.651965034457
"110","Dedza",136,"Elderly",12122.15047,12122.1504683828,11878.4599287808,243.690539601982,684.79230557446,191.181319303192,1395.7840202289,408.98453945594
"111","Dedza",136,"Pediatrics",79193.52328,59791.8528282278,59791.3064654545,0.546362773305602,2.47512028896703,0.179952090448028,10.9272600636648,0.546363003182973
"112","Dedza",150,"Adults",66371.25749,65595.0867901087,65546.8479980478,48.2387920608681,661.779128158608,105.850435549242,1626.9587421962,239.142682720419
"113","Dedza",150,"Elderly",19443.63968,19443.6396772348,19040.2815498656,403.358127369234,1108.25921319411,316.261438008949,2261.59556269089,676.591579900185
"114","Dedza",150,"Pediatrics",98848.02643,74693.7076588932,74693.0049108244,0.702748068758025,3.15481178780001,0.230301466859309,14.0549655827981,0.702748279139737
"115","Dedza",154,"Adults",34281.28668,34044.2265506755,34020.1505340977,24.0760165778198,348.654835958047,52.9517166718814,820.429977413066,117.972589845303
"116","Dedza",154,"Elderly",8759.179271,8759.17926487964,8579.97623971011,179.203025169532,497.332602730469,140.595823970239,1014.39431483692,300.689681216402
"117","Dedza",154,"Pediatrics",57074.03855,42836.099914366,42835.7217301576,0.378184208411127,1.67813104330977,0.123296604216379,7.56369867030739,0.378184933510979
"118","Dedza",227,"Adults",48866.19259,48286.090150133,48250.9932721252,35.096878007841,482.006784330438,76.974311938483,1184.6515634805,174.05176202144
"119","Dedza",227,"Elderly",14721.52905,14721.5290478731,14396.9846977448,324.544350128288,860.396755819448,254.412230070996,1753.97189048681,544.272118021428
"120","Dedza",227,"Pediatrics",125961.9118,95179.5681868014,95178.9093730852,0.658813716202503,2.97168111764635,0.216453635401846,13.1762787015384,0.658813935076721
"121","Dedza",232,"Adults",26526.73335,26202.6999921653,26183.3502399733,19.3497521920297,265.719049782863,42.0905124977214,655.528798346639,95.1589989351281
"122","Dedza",232,"Elderly",8703.813378,8703.81337673841,8508.67745519597,195.135921542438,511.499484158845,152.846324304533,1043.89598299528,327.205579814187
"123","Dedza",232,"Pediatrics",45807.51556,34556.4019534875,34556.0815690593,0.320384428162365,1.40224969034678,0.103916389092419,6.40768994504213,0.320384497252062
"124","Dowa",11,"Adults",1849.976285,1837.50358361768,1836.18315997771,1.32042363997339,19.209609224261,2.88388978461066,45.1382222510553,6.42015081395613
"125","Dowa",11,"Elderly",332.4949508,332.494950620539,327.548138718345,4.94681190219426,16.9286532323873,3.88847791559461,34.4824904283859,8.31453378084779
"126","Dowa",11,"Pediatrics",1972.259892,1488.29545544988,1488.27952228797,0.0159331619140085,0.0722452802344212,0.0052557105004762,0.318663404854526,0.015933170242713
"127","Dowa",41,"Adults",60936.4137,60220.7878103518,60176.0570362322,44.730774119579,612.000733458341,98.1973949457609,1507.04370276003,221.832720324012
"128","Dowa",41,"Elderly",17376.50801,17376.5080075919,17043.5476301083,332.960377483636,961.758882706596,261.178758639074,1961.53595079938,558.732733022082
"129","Dowa",41,"Pediatrics",96560.53871,72964.423925264,72963.7208877103,0.703037553712144,3.15322016325868,0.230384160717609,14.060755241406,0.703037762070133
"130","Dowa",65,"Adults",44038.51866,43462.4664574499,43430.3926333559,32.0738240940132,437.612843442059,70.2283973738023,1081.56195661905,158.975972371414
"131","Dowa",65,"Elderly",12388.75644,12388.7564387831,12140.5095362501,248.246902532979,698.554118143445,194.675245381246,1422.98769127368,416.552624084111
"132","Dowa",65,"Pediatrics",73188.6664,55183.4460507607,55182.9147198182,0.531330942478148,2.3158055261243,0.171968338251394,10.6266210225699,0.531331051128424
"133","Dowa",81,"Adults",43677.91516,43060.2815444828,43029.3608254897,30.9207189931091,423.570974603755,66.7850418442364,1052.56082851031,151.444210835208
