"","lvl3","ID","Population","Incidence","Recovered","Deaths","Peak_Hospital","Peak_Crit","Cumulative_Hospital","Cumulative_Critical"
"1","Balaka",2,18421.567,14155.1565616966,14121.6533002225,33.5032614740523,139.242375310791,26.3182080758403,343.675206218342,56.2694778666953
"2","Balaka",138,106003.7062,79908.1754345103,79523.4563613837,384.719073126621,1047.87198488144,301.772275091503,2133.06892996844,645.644165805595
"3","Balaka",220,123650.1551,93344.753936883,92856.0848203474,488.669116535577,1328.60200300567,383.489226290894,2702.39152141575,820.209544488691
"4","Blantyre",114,30727.19773,22975.5783953077,22860.1253384285,115.453056879204,318.302837824366,90.6365794960862,647.096801075382,193.807702404749
"5","Blantyre",149,54299.06619,41068.3101584989,40887.2394563679,181.070702130999,521.476044729914,142.179623888512,1061.03705231172,303.973305029034
"6","Blantyre",163,45325.89409,33984.4474272215,33815.7889391991,168.658488022409,477.896599727391,132.439029982824,971.961209185812,283.141133419295
"7","Blantyre",164,27192.98808,20302.8414154182,20211.4254867503,91.4159286678915,253.136638114391,71.7342038260445,514.941219927274,153.432683018539
"8","Blantyre",169,20067.90063,14950.6639051337,14876.5988035715,74.0651015621933,206.714275074251,58.111766987665,420.936407855876,124.339953009909
"9","Blantyre",173,13807.74633,10283.3653937879,10230.8896020562,52.4757917317333,146.233045223902,41.1762070654228,298.159410120189,88.0790268528885
"10","Blantyre",176,11034.11391,8171.55095819874,8125.89722903709,45.6537291616449,126.295914492199,35.839902369952,257.216145485433,76.6308840193259
"11","Blantyre",230,44336.54164,33239.4574893006,33072.6643734446,166.793115855971,466.402429841273,130.94253482707,948.48153465409,279.941023288933
"12","Blantyre City",3,432258.0512,392644.644864025,391795.001638391,849.643225633966,3842.03790817067,667.808213907551,9532.26607197894,1427.88186639752
"13","Chikwawa",6,2223.110487,1867.58434124933,1860.97641828074,6.60792296859144,19.6952297388388,5.18654750227545,46.1375818271763,11.0875653918056
"14","Chikwawa",16,1199.632089,847.587876679406,842.968084828638,4.61979185076797,12.5911321054706,3.62501067256691,25.5869908762836,7.75053493674236
"15","Chikwawa",22,21164.97471,15772.1769333658,15697.5430773944,74.6338559714395,209.490929573637,58.5226994457008,426.536422395991,125.213957514693
"16","Chikwawa",113,76785.00197,57734.9970767887,57487.6016050177,247.395471770968,682.132190045756,194.045942024692,1390.16963979361,414.936783117349
"17","Chikwawa",157,22481.9591,16754.3001974754,16683.2788549335,71.0213425419368,195.917653379436,55.6956647712968,399.100414680399,119.162767644714
"18","Chikwawa",177,41479.2525,31084.5445541147,30926.9716004723,157.572953642401,426.323068485087,123.640655479672,866.73409139856,264.33337014634
"19","Chikwawa",185,22934.63482,17095.351532943,17022.1630010713,73.1885318716469,206.944195064538,57.402867696033,421.374024209659,122.820203550774
"20","Chiradzulu",8,970.9949365,796.994315390045,794.241391395568,2.75292399447681,8.48375476234567,2.15938751756369,19.9102861881413,4.61888596998328
"21","Chiradzulu",125,12670.93839,9402.509137107,9347.4888333883,55.0203037186991,149.524366552947,43.1731576721915,304.922860718121,92.3264861268553
"22","Chiradzulu",137,56859.57751,42751.8378650558,42485.659340369,266.178524686765,718.389284135681,208.888500444116,1464.47807481455,446.692315478158
"23","Chiradzulu",168,38775.07943,29054.3403133642,28896.980092429,157.360220935187,440.586867524594,123.547528515885,895.837011246657,264.13178074242
"24","Chiradzulu",194,37743.28114,28482.1842463413,28323.8628457532,158.321400588132,439.730708580382,124.259631572984,894.638336293218,265.660323925056
"25","Chiradzulu",210,24571.1098,18360.0258058356,18247.4873742609,112.538431574703,307.576049905052,88.3367595742305,625.333314201419,188.89778663272
"26","Chiradzulu",218,30066.75353,22507.6854337147,22365.0410700445,142.644363670225,385.529905038755,111.950115417352,783.699465273204,239.349567482148
"27","Chitipa",9,10928.19068,8427.76004993278,8404.83476116458,22.9252887681977,83.4042609623629,17.9994439231168,205.335423302397,38.4812664236974
"28","Chitipa",144,15872.86026,11792.461767684,11739.4261626523,53.0356050317421,151.351970160992,41.6004552763815,308.791784300714,88.9690941421819
"29","Chitipa",200,63693.50018,48004.8185589573,47787.1873283549,217.631230602378,619.561779892615,170.72334993689,1262.69246360842,365.054698587775
"30","Chitipa",205,18199.49155,13559.5194656222,13478.9291168979,80.5903487243335,225.003162899005,63.1719241717715,457.938523118163,135.143135116906
"31","Chitipa",206,17505.3775,13018.7015298829,12959.8779085828,58.82362130013,162.500554696573,46.1137794129385,331.490884599967,98.6294306274672
"32","Chitipa",222,27922.17985,20847.5213378247,20757.8103193809,89.711018443768,251.852586163546,70.3238974151664,512.309571907105,150.413961209914
"33","Dedza",10,12512.56169,10842.3150337489,10816.5469124536,25.7681212952591,105.739136403309,20.2443252271925,260.868373591938,43.2793401602265
"34","Dedza",45,15768.30467,11731.5516473352,11661.2778813389,70.2737659962705,190.379202452264,55.0827029145179,387.923236791027,117.842086500639
"35","Dedza",47,48100.82034,36095.9869486678,35900.651920658,195.33502800981,518.48187533849,153.219982911625,1054.68556981919,327.571386605121
"36","Dedza",63,23132.27391,17259.7951575869,17170.1284682144,89.6666893725231,250.196811763399,70.3296797077366,508.972477904919,150.429843213097
"37","Dedza",136,79193.52328,59546.4356595187,59302.7451194513,243.690540067453,684.821420329778,191.25993269551,1395.78402029582,408.984539475548
"38","Dedza",150,98848.02643,74529.800302142,74126.4421744268,403.358127715152,1111.04285167418,316.252750811755,2261.59556289794,676.591579962124
"39","Dedza",154,57074.03855,43012.5621593688,42833.3591344322,179.203024936604,497.492681841104,140.604127636158,1014.39431483705,300.689681216442
"40","Dedza",227,125961.9118,94927.7053229046,94603.160972501,324.544350403602,859.979673258147,254.458396240932,1753.97189064805,544.272118071459
"41","Dedza",232,45807.51556,34372.7459242076,34177.6100025029,195.135921704687,513.21193593864,153.049441141711,1043.89598309246,327.205579844647
"42","Dowa",11,1972.259892,1841.02673471029,1836.07992281487,4.94681189541686,19.1955189305111,3.8887316644465,45.1356844098039,8.31453378080183
"43","Dowa",41,96560.53871,72733.1403905202,72400.1800127523,332.960377767936,962.968057275516,261.137251977925,1961.53595097925,558.732733073316
"44","Dowa",65,73188.6664,55026.1691596112,54777.9222569634,248.24690264778,698.040047304795,194.794292450319,1422.98769136198,416.552624109961
"45","Dowa",81,64093.2125,48136.1408816175,47928.6990685467,207.441813070762,595.253123629299,162.789550227488,1212.08661412653,348.063332703205
