"","lvl3","Population","Susceptible","Exposed","Infected","Peak Hospitalizations","Peak Critical Care","Recovered","Deaths","Incidence","Cumulative Hospitalizations","Cumulative Critical Care"
"161","Karonga","92690","14483.6197237297","8947.93605710143","8564.2304432428","2275.64151084727","151.885751910456","16132.4473311396","244.617087147707","78205.3802762703","2275.64151084727","414.20177027013"
"162","Salima","15668","2448.0652844913","1513.53005697523","1448.27357457283","371.789313679117","22.8831729181039","2721.1208063861","36.7526528388052","13218.9347155087","371.789313679117","62.416988978336"
"163","Blantyre","108459","16947.7244754975","10476.9544140336","10013.7841295767","2824.03485130278","182.2574753971","19001.6264620424","292.895935084917","91510.2755245025","2824.03485130278","497.07189565667"
"164","Blantyre","51202","8000.65107714183","4946.6699715048","4726.35819562546","1288.12278366326","86.7633108337387","8932.30746251148","139.700172702019","43200.3489228582","1288.12278366326","236.635524709386"
"165","Zomba","111041","17351.1834083819","10720.9694288612","10258.6273146652","2771.22532026391","187.45626512916","19354.4979972831","301.608551035274","93688.8165916181","2771.22532026391","511.21055363701"
"166","Ntcheu","62432","9755.47965415391","6030.39259971493","5765.21636472483","1704.87810946628","120.099893825073","10977.6720403799","193.368194450417","52675.5203458461","1704.87810946628","327.538488683249"
"167","Karonga","98820","15441.5124753371","9541.19957605716","9134.6554296847","2563.59266450964","175.464385596386","17289.3677239216","282.705407368982","83377.4875246629","2563.59266450964","478.58088699574"
"168","Chiradzulu","86460","13510.1175020579","8354.21140326085","7985.18468905448","2293.97740918769","154.245975940546","15167.7051087153","248.083239432171","72948.8824979421","2293.97740918769","420.797386248191"
"169","Blantyre","40760","6368.97439640136","3938.41419186445","3765.42824700133","1064.08350640608","71.6564527863744","7138.02605898929","115.346691841286","34390.0256035986","1064.08350640608","195.498976312829"
"170","Mzimba","178416","27879.3445191359","17236.9468589775","16485.0255644835","4986.60137898475","366.703696019509","31425.0676249909","592.258068714694","150535.655480864","4986.60137898475","1000.47731307639"
"171","Mulanje","234365","36622.0109859481","22625.3736922237","21653.4087947648","6173.87761916073","426.160089332387","41065.1491478631","685.8491353825","197741.989014052","6173.87761916073","1162.17857620315"
"172","Mzimba","100057","15634.8101433721","9663.46922417579","9248.00576493974","2726.63546986846","193.47479674281","17586.6141232571","312.052867555046","84421.1898566279","2726.63546986846","527.751842494255"
"173","Blantyre","34131","5333.11468088665","3298.05915506927","3152.40551415155","892.319841737575","57.5147849298899","5982.36267078749","92.4193293717813","28796.8853191133","892.319841737575","156.902381789932"
"174","Salima","70268","10979.9551433469","6788.6034011036","6492.98112526232","1650.4249013165","105.501294364027","12184.9076885698","169.646629137828","59287.0448566531","1650.4249013165","287.827738751179"
"175","Mangochi","106239","16600.8259933959","10264.9034807128","9805.60872775924","2643.51419061467","189.389655604176","18494.3654992464","305.299792033258","89637.1740066041","2643.51419061467","516.58707859748"
"176","Blantyre","24477","3824.57642037614","2364.70435146485","2259.9236646585","676.325856519453","48.4146974269196","4308.12109225199","78.0514830216505","20651.4235796239","676.325856519453","132.037274270109"
"177","Chikwawa","95673","14949.7567880273","9227.26633055004","8843.61378777004","2515.95887685996","178.523916459342","16752.5232239489","287.645593567951","80722.2432119727","2515.95887685996","486.855204027902"
"178","Zomba","68558","10712.7416245479","6620.45124065844","6337.09444656861","1721.01253210326","111.670576588595","11964.6025065415","179.484249534142","57844.2583754521","1721.01253210326","304.593291128481"
"179","Nsanje","21112","3298.75357378303","2037.81754544198","1951.09590546456","586.388932943955","45.6216398599831","3711.97147279289","73.6909934958111","17812.246426217","586.388932943955","124.405943944603"
"180","Nkhotakota","75853","11852.6486887229","7325.37154850363","7006.24783946994","1845.98094897445","123.629476659821","13189.8567485924","199.078691568095","63999.3513112771","1845.98094897445","337.154808066666"
"181","Nkhata Bay","13615","2127.26313219369","1315.76376575027","1257.28040499377","379.061289961006","30.0007308716425","2393.60746567561","48.4935738202627","11486.7368678063","379.061289961006","81.8309275765988"
"182","Lilongwe","129131","20177.9659873684","12475.6901865584","11917.7649461955","3230.27452633042","206.112338922865","22533.0856611075","331.415617649233","108952.034012632","3230.27452633042","562.167188970865"
"183","Nkhata Bay","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"184","Ntcheu","37563","5869.41408309616","3623.04012667081","3472.13206083854","914.980102098311","59.0113750946725","6536.14138842","94.8655060956067","31692.5859169038","914.980102098311","160.925147635818"
"185","Chikwawa","40611","6345.69157684677","3923.91037265952","3751.98154988548","1009.53013627352","63.6735759825555","7083.29346154486","102.309783199367","34264.3084231532","1009.53013627352","173.726276613432"
"186","Lilongwe","145652","22759.555827073","14067.976424572","13461.5088164811","3990.14106585266","283.520676392746","25614.9394053114","457.057938505829","122891.444172927","3990.14106585266","773.40267452908"
"187","Mchinji","130951","20462.3466118887","12649.0454523954","12091.3564674279","3078.85504904839","184.497149731762","22730.1792198189","296.209798107054","110487.653388111","3078.85504904839","503.175273252486"
"188","Phalombe","322559","50403.2677236291","31166.267776048","29775.6493428695","8124.26146869554","552.88170387821","56268.8488128898","889.828628935097","272154.732276371","8124.26146869554","1508.12678835387"
"189","Likoma","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"190","Neno","37729","5895.35493066958","3638.74278879253","3487.60699233644","926.75119835748","60.4046403640907","6569.47847807938","97.124437367958","31832.6450693304","926.75119835748","164.726153541535"
"191","Nsanje","87576","13684.5027773478","8462.01391514365","8085.13772894944","2311.33002326542","172.152117515938","15327.0087692482","277.780869932875","73890.4972226522","2311.33002326542","469.594166633717"
"192","Mchinji","55619","8690.86173725492","5367.37433719215","5141.59765181533","1347.34411046519","81.7339347183374","9681.07504088574","131.273695078814","46927.1382627451","1347.34411046519","222.906916288478"
"193","Zomba","201558","31495.5120977191","19440.5784545497","18631.1474138896","5391.09089693197","381.556700258541","35358.3693411362","614.552408185961","170061.487902281","5391.09089693197","1040.56179762987"
"194","Chiradzulu","88254","13790.448262723","8527.19834629512","8145.57839872936","2395.46334413947","164.378630648789","15514.9297142257","264.607182103004","74462.551737277","2395.46334413947","448.363566835275"
"195","Ntcheu","76324","11926.2476032082","7369.76684351037","7050.82311501338","1745.37685545066","105.141438731942","13212.0915283099","168.726495124097","64396.7523967918","1745.37685545066","286.730600573032"
"196","Mzimba","64069","10011.2806189868","6184.61262457935","5920.08145031821","1551.85176222148","92.8254524507503","11153.9230805301","149.018379009371","54056.7193810132","1551.85176222148","253.138394653548"
"197","Mangochi","165365","25839.9373222814","15951.8726147117","15284.0536734072","3922.62184367777","259.547120862957","28688.53241479","417.399856747923","139524.062677719","3922.62184367777","707.805412984535"
"198","Dowa","100996","15781.559491865","9755.85927110287","9333.64273955153","2648.04623766106","173.796304777867","17702.1098270003","279.695339373302","85213.440508135","2648.04623766106","474.111814896906"
"199","Mzimba","210743","32930.7696065685","20353.8597519276","19477.815145957","5561.73114331349","374.166139002954","36948.5022180719","602.607337460141","177811.230393431","5561.73114331349","1020.6540051197"
"200","Chitipa","107405","16783.0346955363","10376.5375806165","9913.2290452476","2734.06351515012","181.209812382915","18764.2077073182","291.894703864721","90620.9653044638","2734.06351515012","494.240213182193"
"201","Nkhotakota","103416","16159.6863368091","9992.25587538982","9552.82592116421","2487.4344064477","163.077140852987","17967.7059175374","262.520344035695","87255.3136631909","2487.4344064477","444.920686158142"
"202","Zomba","179254","28010.2582689434","17318.7357638982","16560.8533080628","4451.88842540832","298.091345136232","31233.7102704338","479.522325255907","151242.741731057","4451.88842540832","813.323830372978"
"203","Rumphi","10817","1690.04084594151","1045.01500254899","999.927569352797","298.782443987924","21.5297054934178","1903.56622361521","34.7347518208315","9125.95915405849","298.782443987924","58.7233848568361"
"204","Kasungu","32061","5009.66243493285","3094.73448732948","2963.90425421577","779.782262420688","46.3761488992128","5584.37777883509","74.4076099077916","27050.3375650672","779.782262420688","126.479829103058"
"205","Chitipa","42023","6566.34293652526","4060.40343322776","3878.52762421753","1147.35270928407","80.3360058570525","7389.51058009536","129.570078191392","35455.6570634747","1147.35270928407","219.120909847116"
"206","Chitipa","29517","4612.12590057641","2851.50334405465","2725.34812883658","755.135283210943","52.5410554972732","5155.33071906631","84.756057139691","24903.8740994236","755.135283210943","143.291029435488"
"207","Mzimba","103567","16183.2819375966","10006.9245494954","9566.4257567649","2639.26354419648","173.220579098616","18098.644276283","278.875099738569","87382.7180624034","2639.26354419648","472.587807627377"
"208","Mzimba","49601","7750.48115164771","4792.82661600718","4580.86252839288","1334.61639411546","92.5734787477929","8709.79486991202","149.203405529701","41849.5188483523","1334.61639411546","252.541795556518"
"209","Phalombe","156135","24397.6415729525","15083.8521547734","14412.0289949327","3977.52142810182","279.357706372875","27254.4674992029","449.880786671776","131736.358427048","3977.52142810182","761.925834938169"
"210","Chiradzulu","50615","7908.93191602373","4890.52780268428","4671.45339050608","1432.91853878258","103.712846958473","8930.80713643044","167.124885896858","42705.0680839763","1432.91853878258","282.88356818893"
"211","Thyolo","85507","13361.2090332365","8261.65412853971","7899.37113986534","2280.03338804178","147.05846368153","15018.5566357257","236.546011146139","72144.7909667635","2280.03338804178","401.234409101686"
"212","Nsanje","40275","6293.18756168069","3891.11733100665","3721.57908804889","1044.84272893125","76.9125828276059","7037.58031105752","124.128218697088","33980.8124383193","1044.84272893125","209.830897328988"
"213","Salima","54300","8484.75527104849","5237.91596928422","5018.95594402806","1359.54351758913","97.1179555693799","9458.98524477324","156.617065933738","45814.2447289515","1359.54351758913","264.844265244426"
"214","Chikwawa","228307","35675.359567571","22053.4660423948","21079.4554049384","5838.59528885309","404.592032711301","39877.0702122857","651.662009649493","192630.640432429","5838.59528885309","1103.44903277453"
"215","Nsanje","16978","2652.76678909905","1640.15279314472","1567.90248936394","469.195996433225","36.6426612578479","2983.29399251288","59.1660571987113","14324.2332109009","469.195996433225","99.9272308245447"
"216","Neno","35362","5525.47379241824","3416.36773122539","3264.43138574652","890.51722209827","58.2453336463491","6172.53484313631","93.6697602786385","29835.5262075818","890.51722209827","158.853249396795"
"217","Ntcheu","79638","12444.094948703","7681.55702605449","7361.56025688591","2183.42435161467","153.859364172791","14009.0188466285","247.780486161538","67192.905051297","2183.42435161467","419.593441532546"
"218","Chiradzulu","63598","9937.6814333745","6140.44206598531","5875.67551469555","1840.17877795778","136.930081394902","11243.195920568","220.723098981696","53659.3185666255","1840.17877795778","373.417328984833"
"219","Thyolo","52721","8238.01834662449","5090.53183124542","4870.6233346268","1446.00610494018","110.763051959367","9259.77359983584","178.813674683057","44481.9816533755","1446.00610494018","302.057876721968"
"220","Balaka","260230","40663.6608100734","25142.4082697293","24041.4441514696","6994.43240520968","504.411787617574","45658.8527907852","813.219416996886","219565.339189927","6994.43240520968","1376.2754045448"
"221","Mwanza","65092","10171.1360231523","6279.98783926551","6016.10602909428","1593.34466371046","102.278274323485","11332.6019391313","164.424879061419","54919.8639768477","1593.34466371046","278.916312231965"
"222","Chitipa","36875","5761.89608448632","3559.10608803578","3407.71660547192","923.760282701439","61.8814613083823","6430.65993573786","99.6927340793868","31112.1039155137","923.760282701439","168.74962321781"
"223","Mulanje","63829","9973.77785755599","6162.12564058984","5897.46965382821","1832.54128392571","141.487903635032","11265.5774553321","228.318840131964","53854.222142444","1832.54128392571","385.844460913245"
"224","Nsanje","5447","850.918196546068","526.518420345482","502.932942680223","134.77786519053","9.07583241572453","948.683892534017","14.621846764264","4595.08180345393","134.77786519053","24.7495476747907"
"225","Machinga","74401","11625.7592434827","7187.65595908707","6868.19198554421","1841.4358551016","132.317293108939","12944.429720741","213.284182513865","62774.2407565173","1841.4358551016","360.876944033962"
"226","Salima","29673","4636.51236482164","2866.31612324135","2740.18550671784","740.373679575628","54.185796502134","5165.0694090567","87.4397179229193","25035.4876351784","740.373679575628","147.773195042161"
"227","Dedza","202433","31632.2028228529","19528.301157432","18712.4959275323","4682.92692818609","341.809092419393","34981.6434292214","551.745098658518","170799.797177147","4682.92692818609","932.176086812375"
"228","Ntcheu","83109","12986.4861115239","8026.72267177824","7681.56857284856","2176.28398402764","150.490428832419","14552.6104078219","242.259124024703","70121.5138884761","2176.28398402764","410.500652447942"
"229","Kasungu","126014","19690.8870152222","12176.1052495831","11636.497520257","2950.88434148473","170.326462516616","21875.3673509154","273.216588113565","106322.112984778","2950.88434148473","464.64721630025"
"230","Blantyre","90288","14108.2975095252","8721.35173455805","8336.78279124324","2335.06747780977","152.831635484333","15803.3566073574","245.714509538971","76178.7024904748","2335.06747780977","416.812764847096"
"231","Neno","57118","8925.09603711366","5516.16929353768","5279.5380753886","1409.17699384795","85.2714698233366","9960.7182464116","136.8651816151","48191.9039628863","1409.17699384795","232.591572029405"
"232","Dedza","96260","15041.4934394787","9286.13507865228","8898.17055600533","2635.5068322087","197.850448970057","16910.2734130576","319.219074881315","81217.5065605213","2635.5068322087","539.570634496694"
"233","Nsanje","51323","8019.56497436385","4958.204555659","4737.90583583481","1353.21368077064","100.843707885345","8981.25317453047","162.715895517561","43302.4350256362","1353.21368077064","275.034405764793"
"234","Thyolo","49050","7664.3833725917","4739.3550051178","4531.28476735618","1324.63572200718","91.9094240294361","8616.45920284991","148.072970018051","41384.6166274083","1324.63572200718","250.758139986551"
"235","Nkhata Bay","34749","5429.68744594903","3357.69709571127","3207.70075477572","892.64573349643","60.2215634993499","6074.84370274114","97.0401528216779","29318.312554051","892.64573349643","164.261485595973"
"236","Karonga","78123","12207.3621198742","7538.08899656877","7220.14003993556","1957.33447974127","128.164078985217","13629.0462712524","206.258835099172","65914.6378801258","1957.33447974127","349.50806671703"
"237","Kasungu","127310","19893.3981252433","12301.0821147909","11752.3759098526","2989.19671613285","175.221827767688","22101.659356354","281.198309927062","107415.601874757","2989.19671613285","477.960885085664"
"238","Rumphi","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"239","Mchinji","142016","22191.4080763167","13708.1943129943","13127.9592104124","3408.07800402659","202.248843746066","24703.8382648998","324.449457622646","119823.591923683","3408.07800402659","551.608964703824"
"240","Thyolo","12171","1901.61848223368","1174.64052897989","1125.00970262973","269.498824624138","12.3207909477044","2107.05116212931","19.5687338271403","10268.3815177663","269.498824624138","33.5960328622958"
"241","Zomba","7274","1136.40680293732","702.371002208188","672.619643270308","165.546533249839","9.72078818647441","1259.07318245426","15.5677310512904","6136.59319706268","165.546533249839","26.5076065700728"
"242","Angola","31825299","4973068.19165114","3073647.72024425","2941428.18443836","727965.131860261","39160.7577704663","5516899.1848821","62715.2756145155","26852229.8083489","727965.131860261","106823.1248963"
"243","Burundi","11530577","1801785.88756499","1113352.07126229","1065153.13310231","264015.059084914","14280.9528597025","1998953.85508532","22805.3252693441","9728790.11243501","264015.059084914","38946.2672458052"
"244","Democratic Republic of the Congo","86790567","13562011.2525907","8384363.65288226","8011445.07890074","2141418.11555103","129464.361477372","15135386.7652438","207928.28682034","73228554.7474093","2141418.11555103","353104.236316298"
"245","Cameroon","25876387","4043478.53946731","2497778.4303091","2391970.49505726","630920.795154119","34886.7992762276","4512587.63571896","55845.1450594846","21832907.4605327","630920.795154119","95150.9657651416"
"246","Central African Republic","4745178","741488.708873616","457660.43423326","438616.128572173","113821.995883055","6728.39597747319","825421.997451182","10803.9236693649","4003688.29112638","113821.995883055","18349.4200389349"
"247","Chad","15946882","2491885.12498679","1540820.36089788","1472168.42657067","358899.528493883","20403.0481665759","2758324.72965032","32707.1585374961","13454995.8750132","358899.528493883","55655.7988539055"
"248","Republic of the Congo","5380503","840765.119414333","519725.920356288","496777.190556299","139398.448868656","7577.86841996952","944463.800146201","12140.5419834232","4539736.88058567","139398.448868656","20667.3181599083"
"249","Equatorial Guinea","1355982","211887.62200489","130969.171766625","125319.970349054","32620.9017132241","1599.38201656839","236495.515582374","2541.88870944798","1144093.37799511","32620.9017132241","4362.94653446522"
"250","Gabon","2172578","339489.982872999","209756.790169599","200711.735374089","60016.894634225","3492.58867711269","383708.728838654","5592.80242201568","1833087.017127","60016.894634225","9524.72547091974"
"251","Kenya","52573967","8215273.75090858","5071414.29261353","4859151.29561316","1292519.96647918","66490.0137572435","9184353.73789182","106169.815541654","44358692.2490914","1292519.96647918","181325.094050748"
"252","Nigeria","200963603","31402898.06229","19401473.7265777","18576321.7323341","5010279.91987606","277277.334853238","35125415.1463294","444229.271268983","169560703.93771","5010279.91987606","756275.284596458"
"253","Rwanda","12626936","1973100.74268762","1219609.55650094","1166968.31017247","328853.733385619","18550.0952721361","2216656.16718496","29694.131013123","10653834.2573124","328853.733385619","50603.1604333557"
"254","Sao Tome and Principe","215048","33603.4912396714","20776.1486834022","19869.3083826398","5642.92222655662","335.824253831869","37752.6764844818","539.111794605284","181443.508760329","5642.92222655662","916.239007828342"
"255","Tanzania","58005461","9064012.46871521","5604663.443276","5356513.62658745","1405700.20003144","77621.6761517464","10109400.8204756","124366.89941975","48941447.5312848","1405700.20003144","211755.395039837"
"256","Uganda","44269587","6917627.34919384","4270168.70789924","4092092.87997971","953745.087131522","48663.0873189008","7635618.87919924","77794.6112375702","37351958.6508062","953745.087131522","132713.171076708"
"257","Sudan","42813237","6690048.4551169","4132658.25741603","3955849.5000774","1147402.58391062","71656.9304346652","7527771.59767229","115134.070471064","36123187.5448831","1147402.58391062","195415.388176841"
"258","South Sudan","11062113","1728581.28010194","1068812.86842877","1021013.27976035","285027.512998159","17533.0522887662","1937296.79397713","28167.2110475008","9333530.71989806","285027.512998159","47824.7894931895"
"259","Djibouti","973557","152129.051451704","94068.5161935804","89899.2357551506","30243.1740312012","1867.06955770076","174180.420841065","2997.06829106227","821426.948548296","30243.1740312012","5093.36580612008"
"260","Eritrea","3497116","546464.743530634","337862.25859463","323105.196521525","96254.548986214","6583.32060385713","615765.074605247","10591.7191535924","2950650.25646937","96254.548986214","17961.7647297974"
"261","Ethiopia","112078726","17513563.4616145","10810763.1125504","10360076.0489767","2857605.16526024","179107.676193943","19601322.2719148","287686.326712576","94565161.5383855","2857605.16526024","488458.597930251"
"262","Somalia","15442906","2413127.66230049","1491936.36577156","1426850.47779771","365922.744150381","22129.5667590362","2682205.58646709","35576.0486275232","13029777.3376995","365922.744150381","60376.6497441304"
"263","Botswana","2303702","359979.661740917","222352.504869318","212951.780817473","68117.8173745714","4199.37537235477","409710.823716848","6733.54703598645","1943721.33825908","68117.8173745714","11453.2972530437"
"264","Comoros","850891","132961.203770334","82168.0765738013","78593.9645923763","22367.5816607093","1274.8507509008","149501.469436376","2041.95196420942","717928.796229666","22367.5816607093","3476.74151459046"
"265","Lesotho","2125267","332097.226663604","205287.482839191","196226.893878663","63933.1765973388","4275.0874554512","378208.769894635","6868.34560142493","1793168.7733364","63933.1765973388","11659.5266613085"
"266","Madagascar","26969306","4214266.26192354","2605498.71921974","2491832.83054239","692954.833420971","40279.6970084029","4725580.7818659","64618.3800121231","22755038.7380765","692954.833420971","109896.115182628"
"267","Malawi","19406652","3032510.60667635","1874992.01709937","1790908.84304789","483223.787192507","30762.5600579895","3385003.6956233","49390.4966318996","16374140.3933237","483223.787192507","83908.1676218468"
"268","Mauritius","1269670","198400.131707211","122504.445949995","117340.35604923","58238.5119060595","4952.28392321337","238369.838352625","8003.06782814612","1071268.86829279","58238.5119060595","13505.2965350529"
"269","Mozambique","30366043","4745046.63191896","2928434.38689992","2806804.87995193","727382.162190526","42572.3131937809","5282202.05644386","68279.874769766","25620995.368081","727382.162190526","116100.921245117"
"270","Namibia","2494524","389797.767075477","241022.256288433","230260.923056877","67633.9126055715","4117.76674614768","439344.062464824","6606.99483889963","2104725.23292452","67633.9126055715","11232.2098509474"
"271","Seychelles","97741","15272.932446408","9434.02968262","9035.27756229495","4000.98538662908","302.442504437426","18085.456155223","487.987335680643","82467.067553592","4000.98538662908","824.862824153582"
"272","South Africa","58558267","9150394.7244927","5658015.65572538","5405981.52356305","1917681.28438627","124496.477449387","10537345.6145279","199942.524176165","49407871.2755073","1917681.28438627","339604.360973262"
"273","Swaziland","1148133","179408.807461155","110924.702974017","106075.508726868","30267.912361297","1939.2858166693","201438.120981655","3114.52894403116","968723.192538845","30267.912361297","5291.17014190898"
"274","Zambia","17861034","2790989.86982505","1724129.77952675","1651039.17483351","399134.428820304","20648.174675007","3090721.36639379","33010.5734941938","15070043.1301749","399134.428820304","56316.5667283066"
"275","Zimbabwe","14645472","2288520.4013599","1413151.32022209","1353809.42490261","363851.984440908","21173.0116697292","2557209.63889801","33932.2691960867","12356950.5986401","363851.984440908","57744.5277433637"
"276","Benin","11801150","1844063.86767101","1138671.56171932","1090623.04495177","303417.695493754","18402.3031750694","2066696.14735232","29545.6826137796","9957085.13232899","303417.695493754","50184.6654352264"
"277","Mali","19658022","3071789.57636788","1899005.2537702","1814702.41601389","451164.479986453","25184.6061408535","3407307.26613687","40369.8257852534","16586231.4236321","451164.479986453","68688.4115146284"
"278","Burkina Faso","20321382","3175446.97632231","1961672.89291296","1877586.92684637","476042.483346992","25725.9174500789","3530695.2553717","41184.4076641011","17145934.0236777","476042.483346992","70157.2108434093"
"279","Cape Verde","549936","85933.4556571196","53134.4265907419","50800.147478244","17424.659243553","1139.61334579526","98530.0712630464","1830.4808436273","464001.54434288","17424.659243553","3109.27370720213"
"280","Ivory Coast","25716554","4018506.1379092","2481866.59552664","2377219.14538637","638262.984422282","36094.4128710753","4491529.97759912","57835.902997323","21698046.8620908","638262.984422282","98441.5333696304"
"281","Gambia","2347696","366854.179014761","226714.252587643","216995.426512517","54859.6994734084","3017.71909054196","407706.966828087","4835.12627852586","1980840.82098524","54859.6994734084","8231.45306714619"
"282","Ghana","30417858","4753143.33947426","2933638.18067433","2811629.33360015","830615.468738866","46503.5569885392","5368137.64896416","74524.7993419959","25664713.6605257","830615.468738866","126822.523675008"
"283","Guinea","12771245","1995654.40230357","1233767.70207119","1180091.12355212","307233.003361676","18091.0995427373","2222327.40938858","29029.1433717859","10775589.5976964","307233.003361676","49356.329427154"
"284","Guinea-Bissau","1920916","300164.946470893","185429.599147761","177565.181646782","47102.2006668697","2608.58158365893","335177.984439827","4173.28860910295","1620750.05352911","47102.2006668697","7114.75740662884"
"285","Liberia","4937374","771520.664486712","476796.32121435","456356.495606476","130240.11806694","7739.7985949017","867290.743066422","12420.3999060532","4165852.33551329","130240.11806694","21111.9039933537"
"286","Mauritania","4525697","707191.132854308","437047.360365549","418007.661393672","119342.135158048","6912.608289782","795250.511774241","11079.1725767013","3818504.86714569","119342.135158048","18851.9922038216"
"287","Niger","23310719","3642564.74005314","2252234.70451575","2151391.80486239","533519.92590766","31221.2956034418","4036941.51155369","50153.3540032958","19668153.2599469","533519.92590766","85160.912601636"
"288","Senegal","16296361","2546489.95772049","1574302.18864548","1504291.5166809","409202.844655564","24113.9490506242","2848083.16918517","38672.3351967887","13749870.0422795","409202.844655564","65768.8616346191"
"289","Sierra Leone","7813207","1220901.25657416","754695.153350015","721417.307458437","196585.299668148","11176.5477297846","1366451.83913715","17910.1123640409","6592304.74342584","196585.299668148","30481.8949638254"
"290","Togo","8082359","1262958.15825595","780034.364772088","746867.64662763","206747.95561187","11429.7342198786","1416510.93754035","18301.1234195701","6819399.84174405","206747.95561187","31169.8570585026"
