"","lvl3","Population","Susceptible","Exposed","Infected","Peak Hospitalizations","Peak Critical Care","Recovered","Deaths","Incidence","Cumulative Hospitalizations","Cumulative Critical Care"
"22","Chikwawa","47558","7431.24659835485","4593.21550119806","4395.80168877585","1219.49220275615","79.7578136631143","8316.81616682454","128.310256005335","40125.7534016451","1219.49220275615","217.555565099487"
"23","Mangochi","58764","9182.31840301824","5677.66503792805","5429.25199369249","1181.25986400428","54.1373111492871","10083.9298937991","85.9797187365454","49580.6815969818","1181.25986400428","147.70748454932"
"24","Mchinji","26808","4188.8166944016","2588.24641370845","2478.27285260607","559.905130152661","23.303749470978","4619.76087516094","36.8673440972515","22618.1833055984","559.905130152661","63.5572579524627"
"25","Mangochi","19823","3097.33555559452","1915.57851550536","1830.21008528958","421.558915241096","18.847324173921","3419.56991026424","29.8943170822736","16724.6644444055","421.558915241096","51.4084002299973"
"26","Mulanje","22847","3569.86484826176","2207.13718593896","2111.59477074529","522.75241609824","25.8252396853362","3964.54694430902","41.1622648988275","19276.1351517382","522.75241609824","70.44735347112"
"27","Mulanje","138470","21637.2969263387","13353.6686615467","12799.2971056835","3736.91293470895","269.182201785317","24306.7781809592","433.638624243631","116831.703073661","3736.91293470895","734.090600637068"
"28","Nsanje","8422","1315.79451339609","812.803332742674","778.577928764297","209.31323286448","14.840679058565","1466.23689806695","23.927753081414","7105.20548660391","209.31323286448","40.4652379401754"
"29","Mwanza","21691","3389.2287438167","2092.400926822","2005.22837175901","443.067159400203","17.975854166424","3731.30605872102","28.3775753507232","18300.7712561833","443.067159400203","49.0200852058761"
"30","Mzimba","31467","4916.8385166668","3035.38479152322","2908.88263962266","706.168530706669","35.1585280775391","5449.73317735215","56.0340435691353","26549.1614833332","706.168530706669","95.8792441726177"
"31","Neno","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"32","Nkhata Bay","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"33","Nkhotakota","37379","5840.65271901305","3606.00090126928","3454.95505376762","911.864229565071","54.4379484217096","6512.38399558493","87.2556561953265","31537.3472809869","911.864229565071","148.452143996797"
"34","Nkhotakota","4762","743.878484873925","459.891079196625","440.228206511575","108.757639190035","6.97680019151633","823.55548545864","11.2268734444078","4017.12151512608","108.757639190035","19.0209606666267"
"35","Nsanje","30549","4773.39770469359","2948.8013206805","2823.02694309239","753.110903474207","47.5910654796246","5323.70096028236","76.4440574943731","25774.6022953064","753.110903474207","129.779201568701"
"36","Ntcheu","22268","3479.38957543353","2149.97781574206","2058.60524915881","465.736997820085","19.7087514907156","3837.37647460217","31.1798734060973","18787.6104245665","465.736997820085","53.7519727915761"
"37","Ntchisi","11814","1845.833673355","1141.16129672064","1091.3498780992","259.139240148731","11.6637798644852","2043.73093143515","18.5133388274114","9967.16632664499","259.139240148731","31.8058254679072"
"38","Phalombe","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"39","Rumphi","27139","4240.53836874395","2621.01919654633","2508.65506033016","604.592570548532","29.7642973586702","4697.44011788675","47.4424202834512","22897.461631256","604.592570548532","81.1841166149076"
"40","Salima","41183","6435.07142826244","3979.46087384442","3803.48375243551","896.578944489474","42.6480028584487","7115.48601316751","67.7721464978341","34746.9285717376","896.578944489474","116.343836019837"
"41","Dowa","184981","28905.1558509629","17873.1569324956","17074.9466807523","4761.97202061725","306.384389946551","32370.1726343152","492.947051663903","156074.844149037","4761.97202061725","835.729570619875"
"42","Machinga","33978","5309.20589008837","3283.2187526452","3138.64633019071","855.9112918145","59.26279543897","5925.69531602492","95.4656402972174","28667.7941099116","855.9112918145","161.678149193866"
"43","Ntcheu","24610","3845.35665335515","2377.34240203062","2272.58925773255","666.089848915854","46.5788464674993","4323.68793865251","74.9904157800172","20763.6433466449","666.089848915854","127.027308746382"
"44","Rumphi","3749","585.586495662708","362.467896026516","346.25496737072","97.6408488276967","6.95615508647077","655.778114279815","11.2205133328544","3162.41350433729","97.6408488276967","18.9675090790704"
"45","Dedza","31902","4984.81744409331","3078.89177396835","2949.21540099303","908.613668804564","68.0373314331947","5628.95050016401","109.825960039423","26916.1825559067","908.613668804564","185.551026624552"
"46","Machinga","83265","13010.8628837974","8042.09430348064","7695.81928907813","1934.20261906438","132.155622704986","14409.309144693","212.881304401479","70253.1371162026","1934.20261906438","360.493336036485"
"47","Dedza","92925","14520.3471036022","8969.94709053932","8586.36393355776","2480.4491149755","176.325046670982","16296.5152558484","284.143125687229","78403.6528963978","2480.4491149755","480.847793083308"
"48","Ntchisi","95273","14887.2523452293","9188.3082758316","8806.35298897904","2367.77722930608","153.691619775444","16609.6400977354","247.188775744828","80384.7476547707","2367.77722930608","419.130682153719"
"49","Kasungu","58040","9069.17107929613","5606.87524657812","5363.62769512256","1413.30370532601","83.9460605049853","10110.6148659906","134.800662149795","48969.8289207039","1413.30370532601","229.007818973066"
"50","Kasungu","9582","1497.05943419613","925.966237449094","884.546510339449","271.842754033459","19.7670824804454","1690.96454748035","31.8820855094037","8083.94056580387","271.842754033459","53.9071836340304"
"51","Lilongwe","57954","9055.73263136689","5598.44090199694","5355.80833754374","1579.81519739234","116.175742426203","10179.9878354282","187.539904041558","48897.2673686331","1579.81519739234","316.927069568774"
"52","Machinga","29726","4644.79421314611","2871.34043960739","2745.22294265075","726.432029608218","49.7849682392138","5169.32097369986","80.1404665964229","25080.2057868539","726.432029608218","135.770463784573"
"53","Mangochi","167100","26111.0568401404","16116.0241753166","15445.839869595","4175.84294596564","301.870977820777","29097.2123001629","486.777813504247","140987.94315986","4175.84294596564","823.242527893954"
"54","Mchinji","81940","12803.8238743816","7911.14433038282","7574.41929223953","1908.37319803012","114.109523830958","14210.2761458119","183.260448631479","69135.1761256185","1908.37319803012","311.231006691873"
"55","Nkhata Bay","7426","1160.15948890079","717.423329081263","686.571637392242","204.510686985841","15.9400885356617","1304.4289173195","25.7573081545564","6264.84051109921","204.510686985841","43.4731715165747"
"56","Ntcheu","160435","25069.5494375881","15491.3171972459","14820.5976954836","4181.78327294458","284.079890785984","28087.2744793791","457.189847798255","135364.450562412","4181.78327294458","774.721350928987"
"57","Mzimba","22405","3500.79928523311","2163.55859550085","2071.19497988663","611.157439993233","43.2703754260582","3938.68429589461","69.7526083284296","18903.2007147669","611.157439993233","118.016585709563"
"58","Mulanje","119514","18675.1957362427","11540.4473408577","11047.1785417189","3195.12248720385","223.821804917363","20968.5604756477","360.388617345206","100837.804263757","3195.12248720385","610.495258337894"
"59","Rumphi","13425","2097.5694286496","1297.37438509205","1240.23391086176","340.596444719369","23.290973045949","2343.46911239957","37.5393839166168","11326.4305713504","340.596444719369","63.5373863205885"
"60","Nkhotakota","26662","4166.00263861047","2573.73740367436","2464.82201378063","646.450064272293","42.5283035262499","4635.76133021188","68.4618023952472","22494.9973613895","646.450064272293","115.985570179385"
"61","Salima","24081","3762.68934343946","2326.88017403597","2222.61778124389","612.703432651587","43.6315452604495","4201.92911212582","70.3870895601126","20317.3106565605","612.703432651587","119.00400117605"
"62","Salima","40689","6357.87994543765","3931.50588990966","3759.02345895543","998.110404233412","67.5211628013234","7079.73941752752","108.787062555043","34330.1200545624","998.110404233412","184.220156355793"
"63","Dedza","46478","7262.48427834894","4486.20724204328","4296.59481658363","1201.48006874048","79.4897700185711","8133.32483480005","127.904709789788","39214.5157216511","1201.48006874048","216.791954173114"
"64","Mzimba","86851","13571.2157606713","8392.05284426106","8020.27009507312","2359.60626787458","169.616104120515","15256.7546513287","273.741804535265","73278.7842393287","2359.60626787458","462.709185532695"
"65","Dowa","130321","20363.903630423","12589.1696645956","12031.3637401787","3307.25061979202","217.759432439886","22763.1295440519","350.520990828712","109956.096369577","3307.25061979202","593.904279261041"
"66","Mzimba","55693","8702.42507135984","5374.7581276605","5148.44285947","1325.65200213279","80.4502485167947","9676.98758179671","129.29296109149","46989.5749286402","1325.65200213279","219.407308056652"
"67","Thyolo","72531","11333.5502256515","7008.39519015999","6696.7756958597","2070.41535266452","149.02759617528","12810.9509249297","240.199386214621","61196.4497743485","2070.41535266452","406.522739760698"
"68","Mulanje","100417","15691.0828971721","9698.93438165726","9280.87718686885","2417.80163707679","155.075019961132","17454.4020527433","249.192450104027","84724.9171028279","2417.80163707679","423.019132935133"
"69","Kasungu","41315","6455.70824450379","3992.23119680717","3815.3137414412","980.335591569122","57.174871723599","7180.42851394188","91.7132205959841","34858.2917554962","980.335591569122","155.968693754763"
"70","Kasungu","47032","7349.05480345837","4541.22992509254","4347.59565148044","1211.52650738987","79.6674985569129","8227.92048225498","128.298064843511","39681.9451965416","1211.52650738987","217.29176174845"
"71","Nsanje","10263","1603.46990343969","989.952683474065","948.846444281308","264.751294773236","19.8990461385933","1791.65544548389","32.1261978094774","8658.53009656031","264.751294773236","54.2600786556055"
"72","Ntcheu","130258","20354.0592609413","12583.1744410835","12025.3587653508","3593.83226541356","259.745470880808","22918.5478094199","418.590303610723","109902.940739059","3593.83226541356","708.416252096644"
"73","Nkhata Bay","31827","4973.08791565235","3071.40872692586","2942.28244433106","836.209822547337","56.7186324963393","5576.67268788777","91.3961245360038","26852.9120843476","836.209822547337","154.681071962613"
"74","Mchinji","137172","21434.4692432593","13232.8444178387","12678.1508292575","3463.65405118835","223.832679744468","23954.5779102886","359.938947322506","115736.530756741","3463.65405118835","610.407487780419"
"75","Thyolo","61921","9675.63057169274","5981.84786058357","5716.57139703683","1725.38550969887","132.195027093985","10894.1858939916","213.482338784115","52244.3694283073","1725.38550969887","360.538134834417"
"76","Nsanje","67203","10500.9911209164","6485.94999553929","6212.41940175499","1713.46536176905","121.395506429429","11730.0551025141","195.568336638675","56701.0088790836","1713.46536176905","331.079356630156"
"77","Zomba","207200","32377.1633481837","20003.5512267245","19153.0492951055","5490.14457888696","379.30211134941","36326.9273660353","610.717149151502","174821.836651816","5490.14457888696","1034.53898976726"
"78","Mangochi","123245","19258.1635808713","11907.1331848016","11387.1255876754","3075.82944208599","222.428508288713","21457.5956076808","358.849405956672","103985.836419129","3075.82944208599","606.860284615493"
"79","Mchinji","121121","18926.2925873607","11698.9707475403","11194.1388810591","2902.97208644975","178.090957575733","21056.7464311981","286.119350808621","102193.707412639","2902.97208644975","485.81059043656"
"80","Nkhata Bay","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"81","Dowa","113569","17746.2448419749","10957.1616302454","10496.272317092","2805.20205408945","175.291571320808","19798.3244313166","281.566048775179","95821.7551580251","2805.20205408945","478.030349974756"
"82","Nkhata Bay","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"83","Machinga","57149","8929.94010634062","5519.22916467014","5282.37479800476","1372.08525938187","92.1461916848493","9923.90435218766","148.333336109268","48218.0598936594","1372.08525938187","251.344517570659"
"84","Nkhotakota","28796","4499.45725150669","2782.54699682431","2658.40885396191","698.937017377542","47.172078961186","5005.34820714263","76.0013018689334","24295.5427484933","698.937017377542","128.668499528339"
"85","Thyolo","76942","12022.8169052867","7427.81237122174","7109.15555690747","2038.04115351408","139.178554413185","13491.831058174","224.136450565305","64918.1830947133","2038.04115351408","379.54743051004"
"86","Dowa","51609","8064.26045637656","4985.4165845987","4765.15933424711","1255.30526951342","76.2676187199095","8986.68487750102","122.372468959336","43543.7395436234","1255.30526951342","208.001508527266"
"87","Machinga","33914","5299.20736380348","3277.00208757764","3132.8826733956","829.39186687739","55.7344166585162","5899.87290733761","89.6648150928926","28613.7926361965","829.39186687739","152.055091549145"
"88","Salima","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"89","Lilongwe","66477","10387.5593253475","6413.4259515014","6145.17880742768","1682.5672833657","110.244748351528","11609.3578635467","177.343045645668","56088.4406746525","1682.5672833657","300.654870449055"
"90","Rumphi","18564","2900.60318578035","1792.58415956411","1716.18185572916","468.630851101909","30.4343053292827","3241.56885078182","48.9471070397125","15662.3968142196","468.630851101909","83.0049146820097"
"91","Karonga","29428","4598.21798332103","2843.03497465054","2716.86565453972","713.698439714805","45.2993681711096","5119.55096635722","72.8487078354106","24828.782016679","713.698439714805","123.543193988073"
"92","Rumphi","29434","4599.15554885457","2843.60626708142","2717.43778470644","738.180734179622","48.2444799946044","5135.60357840087","77.6718447473576","24833.8444511454","738.180734179622","131.575144817516"
"93","Rumphi","32285","5044.66627814921","3117.00044662284","2984.54594599441","801.976617750922","49.8246793313031","5631.89696802042","80.060253365895","27239.3337218508","801.976617750922","135.890155691322"
"94","Nkhotakota","36676","5730.80259661916","3540.50033644088","3388.99696290214","897.964148608406","59.4509932740494","6382.56533227211","95.5992761785961","30944.1974033808","897.964148608406","162.122401125908"
"95","Salima","24316","3799.41899698115","2349.36142287624","2244.56119757706","604.088897991704","40.0229299301179","4237.75361293348","64.3695321028616","20515.5810030189","604.088897991704","109.154956620109"
"96","Karonga","34753","5430.31236909576","3358.08143092287","3208.05722179145","824.658013076741","50.6390173540834","6035.77920242556","81.3700239195887","29321.6876309042","824.658013076741","138.123831863359"
"97","Mangochi","50224","7847.83305871781","4852.96225811695","4636.62135330692","1231.56764913958","85.904739522845","8734.28395993377","138.423554921552","42375.1669412822","1231.56764913958","234.324211374136"
"98","Machinga","39617","6190.36554560851","3826.55017643467","3661.72055224019","903.8051197493","59.5334991002612","6847.98128917854","95.7778480539813","33425.6344543915","903.8051197493","162.392743050982"
"99","Lilongwe","45555","7118.25184084363","4393.94680031698","4211.0646876254","1069.59772535371","61.1153778087197","7911.28991580492","97.9214595963903","38435.7481591564","1069.59772535371","166.666547646324"
"100","Kasungu","56660","8853.52964265497","5470.8803700585","5237.55321782939","1361.85254706562","80.6829161105178","9857.78816216404","129.49340404561","47805.470357345","1361.85254706562","220.062940615754"
"101","Ntchisi","28307","4423.04440777637","2735.32080108432","2614.62157714478","696.784979369834","45.5983417209695","4929.62321582999","73.3505904049448","23882.9555922236","696.784979369834","124.394442868903"
"102","Nkhata Bay","5566","869.513916988937","537.875256923493","514.141853745128","135.640125681743","8.53804881000914","968.927752593905","13.7266221723955","4695.48608301106","135.640125681743","23.2802411208999"
"103","Kasungu","45259","7071.99579649493","4365.17909008356","4183.49318710012","1152.06739576795","75.1157804459144","7909.0919585356","120.892270568524","38186.0042035051","1152.06739576795","204.843646298246"
"104","Machinga","60159","9400.2921822027","5812.98412497482","5554.70907347642","1523.73773055492","109.096712174201","10491.5330443893","175.841984269189","50757.7078177973","1523.73773055492","297.599866123051"
"105","Thyolo","22823","3566.1144793595","2204.78025767487","2109.40957957239","625.563719744455","47.3688244914712","4009.20660062428","76.4597380920936","19255.8855206405","625.563719744455","129.213760158748"
"106","Lilongwe","35055","5477.50346061205","3387.04479443828","3235.08897889595","762.830551272667","37.7107806214164","6054.0209466526","60.1047155990183","29576.496539388","762.830551272667","102.85438997166"
"107","Nkhata Bay","20321","3175.15040071851","1963.24762429305","1876.22578591016","502.328916925086","33.9043070767047","3538.66140304944","54.6070683475699","17144.8495992815","502.328916925086","92.4633923876289"
"108","Nkhata Bay","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"109","Thyolo","140878","22013.6027890407","13594.809684697","13022.8254742679","3612.65572790645","230.132089043973","24646.8309590838","369.719604965705","118863.397210959","3612.65572790645","627.632626040515"
"110","Lilongwe","172340","26929.8912046454","16638.8822484153","15930.568613567","4451.33307494246","304.501074858234","30138.9700707313","490.421337120088","145409.108795355","4451.33307494246","830.5279134302"
"111","Ntcheu","39594","6186.76975945694","3824.28494400759","3659.62040781131","1061.28580114442","71.7328061125228","6952.92529856418","115.464467719626","33406.2302405431","1061.28580114442","195.668523440793"
"112","Thyolo","55804","8719.76952994259","5385.82631110553","5158.70347992202","1586.44730379125","120.718535789595","9841.14628410517","194.889317879499","47083.2304700574","1586.44730379125","329.231723638711"
"113","Chikwawa","129546","20242.8157859928","12515.3222730672","11957.4210306426","3201.22575192247","210.664136612597","22566.8649700979","339.010200966275","109302.184214007","3201.22575192247","574.571274204335"
"114","Blantyre","59692","9327.31824140876","5767.84519204208","5512.85676604943","1580.34127182189","109.314613408696","10464.1998876705","176.090327881099","50363.6817585912","1580.34127182189","298.215023651694"
"115","Ntchisi","41072","6417.72538834022","3968.70811562117","3793.51452505017","992.282286167184","65.8339911918696","7137.75397726166","106.041167329026","34653.2746116598","992.282286167184","179.599860940572"
"116","Zomba","88013","13752.789205301","8504.05479236496","8124.11879503292","2435.24553927699","175.335927302361","15491.6061441604","282.56150701486","74259.210794699","2435.24553927699","478.260506394282"
"117","Rumphi","93235","14568.7852395697","8998.94022195988","8615.5295228499","2352.49411518669","151.010686594065","16282.1442276817","242.898001220761","78665.2147604302","2352.49411518669","411.813093153422"
"118","Mulanje","108315","16925.2276603134","10463.2629087923","10000.0661005086","3043.80070617299","225.661317204589","19087.2409780026","363.668736207132","91388.7723396866","3043.80070617299","615.451358764985"
"119","Thyolo","170413","26628.7747696048","16447.3615455672","15753.0168185675","4519.33115742158","307.993660613377","29887.2464406789","495.565029297927","143783.225230395","4519.33115742158","840.001086305317"
"120","Nsanje","15455","2414.7765194197","1492.50608727836","1428.78371444285","419.406096412599","32.5416488361982","2710.70385534895","52.5683259752763","13039.2234805803","419.406096412599","88.7524520716954"
"121","Lilongwe","137796","21531.9782124598","13290.6561846155","12736.4457381482","3628.55175415606","237.146873695304","24165.2939232411","381.273683304547","116263.02178754","3628.55175415606","646.720360523816"
"122","Mangochi","170805","26690.0396546445","16486.3939606258","15789.2015358243","4229.54537569411","290.911648391999","29739.8225339443","468.44275024139","144113.960345356","4229.54537569411","793.421876219614"
"123","Mzimba","200635","31351.283995928","19348.2392683291","18545.2081252194","5457.59663098845","404.299067803789","35229.7150635984","652.732286912706","169282.716004072","5457.59663098845","1102.57126500085"
"124","Lilongwe","349655","54637.3244186689","33721.8276519424","32318.7818348148","8852.03928285054","590.11233996378","61047.6255993598","949.460387347165","295016.675581331","8852.03928285054","1609.30399032064"
"125","Chiradzulu","27860","4353.20356498335","2691.82230849009","2574.29414511858","779.840040329763","56.054457841439","4910.19111882168","90.3693932951811","23505.7964350167","779.840040329763","152.928923858545"
"126","Lilongwe","44053","6883.54120967194","4252.90023167131","4070.41229533816","1137.97215889104","74.7634875537641","7709.23584592054","120.298113599626","37168.4587903281","1137.97215889104","203.881440761455"
"127","Phalombe","1","0","0","1","0","0","0.185714285714285","0","0","0","0"
"128","Dowa","125025","19536.339220123","12080.3380257373","11547.7115761496","3321.28126429539","226.547226898645","21930.3372803696","364.885883831281","105487.660779877","3321.28126429539","618.062046330562"
"129","Kasungu","90463","14135.6299994189","8737.95831540362","8353.42831226051","2267.78546462563","146.768398474513","15785.6126873202","236.095613813553","76326.3700005811","2267.78546462563","400.273323573127"
"130","Neno","32254","5039.82150369071","3113.92279989468","2981.6928375308","774.263652782979","51.0200852352824","5602.4199784281","82.1135724217305","27213.1784963093","774.263652782979","139.149673394945"
"131","Dowa","114142","17835.7836393584","11010.3235240912","10549.8602915313","2998.32994059589","198.761709795396","20007.1028082491","319.834601739144","96305.2163606416","2998.32994059589","542.037663896405"
"132","Nkhata Bay","25445","3975.83252626724","2455.93530401316","2351.52877567623","653.978278845933","45.6461740125117","4446.08019984522","73.5760711420931","21468.1674737328","653.978278845933","124.474224556425"
"133","Mangochi","113488","17733.5876780399","10949.635442822","10488.6886169209","2980.50373682481","227.260486686154","19843.0444078921","366.899484907463","95753.4123219601","2980.50373682481","619.752293347733"
"134","Lilongwe","175098","27360.8571199636","16911.4511428579","16183.2592976443","4437.78887005911","289.793161395451","30584.0542569948","466.471771832625","147736.142880036","4437.78887005911","790.503105096398"
"135","Nkhata Bay","56944","8897.90643763759","5498.98148721794","5263.60410007879","1460.31556222349","95.85193756757","9957.65224799611","154.307796679189","48045.0935623624","1460.31556222349","261.445569764683"
"136","Dedza","142408","22252.6626528808","13747.1654415812","13164.0931462978","3511.5080129605","231.125351067666","24802.1214171699","371.812032767532","120154.337347119","3511.5080129605","630.375633279698"
"137","Chiradzulu","117760","18401.0945362711","11366.4004712706","10885.8265117757","3371.64241531574","251.86534445216","20791.6863507131","406.162048272566","99357.9054637289","3371.64241531574","686.925094222316"
"138","Balaka","189063","29542.9980264158","18263.5047576877","17454.6230938266","4988.56581227861","362.910712699739","33102.1412024194","585.119878309594","159519.001973584","4988.56581227861","989.782445287245"
"139","Lilongwe","216131","33772.7358072799","20881.825186243","19967.2626568063","5575.22115769588","378.205833908314","37797.0831029049","609.274598100699","182357.26419272","5575.22115769588","1031.92651522824"
"140","Kasungu","69822","10910.2350574748","6744.92011247075","6452.49193116932","1833.3550975997","121.482198669291","12237.9467769494","195.684430243469","58910.7649425252","1833.3550975997","331.405838377203"
"141","Lilongwe","32511","5079.97736092897","3139.40070720877","3005.31189364078","732.660752164544","40.9336310607639","5625.42247887213","65.5054796982273","27430.022639071","732.660752164544","111.646040548373"
"142","Lilongwe","88406","13814.2098540417","8541.77995029165","8159.09917116152","2424.6036025735","177.282596327582","15541.116802725","285.964293709485","74590.7901459583","2424.6036025735","483.554900087111"
"143","Ntchisi","138197","21594.6242357636","13327.7355889028","12773.8554119408","3510.2131949178","226.297962214377","24149.2979088087","363.745467091275","116601.375764236","3510.2131949178","617.13778124576"
"144","Chitipa","28948","4523.20915068122","2797.15127787353","2671.95039271425","732.656309153113","48.9566785061263","5053.74271411322","78.8814368762324","24423.7908493188","732.656309153113","133.531054438357"
"145","Mwanza","46568","7276.5477076146","4495.16359249684","4304.89788942784","1146.35762851102","74.9571640198135","8109.88693032291","120.559704788742","39290.4522923854","1146.35762851102","204.43228070564"
"146","Nkhotakota","137628","21505.709892095","13275.1039612885","12720.7648318301","3078.77861146967","163.330317923945","23811.3248282516","261.248767873176","116121.290107905","3078.77861146967","445.415260605248"
"147","Kasungu","65114","10174.5738033183","6282.0304256105","6018.16472641459","1637.1772651053","100.784473297213","11374.382320768","161.784028013596","54938.4261966817","1637.1772651053","274.842749273514"
"148","Kasungu","56701","8859.93635887481","5474.94085193214","5241.3175053545","1329.56630879088","79.3401022052808","9840.06182240753","127.353988242004","47840.0636411252","1329.56630879088","216.401454233735"
"149","Blantyre","106665","16667.4042125903","10305.756032093","9843.48306119017","2629.61716191578","155.319788689977","18606.2110397899","248.887860278241","89996.5957874097","2629.61716191578","423.644969868085"
"150","Dedza","202156","31588.9241064308","19500.5483382052","18686.7702259504","5394.69462352643","370.995190704074","35472.0225587905","597.542852531746","170566.075893569","5394.69462352643","1011.76751577972"
"151","Thyolo","76081","11888.2762529187","7346.87920089224","7027.8381887434","2126.14665362237","156.499196722787","13400.3478301487","252.448849194859","64191.7237470813","2126.14665362237","426.791442563091"
"152","Salima","86326","13489.1874964504","8341.22487834549","7973.14426117811","2105.1494394274","137.98449682487","15019.036290484","221.993426833753","72835.8125035496","2105.1494394274","376.440166059815"
"153","Ntchisi","22545","3522.67395214734","2177.40089678069","2084.02752832549","574.250696269436","39.9368001369139","3935.98468813254","64.3371438566806","19021.3260478527","574.250696269436","108.929402676842"
"154","Dedza","109044","17039.1386913538","10532.4864389563","10069.4441377969","2641.03882994047","173.014628360926","18958.8995794614","278.277703424201","92003.8613086462","2641.03882994047","471.852605969923"
"155","Mangochi","75930","11864.6807996015","7332.63865163884","7013.54199959663","1931.17364241532","138.443222307983","13247.0963343544","223.275763597175","64064.3192003985","1931.17364241532","377.552812936413"
"156","Rumphi","14221","2221.96001818919","1373.62202883701","1313.64462882952","371.229046737419","24.8622900729623","2490.63139056608","40.0482578641975","11998.0399818108","371.229046737419","67.7980872084431"
"157","Chikwawa","37372","5839.55889277718","3605.35182641812","3454.30065099321","914.582057445622","58.2252096892891","6507.25836443172","93.4975148110531","31531.4411072228","914.582057445622","158.779959016933"
"158","Machinga","177282","27702.1197425941","17125.9991770263","16382.1641614478","4415.03100787256","317.290325240398","30862.5541918214","511.663089290771","149578.880257406","4415.03100787256","865.60697497037"
"159","Salima","91656","14322.0671410149","8850.75558509316","8466.57600514512","2258.42684428874","147.510149359925","15963.8491672353","237.171645271978","77332.9328589851","2258.42684428874","402.278288740271"
"160","Lilongwe","152146","23774.3249009593","14701.0504139348","14048.4536255797","3722.35379599928","238.818160070302","26487.2347585557","384.278696600348","128370.675099041","3722.35379599928","651.477535674943"
