"","TA","ID","Population","Incidences","Recovered","Deaths","Peak_Hospital","Peak_Crit"
"1","Balaka",2,34766,29333.6501800362,29279.0002061203,54.6499739158619,200.156002811796,34.3949742526129
"2","Balaka",138,189063,159519.999536418,158934.87966698,585.119869438464,1349.85109035928,362.910659142694
"3","Balaka",220,260230,219566.358912279,218753.139422128,813.219490150522,1893.74060676242,504.411809937955
"4","Blantyre",114,59692,50364.6860214273,50188.5956786274,176.090342799908,427.847731048492,109.314681647591
"5","Blantyre",149,106665,89997.5995791438,89748.7117083612,248.887870782588,711.72204992123,155.319730963468
"6","Blantyre",163,108459,91511.2955838985,91218.3995845836,292.895999314921,764.13269112578,182.257573735706
"7","Blantyre",164,51202,43201.3356021173,43061.6354724811,139.700129636145,348.594120893236,86.7632647966599
"8","Blantyre",169,40760,34391.0257616157,34275.6790692371,115.346692378586,288.104300353881,71.6564151930515
"9","Blantyre",173,34131,28797.8765009732,28705.4571998947,92.419301078472,241.587073272134,57.5147510320925
"10","Blantyre",176,24477,20652.4234187947,20574.3719363761,78.051482418558,183.019071187957,48.4146979044533
"11","Blantyre",230,90288,76179.7137049754,75933.9991592449,245.714545730474,631.798777911506,152.831632299668
"12","Blantyre City",3,979024,826040.622694526,824625.988170139,1414.63452438646,5682.37826172816,893.622612020348
"13","Chikwawa",6,10806,9117.67583395172,9095.54612742556,22.1297065261619,69.6226068097233,13.8463306329634
"14","Chikwawa",7,69743,58845.1037983643,58723.183812632,121.919985732282,414.424086753964,76.3930986969716
"15","Chikwawa",16,1,1,1,0,0,0
"16","Chikwawa",22,47558,40126.7547917219,39998.4445312623,128.310260459582,330.196684996679,79.7578011237725
"17","Chikwawa",113,129546,109303.218534856,108964.208227412,339.010307443979,866.31701253962,210.664309838768
"18","Chikwawa",157,37372,31532.4309169297,31438.933432329,93.4974846007307,247.509226037673,58.2251554969854
"19","Chikwawa",177,95673,80723.2334610312,80435.5879021834,287.645558847833,680.976254563059,178.52388265298
"20","Chikwawa",185,40611,34265.3038385597,34162.9940690442,102.309769515477,273.339181249571,63.6735410832395
"21","Chikwawa",214,228307,192631.668150077,191980.006046585,651.662103491718,1579.77441420572,404.59210708514
"22","Chiradzulu",8,3806,3211.5076413464,3203.79200041856,7.71564092784523,24.663786954297,4.82558780620917
"23","Chiradzulu",125,27860,23506.7901172257,23416.4207482136,90.3693690120678,211.157274181558,56.0544392784691
"24","Chiradzulu",137,117760,99358.9072489175,98952.7451933022,406.162055615354,912.796414276379,251.865495685278
"25","Chiradzulu",168,86460,72949.8689504748,72701.7857570933,248.08319338155,621.050596122105,154.245933756622
"26","Chiradzulu",194,88254,74463.5412692627,74198.9341243346,264.607144928106,648.382902022742,164.378603376042
"27","Chiradzulu",210,50615,42706.068075189,42538.9431893131,167.124885875854,387.84792761681,103.712829706705
"28","Chiradzulu",218,63598,53660.3206723961,53439.5975647328,220.723107663331,497.734502134698,136.93008351248
"29","Chitipa",9,21215,17900.1538436902,17864.3052017769,35.848641913277,125.493166599683,22.4864341955938
"30","Chitipa",144,28948,24424.7804005664,24345.8989974307,78.8814031356876,198.316838369826,48.9566371985992
"31","Chitipa",200,107405,90621.994876343,90330.100077202,291.894799140983,739.915298028057,181.209976555829
"32","Chitipa",205,42023,35456.6541549684,35327.0840873965,129.570067571871,310.556676249615,80.3359864220669
"33","Chitipa",206,29517,24904.8710069555,24820.114960336,84.7560466195503,204.337466198292,52.5410196341374
"34","Chitipa",222,36875,31113.0926401952,31013.3999422375,99.6926979577484,249.931918602694,61.881402736537
"35","Dedza",10,30623,25838.0498565772,25789.9711835172,48.0786730600008,178.6438611494,30.2934936213561
"36","Dedza",45,31902,26917.1955930714,26807.3695798307,109.826013240681,245.985280136052,68.0373910687652
"37","Dedza",47,92925,78404.6466788374,78120.503575657,284.143103180368,671.02234204487,176.32495395535
"38","Dedza",63,46478,39215.5227078637,39087.6179752784,127.904732585324,325.279734485346,79.4898207895834
"39","Dedza",136,142408,120155.359090824,119783.546990739,371.812100085051,950.689415196343,231.125457164383
"40","Dedza",150,202156,170567.038304938,169969.49558402,597.542720917763,1460.21960512441,370.995084761157
"41","Dedza",154,109044,92004.8681886359,91726.5904643801,278.277724255835,714.542115064094,173.014668357693
"42","Dedza",227,202433,170800.752734946,170249.007779793,551.744955152911,1267.58203209837,341.808992088842
"43","Dedza",232,96260,81218.5062642812,80899.2871905325,319.21907374868,713.390490154935,197.850545995003
"44","Dowa",11,7260,6125.78048629171,6113.44529774588,12.3351885458326,45.6705130057797,7.75787082320483
"45","Dowa",41,184981,156075.857306222,155582.910212953,492.947093269075,1288.97143680705,306.384435764673
"46","Dowa",65,130321,109957.101961776,109606.580953089,350.521008686657,894.915971789871,217.759476258975
"47","Dowa",81,113569,95822.7935451078,95541.2273835136,281.566161594203,759.09175141397,175.291825564619
"48","Dowa",86,51609,43544.7446610348,43422.3721776882,122.372483346584,339.664766742402,76.2676091987676
"49","Dowa",128,125025,105488.656229656,105123.770361529,364.885868127374,899.186291033281,226.547145605179
"50","Dowa",131,114142,96306.255815458,95986.4210826602,319.834732797826,811.421233484342,198.761974978989
"51","Dowa",198,100996,85214.4551652629,84934.759777759,279.695387503853,716.994655002069,173.796406531533
"52","Karonga",12,61246,51675.840882019,51566.22496178,109.615920239024,368.362900782801,68.7101952001497
"53","Karonga",91,29428,24829.7765159754,24756.9278242757,72.8486916997175,193.1354312268,45.2993324384012
"54","Karonga",96,34753,29322.6815843535,29241.3115772089,81.3700071445566,223.226593706155,50.6389865745735
"55","Karonga",161,92690,78206.3648617973,77961.7478228443,244.617038953036,615.583267239111,151.885671482641
"56","Karonga",167,98820,83378.4981465663,83095.7927031576,282.705443408672,694.086276584515,175.464394544223
"57","Karonga",236,78123,65915.6455123093,65709.3866533126,206.258858996662,529.637278702518,128.164038985331
"58","Kasungu",13,59620,50303.9368493453,50226.0428601626,77.8939891827152,331.456368988131,49.2856652890375
"59","Kasungu",14,68484,57782.8313682784,57631.9128420776,150.918526200759,431.428209362689,94.0267959497284
"60","Kasungu",49,58040,48970.8334126874,48836.0327381648,134.800674522599,382.675679715817,83.9460853791211
"61","Kasungu",50,9582,8084.94010123691,8053.05801755801,31.8820836789034,73.5827996195996,19.7670837971195
"62","Kasungu",69,41315,34859.3001518584,34767.5869091683,91.7132426901334,265.402222840413,57.1748938666862
"63","Kasungu",70,47032,39682.9590839125,39554.6609741629,128.298109749602,328.02616048841,79.6675765896307
"64","Kasungu",100,56660,47806.4643501678,47676.9709623852,129.493387782568,368.725740595519,80.6829063049796
"65","Kasungu",103,45259,38186.9982150643,38066.1059634464,120.892251617892,311.804054569816,75.1157258957683
"66","Kasungu",129,90463,76327.3591948097,76091.2636144022,236.095580407482,613.570913731993,146.768353495155
"67","Kasungu",140,69822,58911.7587697504,58716.0743599974,195.684409752973,496.408989487437,121.482161241517
"68","Kasungu",147,65114,54939.4316283471,54777.6475843277,161.784044019386,443.036524361291,100.784472832335
"69","Kasungu",148,56701,47841.0639895363,47713.7100003596,127.353989176751,359.985452295345,79.3400980682914
"70","Kasungu",204,32061,27051.3385677436,26976.9309550735,74.407612670081,211.11643792501,46.376149909563
"71","Kasungu",229,126014,106323.08505164,106049.868535284,273.216516355826,798.854744319953,170.326406006965
"72","Kasungu",237,127310,107416.571505602,107135.373275156,281.198230446429,809.138022215429,175.221787490097
"73","Likoma",17,1,1,1,0,0,0
